id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId
2483640063,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-11-09T18:01:03.094Z,2022-11-09T19:02:36Z,3905478545,194,6m2pk6odyb3atayt6u8cifahh,3905478539,59,"22, 15, 5, 8, 2, 3, 23, 6, 20, 10, 7, 1, 9, 11, 16, 17, 18, 19, 21, 29, 35",3905478537,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905478543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905608215,197,457,3905478541,130,4,3905478547,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905478535,30,"7w5ivtmbqzi4hfte330r1a505, 6sg2ot7z9kfyrlgjkmpqvejqi, dafbvyorudvujxw7zswicykmh, 35qg0rrwtl00pycx468s62m3u, aqlakf0mo95rlktf6xdbaegh5, 4jqgl7x5ewke1u0sy2cbkqfhl, 7joybllup4h9oe6zfhcepjy6t, baakmd4ndnulbl9npvmq90mvp, p7vw4thx5wzo49h6hfabcq5m, 6m2pk6odyb3atayt6u8cifahh, 6hrp4zuxh40i3tccmk5s0j5xx, a91pmdnyzx1i7vx3l19hj4jx1, 9c2i7ddl2uh7kuhwq62klkyui, 8ty68f4i1lwjdktycd2oy5a6t, ddfwtazsntda1pah2l454py3t, 3kx4mltrob4yta5g6kr2u8ic5, 6w6ewzxircqxk6dsrs1rvc8ru, 29m8py8czo6w0zf2arwolirjd, 1ekkj2b713kjnugsk4dz50q1h, eo74fl3ctgkwbpsa099rkv6xh, 2x44f29a52v8kpkkjsuiiywdm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483641919,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-11-09T18:04:41.354Z,2022-11-09T19:01:51Z,3905617139,197,16860,3905487273,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905487269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905487261,59,"33, 2, 32, 8, 3, 13, 27, 17, 10, 21, 42, 1, 5, 9, 11, 16, 18, 22, 25, 26, 29, 35, 53",3905487263,130,8,3905487257,30,"3hhca66jtxt3c1iw10nfmhtnu, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, 4ecptuxoyx485mmhrubuscgyd, cgsmk5437f466uoqvol7devze, eqjelc731e1xrp95bpysx0pka, 1txv3b9y7h3du9d5bbblg0vai, dvof4p3jx1gi6i9uelbmudl62, 4212luiyivgvje1vm1ojieicq, 4idru0svqcqjpi03b4jhqyd3p, czh4r9efdbw4fvdux0enl127e, 3fuuh40aui30noi2kjf0blh3p, e65zqndnze1xzef4qlkhd1v4l, b2uznyb9b8fxsy57450mbmwru, cty7nsrs5yn785m330c2gbwq2, 84yhv0iilunn0vllz1r5fe7l5, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, 30t0ph1icrggc0x62om801ses, dotvgi9g50m2axfw4isamd1ck, hjb0mn4fgmfiimwn5odvl8fd, cynuwabb849am6ml1b70yr55h, 45vh3c99keqayr9hj0r6x0ei2",3905487259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905487271,194,4idru0svqcqjpi03b4jhqyd3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670247,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-11-09T19:01:35.370Z,2022-11-11T08:30:45Z,3905621035,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670229,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-11-09T19:01:35.370Z,2022-11-09T19:01:35Z,3905620971,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670269,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,49.9,49.9,2022-11-09T19:01:35.446Z,2022-11-11T08:47:54Z,3905621121,213,3.1,3905621113,56,Back,3905621115,140,33.3,3905621117,141,50.1,3905621119,212,17.4,3905621123,279,S,3908044863,178,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670283,4,1,1,0,3,6hsriqr3ybvyg94w2k19oal50,0,33.5,52.6,2022-11-09T19:01:38.809Z,2022-11-11T08:47:58Z,3908045013,178,,3905621181,141,96.1,3905621187,1,,3905621175,155,,3905621183,212,52.6,3905621177,56,Left,3905621185,213,0.6,3905621179,140,74.9,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670291,3,49,1,0,6,d0zdg647gvgc95xdtk1vpbkys,1,28.3,6.6,2022-11-09T19:01:41.790Z,2022-11-11T08:48:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670303,4,1,1,0,7,d0zdg647gvgc95xdtk1vpbkys,1,26.2,7.2,2022-11-09T19:01:43.192Z,2022-11-11T08:48:10Z,3908045219,178,,3905621305,141,25.0,3905621303,140,20.6,3905621301,56,Back,3905621309,213,2.0,3905621307,212,13.5,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670345,5,1,1,0,9,d0zdg647gvgc95xdtk1vpbkys,1,21.2,32.7,2022-11-09T19:01:45.158Z,2022-11-11T08:48:16Z,3908045429,178,,3905621533,212,18.0,3905621529,140,21.8,3905621527,56,Back,3905621535,213,1.5,3905621531,141,59.2,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670369,6,1,1,0,16,d0zdg647gvgc95xdtk1vpbkys,1,41.1,74,2022-11-09T19:01:52.046Z,2022-11-11T08:48:22Z,3905621701,140,40.0,3908045661,178,,3905621707,213,1.7,3905621699,56,Back,3905621705,212,13.9,3905621703,141,94.3,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
