id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2455699189,1,34,16,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-04T11:29:24.105Z,2022-09-04T12:32:18Z,3757348585,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757557799,197,464,3757348577,30,"2p6h6ivyzp1fzsayw7r2xn2dx, ayqy2vql1oumokqly9ahfrnx1, a2zavv31d2aadyddk0kjttdgq, 2w7xspkzg7b9ghl20me202ove, 42cg746sa90jla5x4islj9pwq, 6zzcoo9k4ebqtlux49rbb5fro, 1hmy5uxiyr8g915tngl9l8twq, 7jgtmmk4b2bgn0syidj6ve7kl, 1t7nph4960rjzu7rgi47sf8ix, 8ymqihdfqc7esda7y407lebx1, b2ibeioms7t9vb3au7tpqys4p, f3h1bxnw3fq8m10ck132bic4p, ad2qplv0aa66l11ipq6yh0hd5, b7owk879trwk2tu8ud574xq3u, 3dx91sb6ktg8z1xmoti25kru, 51f3vubki4or5vaft5tromn3e, 4cegvsj3s6t0o1l5xap6jypuy, d29ahwtvs7ls75wdtkf7xr8tm, 9v7zwguzazofzafwg3qevdo4q, 3uq3lrjyj4mnvq6162b0jyhnt",3757348579,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3757348583,130,8,3757348581,59,"12, 3, 5, 6, 31, 22, 19, 8, 7, 10, 18, 1, 2, 13, 14, 17, 23, 28, 32, 34",3757348589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757348587,194,7jgtmmk4b2bgn0syidj6ve7kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455699219,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-09-04T11:29:27.964Z,2022-09-04T12:26:53Z,3757348735,59,"1, 2, 18, 8, 5, 4, 7, 20, 9, 10, 77, 23, 34, 32, 3, 11, 13, 15, 17, 19, 24, 26, 27",3757348743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757348741,194,ew4kbwq27lxqocg0920amphw5,3757552697,197,2846,3757348733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3757348737,130,8,3757348739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757348731,30,"3kt58x082lj8650en2mt60xqt, 6ciggfx8p0zkak8qxe1p7yzth, 57wfg8j12hfw3aisrnwtpgmvp, 49x98sk3wf7sjshrlou5vnvje, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, ewbakrn2dqmy062scjnz0pecp, cqrk42u0s5w8yuq6mnckug02y, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, 55e0z1vhb48go6y2io7h80aqy, 7myeigeuggkj5ymjw6znedkut, 2gonj4ylypwritcayysoqj3hm, 627nw9ji9qfss33q8ce8042c5, y1ky8sp8scl05mmfr7byy3md, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, 5qdy8yuwjjc700f9tup2k12w9, 5q2z4aezq94ob9qp37i302ns9, 2pjxqgyqgvalmyu8cnu5fst90, eytcfp4cu6qkar65kf0p5rm96, 9i3hqtdo66gzvm4srzwhz8bca, 6rxmwjizhefv4gntkhtpxtasp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741633,2,32,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-04T12:30:39.208Z,2022-09-04T12:30:41Z,3757563121,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741625,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-09-04T12:30:39.208Z,2022-09-06T18:39:48Z,3757563097,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741641,3,1,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,50.1,49.9,2022-09-04T12:30:39.408Z,2022-09-07T05:00:03Z,3757563159,279,S,3757563157,213,4.1,3757563151,140,33.0,3757563153,141,14.7,3757563149,56,Back,3763535865,178,,3757563155,212,29.9,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741675,4,1,1,0,4,3kfktv64h7kg7zryax1wktr5r,0,30.6,10,2022-09-04T12:30:43.406Z,2022-09-07T05:00:08Z,3757563369,141,11.1,3757563367,140,34.8,3757563363,155,,3757563365,56,Back,3757563371,212,4.5,3757563373,213,0.2,3763535965,178,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741695,3,61,1,0,4,3t0vjqtxc8wpjzv82i3oi2ova,1,68.2,96.3,2022-09-04T12:30:43.601Z,2022-09-07T05:00:13Z,3763536043,388,,3763536041,21,,3757563455,56,Left,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741701,4,5,1,0,7,3t0vjqtxc8wpjzv82i3oi2ova,0,66.6,101.7,2022-09-04T12:30:46.274Z,2022-09-07T05:00:15Z,3757563485,56,Left,3757563487,347,,3757563609,233,5,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741715,5,5,1,0,7,3kfktv64h7kg7zryax1wktr5r,1,33.4,-1.7,2022-09-04T12:30:46.274Z,2022-09-07T05:00:15Z,3757563553,347,,3757563551,56,Back,3757563585,233,4,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455741791,6,1,1,0,14,3kfktv64h7kg7zryax1wktr5r,1,36.8,0,2022-09-04T12:30:53.924Z,2022-09-07T05:00:17Z,3757563973,212,12.9,3757563971,141,17.3,3757563965,107,,3757563967,56,Back,3757563969,140,36.7,3757563975,213,1.6,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
