id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId
2457937933,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-09-10T13:34:51.425Z,2022-09-10T14:28:01Z,3769539039,197,493,3769262945,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3769262951,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3769262943,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, 6rfm7p5go1lgv6ccdjqgpallh, 570htztcvfsu947xw6fvtzmc5, 6dd248q0adq6su677bw2kk2c5, a76yp8gkkg6frtuhh3d6l46i, 9p6nlczeycd0ai4dahjxnf8ph, 76n4eg1xu5qvf9bkwy4p8jsut, cudl1cjc8kxshfbhatms7aooa, 5qvy65ckiigykkowpyco05zv9, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 8inyievyp1az6q3dtlkpynf56, 4fiks6jvfxzbs9k0s050vmfbo, 6h0fuh0aamz86pf25qebm0fvu, bqqq27wy9bk31ssgapksci4t1",3769262947,59,"22, 28, 16, 14, 4, 24, 71, 20, 19, 7, 10, 1, 2, 8, 9, 11, 21, 31, 34",3769262955,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769262953,194,9p6nlczeycd0ai4dahjxnf8ph,3769262949,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457949975,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-09-10T13:44:49.386Z,2022-09-10T14:38:10Z,3769323725,30,"5gnywqecwvt5yxied85hu4x2i, 71gwdg60saiwwwnnv6is52may, b2h6iojtnu8rzb81vw4rbfrop, dp0q4f4gbj2buhcu1lb5dzxed, 7t19aebk75lrt41hmclk18mhh, 9fpb7g8ij9dqtuqhnimy5fap5, 4tc5741xue1eigwcu4t7qtuc5, 5fnmjp63t7m9fg3y2fcw6z015, 8rqula41yqtbwycgemsw9ixud, 3jkzywsfc2vjq3h1kqdhhl2hh, 9trasqdd75zjxz4kzplb64xjp, bznrsqachpfr9l2wnfjy8samt, 67v3pc4c8yomh3hg3w0257oid, 1kbmdrn8cmlf591w70v9bpo0l, 6pgcyaivg3sjcm6jju4nn3omi, atbvv2os8m7nfs0p128w5a6l1, cpf23tzajwpmi442uzxm0jh90, cozhhgt0jbcuu4wdxf1pwjkyd, 3fzqjtehxr65c2xfyytws30q2, emrt1s5yfgtex867u98gbt0fe, 6o2tffdjtdueojbhahe3w66i2, 8qqyo9093i0wtapxq219wjzzd, a3hraho1lbnm3ga3ffkahlqi2",3769323733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769323735,194,8rqula41yqtbwycgemsw9ixud,3769539863,197,4030,3769323731,130,10,3769323737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769323727,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3769323729,59,"31, 77, 5, 12, 33, 14, 7, 6, 17, 11, 19, 15, 1, 4, 8, 10, 20, 21, 22, 34, 61, 85, 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994555,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-09-10T14:31:26.358Z,2022-09-12T04:58:15Z,3769549997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994503,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-09-10T14:31:26.358Z,2022-09-10T14:31:26Z,3769549715,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994569,3,1,1,0,0,3ebril33e08ddzob4bhq8awsr,1,49.9,50,2022-09-10T14:31:26.419Z,2022-09-12T06:33:03Z,3769550087,213,2.9,3769550081,140,28.9,3775725053,178,,3769550085,212,22.6,3769550083,141,57.2,3769550091,279,S,3769550079,56,Back,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994625,4,1,1,0,3,3ebril33e08ddzob4bhq8awsr,0,29.3,58.5,2022-09-10T14:31:29.661Z,2022-09-12T06:33:17Z,3769550385,213,5.5,3769550377,140,66.1,3769550379,141,5.2,3769550389,1,,3769550381,212,53.0,3769550375,56,Right,3769550373,155,,3775725303,178,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994621,3,44,1,0,6,8iawijq7s9s6d85mjz8wdslki,1,30.1,94.6,2022-09-10T14:31:32.862Z,2022-09-13T08:09:56Z,3769550355,56,Back,3769550603,233,5,3769550357,285,,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994639,5,44,1,0,6,3ebril33e08ddzob4bhq8awsr,0,69.9,5.4,2022-09-10T14:31:32.863Z,2022-09-12T06:34:01Z,3769550439,286,,3769550611,233,3,3769550435,56,Right,,,,,,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994651,4,1,1,0,6,8iawijq7s9s6d85mjz8wdslki,0,26.2,94.4,2022-09-10T14:31:32.877Z,2022-09-13T08:09:56Z,3769550525,140,36.8,3769550535,212,11.6,3769550531,141,89.7,3769550537,213,6.0,3769550521,56,Back,3769550515,3,,3775725647,388,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994693,6,1,1,0,8,3ebril33e08ddzob4bhq8awsr,0,60.5,8.2,2022-09-10T14:31:34.452Z,2022-09-12T06:34:13Z,3769550757,56,Center,3769550759,140,84.5,3769550765,213,0.4,3769550763,212,27.2,3775726437,388,,3769550755,3,,3769550761,141,23.1,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
