id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,assist,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,keyPass,qualifier/13/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2458091559,9,1,1,0,19,d0zdg647gvgc95xdtk1vpbkys,1,36.5,14.9,2022-09-10T16:48:23.931Z,2022-09-12T06:04:02Z,3770062425,213,5.9,3770062417,56,Back,3770062419,140,43.9,3775698577,178,,3770062423,212,8.5,3770062421,141,10.0,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091587,10,1,1,0,21,d0zdg647gvgc95xdtk1vpbkys,1,45.1,10,2022-09-10T16:48:26.311Z,2022-09-12T06:04:07Z,3770062541,140,41.0,3770062543,141,25.5,3775698643,178,,3770062539,56,Back,3770062547,213,2.0,3770062545,212,11.4,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091663,11,1,1,0,27,d0zdg647gvgc95xdtk1vpbkys,1,44.9,33.4,2022-09-10T16:48:31.629Z,2022-09-12T06:04:10Z,3770062951,212,22.1,3775698675,178,,3770062943,140,48.0,3770062947,141,65.5,3770062937,56,Back,3770062955,213,1.4,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091683,12,1,1,0,30,d0zdg647gvgc95xdtk1vpbkys,1,48,67.9,2022-09-10T16:48:34.870Z,2022-09-12T06:04:13Z,3770063087,140,64.8,3770063091,212,25.2,3770063085,56,Left,3770063093,213,0.8,3770063089,141,94.4,3775698705,178,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459219039,1783,43,1,0,31,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-09-10T16:48:35.572Z,2022-09-12T11:06:46Z,3776056359,144,82,3776056289,178,0,,,,,,,,,,,,,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091701,13,1,1,0,33,d0zdg647gvgc95xdtk1vpbkys,1,65.7,94.4,2022-09-10T16:48:37.619Z,2022-09-12T06:04:20Z,3775698783,178,,3770063193,213,5.3,3770063189,141,83.0,3770063185,56,Left,3770063187,140,71.1,3770063191,212,9.6,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091735,14,1,1,0,34,d0zdg647gvgc95xdtk1vpbkys,1,68.2,84.7,2022-09-10T16:48:39.056Z,2022-09-12T06:04:25Z,3770063357,56,Left,3770063363,212,13.2,3770063361,141,88.0,3775698851,178,,3770063359,140,55.8,3770063365,213,3.0,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091759,15,1,1,0,36,d0zdg647gvgc95xdtk1vpbkys,1,55.3,87.2,2022-09-10T16:48:41.283Z,2022-09-12T06:04:28Z,3770063483,56,Back,3775698895,178,,3770063489,212,30.5,3770063487,141,44.0,3770063491,213,4.4,3770063485,140,47.4,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091787,16,1,1,0,39,d0zdg647gvgc95xdtk1vpbkys,1,47.3,42.2,2022-09-10T16:48:44.301Z,2022-09-12T06:04:33Z,3770063627,140,61.9,3770063637,212,24.5,3775698955,178,,3770063631,141,14.1,3770063641,213,5.4,3770063623,56,Right,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091835,17,1,1,0,42,d0zdg647gvgc95xdtk1vpbkys,1,63.3,12.2,2022-09-10T16:48:46.726Z,2022-09-12T06:04:37Z,3770063863,141,5.2,3770063861,140,68.7,3775699063,178,,3770063865,212,7.4,3770063859,56,Right,3770063867,213,5.6,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091897,18,1,1,0,44,d0zdg647gvgc95xdtk1vpbkys,1,67.7,4.9,2022-09-10T16:48:48.614Z,2022-09-12T06:04:42Z,3770064219,140,89.8,3775699111,178,,3770064221,141,11.4,3770064223,212,23.6,3770064217,56,Right,3770064225,213,0.2,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091951,19,1,1,0,49,d0zdg647gvgc95xdtk1vpbkys,1,84,3.5,2022-09-10T16:48:53.350Z,2022-09-12T06:04:45Z,3770064521,213,2.4,3770064513,56,Right,3775699163,178,,3770064519,212,6.9,3770064517,141,10.4,3770064515,140,79.2,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091971,20,1,1,0,54,d0zdg647gvgc95xdtk1vpbkys,1,89,4.7,2022-09-10T16:48:58.501Z,2022-09-12T06:04:48Z,3775699211,178,,3770064627,141,2.9,3770064625,140,76.8,3770064623,56,Right,3770064631,213,3.2,3770064629,212,12.9,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092001,21,1,1,0,56,d0zdg647gvgc95xdtk1vpbkys,1,76.1,3.7,2022-09-10T16:49:01.181Z,2022-09-12T06:04:52Z,3775699311,178,,3770064779,56,Right,3770064783,141,20.6,3770064781,140,67.2,3770064785,212,14.8,3770064787,213,2.3,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092015,22,1,1,0,59,d0zdg647gvgc95xdtk1vpbkys,1,67,28.8,2022-09-10T16:49:04.223Z,2022-09-12T06:04:57Z,3770064867,140,71.0,3770064865,56,Center,3770064873,213,0.9,3770064871,212,6.8,3775699371,178,,3770064869,141,36.7,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092041,23,1,1,1,0,d0zdg647gvgc95xdtk1vpbkys,1,71,36.7,2022-09-10T16:49:04.832Z,2022-09-12T06:05:04Z,3775699445,178,,3770065037,212,9.7,3770065039,213,3.5,3770065035,141,32.1,3770065031,56,Center,3770065033,140,62.3,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092069,24,1,1,1,1,d0zdg647gvgc95xdtk1vpbkys,1,62.9,34.9,2022-09-10T16:49:06.214Z,2022-09-12T06:05:07Z,3770065213,140,63.3,3775699505,178,,3770065211,56,Center,3770065219,213,1.5,3770065215,141,57.2,3770065217,212,15.2,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092125,25,1,1,1,4,d0zdg647gvgc95xdtk1vpbkys,1,63.5,62,2022-09-10T16:49:08.953Z,2022-09-12T06:05:11Z,3770065479,56,Left,3775699569,178,,3770065483,141,92.1,3770065481,140,73.0,3770065485,212,22.8,3770065487,213,1.1,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092161,26,1,1,1,9,d0zdg647gvgc95xdtk1vpbkys,1,70.5,93.2,2022-09-10T16:49:13.374Z,2022-09-12T06:05:14Z,3770065673,141,83.9,3770065671,140,62.5,3770065675,212,10.5,3775699599,178,,3770065677,213,3.8,3770065669,56,Left,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092201,27,1,1,1,12,d0zdg647gvgc95xdtk1vpbkys,1,61.8,70,2022-09-10T16:49:16.917Z,2022-09-12T06:05:19Z,3770065883,141,21.2,3770065881,140,60.6,3770065889,1,,3775699661,178,,3770065879,56,Center,3770065885,212,33.2,3770065887,213,4.7,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092249,28,1,1,1,16,d0zdg647gvgc95xdtk1vpbkys,1,68.6,16.4,2022-09-10T16:49:21.240Z,2022-09-12T06:05:26Z,3770066143,213,5.2,3770066141,212,10.7,3770066139,141,2.9,3775699745,178,,3770066137,140,73.8,3770066135,56,Right,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092303,29,1,1,1,19,d0zdg647gvgc95xdtk1vpbkys,1,73.4,14,2022-09-10T16:49:24.055Z,2022-09-12T06:05:31Z,3770066417,56,Center,3770066425,213,2.2,3770066419,140,64.1,3775699807,178,,3770066423,212,17.0,3770066421,141,34.5,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459219605,1830,43,1,1,22,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-09-10T16:49:26.567Z,2022-09-12T11:09:21Z,3776058115,178,0,3776058175,144,82,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092343,30,1,1,1,22,d0zdg647gvgc95xdtk1vpbkys,1,65.1,35.1,2022-09-10T16:49:26.755Z,2022-09-12T06:05:36Z,3770066649,141,92.4,3770066653,213,1.1,3775699909,178,,3770066643,155,,3770066651,212,43.5,3770066645,56,Left,3770066655,1,,3770066647,140,83.5,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092367,31,1,1,1,27,d0zdg647gvgc95xdtk1vpbkys,1,77.6,92,2022-09-10T16:49:31.516Z,2022-09-12T06:05:40Z,3775699949,178,,3770066801,56,Left,3770066813,213,3.3,3770066805,140,67.0,3770066807,141,89.4,3770066811,212,11.3,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092415,32,1,1,1,30,d0zdg647gvgc95xdtk1vpbkys,1,66.4,88.4,2022-09-10T16:49:34.383Z,2022-09-12T06:05:43Z,3770067089,141,74.7,3770067093,213,4.4,3775699999,178,,3770067085,56,Center,3770067091,212,9.8,3770067087,140,63.6,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092477,33,1,1,1,33,d0zdg647gvgc95xdtk1vpbkys,1,63.4,69.1,2022-09-10T16:49:38.276Z,2022-09-12T06:05:47Z,3770067431,141,45.2,3770067433,212,18.2,3770067429,140,55.6,3770067435,213,4.2,3770067427,56,Center,3775700087,178,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459219923,1854,43,1,1,37,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-09-10T16:49:41.508Z,2022-09-12T11:10:45Z,3776059821,144,82,3776059705,178,0,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092583,34,1,1,1,41,d0zdg647gvgc95xdtk1vpbkys,1,39.1,56,2022-09-10T16:49:45.436Z,2022-09-12T06:05:51Z,3770068045,56,Back,3770068047,140,22.4,3770068053,213,3.8,3770068051,212,22.0,3770068049,141,36.4,3775700169,178,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092619,35,1,1,1,48,d0zdg647gvgc95xdtk1vpbkys,1,28.4,32.4,2022-09-10T16:49:52.613Z,2022-09-12T06:06:05Z,3770068213,56,Back,3770068221,213,5.6,3770068281,189,,3775700397,178,,3770068219,212,18.7,3770068217,141,15.2,3770068215,140,42.3,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092663,36,1,1,1,50,d0zdg647gvgc95xdtk1vpbkys,1,48.2,13.5,2022-09-10T16:49:55.247Z,2022-09-12T06:06:11Z,3775700487,178,,3770068459,56,Right,3770068465,212,20.6,3770068467,213,6.1,3770068463,141,6.5,3770068461,140,67.3,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092715,37,1,1,1,53,d0zdg647gvgc95xdtk1vpbkys,1,70.8,6.2,2022-09-10T16:49:57.725Z,2022-09-12T06:06:30Z,3775700789,178,,3770068741,141,7.6,3770068743,212,13.2,3770068739,140,83.3,3770068737,56,Right,3770068745,213,0.1,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459220211,1885,43,1,1,53,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-09-10T16:49:58.317Z,2022-09-12T11:11:59Z,3776060703,144,82,3776060605,178,0,,,,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092721,38,1,1,1,57,d0zdg647gvgc95xdtk1vpbkys,0,93.1,6.2,2022-09-10T16:50:01.736Z,2022-09-12T06:06:37Z,3770068787,212,5.0,3770068857,286,,3770068781,56,Right,3773148599,20,,3770068851,233,3,3770068779,155,,3773148597,224,,3770068785,141,13.5,6m2pk6odyb3atayt6u8cifahh,D. Tadić,3775700919,178,3770068847,236,3770068777,2,3770068783,140,93.3,3770068789,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092733,3,12,1,1,57,4vd2t5schmvvufrfib7f2vjdf,1,7.2,95.4,2022-09-10T16:50:01.818Z,2022-09-12T06:06:47Z,3770068909,233,38,3775701075,388,,3770068831,56,Back,3770068829,185,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092749,4,5,1,1,58,4vd2t5schmvvufrfib7f2vjdf,0,6.4,101.4,2022-09-10T16:50:03.085Z,2022-09-12T06:06:52Z,3770068935,347,,3770068975,233,39,3770068933,56,Back,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092755,39,5,1,1,58,d0zdg647gvgc95xdtk1vpbkys,1,93.6,-1.4,2022-09-10T16:50:03.085Z,2022-09-12T06:06:52Z,3770068965,347,,3770068967,233,4,3770068963,56,Right,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092813,40,1,1,2,1,d0zdg647gvgc95xdtk1vpbkys,1,94.3,0,2022-09-10T16:50:06.129Z,2022-09-12T06:06:58Z,3770069287,213,2.1,3770069285,212,7.3,3770069277,107,,3770069281,140,90.9,3770069283,141,8.0,3770069279,56,Right,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092817,41,61,1,2,2,d0zdg647gvgc95xdtk1vpbkys,0,90.9,8,2022-09-10T16:50:06.987Z,2022-09-12T06:07:33Z,3770069301,56,Right,3775701733,178,,,,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092807,5,49,1,2,4,4vd2t5schmvvufrfib7f2vjdf,1,7.3,95.4,2022-09-10T16:50:08.501Z,2022-09-12T06:07:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9hybzhhut4ac2xinqk7kzzpwp,R. Kaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092847,6,12,1,2,4,4vd2t5schmvvufrfib7f2vjdf,1,6.3,95.6,2022-09-10T16:50:08.546Z,2022-09-12T06:07:51Z,3770069435,140,9.1,3770069437,141,100.0,3775702039,178,,3770069439,212,5.3,3770069505,167,,3770069433,56,Back,3770069441,213,1.0,,,,9hybzhhut4ac2xinqk7kzzpwp,R. Kaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092853,7,5,1,2,4,4vd2t5schmvvufrfib7f2vjdf,0,12,101.4,2022-09-10T16:50:09.148Z,2022-09-12T06:08:15Z,3770069695,233,42,3770069463,56,Back,3770069465,347,,,,,,,,,,,,,,,,,7jtag81mvpom3bfgezx8txbdh,T. Haye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092881,42,5,1,2,4,d0zdg647gvgc95xdtk1vpbkys,1,88,-1.4,2022-09-10T16:50:09.148Z,2022-09-12T06:08:14Z,3770069649,56,Right,3770069651,347,,3770069671,233,7,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
