id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2515276749,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-03-04T16:39:18.878Z,2023-03-04T17:43:31Z,4072097611,130,11,4072097595,30,"7dg8woqlx67ch0ji3ujhgb52i, 8822s8ns7oyvjqade4oaxzg0l, a02jtmvlc1tlstvt96pa1hisq, ca8qw8jztjxwxuc2foa6dfckq, dbkr1w2xlwnyssid1tv0jlujt, c9epkro6fot3km9zak1kswfhm, 1sb4655mgzrdohlltyk9fqlzp, a21sngx9u0boxf3n6u5qbkdlh, c5jk0pvcvqddy0xiqv6qkesph, f15kg1dhysflr9u8igyvhxkdm, emuhqfrh7daavple8wlrljhm1, e3akocgpppdty3ayxty1gf6xh, 3dc82sro077by40u3qdmhw0r9, 7qzban9gm72aznhn11qyxwtg4, 6jqn5grsuhuo5at81pzahr6xh, bdurpi6c2ipwtcuyndq0e6ve2, eayvrkzzkk0xu4c5rrxgzlroq, 6bklt91zc5vietmdc8r31zl2i, 266bhlksybsxaymm3ufiqlpg4, 8oetnmi8kejwwy37rhlelw2ne, 10ijtddqmzbhx3qtlhbyn4rca",4072097629,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072464939,197,2840,4072097603,59,"1, 2, 5, 28, 6, 31, 7, 8, 9, 12, 19, 4, 11, 20, 21, 22, 24, 26, 30, 33, 34",4072097617,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072097599,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4072097625,194,a21sngx9u0boxf3n6u5qbkdlh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515282029,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-03-04T16:41:48.959Z,2023-03-04T17:42:03Z,4072457977,197,2846,4072127149,59,"32, 2, 24, 20, 17, 14, 77, 8, 9, 10, 57, 1, 11, 13, 16, 19, 21, 15, 23, 27, 29",4072127143,30,"627nw9ji9qfss33q8ce8042c5, 6ciggfx8p0zkak8qxe1p7yzth, eytcfp4cu6qkar65kf0p5rm96, cqrk42u0s5w8yuq6mnckug02y, ait187bpr8we72jvfxxt6ttjp, 4iurx3g3hajlatv5gcxsqwm7e, 55e0z1vhb48go6y2io7h80aqy, 49x98sk3wf7sjshrlou5vnvje, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, ix6hcbfujuw3mgefzpsnp2zu, 3kt58x082lj8650en2mt60xqt, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, ekltvbrx114dg6b2wj3lpwy96, 2pjxqgyqgvalmyu8cnu5fst90, 7gdaohy19ev2f04kviok7t1p1, 2ht1bdhf6z4bkck3aj92sq32s, 7myeigeuggkj5ymjw6znedkut, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp",4072127155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072127147,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4072127157,194,6ciggfx8p0zkak8qxe1p7yzth,4072127153,130,8,4072127161,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346419,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-03-04T17:44:44.296Z,2023-03-04T17:44:44Z,4072470105,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346427,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-03-04T17:44:44.296Z,2023-03-06T21:10:49Z,4072470141,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346441,3,1,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,50,49.7,2023-03-04T17:44:44.478Z,2023-03-07T04:55:27Z,4072470209,212,24.2,4072470211,213,2.8,4079662263,178,,4072470205,140,28.3,4072470203,56,Back,4072470207,141,61.8,4072470213,279,S,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346499,4,1,1,0,2,6g9qrm72224jrk6tkxxxi8a9n,0,27.8,59,2023-03-04T17:44:47.226Z,2023-03-07T04:55:31Z,4072470515,140,71.1,4072470525,212,56.6,4072470511,56,Right,4079662309,178,,4072470521,141,9.4,4072470529,213,5.6,4072470533,1,,4072470509,155,,ca8qw8jztjxwxuc2foa6dfckq,J. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346517,3,1,1,0,6,3t0vjqtxc8wpjzv82i3oi2ova,0,24.3,83.1,2023-03-04T17:44:50.312Z,2023-03-07T04:55:36Z,4072470647,213,4.9,4072470643,141,53.6,4072470637,3,,4072470645,212,20.5,4079662377,388,,4072470641,140,28.4,4072470639,56,Back,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346565,5,1,1,0,8,6g9qrm72224jrk6tkxxxi8a9n,0,69.8,55,2023-03-04T17:44:52.451Z,2023-03-07T04:55:41Z,4072470805,56,Center,4079662471,21,,4072470813,213,3.4,4072470807,140,63.1,4072470809,141,52.1,4079662469,388,,4072470811,212,7.3,,,,emuhqfrh7daavple8wlrljhm1,F. Antonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346609,4,1,1,0,9,3t0vjqtxc8wpjzv82i3oi2ova,1,34.5,44.2,2023-03-04T17:44:53.869Z,2023-03-07T04:55:55Z,4072471047,212,9.0,4072471041,56,Back,4079662541,178,,4072471043,140,29.4,4072471045,141,33.5,4072471049,213,4.1,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515346613,5,49,1,0,10,3t0vjqtxc8wpjzv82i3oi2ova,1,30.7,28.3,2023-03-04T17:44:55.148Z,2023-03-07T04:56:00Z,,,,,,,,,,,,,,,,,,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
