id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2469555435,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-10-09T11:34:07Z,2022-10-09T12:32:43Z,3831124727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831124731,130,4,3831124735,194,lduqoe45t2fnbn9s9rbvlnf9,3831366725,197,17193,3831124737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831124733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831124725,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, ad9kukqx4xulbvelacgwgqvah, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, dc119ejc7lls2rd3ywigl2smi, c7n2b2gq381k0o0jizqueii5m, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, 3c4l2e3gzgpqrc2ygkbmp0jpx, dc2wi76ipwc5qbq4eggqd1hp1, 5whhr8oy7lf0z9s7yb8ygkset, 5m8pflpgynidzk7d9507oujje, ahwtdhrerarmljk9bh0tcpk6i, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, acffs01m2p3b4uemzjrp51d9m, 5g0q7azk54eryl8vcgyb2oj4l, dzehnxim5noolef8c7j4d8a5m, 8fuul8znu2hzdqkxsotqt6u0a, 4nkd85hpwiiqtieuslhcrc2ga, bner5siqnwn1fqusfrgujt0fe",3831124729,59,"1, 20, 5, 18, 2, 3, 8, 21, 9, 7, 10, 4, 6, 11, 14, 16, 17, 19, 22, 24, 27, 32, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469563099,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-10-09T11:42:31.120Z,2022-10-09T12:25:51Z,3831347047,197,469,3831164887,130,4,3831164883,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831164891,194,djbw3afgcgkbq22soig0xsjfu,3831164893,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831164889,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831164885,59,"1, 2, 33, 8, 18, 6, 4, 10, 29, 11, 17, 5, 7, 9, 14, 15, 20, 21, 22, 23, 24, 19",3831164881,30,"9pgr69ub37hmr76gwbfw7lhw5, e6xexn53yyoxmdt5naduyx8bu, 1vyh50nfaq2kq5pmivpkc1psl, e5xuwwa4qs6zxjd7y52tslih, 5bjdj7hrhuxjbsa8wc1kw42c5, bnar4f48vnx4oaz2lzch48es5, 4yyekuopwb7otz18rqfgwjht5, djbw3afgcgkbq22soig0xsjfu, aboxil79ulfa73pckzsdnwp62, dy8wa8cciiae72q2ynm80rlcl, 504o2odlvra056ouwcgreopgp, dnw3y6r7bk0aqbta2s7ttivhl, a8cgbwioykhqztfjgztfn7dud, 4j5hfebi948ggjwexpndrub1m, e0cy0gwf04lohf0xjef0af8fe, dux0skggr99ydjz3kn58p3wmh, 672cwl9zj2d6lce6jda350vvu, 909y6bbt3ht52rsu560ua5gid, 11ceernyer8po8soj8dmygatx, 1957std7hji9ca7bd29y8at7u, 7d8qc47gy4mb9mo67e1ic448a, 4fcjml5xkrwp4jykruzrzub1m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469605713,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-10-09T12:31:25.823Z,2022-10-11T19:14:03Z,3831362417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469605723,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-10-09T12:31:25.823Z,2022-10-09T12:31:28Z,3831362455,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469605731,3,1,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,49.8,49.3,2022-10-09T12:31:25.940Z,2022-10-11T19:28:27Z,3831362491,279,S,3831362487,212,13.0,3831362483,141,48.6,3831362489,213,3.2,3837216697,178,,3831362481,140,37.4,3831362479,56,Back,,,,aboxil79ulfa73pckzsdnwp62,S. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469605747,4,1,1,0,3,20vymiy7bo8wkyxai3ew494fz,1,37.4,48.6,2022-10-09T12:31:28.833Z,2022-10-11T19:28:33Z,3831362575,1,,3831362571,212,33.2,3831362569,141,12.9,3831362565,56,Right,3831362567,140,58.9,3831362573,213,5.5,3837217403,178,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469605867,5,1,1,0,4,20vymiy7bo8wkyxai3ew494fz,1,58.9,12.9,2022-10-09T12:31:30.742Z,2022-10-11T19:28:42Z,3831363063,56,Right,3831363067,141,2.7,3837218239,388,,3831363071,213,5.9,3831363069,212,17.8,3831363065,140,74.5,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469794747,886,3,1,0,14,20vymiy7bo8wkyxai3ew494fz,0,82.3,17,2022-10-09T12:31:39.830Z,2022-10-11T19:29:02Z,3832343175,286,,3837219955,178,,3832343179,467,dtcvzfse83ztj96kiizwp6jqi,3832343177,464,,3832343173,56,Right,,,,,,,,,,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469605911,6,1,1,0,15,20vymiy7bo8wkyxai3ew494fz,1,79.2,18.5,2022-10-09T12:31:41.346Z,2022-10-11T19:29:25Z,3831363329,141,40.8,3837220367,178,,3831363325,56,Center,3831364195,210,15,3831363333,213,1.6,3831363331,212,15.2,3831363327,140,79.2,,,,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469605913,7,15,1,0,17,20vymiy7bo8wkyxai3ew494fz,1,79.6,40.6,2022-10-09T12:31:43.010Z,2022-10-11T19:29:25Z,3837221679,178,,3831364239,230,97.8,3831363871,82,,3831364241,231,48.9,3831364223,29,,3831364235,146,81.4,3831363897,233,3,3832344967,76,,504o2odlvra056ouwcgreopgp,S. Szymański,,3831363341,18,3831364233,215,3831364237,147,41.7,3831364225,55,6,3831363339,22,3831364231,103,19,3831364215,72,3831363343,56,Center,3831364229,102,53.3,,,,,,,,,,,,,
