id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2454249525,9,1,1,0,11,8iawijq7s9s6d85mjz8wdslki,1,19.1,66.9,2022-09-01T18:01:51.147Z,2022-09-03T18:32:18Z,3749646905,56,Back,3754994559,178,,3749646909,140,4.7,3749646917,213,3.8,3749646915,212,19.8,3749646913,141,48.1,,,,,,,61a5bh5xw947nv4mxx62gqaqx,J. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249545,10,1,1,0,17,8iawijq7s9s6d85mjz8wdslki,1,5.9,49.3,2022-09-01T18:01:57.044Z,2022-09-03T18:32:29Z,3754995189,178,,3749647043,1,,3749647037,141,71.7,3750708627,157,,3749647039,212,58.1,3749647033,56,Center,3749647035,140,59.3,3749647041,213,0.3,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249551,11,44,1,0,20,8iawijq7s9s6d85mjz8wdslki,1,57.7,70.6,2022-09-01T18:02:00.038Z,2022-09-04T07:57:24Z,3749647065,286,,3749647063,56,Center,3749647067,233,3,,,,,,,,,,,,,,,,55njsqpc4izy2wogf188whtrd,Pedro Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249549,3,44,1,0,20,3kfktv64h7kg7zryax1wktr5r,0,42.3,29.4,2022-09-01T18:02:00.039Z,2022-09-03T18:32:32Z,3749647059,56,Back,3749647071,233,11,3749647061,285,,,,,,,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249557,12,1,1,0,20,8iawijq7s9s6d85mjz8wdslki,0,59.3,71.7,2022-09-01T18:02:00.130Z,2022-09-04T07:57:25Z,3749647117,213,6.2,3749647109,56,Center,3749647105,3,,3749647111,140,76.0,3749647113,141,68.8,3749647115,212,17.6,3749647107,168,,3754996385,388,,55njsqpc4izy2wogf188whtrd,Pedro Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249563,4,49,1,0,24,3kfktv64h7kg7zryax1wktr5r,1,20.9,35.5,2022-09-01T18:02:04.012Z,2022-09-03T18:32:59Z,,,,,,,,,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249575,5,1,1,0,24,3kfktv64h7kg7zryax1wktr5r,1,20.2,35.5,2022-09-01T18:02:04.701Z,2022-09-03T18:33:06Z,3754997003,178,,3749647185,140,20.5,3749647183,56,Back,3749647187,141,57.9,3749647189,212,15.2,3749647191,213,1.6,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249595,6,1,1,0,27,3kfktv64h7kg7zryax1wktr5r,1,22.4,59,2022-09-01T18:02:07.340Z,2022-09-03T18:33:10Z,3749647257,141,28.2,3754997195,178,,3749647261,213,4.7,3749647259,212,20.9,3749647253,56,Back,3749647255,140,22.8,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249599,7,1,1,0,30,3kfktv64h7kg7zryax1wktr5r,1,27,24.7,2022-09-01T18:02:10.500Z,2022-09-03T18:33:12Z,3749647279,213,0.1,3749647273,140,36.4,3749647275,141,25.6,3749647277,212,9.9,3754997351,178,,3749647271,56,Back,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249617,8,1,1,0,31,3kfktv64h7kg7zryax1wktr5r,1,36.5,26.5,2022-09-01T18:02:11.555Z,2022-09-03T18:33:15Z,3749647351,140,27.7,3749647357,213,3.0,3754997451,178,,3749647349,56,Back,3749647353,141,28.5,3749647355,212,9.3,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249633,9,1,1,0,33,3kfktv64h7kg7zryax1wktr5r,1,29.7,31.6,2022-09-01T18:02:13.724Z,2022-09-03T18:33:18Z,3749647439,213,1.6,3749647435,141,68.5,3749647433,140,29.4,3749647431,56,Back,3749647437,212,25.1,3754997619,178,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249645,10,1,1,0,39,3kfktv64h7kg7zryax1wktr5r,1,28.8,67.9,2022-09-01T18:02:18.837Z,2022-09-03T18:33:20Z,3749647487,140,29.0,3749647485,56,Back,3749647489,141,30.4,3749647491,212,25.5,3754997781,178,,3749647493,213,4.7,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249657,11,1,1,0,42,3kfktv64h7kg7zryax1wktr5r,0,38,33.9,2022-09-01T18:02:22.685Z,2022-09-03T18:33:24Z,3749647567,141,60.5,3749647573,1,,3749647561,155,,3749647563,56,Center,3749647565,140,78.7,3754997993,178,,3749647569,212,46.4,3749647571,213,0.4,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249659,13,1,1,0,45,8iawijq7s9s6d85mjz8wdslki,0,21.8,36.6,2022-09-01T18:02:25.470Z,2022-09-03T18:33:27Z,3749647589,141,56.3,3749647591,212,15.1,3749647585,56,Back,3749647583,3,,3749647593,213,1.1,3754998125,388,,3749647587,140,28.5,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249669,12,1,1,0,48,3kfktv64h7kg7zryax1wktr5r,1,72.7,48.4,2022-09-01T18:02:28.194Z,2022-09-03T18:33:30Z,3749647641,56,Center,3749647647,212,13.8,3749647639,3,,3749647645,141,43.6,3749647643,140,85.5,3749647649,213,6.0,3754998349,388,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249673,13,61,1,0,49,3kfktv64h7kg7zryax1wktr5r,0,85.8,43.6,2022-09-01T18:02:29.548Z,2022-09-03T18:33:42Z,3754999003,388,,3754999001,15,,3749647665,56,Center,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249697,14,12,1,0,51,8iawijq7s9s6d85mjz8wdslki,1,14.5,64.9,2022-09-01T18:02:31.332Z,2022-09-03T18:33:53Z,3754999501,178,,3749647787,212,20.1,3749647779,56,Back,3749647785,141,94.5,3749647783,140,14.6,3749647789,213,1.6,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249699,15,50,1,0,55,8iawijq7s9s6d85mjz8wdslki,1,15.2,95.6,2022-09-01T18:02:35.429Z,2022-09-03T18:34:54Z,3749647791,56,Back,3749647793,285,,3749647843,233,14,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249705,14,7,1,0,56,3kfktv64h7kg7zryax1wktr5r,1,84.8,4.4,2022-09-01T18:02:36.579Z,2022-09-03T18:34:57Z,3755003415,178,,3749647821,233,15,3749647817,56,Right,3750710761,383,,3749647819,286,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249719,15,1,1,0,58,3kfktv64h7kg7zryax1wktr5r,1,79.5,6.8,2022-09-01T18:02:38.300Z,2022-09-03T18:35:01Z,3755003647,178,,3749647897,56,Right,3749647901,141,5.6,3749647903,212,2.1,3749647905,213,3.5,3749647899,140,77.7,,,,,,,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249721,16,3,1,1,2,3kfktv64h7kg7zryax1wktr5r,0,95.8,9.7,2022-09-01T18:02:42.700Z,2022-09-03T18:35:10Z,3755004157,178,,3749647951,233,16,3749647909,56,Right,3750711879,465,,3749647911,286,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249723,16,7,1,1,2,8iawijq7s9s6d85mjz8wdslki,0,4.2,90.3,2022-09-01T18:02:42.771Z,2022-09-03T18:35:13Z,3755004285,178,,3749647931,233,16,3749647913,56,Back,3749647915,285,,3750711963,385,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249731,17,61,1,1,3,3kfktv64h7kg7zryax1wktr5r,1,97.9,8.3,2022-09-01T18:02:42.877Z,2022-09-03T18:35:16Z,3755004477,178,,3749647947,56,Right,,,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249733,17,5,1,1,3,8iawijq7s9s6d85mjz8wdslki,1,-1.3,88.8,2022-09-01T18:02:43.397Z,2022-09-03T18:35:21Z,3749647953,56,Back,3749647983,233,18,3749647955,346,,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249735,18,5,1,1,3,3kfktv64h7kg7zryax1wktr5r,0,101.3,11.2,2022-09-01T18:02:43.397Z,2022-09-03T18:35:21Z,3749647961,346,,3749647987,233,17,3749647959,56,Right,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249791,18,1,1,1,26,8iawijq7s9s6d85mjz8wdslki,0,2.8,55.4,2022-09-01T18:03:06.678Z,2022-09-03T18:35:29Z,3749648269,213,6.2,3749648265,141,45.4,3749648305,1,,3749648263,140,64.2,3749648259,124,,3749648261,56,Center,3749648275,189,,3749648273,74,,alkcbccyfsjddm897cgz7wel1,J. Cillessen,3749648267,212,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249799,19,44,1,1,30,3kfktv64h7kg7zryax1wktr5r,1,35.2,52.2,2022-09-01T18:03:10.789Z,2022-09-04T07:57:25Z,3749648327,56,Back,3749648333,233,19,3749648329,285,,,,,,,,,,,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249793,19,44,1,1,30,8iawijq7s9s6d85mjz8wdslki,0,64.8,47.8,2022-09-01T18:03:10.790Z,2022-09-03T18:35:32Z,3749648285,56,Center,3749648287,286,,3749648355,233,19,,,,,,,,,,,,,,,,55njsqpc4izy2wogf188whtrd,Pedro Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249803,20,1,1,1,31,3kfktv64h7kg7zryax1wktr5r,1,34.7,49.9,2022-09-01T18:03:10.844Z,2022-09-04T07:57:25Z,3749648363,141,36.0,3749648357,3,,3749648361,140,41.6,3749648359,56,Back,3749648365,212,11.9,3749648367,213,5.4,3755005549,388,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249805,21,49,1,1,32,3kfktv64h7kg7zryax1wktr5r,1,41.6,36,2022-09-01T18:03:12.364Z,2022-09-03T18:35:41Z,,,,,,,,,,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249813,22,1,1,1,33,3kfktv64h7kg7zryax1wktr5r,1,40.2,36.3,2022-09-01T18:03:12.924Z,2022-09-03T18:35:45Z,3749648395,56,Back,3749648401,212,19.3,3749648399,141,36.3,3755006221,178,,3749648397,140,21.8,3749648403,213,3.1,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249823,23,1,1,1,36,3kfktv64h7kg7zryax1wktr5r,1,18.7,41,2022-09-01T18:03:15.909Z,2022-09-03T18:35:50Z,3749648449,56,Back,3749648453,141,68.4,3749648455,212,18.7,3755006459,178,,3749648457,213,1.6,3749648451,140,17.8,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249835,24,1,1,1,39,3kfktv64h7kg7zryax1wktr5r,1,18.4,67.6,2022-09-01T18:03:18.908Z,2022-09-03T18:35:52Z,3749648525,140,18.3,3749648523,56,Back,3749648529,212,24.9,3749648527,141,31.0,3755006631,178,,3749648531,213,4.7,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249843,25,1,1,1,43,3kfktv64h7kg7zryax1wktr5r,1,25.6,21.3,2022-09-01T18:03:22.836Z,2022-09-03T18:35:59Z,3749648571,212,13.7,3749648569,141,1.1,3749648565,56,Back,3755006905,178,,3749648573,213,4.7,3749648567,140,25.7,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249847,26,1,1,1,45,3kfktv64h7kg7zryax1wktr5r,0,25.7,1.1,2022-09-01T18:03:25.116Z,2022-09-03T18:36:03Z,3749648661,236,,3749648589,56,Back,3749648591,140,26.1,3749648667,286,,3749648597,213,6.1,3755007327,178,,3749648663,233,20,3749648595,212,0.4,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,3749648593,141,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249859,20,74,1,1,45,8iawijq7s9s6d85mjz8wdslki,1,74.1,96.8,2022-09-01T18:03:25.268Z,2022-09-03T18:36:06Z,3755007491,178,,3749648659,285,,3749648673,233,26,3749648657,56,Left,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249861,21,5,1,1,46,8iawijq7s9s6d85mjz8wdslki,0,72.7,101.6,2022-09-01T18:03:26.083Z,2022-09-03T18:36:10Z,3749648701,233,28,3749648671,347,,3749648669,56,Left,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249867,28,5,1,1,46,3kfktv64h7kg7zryax1wktr5r,1,27.3,-1.6,2022-09-01T18:03:26.083Z,2022-09-03T18:36:10Z,3749648695,347,,3749648697,233,21,3749648693,56,Back,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249857,27,43,1,1,47,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-01T18:03:26.887Z,2022-09-01T18:03:30Z,3749648655,56,Back,3749648689,144,61,,,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249889,29,1,1,1,57,3kfktv64h7kg7zryax1wktr5r,1,32.5,0,2022-09-01T18:03:37.621Z,2022-09-03T18:36:14Z,3749648843,212,6.3,3749648837,56,Back,3749648845,213,0.7,3749648841,141,4.3,3749648835,107,,3749648839,140,36.9,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249895,30,1,1,1,58,3kfktv64h7kg7zryax1wktr5r,1,36.9,4.3,2022-09-01T18:03:38.565Z,2022-09-03T18:36:20Z,3749648873,56,Back,3749648875,140,30.5,3749648879,212,6.9,3749648881,213,3.4,3749648877,141,2.0,3755008163,178,,3749648897,156,,,,,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249903,31,1,1,2,1,3kfktv64h7kg7zryax1wktr5r,1,26.5,2.6,2022-09-01T18:03:40.845Z,2022-09-03T18:36:29Z,3749648933,213,3.0,3749648929,141,4.0,3749648925,56,Back,3755008685,178,,3749648931,212,8.6,3749648927,140,18.4,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249909,32,1,1,2,2,3kfktv64h7kg7zryax1wktr5r,0,18.4,4,2022-09-01T18:03:42.059Z,2022-09-03T18:36:32Z,3749648967,140,52.8,3749648973,213,0.5,3749648975,1,,3749648963,157,,3749648965,56,Center,3755008765,178,,3749648969,141,31.8,3749648971,212,40.8,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249919,22,1,1,2,4,8iawijq7s9s6d85mjz8wdslki,1,46.2,71.2,2022-09-01T18:03:44.501Z,2022-09-03T18:36:38Z,3749649005,3,,3755009257,178,,3749649009,140,67.9,3749649011,141,91.5,3749649007,56,Left,3749649015,213,0.5,3749649013,212,26.6,,,,61a5bh5xw947nv4mxx62gqaqx,J. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
