id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2466545261,14,1,1,1,3,ed5nwjz5za3oyi20nxzgqivmx,1,6.8,29.2,2022-10-02T14:48:50.372Z,2022-10-05T07:13:19Z,3814974563,141,70.6,3819886515,178,,3814974559,56,Back,3814974561,140,8.8,3814974567,213,1.5,3814974565,212,28.2,,,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545289,15,1,1,1,8,ed5nwjz5za3oyi20nxzgqivmx,1,16.7,85.9,2022-10-02T14:48:55.153Z,2022-10-05T07:13:25Z,3814974687,56,Back,3814974695,213,0.5,3814974689,140,26.7,3819886599,178,,3814974691,141,95.1,3814974693,212,12.2,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545331,16,1,1,1,10,ed5nwjz5za3oyi20nxzgqivmx,1,26.7,95.1,2022-10-02T14:48:57.246Z,2022-10-05T07:13:29Z,3814974955,212,17.0,3814974949,56,Back,3814974953,141,91.4,3819886655,178,,3814974951,140,10.7,3814974957,213,3.3,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545409,17,1,1,1,12,ed5nwjz5za3oyi20nxzgqivmx,0,10.6,92.4,2022-10-02T14:48:59.224Z,2022-10-05T07:14:22Z,3814975411,140,36.9,3814975417,212,27.6,3814975415,141,91.4,3819887531,178,,3814975403,155,,3814975419,213,6.3,3814975407,56,Back,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545381,14,1,1,1,13,89w5c6pw7vn0dxypi61tt0g4k,1,64.4,8.2,2022-10-02T14:49:00.663Z,2022-10-05T07:14:38Z,3814975283,3,,3814975287,140,77.0,3819887779,388,,3814975285,56,Right,3814975293,213,6.1,3814975291,212,13.5,3814975289,141,4.6,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545389,15,49,1,1,15,89w5c6pw7vn0dxypi61tt0g4k,1,76.1,4.9,2022-10-02T14:49:01.944Z,2022-10-05T11:14:06Z,,,,,,,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545479,17,4,1,1,17,89w5c6pw7vn0dxypi61tt0g4k,1,73.8,8.1,2022-10-02T14:49:04.190Z,2022-10-05T07:14:53Z,3814975779,152,,3814975975,233,18,3814975775,13,,3814975783,286,,3814975777,56,Right,3815699827,295,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545511,18,4,1,1,17,ed5nwjz5za3oyi20nxzgqivmx,0,26.2,91.9,2022-10-02T14:49:04.191Z,2022-10-05T07:14:53Z,3814976021,233,17,3814975931,13,,3814975933,56,Back,3819888011,178,,3814975939,285,,3814975935,152,,3815699601,295,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545405,16,43,1,1,19,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-02T14:49:06.113Z,2022-10-02T14:49:11Z,3814975863,144,61,3814975389,56,Right,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545891,19,1,1,1,48,89w5c6pw7vn0dxypi61tt0g4k,0,75,12,2022-10-02T14:49:35.739Z,2022-10-05T07:15:00Z,3814977975,155,,3814977979,56,Center,3814977981,140,90.7,3814977987,213,0.7,3815700309,72,,3814977985,212,22.5,3815700307,223,,3814977971,2,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,3814977977,152,3814977983,141,34.5,3819888139,178,3814977973,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545899,19,12,1,1,50,ed5nwjz5za3oyi20nxzgqivmx,1,11.2,57.8,2022-10-02T14:49:37.052Z,2022-10-05T07:15:13Z,3814978031,213,1.8,3814978025,212,30.1,3814978013,56,Back,3814978443,167,,3814978017,140,3.8,3819888331,388,,3814978079,15,,3814978021,141,100.0,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545971,20,5,1,1,53,ed5nwjz5za3oyi20nxzgqivmx,0,3.6,101.2,2022-10-02T14:49:40.364Z,2022-10-05T07:15:22Z,3814980109,233,20,3814978409,347,,3814978407,56,Back,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546279,20,5,1,1,53,89w5c6pw7vn0dxypi61tt0g4k,1,96.4,-1.2,2022-10-02T14:49:40.364Z,2022-10-05T07:15:21Z,3814980043,56,Right,3814980045,347,,3814980079,233,20,,,,,,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546353,21,1,1,2,13,89w5c6pw7vn0dxypi61tt0g4k,1,90.2,0,2022-10-02T14:50:00.292Z,2022-10-05T07:15:32Z,3814980413,107,,3814980417,140,94.3,3814980423,213,0.9,3814980415,56,Right,3814980419,141,7.1,3814980421,212,7.3,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546373,22,1,1,2,14,89w5c6pw7vn0dxypi61tt0g4k,1,94.3,7.1,2022-10-02T14:50:01.319Z,2022-10-05T07:15:39Z,3814980541,141,3.2,3819888705,178,,3814980543,212,4.8,3814980537,56,Right,3814980545,213,3.7,3814980539,140,90.5,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546413,23,1,1,2,16,89w5c6pw7vn0dxypi61tt0g4k,1,90.4,3.2,2022-10-02T14:50:03.573Z,2022-10-05T07:15:43Z,3814980781,212,6.8,3814980779,141,5.3,3814980783,213,2.9,3814980775,56,Right,3814980777,140,84.1,3819888765,178,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546419,24,61,1,2,17,89w5c6pw7vn0dxypi61tt0g4k,0,82.4,5.8,2022-10-02T14:50:04.535Z,2022-10-05T07:15:52Z,3814980807,56,Right,3819888921,178,,,,,,,,,,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546433,21,49,1,2,19,ed5nwjz5za3oyi20nxzgqivmx,1,29.6,92.1,2022-10-02T14:50:06.013Z,2022-10-05T11:14:18Z,,,,,,,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546529,22,1,1,2,21,ed5nwjz5za3oyi20nxzgqivmx,1,42.3,90.9,2022-10-02T14:50:08.484Z,2022-10-05T07:16:07Z,3814981293,141,96.0,3819889107,178,,3814981289,56,Back,3814981297,213,0.9,3814981291,140,44.9,3814981295,212,4.4,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546537,23,3,1,2,24,ed5nwjz5za3oyi20nxzgqivmx,0,43.4,96,2022-10-02T14:50:10.932Z,2022-10-05T07:16:13Z,3814981351,56,Back,3814981389,233,25,3814981353,286,,3819889207,178,,3815702645,465,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546515,25,7,1,2,24,89w5c6pw7vn0dxypi61tt0g4k,1,56.6,4,2022-10-02T14:50:11.159Z,2022-10-05T07:16:17Z,3814981377,233,23,3814981233,167,,3815702385,385,,3814981237,285,,3814981235,56,Right,3819889261,178,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546567,24,5,1,2,24,ed5nwjz5za3oyi20nxzgqivmx,1,40.3,101.5,2022-10-02T14:50:11.504Z,2022-10-05T07:16:22Z,3814981501,56,Back,3814981531,233,26,3814981503,347,,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546521,26,5,1,2,24,89w5c6pw7vn0dxypi61tt0g4k,0,59.7,-1.5,2022-10-02T14:50:11.504Z,2022-10-05T07:16:22Z,3814981255,56,Right,3814981257,347,,3814981551,233,24,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546629,25,1,1,2,30,ed5nwjz5za3oyi20nxzgqivmx,1,38.3,100,2022-10-02T14:50:17.657Z,2022-10-05T07:16:34Z,3814981865,107,,3814981871,141,89.3,3814981873,212,15.0,3814981869,140,26.2,3814981867,56,Back,3814981875,213,3.7,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546695,26,1,1,2,32,ed5nwjz5za3oyi20nxzgqivmx,1,26.2,89.3,2022-10-02T14:50:19.616Z,2022-10-05T07:16:40Z,3819889609,178,,3814982247,56,Back,3814982251,140,22.9,3814982255,141,56.7,3814982259,212,22.4,3814982263,213,4.6,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546757,27,1,1,2,39,ed5nwjz5za3oyi20nxzgqivmx,1,32,49,2022-10-02T14:50:26.290Z,2022-10-05T07:16:43Z,3814982595,212,18.5,3819889665,178,,3814982597,213,4.4,3814982591,140,26.2,3814982589,56,Back,3814982593,141,23.3,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546797,28,1,1,2,44,ed5nwjz5za3oyi20nxzgqivmx,1,27,33.1,2022-10-02T14:50:30.864Z,2022-10-05T07:16:47Z,3814982851,212,16.1,3814982847,140,32.5,3814982849,141,11.0,3819889723,178,,3814982855,213,5.1,3814982845,56,Back,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466546901,29,1,1,2,46,ed5nwjz5za3oyi20nxzgqivmx,1,33,10.7,2022-10-02T14:50:33.261Z,2022-10-05T07:16:52Z,3814983377,140,90.7,3814983385,1,,3814983373,155,,3814983381,212,60.7,3814983379,141,16.5,3819889795,178,,3814983375,56,Right,3814983383,213,0.1,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467502503,890,43,1,2,53,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-02T14:50:40.310Z,2022-10-05T10:41:56Z,3820148115,178,0,3820148285,144,82,,,,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
