id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2466494295,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-02T14:01:32.265Z,2022-10-02T14:45:34Z,3814700283,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814700285,59,"1, 2, 5, 10, 3, 4, 6, 8, 9, 7, 11, 16, 20, 15, 13, 14, 21, 18, 19, 17, 22, 30, 12",3814955833,197,2359,3814700293,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814700281,30,"49pcpdulrofklvwsde6ohkkq, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 7jpreaads35pnnfqbn7hmrmy, 5gs7jd1eigk4jisxbr9a1yvp, e8zpc22dwlmgkkwoqpgwxsn2t, 6w59kdfilru1152bjutstu2fp, 723av2redj2ej6livx0g81wwl, 6q77vt9bp8dsq48pa97mfzsa1, dficbkp6sp4kw7xihaxneozpx, 2nwthqvbk70e2qo35dgp35979, 8n9t52eeli3s39r8ujjhjt7je, 2i8yhe6uqy0jqixkd6ir727dh, aklhi0hr28nidjlkw1sokp785, 530w8musao16dfntha5ykpuga, ubuh5wgnl0o5bn3wirdmectm, 4cbhx91p3l265b2cejzd07gbu, tgu7kztdu9azmvirwu8rrip6, 5bm516z74pbsyfemsathj3umt, 5iyutg9qg6bfnwuieghj5wktm, 6ovzd9akutufagsd8kmxmsei2, bj5pc70owet6hnvsycv3jt5yi, cixzy9hl7ks4maugc5zc9ievp",3814700287,130,4,3814700291,194,e8zpc22dwlmgkkwoqpgwxsn2t,3814700289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466494327,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-02T14:01:35.195Z,2022-10-02T14:45:31Z,3814700483,59,"1, 2, 5, 24, 4, 23, 11, 6, 7, 29, 14, 8, 9, 12, 13, 17, 19, 21, 22, 26, 33, 34, 35",3814700495,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814700481,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814700479,30,"7wo4627xo1mx5k0vpwhe8hqll, 7a3ik1dbxkirdt58gwvvtyw9, 181us5vol7crxrmejhkqau3t, arahlffwma11d06oqmglwjemt, 8przxwwothu3crflys7ahl4dm, 9787nemt11c372uird332d13p, 93cf9npj6wl6vrxw7hetf6ok5, evexihkozqignope6k57tjgt1, a0i7hc92p5ijqi4jqw8krh8x6, e8wfxueczkhrj92rytelw5vx1, dbg4ducw8j747foxiexle1iad, aoucm7e5muqfucbv1g4e8hh49, btfanvej91yogqzfml4vmsmei, cibkxflm2k8if2jg9m5lpxkut, f1u6wna62ri171clx0pig6dbd, abnezz7yico2636ucafabz4t0, csov8ibh2n0q2w8j72pft9t5h, 8n2xfmdnievwdeg60kobkoyj9, 9lctm8txbd4n87mk61lwa0rf9, w32h1te98uqq53j053qm3pm2, b23be312oxcbusvpjnnriukq2, ddldrej9an43ky123hqwp22ju, 5cvstzkb7l1zxapx0dt4zjkoa",3814700493,194,e8wfxueczkhrj92rytelw5vx1,3814955461,197,534,3814700489,130,10,3814700491,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544339,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-02T14:47:46.792Z,2022-10-02T14:47:49Z,3814969331,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544323,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-02T14:47:46.792Z,2022-10-05T05:32:40Z,3814969247,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544363,3,1,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,49.4,49.7,2022-10-02T14:47:46.841Z,2022-10-05T07:07:03Z,3814969475,141,53.1,3814969481,279,S,3814969479,213,3.0,3814969473,140,28.3,3814969477,212,22.3,3814969471,56,Back,3819880413,178,,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544415,4,1,1,0,3,ed5nwjz5za3oyi20nxzgqivmx,1,28.1,52.5,2022-10-02T14:47:50.017Z,2022-10-05T07:07:12Z,3814969835,213,5.9,3814969827,140,64.7,3814969823,155,,3814969839,1,,3819880513,178,,3814969829,141,26.8,3814969833,212,42.2,3814969825,56,Center,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544419,5,44,1,0,6,ed5nwjz5za3oyi20nxzgqivmx,1,63.8,29,2022-10-02T14:47:53.071Z,2022-10-05T18:24:34Z,3814969919,233,3,3814969853,286,,3814969847,56,Center,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544405,3,44,1,0,6,89w5c6pw7vn0dxypi61tt0g4k,0,36.2,71,2022-10-02T14:47:53.072Z,2022-10-05T07:09:55Z,3814969931,233,5,3814969793,285,,3814969791,56,Back,,,,,,,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544431,6,1,1,0,6,ed5nwjz5za3oyi20nxzgqivmx,0,64.7,27.1,2022-10-02T14:47:53.127Z,2022-10-05T18:24:34Z,3814969943,56,Center,3814969941,3,,3814969947,141,34.5,3814969951,213,0.6,3819883565,388,,3814969945,140,72.4,3814969949,212,9.5,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544423,4,1,1,0,7,89w5c6pw7vn0dxypi61tt0g4k,0,26.6,65.1,2022-10-02T14:47:54.257Z,2022-10-05T07:10:34Z,3814969875,3,,3819883707,178,,3814969877,56,Back,3814969887,212,9.1,3814969881,141,68.5,3814969879,140,35.0,3814969891,213,0.3,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544447,7,8,1,0,8,ed5nwjz5za3oyi20nxzgqivmx,1,66.1,35.8,2022-10-02T14:47:55.321Z,2022-10-05T07:10:44Z,3815694455,384,,3819883829,178,,3814970073,15,,3814970005,56,Center,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544513,8,1,1,0,11,ed5nwjz5za3oyi20nxzgqivmx,1,61.1,67.6,2022-10-02T14:47:58.455Z,2022-10-05T07:10:49Z,3819883913,178,,3814970419,213,3.2,3814970415,141,66.9,3814970417,212,14.4,3814970411,56,Back,3814970413,140,47.4,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544551,9,1,1,0,15,ed5nwjz5za3oyi20nxzgqivmx,0,47.7,78.4,2022-10-02T14:48:01.977Z,2022-10-05T07:10:53Z,3814970617,140,71.0,3814970621,212,24.9,3819884009,178,,3814970619,141,71.8,3814970615,56,Center,3814970623,213,6.1,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544555,5,1,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,0,27.2,25.2,2022-10-02T14:48:02.945Z,2022-10-05T07:11:04Z,3814970641,56,Back,3814970647,212,10.8,3819884227,178,,3814970643,140,37.3,3814970649,213,6.1,3814970645,141,22.1,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544583,10,61,1,0,16,ed5nwjz5za3oyi20nxzgqivmx,1,63.9,72,2022-10-02T14:48:03.341Z,2022-10-05T07:11:46Z,3819884991,178,,3814970775,56,Center,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544623,6,5,1,0,19,89w5c6pw7vn0dxypi61tt0g4k,1,27.2,-2,2022-10-02T14:48:06.555Z,2022-10-05T07:11:55Z,3814971041,56,Back,3814971043,347,,3814971829,233,11,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544695,11,5,1,0,19,ed5nwjz5za3oyi20nxzgqivmx,0,72.8,102,2022-10-02T14:48:06.555Z,2022-10-05T07:11:54Z,3814971417,56,Left,3814971419,347,,3814971835,233,6,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544917,7,1,1,0,40,89w5c6pw7vn0dxypi61tt0g4k,1,25.6,0,2022-10-02T14:48:27.720Z,2022-10-05T07:12:02Z,3814972645,56,Back,3814972649,141,14.1,3814972653,213,1.9,3814972643,107,,3814972651,212,11.5,3814972647,140,22.2,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544961,8,1,1,0,41,89w5c6pw7vn0dxypi61tt0g4k,1,23.2,13.1,2022-10-02T14:48:28.739Z,2022-10-05T07:12:08Z,3814972889,56,Back,3814972891,140,44.3,3814972897,213,0.1,3814972893,141,16.5,3819885439,178,,3814972899,1,,3814972887,157,,3814972895,212,22.3,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544969,9,44,1,0,44,89w5c6pw7vn0dxypi61tt0g4k,1,42.8,14,2022-10-02T14:48:31.712Z,2022-10-05T18:24:34Z,3814972939,285,,3814972937,56,Back,3814972971,233,12,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544973,12,44,1,0,44,ed5nwjz5za3oyi20nxzgqivmx,0,57.2,86,2022-10-02T14:48:31.713Z,2022-10-05T07:12:13Z,3814972949,286,,3814973011,233,9,3814972947,56,Left,,,,,,,,,,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544977,10,1,1,0,45,89w5c6pw7vn0dxypi61tt0g4k,0,45.2,14.7,2022-10-02T14:48:31.862Z,2022-10-05T18:24:35Z,3814972961,212,9.5,3814972955,56,Back,3814972959,141,23.7,3814972963,213,2.4,3814972953,3,,3819885947,388,,3814972957,140,38.3,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545789,18,1,1,0,46,89w5c6pw7vn0dxypi61tt0g4k,1,36.5,28.6,2022-10-02T14:48:33.686Z,2022-10-05T07:12:46Z,3814977417,140,40.7,3819886037,178,,3814977413,3,,3814977419,141,34.6,3814977421,212,6.0,3814977423,213,0.7,3814977415,56,Back,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545143,11,1,1,0,48,89w5c6pw7vn0dxypi61tt0g4k,1,38.8,57,2022-10-02T14:48:35.473Z,2022-10-05T07:12:50Z,3819886109,178,,3814973875,212,17.7,3814973873,141,80.0,3814973859,56,Back,3814973877,213,1.1,3814973871,140,46.7,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545165,12,1,1,0,56,89w5c6pw7vn0dxypi61tt0g4k,1,72.3,86,2022-10-02T14:48:43.246Z,2022-10-05T07:12:56Z,3814973999,212,13.6,3819886177,178,,3814974001,213,4.8,3814973995,141,66.1,3814973989,56,Center,3814973991,140,73.5,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545171,13,1,1,0,57,89w5c6pw7vn0dxypi61tt0g4k,0,73.5,66.1,2022-10-02T14:48:44.150Z,2022-10-05T07:13:03Z,3814974045,212,20.7,3814974039,56,Center,3814974043,141,70.9,3819886285,178,,3814974041,140,93.0,3814974047,213,0.2,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466545199,13,49,1,1,0,ed5nwjz5za3oyi20nxzgqivmx,1,7.1,30.1,2022-10-02T14:48:47.548Z,2022-10-05T07:13:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
