id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value,qualifier/15/value,assist,qualifier/18/value
2501986223,16,1,1,0,35,d0zdg647gvgc95xdtk1vpbkys,1,44.9,89.6,2023-01-29T13:31:38.360Z,2023-01-31T18:24:48Z,4002095929,213,4.7,4002095923,140,44.6,4002095927,212,16.8,4002095925,141,64.9,4005625475,178,,4002095921,56,Back,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986325,17,1,1,0,40,d0zdg647gvgc95xdtk1vpbkys,1,56.3,70,2023-01-29T13:31:43.561Z,2023-01-31T18:24:54Z,4002096411,213,1.1,4005625579,178,,4002096409,212,16.9,4002096403,56,Left,4002096407,141,92.1,4002096405,140,63.6,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986339,18,1,1,0,44,d0zdg647gvgc95xdtk1vpbkys,1,63.8,91.3,2023-01-29T13:31:46.986Z,2023-01-31T18:24:58Z,4002096497,212,12.9,4005625653,178,,4002096499,213,3.2,4002096491,140,51.6,4002096495,141,89.8,4002096483,56,Left,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986371,19,1,1,0,45,d0zdg647gvgc95xdtk1vpbkys,1,51.9,89,2023-01-29T13:31:48.767Z,2023-01-31T18:25:01Z,4002096685,141,80.6,4002096673,56,Left,4002096679,140,55.7,4005625703,178,,4002096695,213,5.3,4002096691,212,7.0,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986397,20,1,1,0,48,d0zdg647gvgc95xdtk1vpbkys,1,56.1,79,2023-01-29T13:31:51.776Z,2023-01-31T18:25:04Z,4002096857,212,12.2,4002096859,213,1.0,4002096853,140,62.0,4002096851,56,Left,4005625765,178,,4002096855,141,94.5,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986427,21,1,1,0,51,d0zdg647gvgc95xdtk1vpbkys,1,62,94.5,2023-01-29T13:31:54.055Z,2023-01-31T18:25:07Z,4002096991,213,5.9,4005625805,178,,4002096987,141,86.3,4002096989,212,13.3,4002096983,56,Left,4002096985,140,73.5,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986431,22,1,1,0,52,d0zdg647gvgc95xdtk1vpbkys,1,74.8,79.8,2023-01-29T13:31:55.063Z,2023-01-31T18:25:14Z,4002097029,156,,4002097015,140,71.8,4005625871,178,,4002097019,212,3.3,4002097013,56,Center,4002097017,141,78.5,4002097021,213,3.4,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986493,23,1,1,0,53,d0zdg647gvgc95xdtk1vpbkys,1,69.9,79.9,2023-01-29T13:31:56.482Z,2023-01-31T18:25:20Z,4002097357,56,Left,4002097363,212,10.5,4005625911,178,,4002097359,140,61.7,4002097365,213,2.5,4002097361,141,88.7,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986503,24,1,1,0,57,d0zdg647gvgc95xdtk1vpbkys,1,61.7,88.7,2023-01-29T13:32:00.153Z,2023-01-31T18:25:28Z,4002097409,140,68.3,4002097411,141,85.4,4002097407,56,Left,4002097415,213,6.0,4005625991,178,,4002097413,212,7.3,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986539,25,1,1,0,59,d0zdg647gvgc95xdtk1vpbkys,1,75.9,88,2023-01-29T13:32:02.057Z,2023-01-31T18:25:33Z,4002097603,212,10.6,4002097591,56,Left,4002097597,141,92.1,4005626073,178,,4002097593,140,85.6,4002097607,213,0.3,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986567,26,1,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,80.6,93.6,2023-01-29T13:32:04.938Z,2023-01-31T18:25:39Z,4005626121,178,,4002097723,141,93.2,4002097727,213,3.2,4002097719,56,Left,4002097725,212,13.1,4002097721,140,68.1,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986581,27,1,1,1,3,d0zdg647gvgc95xdtk1vpbkys,0,68.1,93.2,2023-01-29T13:32:06.617Z,2023-01-31T18:25:43Z,4002097811,213,6.1,4002097803,141,91.2,4005626141,178,,4002097807,212,7.6,4002097799,140,75.2,4002097797,56,Left,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986563,3,8,1,1,4,dqk062lu0vm8epvytbm6r4mmf,1,24.5,10.4,2023-01-29T13:32:07.162Z,2023-01-31T18:25:48Z,4002097705,56,Back,4005626243,178,,4003311323,383,,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986617,29,43,1,1,6,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-01-29T13:32:09.063Z,2023-01-29T18:20:21Z,4003313149,144,50,4002097955,286,0,4002097953,56,Left,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986829,6,43,1,1,6,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-01-29T13:32:09.064Z,2023-01-29T18:20:19Z,4002098985,285,0,4002098983,56,Back,4002099475,233,29,4003313099,144,7,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986613,28,3,1,1,6,d0zdg647gvgc95xdtk1vpbkys,0,71.4,86,2023-01-29T13:32:09.117Z,2023-01-31T18:26:05Z,4002097945,286,,4005626483,178,,4002353947,233,4,4003313441,465,,4002097943,56,Left,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986627,4,7,1,1,6,dqk062lu0vm8epvytbm6r4mmf,0,28.6,14,2023-01-29T13:32:09.466Z,2023-01-31T18:26:08Z,4003313527,383,,4002098015,233,28,4002097997,285,,4005626519,178,,4002097995,56,Back,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986663,30,13,1,1,9,d0zdg647gvgc95xdtk1vpbkys,1,74.8,73,2023-01-29T13:32:11.883Z,2023-01-31T18:26:13Z,4002109015,215,,4002098117,18,,4002109013,103,18.1,4002107437,20,,4002098119,56,Center,4003314607,75,,4002098115,22,,4002109011,102,36.8,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,4002109019,230,98.0,4005626571,178,4002109017,458,4002109021,231,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986667,5,5,1,1,11,dqk062lu0vm8epvytbm6r4mmf,1,-0.8,59.3,2023-01-29T13:32:13.932Z,2023-01-31T18:26:19Z,4002098207,233,31,4002098145,346,,4002098143,56,Back,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986673,31,5,1,1,11,d0zdg647gvgc95xdtk1vpbkys,0,100.8,40.7,2023-01-29T13:32:13.932Z,2023-01-31T18:26:18Z,4002098165,56,Center,4002098229,233,5,4002098169,346,,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987013,7,1,1,1,32,dqk062lu0vm8epvytbm6r4mmf,0,5.1,43.9,2023-01-29T13:32:35.665Z,2023-01-31T18:26:26Z,4002099841,155,,4002099855,74,,4002099839,124,,4002099845,140,57.9,4002099851,213,5.8,4002099853,1,,4002099847,141,0.0,4002099843,56,Right,am19rcub89k9bleldiqps7845,S. van Gassel,4002099849,212,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987019,8,5,1,1,36,dqk062lu0vm8epvytbm6r4mmf,0,58.7,-0.9,2023-01-29T13:32:39.593Z,2023-01-31T18:26:31Z,4002099879,347,,4002100199,233,32,4002099877,56,Right,,,,,,,,,,,,,,,,am19rcub89k9bleldiqps7845,S. van Gassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987071,32,5,1,1,36,d0zdg647gvgc95xdtk1vpbkys,1,41.3,100.9,2023-01-29T13:32:39.593Z,2023-01-31T18:26:31Z,4002100175,233,8,4002100159,56,Back,4002100161,347,,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987123,33,1,1,1,41,d0zdg647gvgc95xdtk1vpbkys,1,46.3,100,2023-01-29T13:32:44.040Z,2023-01-31T18:26:39Z,4002100419,212,14.9,4002100413,56,Back,4002100421,213,3.5,4002100417,141,93.1,4002100415,140,33.2,4002100411,107,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987163,34,1,1,1,44,d0zdg647gvgc95xdtk1vpbkys,1,34.6,80,2023-01-29T13:32:47.801Z,2023-01-31T18:26:45Z,4002100585,56,Back,4002100593,213,4.8,4002100589,141,46.2,4002100587,140,36.9,4002100591,212,23.1,4005627043,178,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987195,35,1,1,1,50,d0zdg647gvgc95xdtk1vpbkys,1,41.9,43,2023-01-29T13:32:53.369Z,2023-01-31T18:26:49Z,4002100785,213,1.2,4002100781,141,60.5,4005627103,178,,4002100783,212,12.6,4002100779,140,45.9,4002100777,56,Back,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987203,36,1,1,1,54,d0zdg647gvgc95xdtk1vpbkys,1,54.1,67,2023-01-29T13:32:57.466Z,2023-01-31T18:26:52Z,4002100813,141,89.3,4002100817,213,1.5,4005627161,178,,4002100815,212,15.2,4002100811,140,55.3,4002100809,56,Left,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987241,37,1,1,1,56,d0zdg647gvgc95xdtk1vpbkys,1,55.2,89.3,2023-01-29T13:32:59.787Z,2023-01-31T18:26:57Z,4005627243,178,,4002101035,140,63.8,4002101037,141,95.6,4002101041,213,0.4,4002101039,212,10.0,4002101033,56,Left,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987279,38,1,1,2,0,d0zdg647gvgc95xdtk1vpbkys,1,63.8,95.6,2023-01-29T13:33:03.272Z,2023-01-31T18:27:02Z,4002101227,141,80.8,4002101231,213,4.6,4002101229,212,10.2,4002101223,56,Left,4002101225,140,62.4,4005627281,178,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987331,39,1,1,2,6,d0zdg647gvgc95xdtk1vpbkys,1,61.9,79.3,2023-01-29T13:33:09.250Z,2023-01-31T18:27:05Z,4002101495,213,1.1,4002101489,140,67.9,4002101491,141,95.9,4002101487,56,Left,4002101493,212,12.9,4005627315,178,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987361,40,1,1,2,10,d0zdg647gvgc95xdtk1vpbkys,1,62.5,79.4,2023-01-29T13:33:13.379Z,2023-01-31T18:27:09Z,4002101651,212,19.4,4002101645,56,Back,4005627335,178,,4002101653,213,3.6,4002101647,140,46.2,4002101649,141,66.0,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987379,41,1,1,2,12,d0zdg647gvgc95xdtk1vpbkys,1,47.7,59.8,2023-01-29T13:33:15.843Z,2023-01-31T18:27:12Z,4002101759,212,19.4,4002101753,56,Center,4005627353,178,,4002101757,141,33.0,4002101761,213,5.1,4002101755,140,54.0,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987393,42,1,1,2,15,d0zdg647gvgc95xdtk1vpbkys,1,55,29.8,2023-01-29T13:33:18.148Z,2023-01-31T18:27:15Z,4002101845,56,Right,4002101851,212,17.0,4002101849,141,8.9,4002101853,213,5.3,4002101847,140,63.9,4005627367,178,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987451,43,1,1,2,16,d0zdg647gvgc95xdtk1vpbkys,1,63.7,9.5,2023-01-29T13:33:19.419Z,2023-01-31T18:27:42Z,4005627553,178,,4002102185,56,Right,4002102193,213,0,4002102189,141,9.5,4002102187,140,90.0,4002102191,212,27.6,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987469,44,1,1,2,22,d0zdg647gvgc95xdtk1vpbkys,1,89.4,10.9,2023-01-29T13:33:25.105Z,2023-01-31T18:27:46Z,4002102265,56,Right,4005627627,178,,4002102271,212,5.4,4002102273,213,3.6,4002102269,141,7.4,4002102267,140,84.8,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
