id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2502114643,4,1,1,0,15,ears40cp6opsgvhsy0dgyszpd,1,48.5,70.2,2023-01-29T15:46:48.592Z,2023-01-31T21:17:18Z,4002754345,141,69.5,4005981723,178,,4002754343,140,58.4,4002754349,213,6.2,4002754347,212,10.4,4002754341,56,Center,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114691,5,1,1,0,15,ears40cp6opsgvhsy0dgyszpd,1,58.5,69.5,2023-01-29T15:46:49.428Z,2023-01-31T21:17:38Z,4002754619,56,Left,4005983119,178,,4002754627,213,1.4,4002754621,140,60.7,4002754623,141,96.0,4002754625,212,18.2,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114699,6,3,1,0,18,ears40cp6opsgvhsy0dgyszpd,0,61.4,96.6,2023-01-29T15:46:52.190Z,2023-01-31T21:17:47Z,4005983701,178,,4002754665,56,Left,4004003301,465,,4002754673,211,,4002754667,286,,,,,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114703,8,43,1,0,21,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-01-29T15:46:54.458Z,2023-01-29T15:46:59Z,4002755195,144,49,,,,,,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114753,9,12,1,0,21,3ebril33e08ddzob4bhq8awsr,1,23.5,5,2023-01-29T15:46:54.859Z,2023-01-31T21:17:58Z,4002754901,140,41.7,4005984049,178,,4002754907,213,6.0,4002754899,56,Back,4002755067,167,,4002754905,212,19.7,4002754903,141,0.0,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114913,7,5,1,0,23,ears40cp6opsgvhsy0dgyszpd,1,60,101.8,2023-01-29T15:46:57.082Z,2023-01-31T21:17:55Z,4002755841,233,10,4002755823,56,Left,4002755825,347,,,,,,,,,,,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114759,10,5,1,0,23,3ebril33e08ddzob4bhq8awsr,0,40,-1.8,2023-01-29T15:46:57.082Z,2023-01-31T21:17:56Z,4002755865,233,7,4002754935,56,Back,4002754937,347,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114955,8,1,1,0,34,ears40cp6opsgvhsy0dgyszpd,1,61.8,100,2023-01-29T15:47:07.918Z,2023-01-31T21:18:07Z,4002756051,140,88.1,4002756049,56,Left,4002756063,1,,4002756047,107,,4002756059,213,6.1,4002756055,212,28.1,4002756053,141,94.4,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502114981,9,1,1,0,35,ears40cp6opsgvhsy0dgyszpd,1,88.1,94.4,2023-01-29T15:47:09.436Z,2023-01-31T21:18:10Z,4002756227,141,93.5,4005985223,178,,4002756223,56,Left,4002756225,140,80.5,4002756231,213,3.2,4002756229,212,8.0,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115009,10,1,1,0,38,ears40cp6opsgvhsy0dgyszpd,1,81.3,93.5,2023-01-29T15:47:12.168Z,2023-01-31T21:18:14Z,4002756369,212,3.4,4002756371,213,0.6,4005985385,178,,4002756363,56,Left,4002756365,140,84.0,4002756367,141,96.3,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115033,11,1,1,0,40,ears40cp6opsgvhsy0dgyszpd,0,84,96.3,2023-01-29T15:47:14.334Z,2023-01-31T21:18:19Z,4002756483,213,5.4,4002756479,141,90.3,4002756475,56,Left,4002756477,140,87.1,4005985713,178,,4002756481,212,5.2,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115035,11,8,1,0,41,3ebril33e08ddzob4bhq8awsr,1,9.8,16.8,2023-01-29T15:47:15.276Z,2023-01-31T21:18:28Z,4002756491,56,Back,4005986377,178,,4004003387,383,,,,,,,,,,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115049,12,49,1,0,42,3ebril33e08ddzob4bhq8awsr,1,10.8,14.9,2023-01-29T15:47:15.729Z,2023-01-31T21:18:32Z,,,,,,,,,,,,,,,,,,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115093,13,1,1,0,42,3ebril33e08ddzob4bhq8awsr,1,11.5,14.6,2023-01-29T15:47:16.394Z,2023-01-31T21:18:34Z,4002756747,141,11.3,4005986845,178,,4002756751,213,6.2,4002756749,212,18.1,4002756743,56,Back,4002756745,140,28.6,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115107,14,1,1,0,44,3ebril33e08ddzob4bhq8awsr,1,29.4,12.9,2023-01-29T15:47:17.775Z,2023-01-31T21:18:39Z,4002756821,140,22.9,4002756827,213,2.2,4002756819,56,Back,4005987113,178,,4002756825,212,11.9,4002756823,141,27.3,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115123,15,1,1,0,44,3ebril33e08ddzob4bhq8awsr,0,23.7,27.3,2023-01-29T15:47:18.362Z,2023-01-31T21:18:43Z,4002756909,56,Back,4002756911,140,41.3,4002756917,213,5.8,4002756915,212,21.3,4002756913,141,11.6,4005987293,178,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115145,12,49,1,0,47,ears40cp6opsgvhsy0dgyszpd,1,57.8,90.9,2023-01-29T15:47:20.517Z,2023-01-31T21:18:48Z,,,,,,,,,,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115161,13,1,1,0,48,ears40cp6opsgvhsy0dgyszpd,0,57.1,91.1,2023-01-29T15:47:21.890Z,2023-01-31T21:18:56Z,4002757339,233,16,4002757343,286,,4002757059,56,Left,4002757061,140,56.1,4002757067,213,3.3,4002757065,212,1.1,4002757337,236,,4002757063,141,90.8,blzp9qbpturqntnisbkg0ddlg,F. Smand,4005987933,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115179,16,74,1,0,48,3ebril33e08ddzob4bhq8awsr,1,46.1,8,2023-01-29T15:47:21.932Z,2023-01-31T21:19:00Z,4002757173,285,,4002757365,233,13,4005988383,178,,4002757171,56,Back,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115213,14,61,1,0,48,ears40cp6opsgvhsy0dgyszpd,1,56,90.5,2023-01-29T15:47:22.047Z,2023-01-31T21:19:12Z,4005989217,178,,4002757369,56,Left,4005989215,21,,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502348533,868,61,1,0,48,3ebril33e08ddzob4bhq8awsr,1,41.6,8.7,2023-01-29T15:47:22.232Z,2023-01-31T21:19:16Z,4005989609,178,,4005989607,21,,4004003541,56,Back,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115257,15,3,1,0,50,ears40cp6opsgvhsy0dgyszpd,1,55.2,91.6,2023-01-29T15:47:23.813Z,2023-01-31T21:19:25Z,4002757567,56,Left,4002757605,233,17,4002757569,286,,4004003567,465,,4005990263,178,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115251,17,45,1,0,50,3ebril33e08ddzob4bhq8awsr,0,44.8,8.4,2023-01-29T15:47:23.813Z,2023-01-31T21:19:25Z,4002757537,56,Back,4002757647,233,15,4002757539,285,,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115307,16,1,1,0,52,ears40cp6opsgvhsy0dgyszpd,1,61.1,90.6,2023-01-29T15:47:26.431Z,2023-01-31T21:19:30Z,4002757855,140,62.0,4002757853,56,Left,4002757859,212,2.2,4002757861,213,1.1,4005990695,178,,4002757857,141,93.5,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115325,17,1,1,0,55,ears40cp6opsgvhsy0dgyszpd,1,62.2,93.5,2023-01-29T15:47:28.486Z,2023-01-31T21:19:33Z,4002757963,141,88.8,4002757965,212,5.7,4002757961,140,66.7,4005990935,178,,4002757967,213,5.7,4002757959,56,Left,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115341,18,1,1,0,55,ears40cp6opsgvhsy0dgyszpd,0,66.7,88.8,2023-01-29T15:47:29.314Z,2023-01-31T21:19:37Z,4002758063,140,76.8,4002758065,141,91.1,4005991249,178,,4002758067,212,10.7,4002758061,56,Left,4002758069,213,0.1,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115355,18,49,1,0,57,3ebril33e08ddzob4bhq8awsr,1,18.8,18.5,2023-01-29T15:47:30.488Z,2023-01-31T21:19:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115401,19,1,1,0,58,3ebril33e08ddzob4bhq8awsr,1,18.8,18.5,2023-01-29T15:47:31.744Z,2023-01-31T21:19:50Z,4005992057,178,,4002758371,56,Back,4002758377,212,12.4,4002758375,141,27.9,4002758373,140,28.9,4002758379,213,0.5,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115437,20,1,1,1,0,3ebril33e08ddzob4bhq8awsr,1,24.9,26.4,2023-01-29T15:47:33.715Z,2023-01-31T21:19:56Z,4005992427,178,,4002758593,213,2.6,4002758585,56,Back,4002758589,141,42.7,4002758587,140,5.9,4002758591,212,22.8,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115451,21,1,1,1,2,3ebril33e08ddzob4bhq8awsr,0,6.2,42.7,2023-01-29T15:47:35.812Z,2023-01-31T21:20:03Z,4002758683,141,42.7,4002758679,56,Center,4002758685,212,51.2,4002758689,1,,4002758677,157,,4002758687,213,0,4002758681,140,55.0,4005993047,178,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115507,19,1,1,1,5,ears40cp6opsgvhsy0dgyszpd,0,46.7,46.7,2023-01-29T15:47:38.941Z,2023-01-31T21:20:10Z,4002759013,213,6.2,4002759007,140,65.1,4002759003,3,,4002759005,56,Center,4002759011,212,19.3,4005993709,388,,4002759009,141,45.7,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115557,22,1,1,1,7,3ebril33e08ddzob4bhq8awsr,0,32.6,57.3,2023-01-29T15:47:41.212Z,2023-01-31T21:20:21Z,4002759295,141,0.0,4005994457,178,,4002759293,140,55.7,4002759299,213,5.3,4002759289,3,,4002759301,1,,4002759291,56,Right,4002759297,212,47.1,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115655,20,5,1,1,13,ears40cp6opsgvhsy0dgyszpd,1,43.1,101.8,2023-01-29T15:47:46.899Z,2023-01-31T21:20:25Z,4002759817,347,,4002759849,233,23,4002759815,56,Back,,,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115561,23,5,1,1,13,3ebril33e08ddzob4bhq8awsr,0,56.9,-1.8,2023-01-29T15:47:46.899Z,2023-01-31T21:20:25Z,4002759321,56,Right,4002759857,233,20,4002759323,347,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115673,21,1,1,1,15,ears40cp6opsgvhsy0dgyszpd,1,41.9,100,2023-01-29T15:47:49.168Z,2023-01-31T21:20:42Z,4002759931,1,,4002759929,213,3.4,4002759923,140,19.6,4002759925,141,91.5,4002759921,56,Back,4002759927,212,24.4,4002759919,107,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115713,22,1,1,1,19,ears40cp6opsgvhsy0dgyszpd,1,17.5,90.2,2023-01-29T15:47:52.478Z,2023-01-31T21:20:46Z,4002760161,212,25.5,4002760159,141,58.1,4002760155,56,Back,4005996073,178,,4002760157,140,5.0,4002760163,213,4.2,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115743,23,1,1,1,23,ears40cp6opsgvhsy0dgyszpd,1,8.5,52.4,2023-01-29T15:47:56.580Z,2023-01-31T21:20:48Z,4002760313,213,5.6,4002760315,1,,4002760307,140,39.4,4002760305,56,Back,4005996227,178,,4002760303,155,,4002760311,212,41.8,4002760309,141,13.7,ail0unvzd0b9ur7j0l8hk0y51,R. Ruiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115777,24,1,1,1,25,ears40cp6opsgvhsy0dgyszpd,1,39.4,13.7,2023-01-29T15:47:59.068Z,2023-01-31T21:20:54Z,4002760493,56,Back,4005996613,388,,4002760495,140,31.9,4002760503,213,3.9,4002760499,212,10.7,4002760497,141,3.1,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115795,25,1,1,1,27,ears40cp6opsgvhsy0dgyszpd,0,31.9,3.1,2023-01-29T15:48:00.907Z,2023-01-31T21:20:57Z,4002968407,157,,4002760617,1,,4002760609,212,39.4,4002760599,140,68.3,4002760605,141,16.9,4002760597,56,Right,4005996895,178,,4002760613,213,0.2,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115801,24,49,1,1,30,3ebril33e08ddzob4bhq8awsr,1,26.1,85.6,2023-01-29T15:48:03.546Z,2023-01-31T21:21:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502742131,778,83,1,1,32,ears40cp6opsgvhsy0dgyszpd,1,71.2,7.3,2023-01-29T15:48:05.474Z,2023-01-31T21:53:10Z,4006082347,399,434384,,,,,,,,,,,,,,,,,,,,,,afsin57n25r53ifmqyfmbzqol,R. Uldriķis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115845,25,1,1,1,32,3ebril33e08ddzob4bhq8awsr,0,22,97.4,2023-01-29T15:48:05.509Z,2023-01-31T21:52:47Z,4002760899,141,100.0,4002760895,56,Back,4005997307,178,,4002760901,212,7.8,4002760903,213,0.3,4002760897,140,29.0,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115961,26,5,1,1,32,ears40cp6opsgvhsy0dgyszpd,1,70.6,-0.9,2023-01-29T15:48:06.389Z,2023-01-31T21:21:09Z,4002761519,56,Right,4002761553,233,26,4002761521,347,,,,,,,,,,,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502115855,26,5,1,1,32,3ebril33e08ddzob4bhq8awsr,0,29.4,100.9,2023-01-29T15:48:06.389Z,2023-01-31T21:21:09Z,4002760949,347,,4002761577,233,26,4002760947,56,Back,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
