id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/18/value,qualifier/19/value
2505900735,1,34,16,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-02-10T18:06:42.478Z,2023-02-10T20:23:07Z,4022660481,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4022660483,59,"1, 2, 5, 8, 46, 3, 7, 6, 9, 16, 11, 12, 17, 19, 23, 28, 32, 34, 54",4022736459,197,460,4022660487,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4022660491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022660485,130,8,4022660479,30,"7udphhcokm6vralyz5gkovxsl, ad2qplv0aa66l11ipq6yh0hd5, a2zavv31d2aadyddk0kjttdgq, 7jgtmmk4b2bgn0syidj6ve7kl, 9lixevzo8exxiia17altfw8ic, ayqy2vql1oumokqly9ahfrnx1, 1t7nph4960rjzu7rgi47sf8ix, 2w7xspkzg7b9ghl20me202ove, 7sd87ylfbtgwgpb70hf68cel1, 7jpreaads35pnnfqbn7hmrmy, 33yauarx84sam5u05vgyqxfxl, 2p6h6ivyzp1fzsayw7r2xn2dx, 51f3vubki4or5vaft5tromn3e, 1hmy5uxiyr8g915tngl9l8twq, 4cegvsj3s6t0o1l5xap6jypuy, d29ahwtvs7ls75wdtkf7xr8tm, 9v7zwguzazofzafwg3qevdo4q, 3uq3lrjyj4mnvq6162b0jyhnt, 7ug3a0z74dj7qlq4jbtn1kutw",4022660489,194,7jgtmmk4b2bgn0syidj6ve7kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505901385,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-02-10T18:08:23.057Z,2023-02-10T20:04:49Z,4022663935,194,934ldgpefo90za10cq49k0o6i,4022663937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022663931,130,12,4022663933,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022663929,59,"1, 2, 28, 4, 17, 16, 33, 8, 10, 14, 23, 5, 6, 7, 9, 12, 15, 18, 22, 24, 27, 29, 34",4022736271,197,1517,4022663927,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022663925,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 934ldgpefo90za10cq49k0o6i, 2r0rasrm8fxczvujua8a8r1m1, 3ox3ey99addc8m1ee8qrzuuhh, f07qmqesi1rpw7eapoz9rb0gk, a46irqckxabod18j2c0qfixre, 36q7nfs7t68aeg3z54rnr31pm, 6jhavdnaitqn6ydme8a526aui, 3dx91sb6ktg8z1xmoti25kru, 1wf757j0e3v3bdpbc9z2tav3d, 9aj2e1c30c8i3h6iff0k4dmac, bhkrpr3gxc5xx0b0dinla5muh, 5zwa237gtyf2mlrmo7tlkqnoq, 5wwqe546ohp130rvi8x8pt0tm, 6coor7jll29drx4kgvyt499wq, 89dofd1p8ftdgy1u8jlyi58lx, 51tih9z7sxlb4vj3j7tm1ewgl, cvw6enlkjfnrtysck783raf6y, 5frjqqf0jvbqw8ag00pktw8yy, 7y0acvcg9km8dz51t5ndy23md, 8znaym62oghri26gdn8o6fz84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916717,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-02-10T19:02:02.538Z,2023-02-10T19:02:03Z,4022738497,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916711,2,32,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-02-10T19:02:02.538Z,2023-02-12T18:53:28Z,4022738473,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916751,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,50,50,2023-02-10T19:02:02.671Z,2023-02-13T10:43:52Z,4022738645,212,17.1,4022738647,213,3.0,4022738649,279,S,4022738641,140,34.0,4030673417,178,,4022738643,141,54.5,4022738639,56,Back,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916765,4,1,1,0,2,dqk062lu0vm8epvytbm6r4mmf,0,33.6,54.3,2023-02-10T19:02:05.309Z,2023-02-13T10:43:59Z,4022738715,1,,4022738709,141,30.0,4022738707,140,83.1,4022738705,56,Center,4022738703,157,,4030673565,178,,4022738713,213,6.0,4022738711,212,54.5,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916767,3,1,1,0,5,3kfktv64h7kg7zryax1wktr5r,0,19.5,69,2023-02-10T19:02:08.507Z,2023-02-13T10:44:05Z,4022738719,3,,4022738729,213,0,4022738727,212,10.9,4022738725,141,69.0,4022738721,56,Back,4022738723,140,29.9,4030673725,388,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916785,5,1,1,0,7,dqk062lu0vm8epvytbm6r4mmf,1,64,25.8,2023-02-10T19:02:10.199Z,2023-02-13T10:45:54Z,4022738823,141,5.6,4022738821,140,66.8,4030676353,388,,4022738817,3,,4022738825,212,14.0,4022738827,213,4.9,4022738819,56,Right,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916793,7,1,1,0,10,dqk062lu0vm8epvytbm6r4mmf,0,68.2,8.3,2023-02-10T19:02:12.680Z,2023-02-13T10:46:08Z,4022738855,141,7.3,4022738857,212,8.3,4030676617,388,,4022738859,213,6.2,4022738849,3,,4022738853,140,76.1,4022738851,56,Right,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916789,6,43,1,0,10,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-02-10T19:02:12.848Z,2023-02-11T10:46:09Z,4022738833,56,Right,4022738835,286,0,4023817341,144,44,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
