id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/13/value,assist,qualifier/18/value,qualifier/19/value
2448696579,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-20T17:54:32.809Z,2022-08-20T19:28:22Z,3720064361,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720064363,194,c2an5ksdu6jbap3x3jp3z9c5x,3720064355,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720064357,59,"1, 5, 26, 17, 24, 25, 6, 8, 28, 9, 7, 10, 11, 15, 19, 21, 29, 31, 32, 37, 38, 46",3720388479,197,16382,3720064353,30,"9q90ls3k1i2739wd6a20fku6t, 6gabdz53gxhyp8dv6x5the4t1, 3mp92d5s002hi523kl4zmgrft, 8p47d0e54hgl7d86vur1m5nmx, c2an5ksdu6jbap3x3jp3z9c5x, 9wo8twcbs1jnqzdy0c6y8adey, b33sm106xc7g3h4bcqtawja7e, eu6pfkiah7otafyryg6ll7y09, 395y7yj6o1xwr6uaxs4sjnjdh, 1p0xp2onnys7jlru55vfgf1pm, 6mjm5cwe46jhi3wwpf1icf65l, 28o7vv0jud22hmg4h649yozqh, 9gsuha7f2ldpqo091yrlykvyt, 6lyedmu2vuf7jig3jmhz9b4ve, df5rxx2r305pdtf28967fuxyi, 6my743on19jmzmlq0crx3mq51, 4octqavtgpv5u1rnpss898nah, ebqj8v33xv3otev2pycc6xomh, 790v7fu7f2s40e160mlrb6dt6, 5nhideyjwp2347ryi1n9wfq50, 1s6yn52hlqtmmz4lerscf457u, c6i4usq34m3389rtbqptahrai",3720064359,130,17,3720064365,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448698151,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-20T17:56:46.254Z,2022-08-20T19:06:53Z,3720072811,130,8,3720072813,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720072807,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720072805,30,"3kt58x082lj8650en2mt60xqt, 6ciggfx8p0zkak8qxe1p7yzth, y1ky8sp8scl05mmfr7byy3md, 49x98sk3wf7sjshrlou5vnvje, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, ewbakrn2dqmy062scjnz0pecp, cqrk42u0s5w8yuq6mnckug02y, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, 55e0z1vhb48go6y2io7h80aqy, e605oixdrqumxkqm0y1bijbvt, crpn5oc0jw2cms9jv9c2e7zmc, 4l8n194otkmyc3op4u111l5n9, 5qdy8yuwjjc700f9tup2k12w9, 5q2z4aezq94ob9qp37i302ns9, 57wfg8j12hfw3aisrnwtpgmvp, 2pjxqgyqgvalmyu8cnu5fst90, eytcfp4cu6qkar65kf0p5rm96, 9i3hqtdo66gzvm4srzwhz8bca, 6rxmwjizhefv4gntkhtpxtasp, 7to5mb4x91kjhbd9tb0nqz74l, 50g2q36tyn8y5ws17filqpasp",3720072809,59,"1, 2, 3, 8, 5, 4, 7, 20, 9, 10, 77, 11, 12, 13, 15, 17, 18, 19, 24, 26, 27, 28, 29",3720386479,197,2846,3720072817,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720072815,194,ew4kbwq27lxqocg0920amphw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753319,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-20T19:00:18.326Z,2022-08-22T04:49:05Z,3720392269,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753291,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-20T19:00:18.326Z,2022-08-20T19:00:18Z,3720392099,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753363,3,1,1,0,0,ccpscwdcm65czscrun048ecn5,1,50,50,2022-08-20T19:00:18.354Z,2022-08-22T04:56:13Z,3720392503,56,Back,3720392509,212,26.2,3725689337,178,,3720392511,213,3.5,3720392513,279,S,3720392507,141,36.4,3720392505,140,26.7,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753387,4,1,1,0,3,ccpscwdcm65czscrun048ecn5,1,28,36.4,2022-08-20T19:00:21.920Z,2022-08-22T04:56:28Z,3720392613,141,72.4,3720392619,1,,3720392611,140,66.3,3725689667,178,,3720392607,155,,3720392609,56,Center,3720392617,213,0.5,3720392615,212,47.1,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753393,5,44,1,0,5,ccpscwdcm65czscrun048ecn5,1,67.6,70.2,2022-08-20T19:00:24.144Z,2022-08-22T08:39:36Z,3720392659,233,3,3720392643,56,Center,3720392645,286,,,,,,,,,,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753397,3,44,1,0,5,3t0vjqtxc8wpjzv82i3oi2ova,0,32.4,29.8,2022-08-20T19:00:24.145Z,2022-08-22T04:56:36Z,3720392653,56,Back,3724359545,233,5,3720392655,285,,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753455,6,1,1,0,5,ccpscwdcm65czscrun048ecn5,0,66.1,72.4,2022-08-20T19:00:24.271Z,2022-08-22T08:39:36Z,3720392949,56,Left,3720392959,1,,3720392951,140,100.0,3720392957,213,0.4,3720392947,168,,3725689815,388,,3720392953,141,93.8,3720392955,212,39.8,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,3720392945,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753461,4,5,1,0,11,3t0vjqtxc8wpjzv82i3oi2ova,1,-1.1,7.8,2022-08-20T19:00:29.476Z,2022-08-22T04:57:04Z,3720392985,56,Back,3720392987,346,,3720393011,233,7,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
