id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/11/value,qualifier/15/value,keyPass,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/18/value,qualifier/19/value
2485496059,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-11-13T18:01:27.307Z,2022-11-13T19:06:29Z,3915158863,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, 6ydojoa3581jgszpjqj7i8zpx, dtglxu78mwbkvog0jnusmdc5x, 90vny1388bdhx8103lp9njac4, 7nfr8xuo637qma7ovxx4r9fmy, 5dbx86ca2t7dae8b3t69atii1, 9d4lofwg9ooaoldw2vpt4h36y, hxqybxg5578sgx0gx5qb834l, 7lpwkpwfw656re3pymntslv55, 7dkhv2l8y6jq20l1dc2ye17je, 2ekx0fvuf0dsat062oj430d05, 32pfghvfogjnpbgsj5mk2jhpm, 7sa0cx70w7dc0ahu5sm0ziz11, 4mroygq2ruxkml5c5j4awwted, 8qrsqp9qqvb0jdynpgsnifai1, 8j8encc4aqkh07ydce6hiaokp, 4cyftx5l62gw3ijl29y7t51pl, 5n65xhwbd6dm3uynl4h7k920a, bx2xcfe18epftsy5lrdf1fevo, aq8emkcjejbav0fys17iqv2ll, 94b7i139jyk6hs6ioqlztg1jp, 2f5hdor2uv8hfxnieyvivsesp",3915158873,194,6ydojoa3581jgszpjqj7i8zpx,3915158865,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3915158869,130,8,3915319135,197,472,3915158867,59,"1, 2, 5, 10, 25, 6, 18, 8, 9, 11, 23, 3, 4, 7, 15, 16, 17, 19, 21, 24, 26, 27, 40",3915158875,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3915158871,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485498181,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-11-13T18:05:08.018Z,2022-11-13T18:58:54Z,3915170997,194,4idru0svqcqjpi03b4jhqyd3p,3915298635,197,16860,3915170999,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3915170995,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3915170991,59,"33, 2, 32, 8, 3, 13, 27, 17, 10, 21, 42, 5, 9, 11, 16, 18, 22, 24, 25, 26, 29, 35, 53",3915170987,30,"3hhca66jtxt3c1iw10nfmhtnu, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, 4ecptuxoyx485mmhrubuscgyd, cgsmk5437f466uoqvol7devze, eqjelc731e1xrp95bpysx0pka, 1txv3b9y7h3du9d5bbblg0vai, dvof4p3jx1gi6i9uelbmudl62, 4212luiyivgvje1vm1ojieicq, 4idru0svqcqjpi03b4jhqyd3p, czh4r9efdbw4fvdux0enl127e, e65zqndnze1xzef4qlkhd1v4l, b2uznyb9b8fxsy57450mbmwru, cty7nsrs5yn785m330c2gbwq2, 84yhv0iilunn0vllz1r5fe7l5, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, 30t0ph1icrggc0x62om801ses, dotvgi9g50m2axfw4isamd1ck, hjb0mn4fgmfiimwn5odvl8fd, cynuwabb849am6ml1b70yr55h, 45vh3c99keqayr9hj0r6x0ei2",3915170993,130,8,3915170989,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485520959,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-11-13T19:01:01.037Z,2022-11-13T19:01:01Z,3915300975,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485520971,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-11-13T19:01:01.037Z,2022-11-15T11:18:55Z,3915301037,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485520969,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,50,50,2022-11-13T19:01:01.077Z,2022-11-15T12:09:35Z,3915301021,140,30.2,3915301029,279,S,3915301025,212,24.8,3915301027,213,2.6,3917599599,178,,3915301019,56,Back,3915301023,141,70.0,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485520983,4,1,1,0,2,6hsriqr3ybvyg94w2k19oal50,1,30.2,69.7,2022-11-13T19:01:03.808Z,2022-11-15T12:09:40Z,3915301077,141,41.2,3915301079,212,19.8,3915301075,140,26.5,3915301081,213,4.5,3917599649,178,,3915301073,56,Back,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485520985,5,1,1,0,5,6hsriqr3ybvyg94w2k19oal50,1,26.5,41.2,2022-11-13T19:01:06.748Z,2022-11-15T12:09:43Z,3915301091,56,Back,3917599689,178,,3915301095,141,10.7,3915301099,213,4.8,3915301097,212,20.9,3915301093,140,29.2,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485520995,6,1,1,0,7,6hsriqr3ybvyg94w2k19oal50,1,29.2,10.7,2022-11-13T19:01:08.149Z,2022-11-15T12:09:46Z,3915301137,56,Back,3915301141,141,20.0,3915301139,140,31.0,3915301145,213,1.3,3917599737,178,,3915301143,212,6.6,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521001,7,1,1,0,8,6hsriqr3ybvyg94w2k19oal50,0,31,20,2022-11-13T19:01:09.071Z,2022-11-15T12:09:57Z,3915301157,56,Back,3915301161,141,0.0,3915301165,213,4.0,3915301163,212,17.9,3915301159,140,20.4,3917599799,178,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521025,3,5,1,0,10,b79uipsy57y1jqpy07h4i5ovk,1,75.1,101,2022-11-13T19:01:11.099Z,2022-11-15T12:10:01Z,3915301293,233,8,3915301285,56,Left,3915301287,347,,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521003,8,5,1,0,10,6hsriqr3ybvyg94w2k19oal50,0,24.9,-1,2022-11-13T19:01:11.099Z,2022-11-15T12:10:01Z,3915301173,347,,3915301171,56,Back,3915301299,233,3,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521035,4,1,1,0,14,b79uipsy57y1jqpy07h4i5ovk,1,73.5,100,2022-11-13T19:01:15.671Z,2022-11-15T12:10:05Z,3915301343,212,21.3,3915301347,1,,3915301337,56,Left,3915301345,213,5.7,3915301339,140,90.2,3915301335,107,,3915301341,141,83.0,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521045,5,1,1,0,18,b79uipsy57y1jqpy07h4i5ovk,0,89.6,82.2,2022-11-13T19:01:19.538Z,2022-11-15T12:10:34Z,3915301387,140,89.9,3917600535,178,,3915301393,213,1.5,3915301385,56,Left,3915301389,141,89.0,3915301391,212,4.6,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521043,9,61,1,0,18,6hsriqr3ybvyg94w2k19oal50,1,11.7,14.1,2022-11-13T19:01:19.715Z,2022-11-15T12:10:39Z,3917600583,178,,3915301383,56,Back,3917600581,21,,,,,,,,,,,,,,,,,1txv3b9y7h3du9d5bbblg0vai,R. Yapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521055,6,1,1,0,20,b79uipsy57y1jqpy07h4i5ovk,1,88.8,97.1,2022-11-13T19:01:21.387Z,2022-11-15T12:10:47Z,3917600699,178,,3915301433,56,Left,3915301437,141,96.6,3915301435,140,83.8,3915301441,213,3.2,3915301439,212,5.3,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521061,7,1,1,0,21,b79uipsy57y1jqpy07h4i5ovk,1,83.9,96,2022-11-13T19:01:22.443Z,2022-11-15T12:10:51Z,3915301459,140,88.8,3915301461,141,97.5,3915301457,56,Left,3917600755,178,,3915301465,213,0.2,3915301463,212,5.2,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521063,8,3,1,0,22,b79uipsy57y1jqpy07h4i5ovk,0,89,94.4,2022-11-13T19:01:23.465Z,2022-11-15T12:10:55Z,3915301511,233,10,3915301469,56,Left,3917600809,178,,3916956679,465,,3915301471,286,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521067,10,7,1,0,22,6hsriqr3ybvyg94w2k19oal50,1,11,5.6,2022-11-13T19:01:23.752Z,2022-11-15T12:10:58Z,3915301493,167,,3915301507,233,8,3917600853,178,,3915301495,56,Back,3916956721,385,,3915301497,285,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521081,9,5,1,0,25,b79uipsy57y1jqpy07h4i5ovk,1,89.9,101,2022-11-13T19:01:26.485Z,2022-11-15T12:11:01Z,3915301545,56,Left,3915301569,233,11,3915301547,347,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521071,11,5,1,0,25,6hsriqr3ybvyg94w2k19oal50,0,10.1,-1,2022-11-13T19:01:26.485Z,2022-11-15T12:11:01Z,3915301505,347,,3915301503,56,Back,3915301575,233,9,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521099,10,1,1,0,30,b79uipsy57y1jqpy07h4i5ovk,1,88.3,100,2022-11-13T19:01:31.484Z,2022-11-15T12:11:18Z,3915301653,56,Left,3915301657,141,87.8,3915301661,213,4.3,3915301651,107,,3915301655,140,85.0,3915301659,212,9.4,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521117,11,1,1,0,31,b79uipsy57y1jqpy07h4i5ovk,1,84.6,88.2,2022-11-13T19:01:32.486Z,2022-11-15T12:11:21Z,3915301743,140,66.8,3915301749,213,3.0,3915301745,141,91.7,3915301741,56,Left,3917601247,178,,3915301747,212,18.8,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521141,12,1,1,0,34,b79uipsy57y1jqpy07h4i5ovk,1,66.8,91.7,2022-11-13T19:01:35.499Z,2022-11-15T12:11:25Z,3915301851,212,29.8,3915301845,56,Center,3915301849,141,53.9,3917601337,178,,3915301847,140,52.5,3915301853,213,4.2,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521153,13,1,1,0,39,b79uipsy57y1jqpy07h4i5ovk,1,47.5,45.2,2022-11-13T19:01:40.175Z,2022-11-15T12:11:30Z,3915301929,213,4.4,3915301925,141,15.8,3915301921,56,Back,3915301927,212,20.8,3915301923,140,42.2,3917601415,178,,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521177,14,1,1,0,44,b79uipsy57y1jqpy07h4i5ovk,1,41.2,24.4,2022-11-13T19:01:45.986Z,2022-11-15T12:11:33Z,3915302027,141,56.4,3915302035,213,1.9,3915302017,56,Back,3915302031,212,23.4,3915302023,140,33.0,3917601477,178,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
