id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/11/value,qualifier/15/value,keyPass,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/18/value,qualifier/19/value
2485521219,15,1,1,0,47,b79uipsy57y1jqpy07h4i5ovk,1,32.9,57.2,2022-11-13T19:01:48.301Z,2022-11-15T12:11:38Z,3915302235,141,84.5,3915302239,212,19.9,3915302231,56,Back,3915302233,140,39.7,3917601597,178,,3915302243,213,1.2,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521225,16,1,1,0,50,b79uipsy57y1jqpy07h4i5ovk,1,39.6,84.6,2022-11-13T19:01:51.554Z,2022-11-15T12:11:41Z,3915302269,140,57.5,3917601661,178,,3915302275,213,0.3,3915302267,56,Left,3915302271,141,91.7,3915302273,212,19.4,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521239,17,1,1,0,51,b79uipsy57y1jqpy07h4i5ovk,1,58,92.7,2022-11-13T19:01:52.947Z,2022-11-15T12:11:44Z,3915302343,213,3.2,3915302339,141,92.3,3915302335,56,Back,3915302341,212,20.1,3917601711,178,,3915302337,140,38.9,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521257,18,1,1,0,54,b79uipsy57y1jqpy07h4i5ovk,1,38.6,89.2,2022-11-13T19:01:55.203Z,2022-11-15T12:11:47Z,3915302417,140,25.8,3915302415,56,Back,3917601769,178,,3915302419,141,71.1,3915302425,213,3.9,3915302421,212,18.2,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521293,19,1,1,0,57,b79uipsy57y1jqpy07h4i5ovk,1,28.9,71.6,2022-11-13T19:01:58.688Z,2022-11-15T12:11:52Z,3917601857,178,,3915302583,141,39.7,3915302585,212,21.7,3915302581,140,27.4,3915302587,213,4.6,3915302577,56,Back,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521303,20,1,1,1,2,b79uipsy57y1jqpy07h4i5ovk,1,28.1,38,2022-11-13T19:02:03.778Z,2022-11-15T12:11:55Z,3915302633,140,27.3,3917601941,178,,3915302639,213,1.6,3915302635,141,59.3,3915302631,56,Back,3915302637,212,14.5,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521323,21,1,1,1,4,b79uipsy57y1jqpy07h4i5ovk,1,27.3,59.3,2022-11-13T19:02:05.588Z,2022-11-15T12:11:58Z,3915302737,212,20.6,3917601995,178,,3915302731,56,Back,3915302735,141,86.3,3915302739,213,1.1,3915302733,140,36.3,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521331,22,1,1,1,8,b79uipsy57y1jqpy07h4i5ovk,0,40.7,85.3,2022-11-13T19:02:09.946Z,2022-11-15T12:12:01Z,3915302779,56,Left,3915302781,140,63.1,3915302785,212,23.9,3915302787,213,6.1,3917602055,178,,3915302783,141,78.9,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521335,12,8,1,1,10,6hsriqr3ybvyg94w2k19oal50,1,37.2,21.9,2022-11-13T19:02:11.267Z,2022-11-15T12:12:05Z,3916958911,384,,3915302795,56,Back,3917602149,178,,,,,,,,,,,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485954131,882,67,1,1,11,b79uipsy57y1jqpy07h4i5ovk,1,55.1,70,2022-11-13T19:02:12.595Z,2022-11-16T07:09:33Z,3917627739,233,947,,,,,,,,,,,,,,,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485954129,947,67,1,1,11,6hsriqr3ybvyg94w2k19oal50,0,44.9,30,2022-11-13T19:02:12.596Z,2022-11-15T12:45:02Z,3917627743,233,882,,,,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521343,23,1,1,1,11,b79uipsy57y1jqpy07h4i5ovk,0,55.3,70.7,2022-11-13T19:02:12.648Z,2022-11-15T12:12:16Z,3915302837,140,59.0,3915302839,141,78.9,3915302841,212,6.8,3915302835,56,Left,3915302843,213,1.0,3917602395,178,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521349,13,61,1,1,11,6hsriqr3ybvyg94w2k19oal50,1,41.6,20.2,2022-11-13T19:02:12.875Z,2022-11-15T12:12:25Z,3917602531,178,,3915302867,56,Back,,,,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521355,14,49,1,1,13,6hsriqr3ybvyg94w2k19oal50,1,58.4,33.6,2022-11-13T19:02:14.575Z,2022-11-15T12:12:30Z,,,,,,,,,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521369,15,61,1,1,15,6hsriqr3ybvyg94w2k19oal50,1,56.3,36.1,2022-11-13T19:02:16.652Z,2022-11-15T12:12:52Z,3915302929,56,Center,3917602733,178,,,,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521397,16,1,1,1,17,6hsriqr3ybvyg94w2k19oal50,1,53.7,53.6,2022-11-13T19:02:18.375Z,2022-11-15T12:12:57Z,3917603131,178,,3915303063,140,56.4,3915303067,212,19.7,3915303069,213,1.4,3915303065,141,82.3,3915303061,56,Left,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521435,17,1,1,1,19,6hsriqr3ybvyg94w2k19oal50,1,56.4,82.3,2022-11-13T19:02:20.970Z,2022-11-15T12:13:01Z,3915303225,56,Center,3915303229,141,65.7,3917603203,178,,3915303227,140,70.5,3915303233,213,5.6,3915303231,212,18.6,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521439,18,1,1,1,20,6hsriqr3ybvyg94w2k19oal50,0,69.7,76.9,2022-11-13T19:02:21.907Z,2022-11-15T12:13:06Z,3915303843,213,1.7,3915303249,56,Left,3915303837,140,68.0,3915303841,212,16.8,3917603293,178,,3915303839,141,100.0,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521455,19,5,1,1,25,6hsriqr3ybvyg94w2k19oal50,0,70.2,100.4,2022-11-13T19:02:26.235Z,2022-11-15T12:13:08Z,3915303347,56,Left,3915303459,233,24,3915303349,347,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521477,24,5,1,1,25,b79uipsy57y1jqpy07h4i5ovk,1,29.8,-0.4,2022-11-13T19:02:26.235Z,2022-11-15T12:13:08Z,3915303455,233,19,3915303433,56,Back,3915303435,347,,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521521,25,1,1,1,34,b79uipsy57y1jqpy07h4i5ovk,1,25.9,0,2022-11-13T19:02:35.191Z,2022-11-15T12:13:52Z,3915303655,140,18.4,3915303659,212,19.9,3915303651,107,,3915303661,213,2.0,3915303657,141,26.6,3915303653,56,Back,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521553,26,1,1,1,35,b79uipsy57y1jqpy07h4i5ovk,1,19.4,27.4,2022-11-13T19:02:36.875Z,2022-11-15T12:13:56Z,3915303813,141,60.0,3917604577,178,,3915303809,56,Back,3915303815,212,22.2,3915303811,140,19.7,3915303817,213,1.6,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521593,27,1,1,1,40,b79uipsy57y1jqpy07h4i5ovk,1,21.7,57.9,2022-11-13T19:02:41.883Z,2022-11-15T12:14:00Z,3915304009,140,23.4,3915304013,212,11.8,3917604677,178,,3915304007,56,Back,3915304015,213,4.9,3915304011,141,40.7,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521623,28,1,1,1,44,b79uipsy57y1jqpy07h4i5ovk,1,29.3,42.5,2022-11-13T19:02:46.033Z,2022-11-15T12:14:03Z,3915304173,140,31.2,3917604751,178,,3915304177,212,15.4,3915304175,141,20.0,3915304179,213,4.8,3915304171,56,Back,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521631,29,1,1,1,48,b79uipsy57y1jqpy07h4i5ovk,1,34.9,18.7,2022-11-13T19:02:49.806Z,2022-11-15T12:14:06Z,3917604875,178,,3915304231,212,21.5,3915304227,140,53.4,3915304233,213,5.8,3915304225,56,Right,3915304229,141,5.3,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521675,30,1,1,1,50,b79uipsy57y1jqpy07h4i5ovk,1,44.9,8.6,2022-11-13T19:02:52.012Z,2022-11-15T12:14:10Z,3915304463,1,,3915304453,56,Back,3915304461,213,2.7,3915304457,141,34.1,3915304459,212,39.4,3915304455,140,11.2,3917604937,178,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521703,31,1,1,1,55,b79uipsy57y1jqpy07h4i5ovk,1,11.1,34.1,2022-11-13T19:02:56.208Z,2022-11-15T12:14:22Z,3915304589,141,72.9,3915304585,56,Back,3915304593,213,1.4,3915304587,140,16.7,3915304591,212,27.0,3917605145,178,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521723,32,1,1,1,58,b79uipsy57y1jqpy07h4i5ovk,1,17.5,72.5,2022-11-13T19:02:59.253Z,2022-11-15T12:14:23Z,3915304713,56,Back,3915304721,213,1.0,3915304715,140,26.0,3915304719,212,15.9,3915304717,141,91.8,3917605195,178,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485521743,33,1,1,2,1,b79uipsy57y1jqpy07h4i5ovk,1,26.2,91.2,2022-11-13T19:03:02.597Z,2022-11-15T12:14:27Z,3915304831,212,9.4,3915304833,213,4.2,3917605291,178,,3915304827,140,21.6,3915304829,141,79.4,3915304825,56,Back,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
