id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2529876669,5,1,1,0,9,ccpscwdcm65czscrun048ecn5,0,52,28.3,2023-04-07T18:01:46.040Z,2023-04-08T14:07:07Z,4172291053,178,,4170351953,56,Center,4170351957,141,29.5,4170351959,212,35.6,4170351955,140,85.9,4170351961,213,0.0,4170352155,1,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876677,7,49,1,0,14,cos9hxi16eitbcbthof7zrm4m,1,13.4,75,2023-04-07T18:01:50.745Z,2023-04-08T14:07:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876711,8,1,1,0,14,cos9hxi16eitbcbthof7zrm4m,1,10.9,73.5,2023-04-07T18:01:50.830Z,2023-04-08T14:07:25Z,4170352179,141,48.7,4172293065,178,,4170352177,140,4.3,4170352175,56,Back,4170352183,213,4.3,4170352181,212,18.2,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876733,9,1,1,0,17,cos9hxi16eitbcbthof7zrm4m,1,5.4,49,2023-04-07T18:01:54.018Z,2023-04-08T14:07:34Z,4170352295,140,45.4,4170352281,155,,4170352307,212,45.8,4170352313,213,0.4,4170352317,1,,4172294139,178,,4170352287,56,Back,4170352301,141,75.9,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876759,10,1,1,0,20,cos9hxi16eitbcbthof7zrm4m,0,48,76.7,2023-04-07T18:01:56.622Z,2023-04-08T14:07:39Z,4170352451,212,16.1,4170352453,213,6.0,4170352443,3,,4172294667,388,,4170352445,56,Center,4170352449,141,70.6,4170352447,140,62.8,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876773,6,1,1,0,24,ccpscwdcm65czscrun048ecn5,0,33.9,31.3,2023-04-07T18:02:00.246Z,2023-04-08T14:07:46Z,4170352535,140,42.2,4172295593,178,,4170352539,212,10.6,4170352537,141,22.3,4170352533,56,Back,4170352541,213,5.7,4170352531,3,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876783,11,61,1,0,25,cos9hxi16eitbcbthof7zrm4m,1,58.1,76.3,2023-04-07T18:02:01.714Z,2023-04-08T14:07:54Z,4172296681,388,,4170352593,56,Center,,,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876809,12,1,1,0,27,cos9hxi16eitbcbthof7zrm4m,0,56.2,85.9,2023-04-07T18:02:04.058Z,2023-04-08T14:08:02Z,4170352863,233,7,4170352723,56,Left,4170352729,212,2.0,4170352727,141,87.4,4170352867,286,,4170352861,236,,4170352731,213,2.6,4172297461,178,,4t85yj2ijymrz5vf457jcihre,T. Suslov,4170352725,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876821,7,74,1,0,28,ccpscwdcm65czscrun048ecn5,1,42.8,12.8,2023-04-07T18:02:04.163Z,2023-04-08T14:08:10Z,4170352833,56,Back,4170352871,233,12,4172298119,178,,4170352835,285,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876835,8,49,1,0,29,ccpscwdcm65czscrun048ecn5,1,40.2,8.9,2023-04-07T18:02:05.364Z,2023-04-08T14:08:18Z,,,,,,,,,,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876855,9,1,1,0,29,ccpscwdcm65czscrun048ecn5,1,39.5,8.9,2023-04-07T18:02:05.414Z,2023-04-08T14:08:21Z,4170353005,140,43.8,4170353007,141,5.8,4170353011,212,5.0,4172299511,178,,4170353015,213,5.8,4170353003,56,Back,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877443,15,3,1,0,30,ccpscwdcm65czscrun048ecn5,1,46.2,6.1,2023-04-07T18:02:06.190Z,2023-04-08T14:08:27Z,4172300205,178,,4171346209,464,,4170356073,286,,4170356071,56,Back,4170359433,233,34,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877991,34,45,1,0,30,cos9hxi16eitbcbthof7zrm4m,0,53.8,93.9,2023-04-07T18:02:06.190Z,2023-04-08T14:08:27Z,4170358947,285,,4170359455,233,15,4170358945,56,Left,,,,,,,,,,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876863,10,3,1,0,31,ccpscwdcm65czscrun048ecn5,0,46.8,6.9,2023-04-07T18:02:07.206Z,2023-04-08T14:08:58Z,4170353037,56,Back,4170353039,286,,4171346395,465,,4170353111,233,13,4172303809,178,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876843,13,7,1,0,31,cos9hxi16eitbcbthof7zrm4m,1,53.2,93.1,2023-04-07T18:02:07.345Z,2023-04-08T14:27:34Z,4172423513,178,,4170353095,233,10,4170352943,56,Left,4171346473,383,,4170352949,285,,,,,,,,,,,b2a5syitl1nb5ky04j7pdq09h,J. Willems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876853,14,49,1,0,32,cos9hxi16eitbcbthof7zrm4m,1,52,93,2023-04-07T18:02:08.307Z,2023-04-08T14:27:39Z,,,,,,,,,,,,,,,,,,,,,,,,,b2a5syitl1nb5ky04j7pdq09h,J. Willems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876893,15,1,1,0,32,cos9hxi16eitbcbthof7zrm4m,0,51.6,96.4,2023-04-07T18:02:08.994Z,2023-04-08T14:27:47Z,4170353117,140,51.7,4170353119,141,94.2,4170353115,56,Left,4170353123,213,4.8,4170353121,212,1.5,4172424707,178,,,,,,,,b2a5syitl1nb5ky04j7pdq09h,J. Willems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876915,11,61,1,0,33,ccpscwdcm65czscrun048ecn5,1,44.3,6.4,2023-04-07T18:02:09.105Z,2023-04-08T14:28:00Z,4172425971,178,,4170353279,56,Back,,,,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876909,16,1,1,0,34,cos9hxi16eitbcbthof7zrm4m,1,47.7,86,2023-04-07T18:02:10.474Z,2023-04-08T14:28:17Z,4172427489,178,,4170353241,56,Back,4170353243,140,34.7,4170353245,141,79.1,4170353249,213,3.5,4170353247,212,14.4,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876961,17,1,1,0,36,cos9hxi16eitbcbthof7zrm4m,1,34.6,78.4,2023-04-07T18:02:12.505Z,2023-04-08T14:28:21Z,4170353555,212,45.5,4170353545,155,,4172427843,178,,4170353551,140,45.7,4170353549,56,Back,4170353557,213,5.0,4170353547,196,,4170353559,1,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,4170353553,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876997,18,1,1,0,43,cos9hxi16eitbcbthof7zrm4m,1,52.6,7.4,2023-04-07T18:02:20.022Z,2023-04-08T14:28:28Z,4170353795,212,17.8,4170353797,213,2.3,4172428343,178,,4170353791,140,41.7,4170353789,56,Back,4170353793,141,27.4,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877031,19,1,1,0,47,cos9hxi16eitbcbthof7zrm4m,1,38.5,34.3,2023-04-07T18:02:23.111Z,2023-04-08T14:28:32Z,4170353953,56,Back,4170353961,213,1.6,4172428711,178,,4170353955,140,38.3,4170353959,212,19.0,4170353957,141,62.3,,,,,,,8utfqkk9niq1xvdhsw0f4awut,M. Chaluš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877081,20,1,1,0,50,cos9hxi16eitbcbthof7zrm4m,1,40.5,70.1,2023-04-07T18:02:26.462Z,2023-04-08T14:28:35Z,4170354207,213,6.0,4170354205,212,8.1,4170354199,56,Back,4172428947,178,,4170354201,140,47.9,4170354203,141,67.0,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877137,21,1,1,0,52,cos9hxi16eitbcbthof7zrm4m,1,40.6,68,2023-04-07T18:02:28.982Z,2023-04-08T14:28:38Z,4170354535,56,Back,4170354539,141,53.6,4170354537,140,10.1,4171347975,1,,4172429171,178,,4170354543,213,3.4,4170354541,212,33.5,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877193,22,1,1,0,57,cos9hxi16eitbcbthof7zrm4m,1,15.2,55.4,2023-04-07T18:02:33.853Z,2023-04-08T14:28:40Z,4170354875,213,1.3,4170354859,56,Back,4170354861,140,20.1,4170354871,212,17.5,4172429367,178,,4170354867,141,80.0,,,,,,,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877209,23,1,1,1,2,cos9hxi16eitbcbthof7zrm4m,0,27,78.7,2023-04-07T18:02:38.805Z,2023-04-08T14:28:43Z,4170354935,155,,4170354939,140,44.7,4170354937,56,Back,4170354945,213,5.8,4170354943,212,20.6,4172429551,178,,4170354941,141,65.7,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877237,12,1,1,1,4,ccpscwdcm65czscrun048ecn5,1,54.7,31,2023-04-07T18:02:40.400Z,2023-04-08T14:28:49Z,4170355083,213,6.0,4170355073,3,,4172430145,388,,4170355081,212,8.3,4170355079,141,27.9,4170355077,140,62.3,4170355075,56,Center,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877247,13,49,1,1,5,ccpscwdcm65czscrun048ecn5,1,62.7,31.7,2023-04-07T18:02:41.654Z,2023-04-08T14:28:55Z,,,,,,,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877275,14,1,1,1,6,ccpscwdcm65czscrun048ecn5,0,63.4,42.8,2023-04-07T18:02:42.884Z,2023-04-08T14:29:01Z,4170355235,56,Center,4170355239,141,67.1,4170355237,140,68.1,4172431141,178,,4170355241,212,17.2,4170355243,213,1.3,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877269,24,8,1,1,7,cos9hxi16eitbcbthof7zrm4m,1,25.4,36.1,2023-04-07T18:02:43.966Z,2023-04-08T14:29:42Z,4172434801,178,,4171348891,383,,4170355213,56,Back,,,,,,,,,,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877293,25,49,1,1,9,cos9hxi16eitbcbthof7zrm4m,1,22.8,40.9,2023-04-07T18:02:45.239Z,2023-04-08T14:29:48Z,,,,,,,,,,,,,,,,,,,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877395,26,1,1,1,10,cos9hxi16eitbcbthof7zrm4m,1,18.9,52.2,2023-04-07T18:02:47.038Z,2023-04-08T14:29:56Z,4170355837,141,39.5,4170355839,212,18.0,4170355835,140,3.9,4172435841,178,,4170355841,213,3.6,4170355833,56,Back,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877429,27,1,1,1,14,cos9hxi16eitbcbthof7zrm4m,0,3.9,39.4,2023-04-07T18:02:50.906Z,2023-04-08T14:30:00Z,4170356011,141,37.1,4170356005,155,,4172436011,178,,4170356007,56,Center,4170356013,212,53.7,4170356009,140,55.0,4170356015,213,6.3,4170356017,1,,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877459,16,1,1,1,17,ccpscwdcm65czscrun048ecn5,0,42,68.1,2023-04-07T18:02:53.733Z,2023-04-08T14:30:08Z,4170356159,212,31.3,4170356163,1,,4170356157,141,62.5,4172436599,178,,4170356155,140,71.6,4170356161,213,6.2,4170356151,157,,4170356153,56,Center,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877505,28,1,1,1,20,cos9hxi16eitbcbthof7zrm4m,0,33.4,29.7,2023-04-07T18:02:56.949Z,2023-04-08T14:30:12Z,4170356395,56,Center,4170356399,141,26.7,4170356397,140,59.2,4172436939,388,,4170356401,212,27.2,4170356393,3,,4170356403,213,6.2,,,,8utfqkk9niq1xvdhsw0f4awut,M. Chaluš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877529,17,1,1,1,23,ccpscwdcm65czscrun048ecn5,1,34.9,79.6,2023-04-07T18:02:59.551Z,2023-04-08T14:30:16Z,4170356543,3,,4170356553,212,12.8,4170356551,141,68.1,4172437389,388,,4170356555,213,5.6,4170356547,56,Back,4170356549,140,44.6,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877565,18,1,1,1,24,ccpscwdcm65czscrun048ecn5,1,44.6,68.1,2023-04-07T18:03:00.533Z,2023-04-08T14:30:29Z,4172438621,178,,4170356725,213,3.0,4170356723,212,24.0,4170356715,3,,4170356719,140,22.0,4170356717,56,Back,4170356721,141,73.0,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877571,19,49,1,1,27,ccpscwdcm65czscrun048ecn5,1,21.7,73,2023-04-07T18:03:03.973Z,2023-04-08T14:30:38Z,,,,,,,,,,,,,,,,,,,,,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877613,20,1,1,1,27,ccpscwdcm65czscrun048ecn5,1,21.7,73,2023-04-07T18:03:04.023Z,2023-04-08T14:30:42Z,4170356951,141,45.9,4170356953,212,26.8,4172439867,178,,4170356949,140,3.2,4170356947,56,Back,4170356955,213,3.9,,,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877673,21,1,1,1,30,ccpscwdcm65czscrun048ecn5,0,3.2,45.9,2023-04-07T18:03:06.630Z,2023-04-08T14:31:17Z,4170357265,212,43.2,4170357267,213,0.0,4170357269,1,,4172443529,178,,4170357261,140,44.3,4170357259,56,Back,4171350117,157,,4170357263,141,46.1,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877683,29,43,1,1,33,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-04-07T18:03:09.226Z,2023-04-08T01:42:43Z,4171350859,144,49,,,,,,,,,,,,,,,,,,,,,,alxccjq2y6il5yjw108a0axnt,J. Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877727,30,1,1,1,34,cos9hxi16eitbcbthof7zrm4m,0,54.5,59.9,2023-04-07T18:03:10.127Z,2023-04-08T14:33:30Z,4170357551,56,Left,4170357553,140,73.1,4172457115,178,,4170357549,157,,4170357557,212,27.9,4170357559,213,0.8,4170357563,1,,4170357555,141,89.3,alxccjq2y6il5yjw108a0axnt,J. Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877807,23,1,1,1,38,ccpscwdcm65czscrun048ecn5,0,31.6,7.2,2023-04-07T18:03:14.615Z,2023-04-08T14:33:42Z,4170358021,140,84.8,4170358023,141,30.9,4170358015,155,,4170358019,56,Center,4170358027,213,0.3,4170358029,1,,4170358025,212,58.1,4172458369,178,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877741,22,43,1,1,38,ccpscwdcm65czscrun048ecn5,1,0,0,2023-04-07T18:03:15.036Z,2023-04-08T01:42:44Z,4171350885,144,49,,,,,,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877843,31,52,1,1,42,cos9hxi16eitbcbthof7zrm4m,1,13.8,69.6,2023-04-07T18:03:19.006Z,2023-04-08T14:33:49Z,4171351247,377,,4172458879,178,,,,,,,,,,,,,,,,,,,,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
