id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2460598983,13,8,1,0,28,8iawijq7s9s6d85mjz8wdslki,1,61.6,67.5,2022-09-16T18:01:39.255Z,2022-09-18T06:08:14Z,3783455703,56,Center,3789269521,388,,3785735437,385,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599017,14,1,1,0,31,ccpscwdcm65czscrun048ecn5,1,29.3,38.2,2022-09-16T18:01:41.876Z,2022-09-18T06:09:32Z,3783455885,56,Back,3783455893,213,6.0,3783455887,140,40.2,3783455883,3,,3783455889,141,33.7,3789272569,388,,3783455891,212,11.8,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599021,15,1,1,0,33,ccpscwdcm65czscrun048ecn5,1,37.8,36.7,2022-09-16T18:01:44.129Z,2022-09-18T06:09:40Z,3783455913,3,,3783455919,141,48.5,3783455923,213,0.9,3783455915,56,Back,3783455921,212,10.5,3789272805,388,,3783455917,140,44.3,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599025,16,1,1,0,34,ccpscwdcm65czscrun048ecn5,0,44.7,49.1,2022-09-16T18:01:45.120Z,2022-09-18T06:09:55Z,3783455949,213,5.1,3783455943,140,52.6,3783455939,155,,3789273335,388,,3783455945,141,19.8,3783455941,56,Right,3783455947,212,21.6,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599051,14,1,1,0,36,8iawijq7s9s6d85mjz8wdslki,0,43.3,82.6,2022-09-16T18:01:47.090Z,2022-09-18T06:10:05Z,3783456111,141,100.0,3783456109,140,56.8,3783456115,213,0.7,3789273771,178,,3783456105,3,,3783456113,212,19.0,3783456107,56,Left,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599057,15,5,1,0,39,8iawijq7s9s6d85mjz8wdslki,0,59.5,101.2,2022-09-16T18:01:49.897Z,2022-09-18T06:10:16Z,3783456127,347,,3783457339,233,17,3783456125,56,Left,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599129,17,5,1,0,39,ccpscwdcm65czscrun048ecn5,1,40.5,-1.2,2022-09-16T18:01:49.897Z,2022-09-18T06:10:15Z,3783456517,56,Back,3783457327,233,15,3783456519,347,,,,,,,,,,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599143,18,1,1,0,42,ccpscwdcm65czscrun048ecn5,1,32.2,0,2022-09-16T18:01:53.395Z,2022-09-18T06:10:20Z,3783456585,212,7.2,3783456587,213,1.6,3783456581,140,31.9,3783456577,107,,3783456583,141,8.9,3783456579,56,Back,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461730769,1011,83,1,0,43,8iawijq7s9s6d85mjz8wdslki,1,68.3,88.5,2022-09-16T18:01:54.604Z,2022-09-18T07:30:33Z,3789446023,399,449915,,,,,,,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599159,19,1,1,0,43,ccpscwdcm65czscrun048ecn5,1,31.9,8.9,2022-09-16T18:01:54.647Z,2022-09-18T06:10:36Z,3783456647,141,2.9,3783456641,56,Back,3783456645,140,32.3,3783456651,213,4.8,3783456649,212,4.1,3789274877,178,,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599181,20,1,1,0,45,ccpscwdcm65czscrun048ecn5,0,33.6,3.7,2022-09-16T18:01:55.720Z,2022-09-18T06:10:41Z,3789275059,178,,3783456771,213,0.3,3783456767,141,15.8,3783456765,140,61.5,3783456763,56,Right,3783456769,212,30.4,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461730981,1012,67,1,0,46,8iawijq7s9s6d85mjz8wdslki,1,39.8,83.6,2022-09-16T18:01:56.911Z,2022-09-18T08:19:34Z,3789447051,233,999,,,,,,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461730977,999,67,1,0,46,ccpscwdcm65czscrun048ecn5,0,60.2,16.4,2022-09-16T18:01:56.912Z,2022-09-18T07:30:58Z,3789447075,233,1012,,,,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599979,37,43,1,0,46,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-16T18:01:56.989Z,2022-09-17T14:06:08Z,3783461023,56,Right,3785778287,144,61,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461046827,953,8,1,0,46,8iawijq7s9s6d85mjz8wdslki,1,38.6,83.6,2022-09-16T18:01:57.391Z,2022-09-18T08:19:35Z,3789276177,178,,3785780601,56,Back,3785781247,384,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599177,16,43,1,0,47,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-09-16T18:01:57.770Z,2022-09-16T18:02:49Z,3783460025,144,8,3783456757,56,Back,,,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599203,17,1,1,0,47,8iawijq7s9s6d85mjz8wdslki,0,37.6,88.3,2022-09-16T18:01:58.463Z,2022-09-18T06:11:46Z,3783456863,141,89.0,3783456867,213,0.3,3789277751,388,,3783456861,140,39.3,3783456865,212,1.8,3783456859,56,Back,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599247,21,1,1,0,49,ccpscwdcm65czscrun048ecn5,1,58.4,13.1,2022-09-16T18:02:00.043Z,2022-09-18T06:11:50Z,3783457087,213,2.8,3783457081,140,47.2,3783457085,212,12.4,3783457083,141,18.8,3783457079,56,Back,3789277909,178,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599249,22,4,1,0,50,ccpscwdcm65czscrun048ecn5,1,55,19.6,2022-09-16T18:02:01.319Z,2022-09-18T06:11:58Z,3783457101,152,,3783457105,286,,3783457217,233,18,3783457097,56,Right,3783457103,265,,3783457095,13,,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599251,18,4,1,0,50,8iawijq7s9s6d85mjz8wdslki,0,45,80.4,2022-09-16T18:02:01.320Z,2022-09-18T06:11:57Z,3783457117,13,,3783457123,265,,3783457277,233,22,3783457121,152,,3783457119,56,Back,3789278199,178,,3783457127,285,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599355,24,1,1,0,57,ccpscwdcm65czscrun048ecn5,1,44.4,29.1,2022-09-16T18:02:07.887Z,2022-09-18T06:12:01Z,3783457901,189,,3783457651,56,Back,3783457643,5,,3783457657,141,65.4,3783457659,212,25.2,3783457661,213,1.8,3783457655,140,39.8,3783457647,152,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,3789278335,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599393,25,1,1,1,1,ccpscwdcm65czscrun048ecn5,1,39.8,69.1,2022-09-16T18:02:11.886Z,2022-09-18T06:13:01Z,3783457861,212,25.5,3783457865,213,0.6,3783457859,141,89.6,3789279149,178,,3783457857,140,60.1,3783457855,56,Left,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599441,26,1,1,1,4,ccpscwdcm65czscrun048ecn5,1,61.2,88.7,2022-09-16T18:02:15.477Z,2022-09-18T06:13:09Z,3783458115,56,Center,3783458121,212,13.6,3783458117,140,54.1,3789280965,178,,3783458119,141,72.0,3783458123,213,4.1,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599467,27,1,1,1,6,ccpscwdcm65czscrun048ecn5,1,53.7,72.3,2022-09-16T18:02:17.359Z,2022-09-18T06:13:14Z,3783458269,140,41.5,3783458273,212,13.4,3783458275,213,2.8,3783458271,141,78.1,3789281139,178,,3783458267,56,Back,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599541,28,1,1,1,9,ccpscwdcm65czscrun048ecn5,1,41.7,75.6,2022-09-16T18:02:20.669Z,2022-09-18T06:13:22Z,3783458655,140,37.0,3789281535,178,,3783458657,141,32.5,3783458659,212,29.7,3783458653,56,Back,3783458661,213,4.5,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599563,29,1,1,1,14,ccpscwdcm65czscrun048ecn5,1,39.8,26.2,2022-09-16T18:02:25.034Z,2022-09-18T06:13:30Z,3783458773,213,4.0,3783458769,141,19.7,3789281873,178,,3783458765,56,Back,3783458767,140,36.2,3783458771,212,5.8,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599613,30,1,1,1,16,ccpscwdcm65czscrun048ecn5,1,35.6,23,2022-09-16T18:02:26.945Z,2022-09-18T06:13:40Z,3783459021,56,Back,3783459027,212,18.6,3789282167,178,,3783459025,141,46.9,3783459023,140,26.9,3783459029,213,2.1,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599631,31,1,1,1,22,ccpscwdcm65czscrun048ecn5,1,27.5,47.6,2022-09-16T18:02:32.977Z,2022-09-18T06:13:43Z,3783459139,140,26.8,3783459143,212,14.4,3789282317,178,,3783459141,141,26.5,3783459137,56,Back,3783459145,213,4.7,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599689,32,1,1,1,26,ccpscwdcm65czscrun048ecn5,0,29.5,21.3,2022-09-16T18:02:37.358Z,2022-09-18T06:13:51Z,3789282559,178,,3783459435,141,34.0,3783459431,56,Center,3783459437,212,41.0,3783459439,213,0.2,3783459433,140,67.7,3783459429,155,,3783459443,1,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599703,19,1,1,1,30,8iawijq7s9s6d85mjz8wdslki,1,27.1,68.5,2022-09-16T18:02:41.287Z,2022-09-18T06:14:01Z,3783459509,140,29.6,3789282877,388,,3783459503,3,,3783459517,212,4.1,3783459519,213,0.9,3783459513,141,73.2,3783459505,56,Back,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599713,21,43,1,1,31,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-09-16T18:02:41.865Z,2022-09-16T18:02:46Z,3783459773,144,50,3783459549,56,Back,3783459551,285,0,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
