id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2460565569,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-16T16:50:27.013Z,2022-09-16T17:54:14Z,3783282423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783440479,197,540,3783282419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783282413,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783282417,130,2,3783282411,30,"9q90ls3k1i2739wd6a20fku6t, 6gabdz53gxhyp8dv6x5the4t1, 6lyedmu2vuf7jig3jmhz9b4ve, ely6vpyueden4b6ozfmspwgk5, 1s7vp9ovsa1jo7tu7nisykn9x, 8p47d0e54hgl7d86vur1m5nmx, 4octqavtgpv5u1rnpss898nah, b33sm106xc7g3h4bcqtawja7e, 1p0xp2onnys7jlru55vfgf1pm, 395y7yj6o1xwr6uaxs4sjnjdh, 3mp92d5s002hi523kl4zmgrft, 6mjm5cwe46jhi3wwpf1icf65l, eu6pfkiah7otafyryg6ll7y09, 28o7vv0jud22hmg4h649yozqh, 9uf4fsff2lpic3u0l7zpuqsid, c1krps0yssh477m8umrruiqjt, 6anvl82jyio52wo87cbxdp4np, 6my743on19jmzmlq0crx3mq51, 4rp5snknt88bf4lws5t0o9gph, c2an5ksdu6jbap3x3jp3z9c5x, 9wo8twcbs1jnqzdy0c6y8adey, 4ooliltsht8mvelpds3v4bpat, 790v7fu7f2s40e160mlrb6dt6",3783282415,59,"1, 5, 15, 18, 2, 27, 29, 6, 9, 28, 26, 7, 8, 10, 14, 16, 17, 21, 22, 24, 25, 30, 32",3783282421,194,1s7vp9ovsa1jo7tu7nisykn9x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460566445,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-09-16T16:53:34.785Z,2022-09-17T14:44:37Z,3783287035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783287033,194,9p6nlczeycd0ai4dahjxnf8ph,3783287027,59,"22, 28, 16, 20, 4, 24, 7, 71, 19, 10, 11, 1, 2, 8, 9, 21, 31, 32, 34",3783448947,197,493,3783287023,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, 9p6nlczeycd0ai4dahjxnf8ph, 570htztcvfsu947xw6fvtzmc5, 6dd248q0adq6su677bw2kk2c5, cudl1cjc8kxshfbhatms7aooa, a76yp8gkkg6frtuhh3d6l46i, 76n4eg1xu5qvf9bkwy4p8jsut, 5qvy65ckiigykkowpyco05zv9, 8inyievyp1az6q3dtlkpynf56, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 4fiks6jvfxzbs9k0s050vmfbo, 6h0fuh0aamz86pf25qebm0fvu, cp866ucakmwqiwxrstkaxwgt0, bqqq27wy9bk31ssgapksci4t1",3783287029,130,8,3783287031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3783287025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598735,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-09-16T18:01:10.676Z,2022-09-16T18:01:10Z,3783454263,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598743,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-16T18:01:10.676Z,2022-09-18T05:38:06Z,3783454287,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598759,3,1,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,50,50,2022-09-16T18:01:10.777Z,2022-09-18T06:02:42Z,3783454403,279,S,3783454393,56,Back,3783454399,212,14.9,3783454401,213,3.0,3783454397,141,53.3,3783454395,140,36.0,3789259509,178,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598817,4,1,1,0,2,8iawijq7s9s6d85mjz8wdslki,0,36,53.3,2022-09-16T18:01:13.416Z,2022-09-18T06:05:26Z,3789259763,178,,3783454749,141,89.3,3783454743,155,,3783454751,212,41.7,3783454755,1,,3783454745,56,Left,3783454753,213,0.6,3783454747,140,68.1,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598779,3,44,1,0,5,ccpscwdcm65czscrun048ecn5,1,33.6,11.7,2022-09-16T18:01:16.189Z,2022-09-18T08:19:34Z,3783454513,56,Back,3783454515,285,,3783454819,233,5,,,,,,,,,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598821,5,44,1,0,5,8iawijq7s9s6d85mjz8wdslki,0,66.4,88.3,2022-09-16T18:01:16.190Z,2022-09-18T06:05:33Z,3783454771,56,Left,3783454825,233,3,3783454773,286,,,,,,,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598787,4,1,1,0,5,ccpscwdcm65czscrun048ecn5,0,34.6,12,2022-09-16T18:01:16.237Z,2022-09-18T08:19:34Z,3783454569,213,5.1,3783454563,140,38.7,3783454561,56,Back,3783454567,212,10.4,3789264501,388,,3783454559,3,,3783454565,141,0.0,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598789,5,5,1,0,7,ccpscwdcm65czscrun048ecn5,0,37.8,-2,2022-09-16T18:01:18.373Z,2022-09-18T06:05:48Z,3783454575,56,Back,3783454877,233,6,3783454577,347,,,,,,,,,,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598837,6,5,1,0,7,8iawijq7s9s6d85mjz8wdslki,1,62.2,102,2022-09-16T18:01:18.373Z,2022-09-18T06:05:48Z,3783454843,56,Left,3783454845,347,,3783454853,233,5,,,,,,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598857,7,1,1,0,11,8iawijq7s9s6d85mjz8wdslki,1,65.1,100,2022-09-16T18:01:22.355Z,2022-09-18T06:05:52Z,3783454975,141,90.8,3783454971,56,Left,3783454977,212,9.1,3783454969,107,,3783454973,140,69.8,3783454979,213,5.3,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598861,8,61,1,0,13,8iawijq7s9s6d85mjz8wdslki,0,68.8,90.9,2022-09-16T18:01:23.706Z,2022-09-18T06:06:17Z,3783455001,56,Left,3789265435,178,,3789265433,21,,,,,,,,,,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598873,6,49,1,0,13,ccpscwdcm65czscrun048ecn5,1,34.7,24.3,2022-09-16T18:01:24.509Z,2022-09-18T06:06:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598879,7,1,1,0,15,ccpscwdcm65czscrun048ecn5,0,35.2,24.9,2022-09-16T18:01:26.618Z,2022-09-18T06:06:35Z,3789266101,178,,3783455161,213,0.3,3783455159,212,4.7,3783455153,56,Back,3783455157,141,27.1,3783455155,140,39.4,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598887,9,49,1,0,16,8iawijq7s9s6d85mjz8wdslki,1,63.3,67.3,2022-09-16T18:01:27.509Z,2022-09-18T06:06:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598897,8,43,1,0,17,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-16T18:01:28.374Z,2022-09-16T18:01:32Z,3783455217,56,Back,3783455409,144,45,3783455219,285,0,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598903,10,61,1,0,18,8iawijq7s9s6d85mjz8wdslki,0,63,65.7,2022-09-16T18:01:28.778Z,2022-09-18T06:06:55Z,3789266927,178,,3783455269,56,Center,,,,,,,,,,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598911,9,61,1,0,19,ccpscwdcm65czscrun048ecn5,0,36.1,29.4,2022-09-16T18:01:30.200Z,2022-09-18T06:07:03Z,3789267249,178,,3783455305,56,Back,,,,,,,,,,,,,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598929,11,1,1,0,22,8iawijq7s9s6d85mjz8wdslki,0,73.9,85.7,2022-09-16T18:01:33.310Z,2022-09-18T06:07:12Z,3783455443,213,5.6,3789267563,178,,3783455439,141,82.7,3783455437,140,76.3,3783455435,56,Left,3783455441,212,3.2,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599271,23,61,1,0,22,ccpscwdcm65czscrun048ecn5,1,26.4,21.3,2022-09-16T18:01:33.455Z,2022-09-18T06:07:22Z,3783457211,56,Back,3789267811,178,,,,,,,,,,,,,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598945,12,3,1,0,23,8iawijq7s9s6d85mjz8wdslki,0,79.6,84.6,2022-09-16T18:01:34.471Z,2022-09-18T06:07:33Z,3783455579,233,10,3783455507,286,,3783455505,56,Left,3789268135,178,,3785733961,465,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598947,10,7,1,0,24,ccpscwdcm65czscrun048ecn5,1,20.4,15.4,2022-09-16T18:01:34.974Z,2022-09-18T06:07:38Z,3783455533,233,12,3783455513,56,Back,3783455515,285,,3789268255,178,,3785734329,383,,,,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598951,11,49,1,0,25,ccpscwdcm65czscrun048ecn5,1,22.3,21.5,2022-09-16T18:01:36.311Z,2022-09-18T06:07:50Z,,,,,,,,,,,,,,,,,,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598971,12,1,1,0,26,ccpscwdcm65czscrun048ecn5,1,22,18.6,2022-09-16T18:01:36.703Z,2022-09-18T06:08:02Z,3783455633,56,Back,3783455639,212,10.3,3789269099,178,,3783455641,213,5.2,3783455635,140,27.0,3783455637,141,5.6,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598975,13,1,1,0,27,ccpscwdcm65czscrun048ecn5,0,27.5,6.5,2022-09-16T18:01:37.770Z,2022-09-18T06:08:07Z,3783455661,141,13.8,3783455665,213,0.3,3789269263,178,,3783455659,140,41.1,3783455657,56,Back,3783455663,212,15.1,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
