id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,assist
2511570927,8,1,1,0,27,89w5c6pw7vn0dxypi61tt0g4k,0,26.1,32,2023-02-24T19:01:07.833Z,2023-02-26T17:34:33Z,4060008751,178,,4052562161,212,24.7,4052562165,213,6.0,4052562147,155,,4052562155,140,48.9,4052562151,56,Back,4052562159,141,23.1,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511570919,10,44,1,0,29,ccpscwdcm65czscrun048ecn5,1,52.5,75.2,2023-02-24T19:01:09.671Z,2023-02-26T21:42:16Z,4052562117,56,Center,4052562119,286,,4052562271,233,9,,,,,,,,,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511570945,9,44,1,0,29,89w5c6pw7vn0dxypi61tt0g4k,0,47.5,24.8,2023-02-24T19:01:09.672Z,2023-02-26T17:34:36Z,4052562261,233,10,4052562253,285,,4052562251,56,Back,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511581627,88,1,1,0,29,ccpscwdcm65czscrun048ecn5,1,50.6,77.1,2023-02-24T19:01:09.722Z,2023-02-26T21:42:17Z,4052621405,140,53.1,4052621401,3,,4052621409,212,12.2,4052621403,56,Center,4052621411,213,4.9,4052621407,141,59.6,4060009407,388,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511570963,11,49,1,0,31,ccpscwdcm65czscrun048ecn5,1,53,55.4,2023-02-24T19:01:12.253Z,2023-02-26T17:35:07Z,,,,,,,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511570979,12,1,1,0,31,ccpscwdcm65czscrun048ecn5,1,53,55.4,2023-02-24T19:01:12.350Z,2023-02-26T17:35:12Z,4060011625,178,,4052562421,212,6.5,4052562423,213,2.9,4052562415,56,Back,4052562417,140,46.9,4052562419,141,57.3,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511570949,10,43,1,0,32,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-02-24T19:01:12.717Z,2023-02-24T19:54:27Z,4052562259,56,Back,4052804043,144,61,,,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513052887,801,83,1,0,35,89w5c6pw7vn0dxypi61tt0g4k,1,46.5,31.2,2023-02-24T19:01:15.796Z,2023-02-26T19:24:15Z,4060369899,399,79901,,,,,,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571015,13,1,1,0,35,ccpscwdcm65czscrun048ecn5,1,55.6,73.6,2023-02-24T19:01:15.800Z,2023-02-26T17:35:17Z,4052562625,141,93.8,4060011991,178,,4052562621,56,Left,4052562623,140,59.3,4052562629,213,1.3,4052562627,212,14.3,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571019,14,4,1,0,38,ccpscwdcm65czscrun048ecn5,1,61.1,90.9,2023-02-24T19:01:18.912Z,2023-02-26T17:35:21Z,4052562897,233,11,4052562649,56,Left,4052562647,13,,4052562655,286,,4052562651,152,,4052562653,265,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571059,11,4,1,0,38,89w5c6pw7vn0dxypi61tt0g4k,0,38.9,9.1,2023-02-24T19:01:18.913Z,2023-02-26T17:35:20Z,4052562917,233,14,4052562823,265,,4052562817,13,,4060012303,178,,4052562825,285,,4052562821,152,,4052562819,56,Back,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571315,15,1,1,1,2,ccpscwdcm65czscrun048ecn5,1,67.4,94.5,2023-02-24T19:01:42.752Z,2023-02-26T17:35:26Z,4052564075,56,Center,4052564073,152,,4052564071,5,,4052564079,141,60.0,4060012849,178,,4052564077,140,67.8,4052564081,212,23.5,4052564083,213,4.7,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571319,16,4,1,1,6,ccpscwdcm65czscrun048ecn5,1,66,63.7,2023-02-24T19:01:46.658Z,2023-02-26T17:35:30Z,4052564107,286,,4052564343,233,12,4052564099,13,,4052564103,152,,4052564101,56,Center,4052564105,265,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571359,12,4,1,1,6,89w5c6pw7vn0dxypi61tt0g4k,0,34,36.3,2023-02-24T19:01:46.659Z,2023-02-26T17:35:30Z,4052564327,56,Back,4052564329,152,,4060013107,178,,4052564347,233,16,4052564325,13,,4052564333,285,,4052564331,265,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571629,17,1,1,1,31,ccpscwdcm65czscrun048ecn5,1,67,61.8,2023-02-24T19:02:12.185Z,2023-02-26T17:35:42Z,4052565729,213,4.7,4052565727,212,10.5,4052565725,141,46.4,4052565721,56,Center,4052565723,140,67.2,4052565717,5,,4052565719,152,,4060014123,178,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571709,18,1,1,1,34,ccpscwdcm65czscrun048ecn5,1,67,42.1,2023-02-24T19:02:14.600Z,2023-02-26T17:35:45Z,4052566141,212,22.4,4052566143,213,4.8,4052566139,141,9.5,4052566137,140,69.8,4052566135,56,Right,4060014311,178,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571755,19,1,1,1,38,ccpscwdcm65czscrun048ecn5,1,65.7,7.6,2023-02-24T19:02:18.438Z,2023-02-26T17:36:19Z,4060016853,178,,4052566361,56,Right,4052566363,140,82.9,4052566365,141,7.0,4052566367,212,18.1,4052566369,213,6.3,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571767,13,45,1,1,41,89w5c6pw7vn0dxypi61tt0g4k,0,8.5,95.4,2023-02-24T19:02:22.323Z,2023-02-26T17:36:29Z,4052566443,56,Back,4052566445,285,,4052566539,233,20,,,,,,,,,,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571777,20,3,1,1,41,ccpscwdcm65czscrun048ecn5,1,91.5,4.6,2023-02-24T19:02:22.323Z,2023-02-26T17:36:29Z,4056096329,465,,4052566505,286,,4060017591,178,,4052566503,56,Right,4052566509,233,13,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571793,21,1,1,1,43,ccpscwdcm65czscrun048ecn5,0,98.7,14.3,2023-02-24T19:02:24.194Z,2023-02-26T17:36:33Z,4056096903,20,,4052566597,213,1.7,4060017907,178,,4052566595,212,20.2,4052566591,140,95.9,4052566593,141,43.7,4052566589,56,Center,4052566587,155,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,4056096899,224,4052566585,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571825,14,12,1,1,44,89w5c6pw7vn0dxypi61tt0g4k,1,4.2,58.1,2023-02-24T19:02:25.224Z,2023-02-26T17:36:40Z,4052566755,15,,4052566747,212,23.2,4052566749,213,6.0,4060018545,178,,4052566743,140,25.2,4052566741,56,Back,4052566745,141,47.5,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571833,22,15,1,1,47,ccpscwdcm65czscrun048ecn5,1,76.2,48.5,2023-02-24T19:02:27.461Z,2023-02-26T17:36:49Z,4052567209,233,16,4052567173,78,,4052566771,18,,4052567175,102,50.6,4052567179,103,18.4,4052568929,24,,4052566773,56,Center,4052567199,147,49.3,28o7vv0jud22hmg4h649yozqh,T. Booth,4052567195,458,4052567187,108,4052567183,215,4060019111,178,4052567197,146,98.6,4052566881,20,4052567193,328,,,,,,,,,,,,,,,,,,,,,,
2511571883,16,10,1,1,48,89w5c6pw7vn0dxypi61tt0g4k,1,1.9,49.6,2023-02-24T19:02:28.976Z,2023-02-26T17:37:11Z,4052567009,178,,4052567039,233,22,4052567013,56,Back,4052567011,182,,4052567005,177,,4056098167,377,,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571877,15,52,1,1,48,89w5c6pw7vn0dxypi61tt0g4k,1,1.9,49.6,2023-02-24T19:02:29.330Z,2023-02-26T17:37:19Z,4060021051,178,,4056098459,377,,,,,,,,,,,,,,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571977,17,1,1,1,57,89w5c6pw7vn0dxypi61tt0g4k,1,11.3,47,2023-02-24T19:02:37.975Z,2023-02-26T17:37:29Z,4052567515,212,16.4,4052567511,140,21.2,4052567513,141,65.6,4052567509,56,Back,4052567517,213,0.9,4052567507,123,,4060021869,178,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572005,18,1,1,2,1,89w5c6pw7vn0dxypi61tt0g4k,1,23.1,65.1,2023-02-24T19:02:41.636Z,2023-02-26T17:37:37Z,4060022585,178,,4052567637,212,18.6,4052567639,213,4.6,4052567631,56,Back,4052567633,140,21.5,4052567635,141,37.9,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572187,19,1,1,2,3,89w5c6pw7vn0dxypi61tt0g4k,1,21.9,41.3,2023-02-24T19:02:44.278Z,2023-02-26T17:37:40Z,4052568583,213,3.0,4052568581,212,18.6,4060022861,178,,4052568575,56,Back,4052568579,141,46.3,4052568577,140,4.5,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572227,20,1,1,2,17,89w5c6pw7vn0dxypi61tt0g4k,1,12.9,49.3,2023-02-24T19:02:57.628Z,2023-02-26T17:37:43Z,4052568747,213,1.7,4060023037,178,,4052568743,141,77.0,4052568741,140,10.9,4052568745,212,19.0,4052568739,56,Back,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572267,21,1,1,2,19,89w5c6pw7vn0dxypi61tt0g4k,1,11.3,79.7,2023-02-24T19:03:00.199Z,2023-02-26T17:37:47Z,4060023479,178,,4052568923,213,0.8,4052568921,212,14.2,4052568915,56,Back,4052568917,140,20.5,4052568919,141,95.1,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572329,22,1,1,2,21,89w5c6pw7vn0dxypi61tt0g4k,1,20.2,97.5,2023-02-24T19:03:02.275Z,2023-02-26T17:37:52Z,4052569223,213,5.2,4052569221,212,19.3,4060023801,178,,4052569217,140,28.5,4052569219,141,72.1,4052569215,56,Back,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572335,23,50,1,2,24,89w5c6pw7vn0dxypi61tt0g4k,1,29.6,74.2,2023-02-24T19:03:04.630Z,2023-02-26T17:38:06Z,4056111461,285,,4052569251,56,Back,4056948081,233,895,,,,,,,,,,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512252181,895,7,1,2,24,ccpscwdcm65czscrun048ecn5,1,70.4,25.8,2023-02-24T19:03:04.671Z,2023-02-26T17:38:22Z,4056112937,286,,4060026033,178,,4056112935,56,Center,4056948067,233,23,4056113211,383,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572351,24,3,1,2,25,89w5c6pw7vn0dxypi61tt0g4k,0,28.3,76.5,2023-02-24T19:03:05.365Z,2023-02-26T17:38:32Z,4052569317,285,,4052569315,56,Back,4060026641,178,,4052569479,233,23,4056110689,464,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572371,23,7,1,2,25,ccpscwdcm65czscrun048ecn5,0,71.7,23.5,2023-02-24T19:03:05.474Z,2023-02-26T17:38:38Z,4056113481,383,,4052569409,56,Center,4052569411,286,,4060027013,389,,4052569463,233,24,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513055881,838,67,1,2,25,89w5c6pw7vn0dxypi61tt0g4k,1,29.9,74,2023-02-24T19:03:05.744Z,2023-02-26T21:42:17Z,4060385243,233,932,,,,,,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513055879,932,67,1,2,25,ccpscwdcm65czscrun048ecn5,0,70.1,26,2023-02-24T19:03:05.745Z,2023-02-26T19:29:14Z,4060385269,233,838,,,,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572687,26,61,1,2,25,89w5c6pw7vn0dxypi61tt0g4k,1,28,74,2023-02-24T19:03:05.774Z,2023-02-26T21:42:17Z,4060028095,178,,4052570925,56,Back,,,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572383,24,49,1,2,26,ccpscwdcm65czscrun048ecn5,1,70.1,28.7,2023-02-24T19:03:06.694Z,2023-02-26T17:39:07Z,,,,,,,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572399,25,4,1,2,26,ccpscwdcm65czscrun048ecn5,1,70.2,28,2023-02-24T19:03:07.161Z,2023-02-26T17:39:10Z,4052569549,56,Center,4052569547,13,,4052569669,233,25,4052569555,286,,4052569553,265,,4052569551,152,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
