id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2511933901,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-02-25T14:15:12.232Z,2023-02-25T15:27:49Z,4054460809,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054460805,59,"1, 2, 28, 23, 16, 34, 10, 33, 7, 15, 22, 5, 6, 8, 9, 12, 18, 24, 29, 38",4054460813,194,3ox3ey99addc8m1ee8qrzuuhh,4054460803,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055003919,197,1517,4054460819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054460807,130,8,4054460795,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 3dx91sb6ktg8z1xmoti25kru, 3ox3ey99addc8m1ee8qrzuuhh, 8znaym62oghri26gdn8o6fz84, 36q7nfs7t68aeg3z54rnr31pm, f07qmqesi1rpw7eapoz9rb0gk, bhkrpr3gxc5xx0b0dinla5muh, 6coor7jll29drx4kgvyt499wq, 51tih9z7sxlb4vj3j7tm1ewgl, 1wf757j0e3v3bdpbc9z2tav3d, 9aj2e1c30c8i3h6iff0k4dmac, a46irqckxabod18j2c0qfixre, 5zwa237gtyf2mlrmo7tlkqnoq, 5wwqe546ohp130rvi8x8pt0tm, 89dofd1p8ftdgy1u8jlyi58lx, cvw6enlkjfnrtysck783raf6y, 7y0acvcg9km8dz51t5ndy23md, 3fvaph4p7n0i1nwhhtlpayzh0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511956407,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-02-25T14:37:24.805Z,2023-02-25T17:41:15Z,4054577217,194,dxcsuw39xzusjsj5e1jw53y6t,4054577209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4054577205,30,"dxcsuw39xzusjsj5e1jw53y6t, 6gj1r8dnoy17pemp9xtng6sbt, ar7ybu7dordgt2yfx5inux62, alxccjq2y6il5yjw108a0axnt, 9wwud2tglhtdocmjgl2u5ib6c, 9zcr9l3mfbbstmesdlx298vhm, 4t85yj2ijymrz5vf457jcihre, am0ea3bvmnin4gco2ndny2noq, emglxnqrlqskt8krglv7sziwa, ci5y030e6r9umgyjbupwske7d, 8zmxsixeoe1gmas31bzss7ljp, 7j5xa2ti4qnvoh74h5twyi6s5, brqptr56zeku3bgqbixje0hxx, e5kpw4k4tyss5ch8ehfi7nk5x, ebrua3sixxfvycsty8z956ga1, b2a5syitl1nb5ky04j7pdq09h, 4k9shzwgauyy7w2911uev75yh, dk56pv43y8zo39ft9xtwyapnu, 87jhc1egvm6lpja6tfeap3yi2, 44t0ew97eyl8ww00sgusx00a2, 8utfqkk9niq1xvdhsw0f4awut, 29fr98or3mqippn84z3p9ihhw, ei9h1loyggj8fnf1q4jfdm710",4054577211,59,"20, 19, 18, 8, 42, 12, 7, 34, 9, 10, 28, 1, 2, 4, 6, 15, 23, 25, 26, 31, 37, 40, 55",4054577213,130,4,4055000151,197,477,4054577215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054577219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512047281,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-02-25T15:30:54.133Z,2023-02-27T06:33:30Z,4055039129,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512047295,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-02-25T15:30:54.133Z,2023-02-25T15:30:56Z,4055039197,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512047423,3,1,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,50.3,50.3,2023-02-25T15:30:54.173Z,2023-02-28T10:55:06Z,4055039867,140,30.9,4055039871,141,54.2,4055039865,56,Back,4055039879,213,3.0,4055039875,212,20.5,4055039885,279,S,4063201319,178,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512047557,4,1,1,0,3,cos9hxi16eitbcbthof7zrm4m,1,28.4,53.4,2023-02-25T15:30:57.203Z,2023-02-28T10:55:10Z,4055040645,212,11.6,4055040647,213,4.8,4063201399,178,,4055040639,140,28.9,4055040641,141,36.3,4055040635,56,Back,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512047725,5,1,1,0,7,cos9hxi16eitbcbthof7zrm4m,1,34.5,36.3,2023-02-25T15:31:01.207Z,2023-02-28T10:55:13Z,4055041527,140,34.9,4063201445,178,,4055041531,212,15.2,4055041533,213,1.5,4055041529,141,58.7,4055041525,56,Back,,,,,,,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512047867,6,1,1,0,10,cos9hxi16eitbcbthof7zrm4m,1,36.8,53.1,2023-02-25T15:31:04.486Z,2023-02-28T10:55:23Z,4055042257,56,Back,4055042265,213,4.7,4063201653,178,,4055042261,141,22.7,4055042263,212,20.7,4055042259,140,37.3,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512048023,7,1,1,0,14,cos9hxi16eitbcbthof7zrm4m,1,42.3,23.4,2023-02-25T15:31:08.200Z,2023-02-28T10:55:26Z,4055043059,213,2.2,4055043055,141,42.1,4055043057,212,15.8,4063201689,178,,4055043051,56,Back,4055043053,140,33.4,,,,,,,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512048143,8,1,1,0,17,cos9hxi16eitbcbthof7zrm4m,0,35.9,40.1,2023-02-25T15:31:11.134Z,2023-02-28T10:55:30Z,4055043697,56,Center,4055043713,1,,4055043709,213,0.4,4055043693,155,,4063201791,178,,4055043707,212,47.7,4055043699,140,77.1,4055043703,141,69.6,alxccjq2y6il5yjw108a0axnt,J. Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
