id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2500555759,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-01-25T17:52:54.866Z,2023-01-25T21:58:38Z,3994644087,194,1tj9gmnm02s8f12zwzvuwnoph,3994736287,197,18156,3994644089,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994644085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994644079,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3994644081,59,"1, 27, 7, 26, 5, 3, 19, 33, 9, 11, 29, 6, 8, 10, 13, 15, 17, 22, 23, 34, 44",3994644083,130,8,3994644077,30,"bpvq84v7wwz759mgykvsy3pat, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, 7m3uhmmzizwmpk64dw750pn11, 1tj9gmnm02s8f12zwzvuwnoph, axgbibg0wdlir6tsrru6rpwph, 60fbyywnjiz6l8n7gmi2mjld5, 7jtag81mvpom3bfgezx8txbdh, amvonu36at4dg7ksi1ioczi3u, e4nlf2a8hs9xju5jgxszkyytx, 3hpv677ua2y88yx55iujzqpgq, 34258m1cvslz8r6d17nv4b90q, aqjwz3wm0it916o2vb5tz9vxl, aie09n600h7ozeg6zl6anithx, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, dc4n5ylytswddlvd82snkb90q, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 3o6woe2uh6754hw803v86l1t6, awih1xkabe5o6afn6d85ilxw5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500556821,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-01-25T17:56:36.292Z,2023-01-25T19:08:55Z,3994649369,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3994649377,194,8rqula41yqtbwycgemsw9ixud,3994649379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994649367,30,"5gnywqecwvt5yxied85hu4x2i, dp0q4f4gbj2buhcu1lb5dzxed, b2h6iojtnu8rzb81vw4rbfrop, 9trasqdd75zjxz4kzplb64xjp, 51b7kbz09togoaueykwbm385, 9fpb7g8ij9dqtuqhnimy5fap5, 4tc5741xue1eigwcu4t7qtuc5, cnexf6pdh1piheuuqzrbb1t61, 8rqula41yqtbwycgemsw9ixud, bznrsqachpfr9l2wnfjy8samt, 8qqyo9093i0wtapxq219wjzzd, 67v3pc4c8yomh3hg3w0257oid, 1kbmdrn8cmlf591w70v9bpo0l, 5fnmjp63t7m9fg3y2fcw6z015, 3jkzywsfc2vjq3h1kqdhhl2hh, 3fzqjtehxr65c2xfyytws30q2, hjb0mn4fgmfiimwn5odvl8fd, 7t19aebk75lrt41hmclk18mhh, emrt1s5yfgtex867u98gbt0fe, bp2ellllifbtxgf0p8qlbm1nt, 6o2tffdjtdueojbhahe3w66i2, 51x91drkirjxaclsm8iv6nm96, 71gwdg60saiwwwnnv6is52may",3994649375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994730571,197,4030,3994649371,59,"31, 12, 5, 19, 2, 14, 7, 8, 17, 15, 85, 1, 4, 6, 11, 22, 29, 33, 34, 55, 61, 74, 77",3994649373,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572897,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-01-25T19:00:50.933Z,2023-01-27T10:55:41Z,3994732963,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572903,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-01-25T19:00:50.933Z,2023-01-25T19:00:53Z,3994732981,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572915,3,1,1,0,0,3ebril33e08ddzob4bhq8awsr,1,50,50,2023-01-25T19:00:51.021Z,2023-01-27T11:01:42Z,3994733045,140,37.2,3996384997,178,,3994733049,212,15.2,3994733047,141,60.5,3994733043,56,Back,3994733051,213,2.7,3994733053,279,S,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572927,4,1,1,0,2,3ebril33e08ddzob4bhq8awsr,1,43.2,57.1,2023-01-25T19:00:53.173Z,2023-01-27T11:01:48Z,3994733111,155,,3994733121,213,5.2,3996385093,178,,3994733113,56,Right,3994733123,1,,3994733117,141,8.5,3994733119,212,36.8,3994733115,140,58.6,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572943,5,1,1,0,5,3ebril33e08ddzob4bhq8awsr,1,58.6,8.6,2023-01-25T19:00:56.431Z,2023-01-27T11:01:53Z,3994733203,213,0.3,3994733197,140,66.0,3994733199,141,12.1,3994733201,212,8.1,3994733195,56,Right,3996385189,178,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572949,6,1,1,0,10,3ebril33e08ddzob4bhq8awsr,0,92.4,4.6,2023-01-25T19:01:01.122Z,2023-01-27T11:01:58Z,3994733239,140,94.9,3994733243,212,21.2,3994733237,56,Center,3995671865,20,,3994733241,141,35.5,3994733245,213,1.4,3995671861,225,,3994733233,2,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,3996385291,178,3995671863,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572959,3,12,1,0,11,4vd2t5schmvvufrfib7f2vjdf,1,4.5,66.3,2023-01-25T19:01:02.696Z,2023-01-27T11:02:02Z,3994733285,212,24.9,3996385389,178,,3994733287,213,1.3,3994733283,141,100.0,3994733295,167,,3994733281,140,10.2,3994733279,56,Back,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572961,4,5,1,0,13,4vd2t5schmvvufrfib7f2vjdf,0,11.4,101.3,2023-01-25T19:01:04.741Z,2023-01-27T11:02:06Z,3994733293,347,,3994733291,56,Back,3994733447,233,7,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
