id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2482568263,5,1,1,0,12,3kfktv64h7kg7zryax1wktr5r,1,24.9,59.3,2022-11-06T15:45:21.175Z,2022-11-08T05:30:26Z,3903049407,178,,3899881555,213,0.3,3899881551,212,7.7,3899881535,3,,3899881543,140,32.0,3899881547,141,62.1,3899881539,56,Back,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568303,6,1,1,0,14,3kfktv64h7kg7zryax1wktr5r,1,31,61.1,2022-11-06T15:45:23.638Z,2022-11-08T05:30:39Z,3899881759,140,26.7,3903049525,178,,3899881765,213,4.3,3899881755,3,,3899881761,141,46.1,3899881757,56,Back,3899881763,212,11.2,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568335,7,1,1,0,15,3kfktv64h7kg7zryax1wktr5r,0,26.8,46.1,2022-11-06T15:45:24.669Z,2022-11-08T05:30:47Z,3899881931,141,58.4,3899881935,213,0.6,3903049587,178,,3899881933,212,14.5,3899881929,140,38.1,3899881925,56,Back,3899881921,3,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568377,7,49,1,0,17,ed5nwjz5za3oyi20nxzgqivmx,1,63.2,37.3,2022-11-06T15:45:26.785Z,2022-11-08T05:30:53Z,,,,,,,,,,,,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568413,8,1,1,0,17,ed5nwjz5za3oyi20nxzgqivmx,0,63.2,37.3,2022-11-06T15:45:26.816Z,2022-11-08T05:30:57Z,3899882385,56,Right,3899882389,141,18.5,3899882391,212,15.8,3899882383,155,,3899882393,213,5.3,3903049689,178,,3899882387,140,72.1,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568435,8,49,1,0,20,3kfktv64h7kg7zryax1wktr5r,1,29.4,78.2,2022-11-06T15:45:29.007Z,2022-11-08T05:31:12Z,,,,,,,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568499,9,1,1,0,20,3kfktv64h7kg7zryax1wktr5r,1,29.5,79.1,2022-11-06T15:45:29.063Z,2022-11-08T05:31:17Z,3899882783,140,41.5,3903049869,178,,3899882779,157,,3899882787,212,16.1,3899882781,56,Back,3899882785,141,64.3,3899882791,1,,3899882789,213,5.6,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568539,10,1,1,0,22,3kfktv64h7kg7zryax1wktr5r,0,41.5,64.3,2022-11-06T15:45:31.474Z,2022-11-08T05:31:24Z,3899882997,140,55.6,3899883001,141,80.6,3899882993,3,,3903049935,178,,3899883003,212,18.5,3899882995,56,Left,3899883007,213,0.6,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568623,9,1,1,0,24,ed5nwjz5za3oyi20nxzgqivmx,1,45,19.1,2022-11-06T15:45:33.535Z,2022-11-08T05:31:31Z,3899883369,56,Right,3903050029,178,,3899883371,140,51.5,3899883375,212,11.7,3899883377,213,5.3,3899883373,141,5.2,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568631,10,49,1,0,25,ed5nwjz5za3oyi20nxzgqivmx,1,52.6,5,2022-11-06T15:45:34.038Z,2022-11-08T05:31:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568659,11,1,1,0,26,ed5nwjz5za3oyi20nxzgqivmx,0,54.4,4.6,2022-11-06T15:45:35.828Z,2022-11-08T05:31:42Z,3899883553,155,,3899883563,213,0.6,3899883557,140,73.7,3899883555,56,Center,3899883561,212,25.1,3903050149,178,,3899883559,141,26.4,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568703,11,1,1,0,28,3kfktv64h7kg7zryax1wktr5r,0,28.8,73.3,2022-11-06T15:45:37.263Z,2022-11-08T05:31:51Z,3899883751,140,36.0,3899883755,212,12.2,3899883749,56,Back,3899883753,141,87.4,3899883747,3,,3903050263,178,,3899883757,213,0.9,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568737,12,61,1,0,29,ed5nwjz5za3oyi20nxzgqivmx,0,65.8,18.3,2022-11-06T15:45:38.202Z,2022-11-08T05:32:02Z,3903050373,178,,3899883937,56,Right,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483025597,918,1,1,0,29,3kfktv64h7kg7zryax1wktr5r,1,33.1,92.2,2022-11-06T15:45:38.917Z,2022-11-08T05:32:19Z,3902327105,56,Back,3902327109,141,91.9,3902327111,212,5.3,3903050547,178,,3902327113,213,3.2,3902327107,140,28.1,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568745,12,49,1,0,31,3kfktv64h7kg7zryax1wktr5r,1,29.1,90.9,2022-11-06T15:45:40.037Z,2022-11-08T05:32:24Z,,,,,,,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568795,13,1,1,0,32,3kfktv64h7kg7zryax1wktr5r,1,34.7,95.9,2022-11-06T15:45:41.291Z,2022-11-08T05:32:30Z,3899884223,140,39.6,3899884227,212,7.0,3899884221,56,Back,3899884225,141,88.9,3903050667,178,,3899884229,213,5.5,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568843,14,1,1,0,34,3kfktv64h7kg7zryax1wktr5r,1,38.4,90.8,2022-11-06T15:45:43.057Z,2022-11-08T05:32:37Z,3899884549,213,0.8,3899884545,212,6.3,3899884539,141,97.8,3903050733,178,,3899884535,140,42.4,3899884531,56,Back,,,,,,,74c15mfi1h4zrry5fo2q94ul1,R. Bazoer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568849,15,61,1,0,35,3kfktv64h7kg7zryax1wktr5r,0,42.8,97.5,2022-11-06T15:45:43.937Z,2022-11-08T05:32:47Z,3903050813,178,,3899884569,56,Back,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568889,13,49,1,0,36,ed5nwjz5za3oyi20nxzgqivmx,1,62,14.9,2022-11-06T15:45:44.978Z,2022-11-08T05:32:51Z,,,,,,,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569129,14,1,1,0,36,ed5nwjz5za3oyi20nxzgqivmx,1,62,14.9,2022-11-06T15:45:44.991Z,2022-11-08T05:33:05Z,3903050943,178,,3899886125,56,Right,3899886137,212,3.3,3899886139,213,5.1,3899886127,140,63.1,3899886131,141,10.3,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569139,15,50,1,0,36,ed5nwjz5za3oyi20nxzgqivmx,1,60.3,9.1,2022-11-06T15:45:45.709Z,2022-11-08T05:33:46Z,3899886159,56,Right,3900142041,233,16,3900141699,286,,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568929,16,7,1,0,37,3kfktv64h7kg7zryax1wktr5r,0,39.7,90.9,2022-11-06T15:45:46.094Z,2022-11-08T05:33:54Z,3900142105,233,15,3900141789,285,,3903051247,178,,3899884969,56,Back,3902329111,385,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569157,16,61,1,0,38,ed5nwjz5za3oyi20nxzgqivmx,1,63.1,10.3,2022-11-06T15:45:47.112Z,2022-11-08T05:34:00Z,3903051287,178,,3899886245,56,Right,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569179,17,61,1,0,38,ed5nwjz5za3oyi20nxzgqivmx,1,63.1,10.3,2022-11-06T15:45:47.142Z,2022-11-08T05:34:08Z,3903051335,178,,3899886347,56,Right,,,,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482617301,415,61,1,0,38,ed5nwjz5za3oyi20nxzgqivmx,0,57.8,14.1,2022-11-06T15:45:47.901Z,2022-11-08T05:34:45Z,3903051407,178,,3900149683,56,Right,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568985,17,49,1,0,40,3kfktv64h7kg7zryax1wktr5r,1,39.5,87.8,2022-11-06T15:45:49.027Z,2022-11-08T05:34:55Z,,,,,,,,,,,,,,,,,,,,,,,,,74c15mfi1h4zrry5fo2q94ul1,R. Bazoer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569115,18,4,1,0,41,3kfktv64h7kg7zryax1wktr5r,1,38.2,85.6,2022-11-06T15:45:50.203Z,2022-11-08T05:35:02Z,3899886053,286,,3899908121,233,18,3899886047,56,Back,3899886051,265,,3899886049,152,,3899886045,13,,,,,,,,74c15mfi1h4zrry5fo2q94ul1,R. Bazoer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569535,18,4,1,0,41,ed5nwjz5za3oyi20nxzgqivmx,0,61.8,14.4,2022-11-06T15:45:50.204Z,2022-11-08T05:35:02Z,3903051705,178,,3899888341,13,,3899888345,152,,3899888349,285,,3899888343,56,Right,3899908203,233,18,3899888347,265,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569431,19,1,1,0,56,3kfktv64h7kg7zryax1wktr5r,1,36.7,77.9,2022-11-06T15:46:05.600Z,2022-11-08T05:35:07Z,3899887767,152,,3899887777,213,4.9,3899887773,141,63.4,3903051743,178,,3899887769,56,Back,3899887765,5,,3899887775,212,10.0,3899887771,140,38.5,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569485,20,1,1,0,58,3kfktv64h7kg7zryax1wktr5r,1,37,69.4,2022-11-06T15:46:07.767Z,2022-11-08T05:35:12Z,3903051767,178,,3899888039,141,66.3,3899888043,213,3.3,3899888035,56,Back,3899888037,140,26.0,3899888041,212,11.7,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569609,21,1,1,1,1,3kfktv64h7kg7zryax1wktr5r,1,26.1,63.7,2022-11-06T15:46:10.631Z,2022-11-08T05:35:18Z,3899888695,212,10.8,3899888689,56,Back,3899888691,140,32.7,3903051801,178,,3899888693,141,75.9,3899888697,213,0.9,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569625,22,1,1,1,6,3kfktv64h7kg7zryax1wktr5r,1,43.1,78.8,2022-11-06T15:46:15.401Z,2022-11-08T05:35:21Z,3899888787,56,Center,3899888793,212,16.9,3903051837,178,,3899888791,141,66.0,3899888795,213,5.7,3899888789,140,56.9,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483162187,921,83,1,1,8,ed5nwjz5za3oyi20nxzgqivmx,1,43.7,37.2,2022-11-06T15:46:17.455Z,2022-11-08T06:19:55Z,3903074095,399,165936,,,,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569715,23,1,1,1,9,3kfktv64h7kg7zryax1wktr5r,0,57.6,61.7,2022-11-06T15:46:18.052Z,2022-11-08T05:35:25Z,3899889263,141,33.6,3903051869,178,,3899889267,213,5.1,3899889261,140,65.3,3899889265,212,20.7,3899889259,56,Center,,,,,,,74c15mfi1h4zrry5fo2q94ul1,R. Bazoer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569803,19,49,1,1,10,ed5nwjz5za3oyi20nxzgqivmx,1,35,69,2022-11-06T15:46:19.406Z,2022-11-08T05:35:30Z,,,,,,,,,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569865,20,1,1,1,12,ed5nwjz5za3oyi20nxzgqivmx,1,35,69,2022-11-06T15:46:21.624Z,2022-11-08T05:35:36Z,3899890019,140,53.8,3899890025,213,6.1,3899890021,141,63.3,3903051967,178,,3899890023,212,20.1,3899890017,56,Center,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569995,21,1,1,1,15,ed5nwjz5za3oyi20nxzgqivmx,1,60.4,59.6,2022-11-06T15:46:24.636Z,2022-11-08T05:35:42Z,3899890793,212,14.3,3899890789,141,44.3,3903052015,178,,3899890797,213,5.5,3899890781,56,Center,3899890785,140,69.7,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570089,22,1,1,1,17,ed5nwjz5za3oyi20nxzgqivmx,1,69.7,44.3,2022-11-06T15:46:26.874Z,2022-11-08T05:36:07Z,3899891285,141,61.4,3899891281,56,Center,3899891291,213,0.8,3899891283,140,80.5,3903052199,178,,3899891287,212,16.2,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570097,23,3,1,1,19,ed5nwjz5za3oyi20nxzgqivmx,0,80.6,64.2,2022-11-06T15:46:28.789Z,2022-11-08T05:36:21Z,3899891307,286,,3899891441,233,24,3903052291,178,,3899891303,56,Center,3902332095,465,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570005,24,7,1,1,19,3kfktv64h7kg7zryax1wktr5r,0,19.4,35.8,2022-11-06T15:46:28.841Z,2022-11-08T05:36:25Z,3902332171,383,,3899890837,56,Back,3903052313,178,,3899891357,233,23,3899890839,285,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570121,24,61,1,1,20,ed5nwjz5za3oyi20nxzgqivmx,1,80.5,61.4,2022-11-06T15:46:29.051Z,2022-11-08T05:36:29Z,3899891425,56,Center,3903052361,178,,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570017,25,49,1,1,21,3kfktv64h7kg7zryax1wktr5r,1,23.7,30.9,2022-11-06T15:46:30.026Z,2022-11-08T05:36:37Z,,,,,,,,,,,,,,,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570139,26,1,1,1,22,3kfktv64h7kg7zryax1wktr5r,1,26.1,32.2,2022-11-06T15:46:31.299Z,2022-11-08T05:36:43Z,3899891529,213,5.0,3903052469,178,,3899891521,56,Back,3899891525,141,9.5,3899891527,212,16.0,3899891523,140,30.2,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570199,27,1,1,1,27,3kfktv64h7kg7zryax1wktr5r,1,32.7,8.5,2022-11-06T15:46:36.250Z,2022-11-08T05:36:52Z,3899891817,212,12.8,3899891813,140,20.7,3903052553,178,,3899891819,213,3.0,3899891811,56,Back,3899891815,141,11.9,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570271,28,1,1,1,28,3kfktv64h7kg7zryax1wktr5r,1,21.7,13.2,2022-11-06T15:46:37.754Z,2022-11-08T05:36:59Z,3899892171,56,Back,3899892175,141,27.9,3899892179,213,1.8,3899892173,140,19.2,3903052613,178,,3899892177,212,10.3,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
