id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2503373759,202,52,1,20,45,89w5c6pw7vn0dxypi61tt0g4k,1,15.3,58.2,2023-02-03T19:23:11.836Z,2023-02-06T11:49:04Z,4017148247,178,,4011395733,376,,,,,,,,,,,,,,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503373823,203,1,1,20,45,89w5c6pw7vn0dxypi61tt0g4k,1,15.3,58.2,2023-02-03T19:23:12.098Z,2023-02-06T11:49:07Z,4009402773,213,1.2,4009402765,56,Back,4017148327,178,,4009402767,140,21.9,4009402771,212,18.8,4009402769,141,83.9,4009402763,123,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503373867,204,1,1,20,50,89w5c6pw7vn0dxypi61tt0g4k,1,31.2,89.4,2023-02-03T19:23:16.621Z,2023-02-06T11:49:11Z,4017148379,178,,4009402963,140,28.6,4009402971,213,4.5,4009402967,212,12.5,4009402965,141,71.5,4009402961,56,Back,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503373917,205,1,1,20,54,89w5c6pw7vn0dxypi61tt0g4k,1,32,68.7,2023-02-03T19:23:20.421Z,2023-02-06T11:49:20Z,4009403239,1,,4009403233,141,11.9,4017148421,178,,4009403229,56,Back,4009403237,213,5.0,4009403235,212,40.3,4009403231,140,43.0,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503373999,206,1,1,20,58,89w5c6pw7vn0dxypi61tt0g4k,1,46.7,11.1,2023-02-03T19:23:24.860Z,2023-02-06T11:49:30Z,4009403607,140,57.5,4009403605,56,Right,4009403613,213,5.8,4009403609,141,2.9,4017148605,178,,4009403611,212,12.6,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374001,207,50,1,21,4,89w5c6pw7vn0dxypi61tt0g4k,1,55.2,29.8,2023-02-03T19:23:30.556Z,2023-02-06T11:49:37Z,4009403747,233,173,4009403621,56,Center,4009403623,286,,,,,,,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374019,173,7,1,21,4,3ebril33e08ddzob4bhq8awsr,0,44.8,70.2,2023-02-03T19:23:30.669Z,2023-02-06T11:49:41Z,4009403709,285,,4009403743,233,207,4017148855,178,,4011395773,384,,4009403707,56,Back,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374049,208,1,1,21,6,89w5c6pw7vn0dxypi61tt0g4k,1,53.1,25.6,2023-02-03T19:23:32.458Z,2023-02-06T11:49:51Z,4017148975,178,,4009403899,212,10.2,4009403893,56,Back,4009403901,213,4.2,4009403895,140,48.0,4009403897,141,12.9,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374073,209,1,1,21,9,89w5c6pw7vn0dxypi61tt0g4k,1,57.1,31.3,2023-02-03T19:23:36.306Z,2023-02-06T11:49:56Z,4009404025,140,55.3,4017149111,178,,4009404029,141,44.6,4009404023,56,Center,4009404031,212,9.2,4009404035,213,1.8,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374077,174,45,1,21,11,3ebril33e08ddzob4bhq8awsr,0,44.8,54.2,2023-02-03T19:23:38.217Z,2023-02-06T11:50:03Z,4009404051,285,,4009404049,56,Back,4009404077,233,210,,,,,,,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374081,210,3,1,21,11,89w5c6pw7vn0dxypi61tt0g4k,1,55.2,45.8,2023-02-03T19:23:38.217Z,2023-02-06T11:50:03Z,4011395815,464,,4009404065,56,Center,4009404067,286,,4009404069,233,174,4017149255,178,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374091,211,1,1,21,13,89w5c6pw7vn0dxypi61tt0g4k,1,52.3,44.5,2023-02-03T19:23:39.606Z,2023-02-06T11:50:07Z,4017149347,178,,4009404133,140,48.3,4009404139,213,3.7,4009404137,212,4.9,4009404131,56,Back,4009404135,141,40.9,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374113,212,1,1,21,13,89w5c6pw7vn0dxypi61tt0g4k,1,48.3,40.9,2023-02-03T19:23:40.364Z,2023-02-06T11:50:13Z,4017149485,178,,4009404263,140,45.9,4009404269,213,1.8,4009404267,212,12.8,4009404261,56,Back,4009404265,141,59.4,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374129,213,1,1,21,16,89w5c6pw7vn0dxypi61tt0g4k,1,48.4,67,2023-02-03T19:23:43.073Z,2023-02-06T11:50:18Z,4009404389,140,56.5,4009404395,213,1.1,4009404391,141,92.7,4009404393,212,19.4,4017149573,178,,4009404387,56,Left,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374191,214,1,1,21,18,89w5c6pw7vn0dxypi61tt0g4k,1,57.6,93.6,2023-02-03T19:23:45.323Z,2023-02-06T11:50:30Z,4009404807,213,0.4,4009404805,212,8.0,4009404801,140,64.7,4017149733,178,,4009404799,56,Left,4009404803,141,97.8,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374203,215,1,1,21,24,89w5c6pw7vn0dxypi61tt0g4k,1,58.3,70.9,2023-02-03T19:23:51.070Z,2023-02-06T11:50:46Z,4009404889,140,53.9,4009404895,213,4.3,4009404891,141,55.1,4009404893,212,11.7,4017149913,178,,4009404887,56,Center,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374223,216,1,1,21,27,89w5c6pw7vn0dxypi61tt0g4k,1,54.9,51.6,2023-02-03T19:23:53.771Z,2023-02-06T11:50:49Z,4009405003,212,17.3,4009404999,140,60.0,4017149999,178,,4009404997,56,Center,4009405005,213,5.0,4009405001,141,27.4,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374239,217,1,1,21,29,89w5c6pw7vn0dxypi61tt0g4k,1,61.6,32.2,2023-02-03T19:23:56.182Z,2023-02-06T11:51:00Z,4009405105,140,69.8,4009405107,141,27.9,4017150033,178,,4009405111,213,6.0,4009405103,56,Center,4009405109,212,9.1,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374255,218,1,1,21,30,89w5c6pw7vn0dxypi61tt0g4k,1,69.8,27.9,2023-02-03T19:23:57.140Z,2023-02-06T11:51:07Z,4009405309,213,5.6,4009405303,140,74.5,4009405307,212,6.5,4017150259,178,,4009405301,56,Center,4009405305,141,21.6,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374259,219,3,1,21,34,89w5c6pw7vn0dxypi61tt0g4k,0,75.6,31.2,2023-02-03T19:24:01.232Z,2023-02-06T11:51:15Z,4009405387,233,175,4017150457,178,,4009405333,286,,4009405331,56,Center,4011395951,465,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374257,175,7,1,21,35,3ebril33e08ddzob4bhq8awsr,0,24.4,68.8,2023-02-03T19:24:01.429Z,2023-02-06T11:51:19Z,4009405321,285,,4017150579,178,,4011395981,384,,4009405395,233,219,4009405319,56,Back,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374293,220,15,1,21,37,89w5c6pw7vn0dxypi61tt0g4k,1,74.5,43.3,2023-02-03T19:24:03.496Z,2023-02-06T11:51:32Z,4009406017,102,51.9,4009405547,18,,4009405543,22,,4009406029,147,44.0,4009406021,215,,4009405783,72,,4009406023,146,76.7,4009406019,103,19,2nwthqvbk70e2qo35dgp35979,V. van Crooij,4009406577,458,4009406033,230,98.0,4009405551,56,Center,4009406037,231,49.8,,,4017150863,178,,4009405805,233,176,4009405787,82,4011396073,76,,,,,,,
2503374301,176,10,1,21,37,3ebril33e08ddzob4bhq8awsr,1,22.6,54.8,2023-02-03T19:24:03.605Z,2023-02-06T11:51:39Z,4009405605,94,,4017151007,178,,4009405909,233,220,4009405607,56,Back,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374315,177,6,1,21,39,3ebril33e08ddzob4bhq8awsr,0,25.9,51.6,2023-02-03T19:24:05.424Z,2023-02-06T11:51:54Z,4009405699,56,Back,4009405847,233,221,4009405701,73,,,,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374303,221,6,1,21,39,89w5c6pw7vn0dxypi61tt0g4k,1,74.1,48.4,2023-02-03T19:24:05.424Z,2023-02-06T11:51:55Z,4009405721,233,177,4009405623,56,Center,4009405625,73,,,,,,,,,,,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374553,222,1,1,22,16,89w5c6pw7vn0dxypi61tt0g4k,1,99.5,99.5,2023-02-03T19:24:42.706Z,2023-02-06T11:51:59Z,4009407603,213,4.5,4009407597,140,95.0,4017151335,178,,4009407595,56,Center,4009407589,6,,4009407601,212,21.6,4009407599,141,68.5,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374567,223,1,1,22,17,89w5c6pw7vn0dxypi61tt0g4k,0,95,68.5,2023-02-03T19:24:43.891Z,2023-02-06T11:52:03Z,4009407701,56,Center,4017151399,178,,4009407713,213,3.3,4009407707,140,84.4,4009407709,141,66.4,4009407711,212,11.2,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374565,178,49,1,22,18,3ebril33e08ddzob4bhq8awsr,1,11.6,35.5,2023-02-03T19:24:45.127Z,2023-02-06T11:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374585,179,1,1,22,18,3ebril33e08ddzob4bhq8awsr,0,11.6,35.5,2023-02-03T19:24:45.169Z,2023-02-06T11:52:27Z,4009407819,141,29.0,4017151669,178,,4009407821,212,36.2,4009407825,1,,4011396285,157,,4009407815,56,Back,4009407817,140,45.8,4009407823,213,6.2,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374607,224,49,1,22,22,89w5c6pw7vn0dxypi61tt0g4k,1,54.1,74.1,2023-02-03T19:24:48.846Z,2023-02-06T11:52:36Z,,,,,,,,,,,,,,,,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374639,225,1,1,22,23,89w5c6pw7vn0dxypi61tt0g4k,1,54.1,74.1,2023-02-03T19:24:49.801Z,2023-02-06T11:52:41Z,4009408071,141,97.5,4009408075,213,0.7,4009408069,140,73.8,4009408073,212,26.1,4017151929,178,,4009408067,56,Left,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374665,226,1,1,22,27,89w5c6pw7vn0dxypi61tt0g4k,0,73.8,93.2,2023-02-03T19:24:53.414Z,2023-02-06T11:52:56Z,4009408165,155,,4009408171,141,51.8,4009408163,2,,4017152159,178,,4009408177,1,,4009408173,212,37.1,4009408167,56,Center,4009408175,213,5.4,2nwthqvbk70e2qo35dgp35979,V. van Crooij,4009408169,140,4011396305,223,,4011396313,20,,,,,96.8,,,,,,,,,,,,,,,,,,
2503374681,180,52,1,22,29,3ebril33e08ddzob4bhq8awsr,1,2.2,49.1,2023-02-03T19:24:55.700Z,2023-02-06T11:52:59Z,4017152279,178,,4011396345,378,,,,,,,,,,,,,,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374737,181,1,1,22,34,3ebril33e08ddzob4bhq8awsr,1,8.1,46.4,2023-02-03T19:25:01.288Z,2023-02-06T11:53:05Z,4009408539,123,,4009408547,212,25.4,4009408545,141,77.3,4009408541,56,Back,4009408573,189,,4017152351,178,,4009408549,213,1.0,4009408543,140,21.7,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374775,182,1,1,22,40,3ebril33e08ddzob4bhq8awsr,0,27.1,88.4,2023-02-03T19:25:07.051Z,2023-02-06T11:53:09Z,4009408729,212,31.5,4009408725,140,55.6,4009408723,56,Center,4009408721,155,,4017152407,178,,4009408731,213,6.0,4009408727,141,74.1,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374777,227,49,1,22,42,89w5c6pw7vn0dxypi61tt0g4k,1,44.7,27,2023-02-03T19:25:08.963Z,2023-02-06T11:53:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374781,228,1,1,22,42,89w5c6pw7vn0dxypi61tt0g4k,1,44.7,27,2023-02-03T19:25:09.011Z,2023-02-06T11:53:49Z,4009408757,212,15.7,4009408755,141,27.6,4009408751,56,Center,4017153277,178,,4017153279,21,,4009408759,213,0.0,4009408753,140,59.6,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374795,229,1,1,22,44,89w5c6pw7vn0dxypi61tt0g4k,1,59.5,27.7,2023-02-03T19:25:10.556Z,2023-02-06T11:53:54Z,4009408851,212,8.2,4009408845,56,Center,4009408847,140,54.1,4017153367,178,,4009408853,213,2.3,4009408849,141,36.4,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374827,230,1,1,22,47,89w5c6pw7vn0dxypi61tt0g4k,1,59.6,37.9,2023-02-03T19:25:14.054Z,2023-02-06T11:53:57Z,4009409059,140,70.6,4009409063,212,13.6,4017153473,178,,4009409065,213,0.6,4009409061,141,48.5,4009409057,56,Center,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374859,231,1,1,22,48,89w5c6pw7vn0dxypi61tt0g4k,1,70.7,49,2023-02-03T19:25:15.072Z,2023-02-06T11:54:03Z,4011396375,156,,4009409233,212,10.3,4009409227,56,Center,4009409229,140,64.1,4009409235,213,2.3,4009409231,141,60.2,4017153533,178,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374875,232,1,1,22,49,89w5c6pw7vn0dxypi61tt0g4k,1,64.1,60.2,2023-02-03T19:25:16.146Z,2023-02-06T11:54:07Z,4009409311,56,Left,4009409315,141,81.5,4009409317,212,16.3,4009409313,140,71.3,4009409319,213,1.1,4017153649,178,,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374883,233,1,1,22,54,89w5c6pw7vn0dxypi61tt0g4k,1,71.3,81.7,2023-02-03T19:25:21.004Z,2023-02-06T11:55:07Z,4009409363,140,61.4,4009409369,213,3.6,4009409367,212,11.5,4017153731,178,,4009409365,141,74.5,4009409361,56,Center,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374895,234,1,1,22,57,89w5c6pw7vn0dxypi61tt0g4k,1,61.4,74.5,2023-02-03T19:25:23.799Z,2023-02-06T11:55:12Z,4017154583,178,,4009409433,141,63.7,4009409429,56,Center,4009409437,213,4.3,4009409435,212,8.2,4009409431,140,58.0,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374923,235,1,1,22,59,89w5c6pw7vn0dxypi61tt0g4k,1,56.3,57,2023-02-03T19:25:25.797Z,2023-02-06T11:55:18Z,4017154705,178,,4009409601,56,Center,4009409605,141,26.1,4009409607,212,21.8,4009409603,140,50.8,4009409609,213,4.4,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374949,236,1,1,23,3,89w5c6pw7vn0dxypi61tt0g4k,1,50.1,13.1,2023-02-03T19:25:29.753Z,2023-02-06T11:55:26Z,4009409779,141,4.1,4009409781,212,14.8,4009409775,56,Right,4009409783,213,5.9,4017154893,178,,4009409777,140,62.9,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374951,237,4,1,23,4,89w5c6pw7vn0dxypi61tt0g4k,1,61.9,13,2023-02-03T19:25:31.390Z,2023-02-06T11:55:41Z,4009409791,152,,4009409795,286,,4009409789,56,Right,4009409793,265,,4009409787,13,,4009409969,233,183,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503374979,183,4,1,23,4,3ebril33e08ddzob4bhq8awsr,0,38.1,87,2023-02-03T19:25:31.391Z,2023-02-06T11:55:41Z,4009409947,56,Back,4009409961,285,,4009409951,152,,4009409955,265,,4017155093,178,,4009409995,233,237,4009409943,13,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375339,238,1,1,23,52,89w5c6pw7vn0dxypi61tt0g4k,0,63.3,16.8,2023-02-03T19:26:19.139Z,2023-02-06T11:55:47Z,4009412025,155,,4011396447,224,,4009412033,141,61.1,4009412023,5,,4011396449,20,,4009412035,212,38.5,4009412021,2,,4009412039,1,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,4009412027,152,4009412029,56,Center,4017155165,178,,4009412037,213,0.9,,,4009412031,140,86.2,,,,,,,,,,,,,,
2503375349,184,52,1,23,55,3ebril33e08ddzob4bhq8awsr,1,11.8,48.8,2023-02-03T19:26:21.524Z,2023-02-06T11:55:54Z,4017155291,388,,4011396471,378,,,,,,,,,,,,,,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375423,185,1,1,23,56,3ebril33e08ddzob4bhq8awsr,1,11.8,48.8,2023-02-03T19:26:22.742Z,2023-02-06T11:55:58Z,4009412555,141,17.3,4009412551,56,Back,4009412557,212,25.5,4009412559,213,5.3,4009412549,123,,4009412553,140,25.0,4017155359,178,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504861835,1352,83,1,24,2,89w5c6pw7vn0dxypi61tt0g4k,1,39.4,91.9,2023-02-03T19:26:28.792Z,2023-02-06T12:25:53Z,4017181837,399,52980,,,,,,,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375429,186,61,1,24,2,3ebril33e08ddzob4bhq8awsr,0,60.8,8.5,2023-02-03T19:26:28.805Z,2023-02-06T11:56:11Z,4017155611,178,,4009412581,56,Right,,,,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375447,239,4,1,24,4,89w5c6pw7vn0dxypi61tt0g4k,1,36.2,94.4,2023-02-03T19:26:30.649Z,2023-02-06T11:56:42Z,4009412679,152,,4009412673,13,,4009412687,286,,4009412675,294,,4009412683,233,187,4009412677,56,Back,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375435,187,4,1,24,4,3ebril33e08ddzob4bhq8awsr,0,63.8,5.6,2023-02-03T19:26:30.650Z,2023-02-06T11:56:42Z,4009412621,285,,4009412613,13,,4017156091,178,,4009412695,233,239,4009412617,152,,4009412615,56,Right,4009421433,294,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375761,240,1,1,24,54,89w5c6pw7vn0dxypi61tt0g4k,1,28.8,97.5,2023-02-03T19:27:21.080Z,2023-02-06T11:56:46Z,4009414639,213,5.6,4009414627,155,,4009414629,152,,4009414637,212,44.2,4009414631,56,Center,4017156157,178,,4009414625,5,,4009414641,1,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,4009414633,140,4009414635,141,56.3,,,,,,,61.4,,,,,,,,,,,,,,,,,,
2503375767,241,44,1,24,57,89w5c6pw7vn0dxypi61tt0g4k,1,60.7,52.3,2023-02-03T19:27:24.079Z,2023-02-06T11:56:52Z,4009414655,286,,4009414671,233,188,4009414653,56,Center,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375765,188,44,1,24,57,3ebril33e08ddzob4bhq8awsr,0,39.3,47.7,2023-02-03T19:27:24.080Z,2023-02-06T11:56:52Z,4009414645,56,Back,4009414695,233,241,4009414647,285,,,,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375795,242,1,1,24,57,89w5c6pw7vn0dxypi61tt0g4k,1,61.4,56.3,2023-02-03T19:27:24.117Z,2023-02-06T11:56:56Z,4009414787,56,Center,4009414791,141,52.5,4009414789,140,70.5,4009414793,212,9.9,4009414785,168,,4009414795,213,6.0,4009414783,3,,4017156285,388,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375801,243,1,1,24,58,89w5c6pw7vn0dxypi61tt0g4k,0,70.5,52.5,2023-02-03T19:27:24.782Z,2023-02-06T11:57:05Z,4009414825,3,,4009414833,141,57.3,4009414827,168,,4009414829,56,Center,4017156401,388,,4009414837,213,0.4,4009414831,140,77.4,4009414835,212,7.9,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375811,189,1,1,24,59,3ebril33e08ddzob4bhq8awsr,1,25.2,47.9,2023-02-03T19:27:25.895Z,2023-02-06T11:57:10Z,4017156463,178,,4009414899,213,1.4,4009414893,140,27.9,4009414897,212,14.4,4009414889,3,,4009414891,56,Back,4009414895,141,68.6,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375813,190,49,1,25,1,3ebril33e08ddzob4bhq8awsr,1,28,68.6,2023-02-03T19:27:27.499Z,2023-02-06T11:57:16Z,,,,,,,,,,,,,,,,,,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375817,191,61,1,25,1,3ebril33e08ddzob4bhq8awsr,0,28,68.6,2023-02-03T19:27:27.585Z,2023-02-06T11:57:20Z,4017156569,178,,4009414921,56,Back,,,,,,,,,,,,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375829,244,49,1,25,2,89w5c6pw7vn0dxypi61tt0g4k,1,79.1,24.1,2023-02-03T19:27:29.232Z,2023-02-06T11:57:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375867,245,50,1,25,7,89w5c6pw7vn0dxypi61tt0g4k,1,86.9,29,2023-02-03T19:27:33.628Z,2023-02-06T11:57:45Z,4009417533,286,,4009419423,233,212,4009415179,56,Center,,,,,,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503376619,212,7,1,25,7,3ebril33e08ddzob4bhq8awsr,1,13.1,71,2023-02-03T19:27:33.958Z,2023-02-06T11:57:49Z,4009419379,56,Back,4017156875,178,,4009419381,285,,4011396507,384,,4009419405,233,245,,,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375881,192,49,1,25,8,3ebril33e08ddzob4bhq8awsr,1,9.7,74.6,2023-02-03T19:27:34.589Z,2023-02-06T11:57:53Z,,,,,,,,,,,,,,,,,,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503375893,193,1,1,25,9,3ebril33e08ddzob4bhq8awsr,1,14.5,76.8,2023-02-03T19:27:36.230Z,2023-02-06T11:58:01Z,4009415313,213,0.1,4009415305,56,Back,4009415307,140,38.0,4009415311,212,24.8,4009415309,141,80.9,4017157055,178,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504862519,1157,67,1,25,11,3ebril33e08ddzob4bhq8awsr,1,38.8,79.7,2023-02-03T19:27:37.598Z,2023-02-06T12:35:44Z,4017184585,233,1459,,,,,,,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
