id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/11/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2512721613,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-02-26T12:28:39.295Z,2023-02-26T13:26:34Z,4058640275,59,"12, 15, 5, 8, 2, 4, 23, 6, 10, 20, 7, 1, 3, 9, 18, 19, 21, 22, 25, 26, 28, 35, 57",4058640273,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058640271,30,"1lgrnaje6y7un5dzzll84p91, 6sg2ot7z9kfyrlgjkmpqvejqi, dafbvyorudvujxw7zswicykmh, 35qg0rrwtl00pycx468s62m3u, aqlakf0mo95rlktf6xdbaegh5, bp3apdb2ahzacq45k4mzj5jhl, 7joybllup4h9oe6zfhcepjy6t, baakmd4ndnulbl9npvmq90mvp, 6m2pk6odyb3atayt6u8cifahh, p7vw4thx5wzo49h6hfabcq5m, 6hrp4zuxh40i3tccmk5s0j5xx, a91pmdnyzx1i7vx3l19hj4jx1, 4jqgl7x5ewke1u0sy2cbkqfhl, 9c2i7ddl2uh7kuhwq62klkyui, 6w6ewzxircqxk6dsrs1rvc8ru, 29m8py8czo6w0zf2arwolirjd, 1ekkj2b713kjnugsk4dz50q1h, 7w5ivtmbqzi4hfte330r1a505, 47l204bkq2qqjhtazusr0019m, 2zkaf848fjcdhuii8783pkm7e, b8ixf31bdyfqqcwoy4ulai73e, 2x44f29a52v8kpkkjsuiiywdm, bgydmtsi0ngn9k56apo29v0no",4058640277,130,4,4058640281,194,6m2pk6odyb3atayt6u8cifahh,4058640283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058837351,197,457,4058640279,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722897,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-02-26T12:32:17.345Z,2023-02-26T13:26:30Z,4058647023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058647009,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058837209,197,15620,4058647019,194,4idru0svqcqjpi03b4jhqyd3p,4058647007,30,"84yhv0iilunn0vllz1r5fe7l5, cgsmk5437f466uoqvol7devze, 5gyjq8tsjxk396qt4hqlwn3dh, 4ecptuxoyx485mmhrubuscgyd, 2ez3q7gik3lm5kp1cunfol52h, cb8pu5lenbczaooavhaxnzp3p, czh4r9efdbw4fvdux0enl127e, d8cxurdt9g5gezqlfwae7ooru, 4idru0svqcqjpi03b4jhqyd3p, 98fjpfhrww2qdifsi8viybaol, dvof4p3jx1gi6i9uelbmudl62, b2uznyb9b8fxsy57450mbmwru, 4212luiyivgvje1vm1ojieicq, eqjelc731e1xrp95bpysx0pka, 9bzwr8qhl6547tjrsjsity4x6, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, dotvgi9g50m2axfw4isamd1ck, 1txv3b9y7h3du9d5bbblg0vai, 3hhca66jtxt3c1iw10nfmhtnu, cynuwabb849am6ml1b70yr55h, 45vh3c99keqayr9hj0r6x0ei2",4058647015,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058647013,130,8,4058647011,59,"16, 3, 32, 8, 6, 29, 42, 20, 21, 15, 17, 9, 10, 13, 14, 18, 22, 24, 26, 27, 33, 35, 53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512762821,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-02-26T13:30:34.084Z,2023-02-26T13:30:35Z,4058849019,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512762799,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-02-26T13:30:34.084Z,2023-02-28T12:21:42Z,4058848893,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512762845,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,49.9,49.9,2023-02-26T13:30:34.182Z,2023-02-28T19:26:04Z,4058849145,279,S,4058849137,140,47.3,4058849143,213,2.7,4058849135,56,Back,4058849141,212,3.0,4058849139,141,51.6,4063996755,178,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512762871,4,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,47.3,51.6,2023-02-26T13:30:35.072Z,2023-02-28T19:26:18Z,4058849281,212,17.2,4058849279,141,47.3,4063996955,178,,4058849283,213,3.3,4058849275,56,Back,4058849277,140,31.2,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512762903,5,1,1,0,4,6hsriqr3ybvyg94w2k19oal50,0,31.6,47.3,2023-02-26T13:30:38.245Z,2023-02-28T19:26:23Z,4063996989,178,,4058849429,140,81.0,4058849425,155,,4058849437,1,,4058849431,141,100.0,4058849427,56,Left,4058849435,213,0.6,4058849433,212,63.8,2ez3q7gik3lm5kp1cunfol52h,D. Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763341,3,5,1,0,8,d0zdg647gvgc95xdtk1vpbkys,1,16.8,-1.8,2023-02-26T13:30:42.084Z,2023-02-28T19:26:28Z,4058851505,347,,4058851503,56,Back,4058851555,233,6,,,,,,,,,,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512762907,6,5,1,0,8,6hsriqr3ybvyg94w2k19oal50,0,83.2,101.8,2023-02-26T13:30:42.084Z,2023-02-28T19:26:29Z,4058849455,347,,4058851583,233,3,4058849453,56,Left,,,,,,,,,,,,,,,,2ez3q7gik3lm5kp1cunfol52h,D. Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763365,4,1,1,0,39,d0zdg647gvgc95xdtk1vpbkys,0,16.5,0,2023-02-26T13:31:13.974Z,2023-02-28T19:43:53Z,4058851629,213,0.2,4058851623,140,33.9,4058851625,141,3.4,4058851627,212,18.5,4058851619,107,,4058851621,56,Back,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763361,7,61,1,0,40,6hsriqr3ybvyg94w2k19oal50,1,67.5,88.9,2023-02-26T13:31:14.586Z,2023-02-28T19:44:07Z,4058851597,56,Left,4064018373,178,,,,,,,,,,,,,,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512764125,10,1,1,0,41,6hsriqr3ybvyg94w2k19oal50,0,66.5,87.1,2023-02-26T13:31:15.275Z,2023-02-28T19:44:11Z,4058855071,3,,4058855077,56,Left,4058855073,168,,4064018577,388,,4058855085,213,6.0,4058855083,212,7.1,4058855079,140,72.9,4058855081,141,83.8,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763387,5,1,1,0,42,d0zdg647gvgc95xdtk1vpbkys,0,21.2,3.7,2023-02-26T13:31:16.499Z,2023-02-28T19:44:14Z,4058851723,141,12.0,4058851725,212,19.7,4058851727,213,0.3,4058851719,56,Back,4058851721,140,39.2,4064018675,178,,4058851717,157,,4058851729,1,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763421,8,61,1,0,44,6hsriqr3ybvyg94w2k19oal50,0,67,84.8,2023-02-26T13:31:18.147Z,2023-02-28T19:44:33Z,4058851867,56,Left,4064019147,178,,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
