id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2497426383,190,1,1,20,14,4vd2t5schmvvufrfib7f2vjdf,0,39,50.7,2023-01-14T18:08:26.027Z,2023-01-16T11:20:40Z,3978186887,141,50.3,3978186921,233,169,3978186885,140,42.6,3978186883,56,Back,3978186889,212,3.8,3978186919,236,,3978186891,213,6.2,3981205867,178,,7jtag81mvpom3bfgezx8txbdh,T. Haye,3978186925,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426379,169,74,1,20,14,3kfktv64h7kg7zryax1wktr5r,1,57.3,50.7,2023-01-14T18:08:26.167Z,2023-01-16T11:20:44Z,3981205925,178,,3978186867,285,,3978186865,56,Center,3978186933,233,190,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426389,191,61,1,20,14,4vd2t5schmvvufrfib7f2vjdf,1,36.9,48.8,2023-01-14T18:08:26.284Z,2023-01-16T11:20:50Z,3978186917,56,Back,3981206005,178,,,,,,,,,,,,,,,,,,,,7jtag81mvpom3bfgezx8txbdh,T. Haye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426393,170,49,1,20,15,3kfktv64h7kg7zryax1wktr5r,1,67.1,57.6,2023-01-14T18:08:27.662Z,2023-01-16T11:20:56Z,,,,,,,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426411,171,13,1,20,17,3kfktv64h7kg7zryax1wktr5r,1,74.1,50.7,2023-01-14T18:08:29.661Z,2023-01-16T11:21:00Z,3978187473,215,,3978187401,20,,3978187479,231,49.3,3978187467,81,,3978187471,103,58.3,3981206267,178,,3978187475,458,,3978186999,22,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,3978187001,18,,,3978187003,56,3978187469,102,3978187477,230,98.6,,,Center,38.8,,,,,,,,,,,,,,,,,,,
2497426421,172,5,1,20,19,3kfktv64h7kg7zryax1wktr5r,0,101.2,43.4,2023-01-14T18:08:30.854Z,2023-01-16T11:21:04Z,3978187055,346,,3978187053,56,Center,3978187113,233,192,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426407,192,5,1,20,19,4vd2t5schmvvufrfib7f2vjdf,1,-1.2,56.6,2023-01-14T18:08:30.854Z,2023-01-16T11:21:04Z,3978186987,56,Back,3978186989,346,,3978187095,233,172,,,,,,,,,,,,,,,,7jtag81mvpom3bfgezx8txbdh,T. Haye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426691,193,1,1,20,57,4vd2t5schmvvufrfib7f2vjdf,1,4.6,46.2,2023-01-14T18:09:09.406Z,2023-01-16T11:21:08Z,3978188613,56,Right,3978188619,212,67.4,3978188607,124,,3978188627,74,,3978188623,1,,3978188615,140,63.2,3978188609,155,,3978188617,141,5.6,awih1xkabe5o6afn6d85ilxw5,A. Noppert,3978188621,213,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426695,194,61,1,21,0,4vd2t5schmvvufrfib7f2vjdf,0,63.1,6.4,2023-01-14T18:09:12.683Z,2023-01-16T11:21:14Z,3978188635,56,Right,3981206459,178,,,,,,,,,,,,,,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426699,173,56,1,21,3,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-01-14T18:09:14.822Z,2023-01-16T11:21:16Z,3978188651,56,Back,,,,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426741,174,5,1,21,3,3kfktv64h7kg7zryax1wktr5r,1,35.4,100.8,2023-01-14T18:09:15.732Z,2023-01-16T11:21:19Z,3978188851,56,Back,3978188853,347,,3978188907,233,195,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426747,195,5,1,21,3,4vd2t5schmvvufrfib7f2vjdf,0,64.6,-0.8,2023-01-14T18:09:15.732Z,2023-01-16T11:21:19Z,3978188895,56,Right,3978188923,233,174,3978188899,347,,,,,,,,,,,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426763,175,1,1,21,10,3kfktv64h7kg7zryax1wktr5r,1,38.2,100,2023-01-14T18:09:22.252Z,2023-01-16T11:21:22Z,3978188987,212,8.2,3978188979,107,,3978188981,56,Back,3978188983,140,44.5,3978188985,141,94.2,3978188989,213,5.6,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426765,176,1,1,21,11,3kfktv64h7kg7zryax1wktr5r,1,44.5,94.2,2023-01-14T18:09:23.606Z,2023-01-16T11:21:26Z,3978188997,141,83.5,3981206641,178,,3978189001,213,5.6,3978188993,56,Left,3978188995,140,53.9,3978188999,212,12.3,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426777,177,1,1,21,12,3kfktv64h7kg7zryax1wktr5r,1,53.9,83.5,2023-01-14T18:09:24.275Z,2023-01-16T11:21:42Z,3978189105,213,5.3,3978189103,212,12.5,3978189099,140,60.2,3981206909,178,,3978189101,141,67.9,3978189097,56,Center,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497838641,761,3,1,21,13,3kfktv64h7kg7zryax1wktr5r,0,60.6,72.6,2023-01-14T18:09:25.369Z,2023-01-16T11:21:46Z,3980397399,464,,3980397395,56,Center,3980397397,286,,3980397403,467,axgbibg0wdlir6tsrru6rpwph,3981206983,178,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426779,178,4,1,21,14,3kfktv64h7kg7zryax1wktr5r,1,60,75.3,2023-01-14T18:09:25.899Z,2023-01-16T11:21:49Z,3978189117,286,,3978189109,13,,3978189155,233,196,3978189111,56,Center,3978189113,152,,3978189115,265,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426785,196,4,1,21,14,4vd2t5schmvvufrfib7f2vjdf,0,40,24.7,2023-01-14T18:09:25.900Z,2023-01-16T11:21:48Z,3978189143,13,,3978189183,233,178,3978189145,56,Back,3978189149,265,,3978189147,152,,3981207017,178,,3978189151,285,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497426981,179,1,1,21,42,3kfktv64h7kg7zryax1wktr5r,1,60.8,80.5,2023-01-14T18:09:54.069Z,2023-01-16T11:21:52Z,3978190145,140,54.3,3978190143,56,Left,3978190149,212,6.8,3978190151,213,3.2,3978190141,152,,3981207079,178,,3978190147,141,80.2,3978190139,5,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427003,180,1,1,21,44,3kfktv64h7kg7zryax1wktr5r,1,54.3,78.2,2023-01-14T18:09:56.461Z,2023-01-16T11:22:04Z,3978190259,141,33.9,3978190263,213,4.7,3978190255,56,Center,3978190261,212,30.1,3981207255,178,,3978190257,140,53.7,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427023,181,1,1,21,47,3kfktv64h7kg7zryax1wktr5r,1,55.2,31.8,2023-01-14T18:09:59.533Z,2023-01-16T11:22:08Z,3978190371,140,60.0,3978190369,56,Right,3981207325,178,,3978190377,213,5.1,3978190375,212,15.0,3978190373,141,11.0,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427071,182,1,1,21,49,3kfktv64h7kg7zryax1wktr5r,1,60,11,2023-01-14T18:10:01.685Z,2023-01-16T11:22:11Z,3978190611,56,Back,3981207395,178,,3978190617,212,13.6,3978190619,213,2.7,3978190615,141,20.3,3978190613,140,48.5,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427123,183,1,1,21,53,3kfktv64h7kg7zryax1wktr5r,1,38.3,33,2023-01-14T18:10:05Z,2023-01-16T11:22:16Z,3978190909,140,36.4,3978190911,141,57.9,3978190915,213,1.7,3978190913,212,17.0,3981207475,178,,3978190907,56,Back,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427171,184,1,1,22,1,3kfktv64h7kg7zryax1wktr5r,1,52.5,67.5,2023-01-14T18:10:13.013Z,2023-01-16T11:22:20Z,3978191107,56,Left,3978191115,213,1.0,3978191113,212,15.4,3978191109,140,60.4,3981207519,178,,3978191111,141,86.6,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427183,185,1,1,22,5,3kfktv64h7kg7zryax1wktr5r,1,60.2,86.6,2023-01-14T18:10:16.876Z,2023-01-16T11:22:23Z,3978191193,213,3.5,3978191187,140,44.8,3978191189,141,78.1,3978191191,212,17.2,3981207593,178,,3978191185,56,Back,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427195,186,1,1,22,7,3kfktv64h7kg7zryax1wktr5r,1,45.7,70.5,2023-01-14T18:10:19.551Z,2023-01-16T11:22:26Z,3978191249,56,Back,3981207657,178,,3978191255,212,22.7,3978191253,141,38.8,3978191251,140,38.8,3978191257,213,4.4,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427245,187,1,1,22,9,3kfktv64h7kg7zryax1wktr5r,1,38.8,38.8,2023-01-14T18:10:21.612Z,2023-01-16T11:22:29Z,3978191541,212,20.6,3978191539,141,69.0,3981207699,178,,3978191535,56,Back,3978191537,140,37.2,3978191543,213,1.7,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427261,188,1,1,22,15,3kfktv64h7kg7zryax1wktr5r,1,47,59.3,2023-01-14T18:10:27.149Z,2023-01-16T11:22:39Z,3978191611,212,19.1,3978191609,141,31.2,3978191605,56,Back,3981207869,178,,3978191613,213,4.7,3978191607,140,46.0,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427285,189,1,1,22,18,3kfktv64h7kg7zryax1wktr5r,1,52.2,26.7,2023-01-14T18:10:30.508Z,2023-01-16T11:22:47Z,3978191765,212,20.3,3978191759,56,Right,3978191763,141,7.7,3978191767,213,5.6,3981207941,178,,3978191761,140,67.1,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427293,190,1,1,22,22,3kfktv64h7kg7zryax1wktr5r,1,60.9,22.4,2023-01-14T18:10:34.572Z,2023-01-16T11:22:49Z,3978191831,140,53.3,3981207969,178,,3978191837,213,2.0,3978191833,141,47.9,3978191829,56,Center,3978191835,212,19.1,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427311,191,1,1,22,25,3kfktv64h7kg7zryax1wktr5r,0,54.1,49.1,2023-01-14T18:10:37.190Z,2023-01-16T11:22:52Z,3981208053,178,,3978191947,56,Left,3978191951,141,82.0,3978191953,212,29.4,3978191955,213,0.9,3978191945,155,,3978191949,140,72.2,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427317,198,61,1,22,27,4vd2t5schmvvufrfib7f2vjdf,0,28.3,16.5,2023-01-14T18:10:39.006Z,2023-01-16T11:22:55Z,3981208095,178,,3978191975,56,Back,,,,,,,,,,,,,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427357,192,1,1,22,30,3kfktv64h7kg7zryax1wktr5r,1,79.1,93.3,2023-01-14T18:10:42.807Z,2023-01-16T11:23:09Z,3978192185,56,Left,3978192191,212,4.2,3978192189,141,89.6,3981208283,178,,3978192187,140,75.9,3978192193,213,3.8,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427391,193,1,1,22,35,3kfktv64h7kg7zryax1wktr5r,1,71.8,83.7,2023-01-14T18:10:46.935Z,2023-01-16T11:23:13Z,3978192349,141,65.8,3978192345,56,Center,3978192353,213,4.0,3978192351,212,16.3,3981208371,178,,3978192347,140,61.5,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427399,194,1,1,22,38,3kfktv64h7kg7zryax1wktr5r,1,59.5,58.4,2023-01-14T18:10:49.883Z,2023-01-16T11:23:17Z,3978192401,140,58.3,3978192399,56,Center,3978192403,141,32.2,3978192407,213,4.6,3978192405,212,17.9,3981208425,178,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427433,195,1,1,22,40,3kfktv64h7kg7zryax1wktr5r,1,57.9,30.3,2023-01-14T18:10:52.701Z,2023-01-16T11:23:19Z,3978192621,212,21.7,3978192617,140,73.0,3978192623,213,5.5,3978192619,141,8.6,3981208445,178,,3978192615,56,Right,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427451,196,1,1,22,45,3kfktv64h7kg7zryax1wktr5r,1,66,11,2023-01-14T18:10:57.713Z,2023-01-16T11:23:23Z,3981208533,178,,3978192741,213,2.2,3978192739,212,11.2,3978192733,140,59.9,3978192731,56,Center,3978192737,141,24.6,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427483,197,1,1,22,48,3kfktv64h7kg7zryax1wktr5r,1,59.5,26.2,2023-01-14T18:11:00.485Z,2023-01-16T11:23:26Z,3981208645,178,,3978192887,141,62.3,3978192883,56,Center,3978192885,140,63.8,3978192891,213,1.4,3978192889,212,25.0,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427509,198,1,1,22,53,3kfktv64h7kg7zryax1wktr5r,1,66.7,66.4,2023-01-14T18:11:05.220Z,2023-01-16T11:23:29Z,3978193045,56,Center,3978193053,213,4.6,3978193049,141,56.7,3978193051,212,6.6,3981208679,178,,3978193047,140,66.0,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427523,199,1,1,22,55,3kfktv64h7kg7zryax1wktr5r,1,67.9,65.1,2023-01-14T18:11:07.671Z,2023-01-16T11:23:32Z,3981208713,178,,3978193127,213,0.9,3978193121,140,73.3,3978193125,212,8.9,3978193123,141,75.1,3978193119,56,Center,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427529,200,1,1,22,57,3kfktv64h7kg7zryax1wktr5r,1,73.3,75.1,2023-01-14T18:11:08.813Z,2023-01-16T11:23:35Z,3978193181,213,5.3,3978193179,212,6.5,3978193173,56,Center,3978193175,140,76.8,3981208767,178,,3978193177,141,67.2,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427539,201,1,1,22,57,3kfktv64h7kg7zryax1wktr5r,0,76.8,67.2,2023-01-14T18:11:09.422Z,2023-01-16T11:23:40Z,3978193249,212,10.2,3978193253,213,5.2,3978193237,56,Center,3978193245,141,53.9,3978193241,140,81.3,3981208873,178,,3978193233,168,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427567,199,49,1,22,58,4vd2t5schmvvufrfib7f2vjdf,1,19,48.4,2023-01-14T18:11:10.767Z,2023-01-16T11:23:45Z,,,,,,,,,,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427575,200,1,1,22,59,4vd2t5schmvvufrfib7f2vjdf,0,18.7,47.4,2023-01-14T18:11:10.810Z,2023-01-16T11:23:49Z,3978193443,141,29.3,3978193437,155,,3978193445,212,51.3,3978193449,1,,3981209043,178,,3978193441,140,66.1,3978193447,213,6.0,3978193439,56,Center,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427579,202,49,1,23,4,3kfktv64h7kg7zryax1wktr5r,1,34.9,70.1,2023-01-14T18:11:16.405Z,2023-01-16T11:23:55Z,,,,,,,,,,,,,,,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427669,203,1,1,23,7,3kfktv64h7kg7zryax1wktr5r,1,37.1,68.5,2023-01-14T18:11:19.122Z,2023-01-16T11:23:59Z,3978193927,56,Back,3981209231,178,,3978193931,141,70.5,3978193935,213,0.2,3978193929,140,45.4,3978193933,212,8.8,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427689,204,1,1,23,11,3kfktv64h7kg7zryax1wktr5r,1,45.9,56.6,2023-01-14T18:11:23.701Z,2023-01-16T11:24:02Z,3981209249,178,,3978194051,141,19.5,3978194047,56,Back,3978194049,140,49.2,3978194055,213,4.8,3978194053,212,25.5,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427727,205,1,1,23,14,3kfktv64h7kg7zryax1wktr5r,1,52.7,18.5,2023-01-14T18:11:26.469Z,2023-01-16T11:24:05Z,3978194273,213,5.6,3981209303,178,,3978194267,140,61.2,3978194271,212,11.7,3978194269,141,7.3,3978194265,56,Right,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427741,206,1,1,23,20,3kfktv64h7kg7zryax1wktr5r,1,71.6,18,2023-01-14T18:11:32.607Z,2023-01-16T11:24:08Z,3978194343,141,34.3,3978194337,155,,3978194345,212,23.7,3978194341,140,91.6,3978194339,56,Center,3978194347,213,0.5,3981209363,178,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427759,207,1,1,23,23,3kfktv64h7kg7zryax1wktr5r,1,96,28.9,2023-01-14T18:11:35.365Z,2023-01-16T11:24:19Z,3978194461,212,5.9,3978194953,210,13,3978194955,154,,3978194457,140,91.5,3981209435,178,,3978194463,213,2.5,3978194459,141,34.2,3978194455,56,Center,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427763,208,13,1,23,24,3kfktv64h7kg7zryax1wktr5r,1,91.5,34.2,2023-01-14T18:11:36.255Z,2023-01-16T11:24:20Z,3978194477,56,Center,3978194993,230,99.4,3978194975,29,,3980403211,63,,3981209595,178,,3978194977,154,,3978194985,102,64.5,3978194991,328,,8ymqihdfqc7esda7y407lebx1,D. de Wit,3978194995,231,,49.1,3978194973,73,3978194745,20,3978194979,55,207,3978194473,22,,,,3978194989,103,,,,,,4.2,,,,,,,,,,
2497427795,201,5,1,23,26,4vd2t5schmvvufrfib7f2vjdf,1,-1.4,34.2,2023-01-14T18:11:37.951Z,2023-01-16T11:24:23Z,3978194657,346,,3978194655,56,Back,3978194679,233,209,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427771,209,5,1,23,26,3kfktv64h7kg7zryax1wktr5r,0,101.4,65.8,2023-01-14T18:11:37.951Z,2023-01-16T11:24:23Z,3978194703,233,201,3978194533,56,Center,3978194535,346,,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427979,202,1,1,23,51,4vd2t5schmvvufrfib7f2vjdf,1,5,49.1,2023-01-14T18:12:03.756Z,2023-01-16T11:24:29Z,3978195607,140,19.8,3978195985,189,,3978195613,213,5.4,3978195603,124,,3978195605,56,Back,3978195617,237,,3978195609,141,18.8,3978195611,212,25.8,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427985,203,1,1,23,52,4vd2t5schmvvufrfib7f2vjdf,1,19.8,18.8,2023-01-14T18:12:04.582Z,2023-01-16T11:24:36Z,3978195665,212,13.7,3978195663,141,1.4,3978195659,56,Back,3978195661,140,26.3,3981209791,178,,3978195667,213,5.2,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427991,204,3,1,23,54,4vd2t5schmvvufrfib7f2vjdf,0,29.4,3.8,2023-01-14T18:12:06.325Z,2023-01-16T11:24:43Z,3978196255,285,,3980403555,464,,3981209919,178,,3978195689,56,Back,3978196267,233,210,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497428011,210,7,1,23,54,3kfktv64h7kg7zryax1wktr5r,0,70.6,96.2,2023-01-14T18:12:06.491Z,2023-01-16T11:24:47Z,3978196263,233,204,3978195803,56,Left,3978195805,286,,3980403703,384,,3981209969,178,,,,,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498136585,1453,67,1,23,55,4vd2t5schmvvufrfib7f2vjdf,1,26.7,8.4,2023-01-14T18:12:06.875Z,2023-01-17T08:08:45Z,3981961803,233,1341,,,,,,,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498136583,1341,67,1,23,55,3kfktv64h7kg7zryax1wktr5r,0,73.3,91.6,2023-01-14T18:12:06.876Z,2023-01-17T07:23:54Z,3981961807,233,1453,,,,,,,,,,,,,,,,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497428015,205,61,1,23,55,4vd2t5schmvvufrfib7f2vjdf,1,27.6,2,2023-01-14T18:12:06.910Z,2023-01-17T08:08:45Z,3981210033,178,,3978195837,56,Back,,,,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497428013,211,49,1,23,55,3kfktv64h7kg7zryax1wktr5r,1,67.5,96.6,2023-01-14T18:12:07.288Z,2023-01-16T11:27:53Z,,,,,,,,,,,,,,,,,,,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498004353,1118,43,1,23,56,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-01-14T18:12:08.593Z,2023-01-16T12:15:24Z,3981256023,399,205110,3981257687,144,83,,,,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497428021,212,4,1,23,57,3kfktv64h7kg7zryax1wktr5r,1,66.4,96.2,2023-01-14T18:12:09.795Z,2023-01-16T11:27:56Z,3978196389,152,,3978196391,265,,3978196409,233,206,3978196387,13,,3978196393,286,,3978195853,56,Left,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497428027,206,4,1,23,57,4vd2t5schmvvufrfib7f2vjdf,0,33.6,3.8,2023-01-14T18:12:09.796Z,2023-01-16T11:27:55Z,3978195903,285,,3981213183,178,,3978195899,152,,3978195895,13,,3978195901,265,,3978195897,56,Back,3978196419,233,212,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497428287,215,1,1,24,11,3kfktv64h7kg7zryax1wktr5r,1,64.7,97.4,2023-01-14T18:12:22.831Z,2023-01-16T11:28:09Z,3978197423,141,96.3,3978197425,212,2.6,3978197419,56,Left,3981213257,178,,3978197415,5,,3978197427,213,3.4,3978197421,140,62.3,3978197417,152,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497428145,213,1,1,24,12,3kfktv64h7kg7zryax1wktr5r,1,71.4,94,2023-01-14T18:12:24.196Z,2023-01-16T11:28:19Z,3978197213,210,15,3978196617,212,31.6,3978196615,141,55.5,3978196611,56,Center,3978197215,154,,3981213365,178,,3978196607,155,,3978196619,213,5.3,33yauarx84sam5u05vgyqxfxl,J. Karlsson,3978196613,140,1,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
