id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/19/value,qualifier/16/value
2499314711,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-21T16:51:03.790Z,2023-01-21T17:50:33Z,3988140413,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, 6dd248q0adq6su677bw2kk2c5, 5qvy65ckiigykkowpyco05zv9, 570htztcvfsu947xw6fvtzmc5, 913pg8qqcjp99h5fjybbenob9, 9p6nlczeycd0ai4dahjxnf8ph, a76yp8gkkg6frtuhh3d6l46i, 76n4eg1xu5qvf9bkwy4p8jsut, cudl1cjc8kxshfbhatms7aooa, 4fiks6jvfxzbs9k0s050vmfbo, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 61a5bh5xw947nv4mxx62gqaqx, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, uru1h5pzgwy9cvbele1piei, cp866ucakmwqiwxrstkaxwgt0, bqqq27wy9bk31ssgapksci4t1, 6oynq4ickyxictf2e0ilemqne",3988140425,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988140421,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988333209,197,493,3988140419,130,4,3988140417,59,"22, 28, 24, 10, 4, 3, 20, 71, 19, 7, 21, 1, 2, 5, 8, 9, 31, 32, 34, 77",3988140423,194,9p6nlczeycd0ai4dahjxnf8ph,3988140415,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499316811,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-01-21T16:52:46.101Z,2023-01-21T17:43:47Z,3988151535,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988151521,130,8,3988151519,59,"32, 34, 24, 20, 5, 4, 77, 2, 9, 23, 10, 1, 7, 8, 11, 13, 16, 19, 21, 27, 29",3988151529,194,ew4kbwq27lxqocg0920amphw5,3988151523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988151515,30,"627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm, eytcfp4cu6qkar65kf0p5rm96, cqrk42u0s5w8yuq6mnckug02y, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, 55e0z1vhb48go6y2io7h80aqy, 6ciggfx8p0zkak8qxe1p7yzth, 7wphtxp293kv4o3x1b6zusrmd, 7myeigeuggkj5ymjw6znedkut, 1i3tivo0q0tbzui8egvdlhg45, 3kt58x082lj8650en2mt60xqt, ewbakrn2dqmy062scjnz0pecp, 49x98sk3wf7sjshrlou5vnvje, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, ekltvbrx114dg6b2wj3lpwy96, 2pjxqgyqgvalmyu8cnu5fst90, 2ht1bdhf6z4bkck3aj92sq32s, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp",3988313227,197,16383,3988151517,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499349969,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-21T17:47:07.774Z,2023-01-23T06:08:00Z,3988324385,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499349949,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-01-21T17:47:07.774Z,2023-01-21T17:47:07Z,3988324303,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499349989,3,1,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,50,50,2023-01-21T17:47:07.807Z,2023-01-23T08:57:33Z,3988324517,141,36.9,3988324515,140,27.0,3988324523,279,S,3988324521,213,3.5,3988324519,212,25.7,3988324513,56,Back,3991661665,178,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499350003,4,1,1,0,3,3t0vjqtxc8wpjzv82i3oi2ova,0,27.2,36.6,2023-01-21T17:47:11.588Z,2023-01-23T08:57:38Z,3988324577,155,,3988324589,1,,3988324583,141,5.9,3988324579,56,Right,3988324587,213,5.7,3988324585,212,39.8,3988324581,140,59.5,3991661717,178,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499350001,3,44,1,0,5,8iawijq7s9s6d85mjz8wdslki,1,42.2,89.6,2023-01-21T17:47:13.765Z,2023-01-23T11:31:29Z,3988324573,56,Back,3988324627,233,5,3988324575,285,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499350009,5,44,1,0,5,3t0vjqtxc8wpjzv82i3oi2ova,0,57.8,10.4,2023-01-21T17:47:13.766Z,2023-01-23T08:57:45Z,3988324613,286,,3988324611,56,Right,3988324653,233,3,,,,,,,,,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499350007,4,61,1,0,6,8iawijq7s9s6d85mjz8wdslki,1,44,85.1,2023-01-21T17:47:13.797Z,2023-01-23T11:31:30Z,3991661863,388,,3988324609,56,Back,3991661861,15,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499350021,6,61,1,0,7,3t0vjqtxc8wpjzv82i3oi2ova,0,68.1,10,2023-01-21T17:47:15.357Z,2023-01-23T08:58:09Z,3991662073,21,,3988324671,56,Right,3991662075,178,,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
