id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2504035999,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-02-04T18:18:45.184Z,2023-02-04T18:56:25Z,4012857745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012974423,197,540,4012857739,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012857747,194,c2an5ksdu6jbap3x3jp3z9c5x,4012857743,130,8,4012857741,59,"1, 17, 24, 18, 33, 27, 10, 6, 9, 22, 26, 19, 2, 5, 7, 8, 11, 16, 25, 30, 31, 37",4012857737,30,"9q90ls3k1i2739wd6a20fku6t, 6anvl82jyio52wo87cbxdp4np, c2an5ksdu6jbap3x3jp3z9c5x, ely6vpyueden4b6ozfmspwgk5, aafz6q5ggn9e6m5hprc71lgph, 8p47d0e54hgl7d86vur1m5nmx, 28o7vv0jud22hmg4h649yozqh, b33sm106xc7g3h4bcqtawja7e, 1p0xp2onnys7jlru55vfgf1pm, 4rp5snknt88bf4lws5t0o9gph, 3mp92d5s002hi523kl4zmgrft, d7ml58kwwpetvnw46qja9ru5m, 1s7vp9ovsa1jo7tu7nisykn9x, 6gabdz53gxhyp8dv6x5the4t1, egcs7b6ixb62ep08t7jznf9ih, eu6pfkiah7otafyryg6ll7y09, 9uf4fsff2lpic3u0l7zpuqsid, c1krps0yssh477m8umrruiqjt, 9wo8twcbs1jnqzdy0c6y8adey, 4ooliltsht8mvelpds3v4bpat, ebqj8v33xv3otev2pycc6xomh, 5nhideyjwp2347ryi1n9wfq50",4012857749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504036899,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-02-04T18:20:33.176Z,2023-02-05T11:53:14Z,4012862577,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012862569,30,"bpvq84v7wwz759mgykvsy3pat, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, 7jtag81mvpom3bfgezx8txbdh, 9sid8vt0mz1ypq4pn8vj6pas5, 1tj9gmnm02s8f12zwzvuwnoph, 60fbyywnjiz6l8n7gmi2mjld5, 7m3uhmmzizwmpk64dw750pn11, dc4n5ylytswddlvd82snkb90q, e4nlf2a8hs9xju5jgxszkyytx, 3hpv677ua2y88yx55iujzqpgq, 24daij2a9hj0luq5eaxeejzvu, 4pe4ugftevr8859yin36nyll, axgbibg0wdlir6tsrru6rpwph, 34258m1cvslz8r6d17nv4b90q, aqjwz3wm0it916o2vb5tz9vxl, aie09n600h7ozeg6zl6anithx, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 42pj1tuow7z0pmaasm31984k4",4012964195,197,18156,4012862575,130,2,4012862581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012862579,194,1tj9gmnm02s8f12zwzvuwnoph,4012862573,59,"1, 27, 7, 33, 25, 5, 19, 26, 17, 11, 29, 20, 24, 3, 6, 8, 10, 13, 15, 22, 23, 35",4012862571,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059867,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-02-04T19:01:36.380Z,2023-02-04T19:01:36Z,4012987371,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059881,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-02-04T19:01:36.380Z,2023-02-06T17:19:09Z,4012987479,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059903,3,1,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,49.7,50.5,2023-02-04T19:01:36.550Z,2023-02-07T00:28:03Z,4012987557,56,Back,4012987563,212,25.9,4012987561,141,61.0,4012987565,213,2.9,4012987559,140,26.0,4012987567,279,S,4018139037,178,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059941,4,1,1,0,3,4vd2t5schmvvufrfib7f2vjdf,0,27.1,62.7,2023-02-04T19:01:40.063Z,2023-02-07T00:28:32Z,4012987797,155,,4012987809,1,,4012987803,141,76.9,4012987801,140,65.9,4018139417,178,,4012987799,56,Center,4012987807,213,0.2,4012987805,212,41.9,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504060003,3,1,1,0,6,ccpscwdcm65czscrun048ecn5,1,33.7,26.1,2023-02-04T19:01:42.423Z,2023-02-07T00:28:38Z,4012988121,3,,4012988123,56,Back,4012988129,212,12.9,4018139501,388,,4012988125,140,40.9,4012988127,141,10.7,4012988131,213,5.3,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504088253,432,49,1,0,7,ccpscwdcm65czscrun048ecn5,1,42.2,17.7,2023-02-04T19:01:44.205Z,2023-02-07T00:28:49Z,,,,,,,,,,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504060009,4,61,1,0,8,ccpscwdcm65czscrun048ecn5,0,40.6,10.3,2023-02-04T19:01:45.187Z,2023-02-07T00:29:12Z,4018139781,178,,4012988151,56,Back,,,,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504060159,5,5,1,0,10,4vd2t5schmvvufrfib7f2vjdf,1,60.7,101.6,2023-02-04T19:01:46.875Z,2023-02-07T00:29:18Z,4012988881,233,5,4012988863,347,,4012988861,56,Left,,,,,,,,,,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
