id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist
2451047401,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-26T16:54:41.869Z,2022-08-26T18:05:59Z,3732557467,130,7,3732557465,59,"22, 28, 16, 71, 4, 5, 7, 14, 6, 20, 10, 1, 2, 8, 9, 21, 24, 29, 30, 31, 32",3732557471,194,9p6nlczeycd0ai4dahjxnf8ph,3732557463,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732557469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732557461,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, a76yp8gkkg6frtuhh3d6l46i, 570htztcvfsu947xw6fvtzmc5, 61a5bh5xw947nv4mxx62gqaqx, cudl1cjc8kxshfbhatms7aooa, 6rfm7p5go1lgv6ccdjqgpallh, brij3tiox17hyfm63ulhg5sr9, 9p6nlczeycd0ai4dahjxnf8ph, 5qvy65ckiigykkowpyco05zv9, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 4fiks6jvfxzbs9k0s050vmfbo, 6dd248q0adq6su677bw2kk2c5, 5m7qjz1llexht8771ucycwkyc, bpgw0ge8xj4a252ivrwp31kpg, 6h0fuh0aamz86pf25qebm0fvu, cp866ucakmwqiwxrstkaxwgt0",3732705501,197,493,3732557473,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451050073,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2022-08-26T17:00:59.841Z,2022-08-26T18:04:27Z,3732676357,197,16668,3732570953,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732570941,30,"dxcsuw39xzusjsj5e1jw53y6t, 2fbolmn7pyvn5oto4zoeqguwa, ar7ybu7dordgt2yfx5inux62, e5kpw4k4tyss5ch8ehfi7nk5x, ait187bpr8we72jvfxxt6ttjp, 9zcr9l3mfbbstmesdlx298vhm, 4t85yj2ijymrz5vf457jcihre, ebrua3sixxfvycsty8z956ga1, 2ge9oa66xgsefhhpvuboua76x, a9z0jsjwfteq974bxwucvc4ix, 8hq0so8nzsuzmsffae5nwdwmi, 7j5xa2ti4qnvoh74h5twyi6s5, 8r87vw2cxrsal257e9v7jicx5, ci5y030e6r9umgyjbupwske7d, 1x06lao11mw2wao2qk658mf6y, 3hn1o03lxsjzju3uorl6rnpxw, 6gj1r8dnoy17pemp9xtng6sbt, b4bzaam658g6wf3knwxlghas5, dk56pv43y8zo39ft9xtwyapnu, bgzkdepav40x6focwuaf9qxre, am0ea3bvmnin4gco2ndny2noq, ctoif5hk42dove6uxuji93y7d, 29fr98or3mqippn84z3p9ihhw",3732570945,59,"20, 21, 18, 4, 5, 12, 7, 6, 9, 27, 11, 1, 3, 10, 14, 15, 19, 22, 25, 29, 34, 37, 40",3732570947,130,2,3732570949,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732570951,194,e5kpw4k4tyss5ch8ehfi7nk5x,3732570943,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078201,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2022-08-26T18:02:42.568Z,2022-08-26T18:02:43Z,3732718361,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078179,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-26T18:02:42.568Z,2022-08-28T04:37:09Z,3732718275,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078227,3,1,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,49.9,50.1,2022-08-26T18:02:42.681Z,2022-08-28T05:02:52Z,3732718503,141,48.4,3732718509,279,S,3732718505,212,14.3,3732718507,213,3.2,3738811077,178,,3732718499,56,Back,3732718501,140,36.3,,,,brij3tiox17hyfm63ulhg5sr9,J. Bruijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078301,4,1,1,0,2,8iawijq7s9s6d85mjz8wdslki,1,35.8,49.4,2022-08-26T18:02:45.021Z,2022-08-28T05:02:56Z,3732718863,56,Left,3732718869,212,43.2,3732718865,140,62.8,3732718867,141,97.4,3732718871,213,0.9,3732718873,1,,3738811187,178,,3732718861,155,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078331,5,1,1,0,5,8iawijq7s9s6d85mjz8wdslki,1,62.9,97.4,2022-08-26T18:02:47.926Z,2022-08-28T05:03:11Z,3732719045,140,54.3,3732719047,141,93.2,3732719049,212,9.5,3732719051,213,3.4,3738811703,388,,3732719043,56,Left,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452343539,811,43,1,0,5,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-26T18:02:47.926Z,2022-08-28T11:53:51Z,3739492855,144,82,3739492603,178,0,,,,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078353,6,1,1,0,7,8iawijq7s9s6d85mjz8wdslki,1,54.3,93.2,2022-08-26T18:02:49.829Z,2022-08-28T05:03:14Z,3732719147,56,Left,3732719151,141,87.0,3732719149,140,56.6,3732719153,212,4.9,3738811783,178,,3732719155,213,5.2,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078383,7,1,1,0,8,8iawijq7s9s6d85mjz8wdslki,1,56.6,87,2022-08-26T18:02:50.637Z,2022-08-28T05:03:18Z,3732719293,212,6.2,3732719295,213,1.2,3732719287,56,Left,3732719289,140,58.6,3732719291,141,95.6,3738811975,178,,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
