id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2506926533,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-02-12T12:23:43.125Z,2023-02-12T13:37:46Z,4028027915,59,"16, 2, 32, 3, 6, 29, 42, 20, 14, 15, 10, 9, 13, 18, 22, 24, 25, 26, 27, 33, 53",4028027917,130,8,4028027921,194,5gyjq8tsjxk396qt4hqlwn3dh,4028254629,197,15620,4028027909,30,"84yhv0iilunn0vllz1r5fe7l5, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, cgsmk5437f466uoqvol7devze, 2ez3q7gik3lm5kp1cunfol52h, cb8pu5lenbczaooavhaxnzp3p, czh4r9efdbw4fvdux0enl127e, d8cxurdt9g5gezqlfwae7ooru, 9bzwr8qhl6547tjrsjsity4x6, 98fjpfhrww2qdifsi8viybaol, 4212luiyivgvje1vm1ojieicq, b2uznyb9b8fxsy57450mbmwru, eqjelc731e1xrp95bpysx0pka, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, 30t0ph1icrggc0x62om801ses, dotvgi9g50m2axfw4isamd1ck, 1txv3b9y7h3du9d5bbblg0vai, 3hhca66jtxt3c1iw10nfmhtnu, 45vh3c99keqayr9hj0r6x0ei2",4028027913,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028027923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028027919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506931285,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-02-12T12:33:29.392Z,2023-02-12T13:27:32Z,4028052939,59,"1, 17, 2, 18, 33, 25, 10, 6, 9, 22, 26, 7, 8, 16, 19, 30, 31, 34, 37, 38, 39",4028254315,197,540,4028052941,130,8,4028052947,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028052945,194,1s7vp9ovsa1jo7tu7nisykn9x,4028052935,30,"9q90ls3k1i2739wd6a20fku6t, 6anvl82jyio52wo87cbxdp4np, 1s7vp9ovsa1jo7tu7nisykn9x, ely6vpyueden4b6ozfmspwgk5, aafz6q5ggn9e6m5hprc71lgph, 9wo8twcbs1jnqzdy0c6y8adey, 28o7vv0jud22hmg4h649yozqh, b33sm106xc7g3h4bcqtawja7e, 1p0xp2onnys7jlru55vfgf1pm, 4rp5snknt88bf4lws5t0o9gph, 3mp92d5s002hi523kl4zmgrft, egcs7b6ixb62ep08t7jznf9ih, eu6pfkiah7otafyryg6ll7y09, c1krps0yssh477m8umrruiqjt, d7ml58kwwpetvnw46qja9ru5m, 4ooliltsht8mvelpds3v4bpat, ebqj8v33xv3otev2pycc6xomh, 1kuswan9lk455u02x1ff389re, 5nhideyjwp2347ryi1n9wfq50, 1s6yn52hlqtmmz4lerscf457u, 2n5747kdxok0ifg5o37336plg",4028052943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028052937,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976967,3,43,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-02-12T13:31:37.328Z,2023-02-12T13:32:31Z,4028265739,212,22.2,4028265741,213,3.0,4028268509,144,1,4028265733,56,Back,4028265737,141,54.5,4028265735,140,28.9,4028265743,279,S,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976881,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-02-12T13:31:47Z,2023-02-14T13:28:02Z,4028265321,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976819,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-02-12T13:31:47Z,2023-02-12T13:31:48Z,4028265103,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977741,18,1,1,0,0,ccpscwdcm65czscrun048ecn5,1,50.3,50.1,2023-02-12T13:31:47.052Z,2023-02-14T19:11:34Z,4028269809,141,51.5,4028269813,213,3.1,4032354593,178,,4028269807,140,35.9,4028269811,212,15.1,4028270107,279,S,4028269805,56,Back,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977019,4,1,1,0,3,ccpscwdcm65czscrun048ecn5,0,29.1,55.1,2023-02-12T13:31:50.354Z,2023-02-14T19:11:42Z,4028266041,141,65.8,4028266039,140,71.3,4032354637,178,,4028266035,155,,4028266043,212,44.9,4028266037,56,Center,4028266047,1,,4028266045,213,0.2,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976911,3,43,1,0,6,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-02-12T13:31:43.634Z,2023-02-12T13:31:49Z,4028265451,277,1,4028265855,144,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977051,4,1,1,0,6,6hsriqr3ybvyg94w2k19oal50,0,29.5,40.4,2023-02-12T13:31:53.373Z,2023-02-14T19:11:47Z,4028266221,56,Back,4028266229,213,0.1,4028266223,140,42.4,4032354717,178,,4028266225,141,42.2,4028266219,3,,4028266227,212,13.6,,,,2ez3q7gik3lm5kp1cunfol52h,D. Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977079,5,1,1,0,7,ccpscwdcm65czscrun048ecn5,1,56,50.5,2023-02-12T13:31:54.974Z,2023-02-14T19:11:53Z,4028266393,141,50.7,4028266387,56,Center,4028266397,212,5.3,4028266401,213,0.0,4032354803,178,,4028266389,140,61.0,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
