id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2518575387,6,1,1,0,9,3ebril33e08ddzob4bhq8awsr,0,47.7,49.7,2023-03-11T17:46:16.127Z,2023-03-14T04:47:38Z,4089596863,286,,4089585163,213,1.3,4089596985,233,7,4089596857,236,,4097190923,178,,4089585157,140,48.0,4089585161,212,1.3,4089585155,56,Back,9trasqdd75zjxz4kzplb64xjp,A. Ferati,4089585159,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575705,7,74,1,0,9,4tic29sox7m39fy1ztgv0jsiq,1,52.1,49.3,2023-03-11T17:46:16.183Z,2023-03-14T04:47:44Z,4089586951,285,,4089586949,56,Center,4089596895,233,6,4097191437,178,,,,,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575701,6,5,1,0,12,4tic29sox7m39fy1ztgv0jsiq,0,44.8,-1.2,2023-03-11T17:46:18.799Z,2023-03-14T04:47:57Z,4089587435,233,7,4089586945,347,,4089586943,56,Back,,,,,,,,,,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575393,7,5,1,0,12,3ebril33e08ddzob4bhq8awsr,1,55.2,101.2,2023-03-11T17:46:18.799Z,2023-03-14T04:47:58Z,4089585195,347,,4089585191,56,Left,4089587411,233,6,,,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575533,8,1,1,0,21,3ebril33e08ddzob4bhq8awsr,1,48.1,100,2023-03-11T17:46:28.102Z,2023-03-14T04:48:04Z,4089586047,56,Back,4089586049,140,23.8,4089586045,107,,4089586057,1,,4089586051,141,95.0,4089586053,212,25.9,4089586055,213,3.3,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575593,9,1,1,0,25,3ebril33e08ddzob4bhq8awsr,1,23.9,89.7,2023-03-11T17:46:31.485Z,2023-03-14T04:48:10Z,4089586379,213,4.0,4089586371,141,61.8,4089586375,212,24.1,4089586369,140,9.8,4097191705,178,,4089586365,56,Back,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575653,10,1,1,0,30,3ebril33e08ddzob4bhq8awsr,1,7.8,50.1,2023-03-11T17:46:36.324Z,2023-03-14T04:48:19Z,4089586717,140,31.2,4089586719,141,3.8,4089586713,155,,4089586715,56,Back,4097191825,178,,4089586725,1,,4089586723,213,5.4,4089586721,212,39.9,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575697,11,1,1,0,32,3ebril33e08ddzob4bhq8awsr,1,34.2,4,2023-03-11T17:46:38.733Z,2023-03-14T04:48:24Z,4089586925,212,15.6,4089586923,141,20.0,4089586921,140,44.9,4089586927,213,0.8,4089586917,3,,4089586919,56,Back,4097191893,388,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575735,8,45,1,0,35,4tic29sox7m39fy1ztgv0jsiq,0,45,83,2023-03-11T17:46:41.869Z,2023-03-14T04:50:12Z,4089587065,56,Back,4089587101,233,12,4089587067,285,,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575725,12,3,1,0,35,3ebril33e08ddzob4bhq8awsr,1,55,17,2023-03-11T17:46:41.869Z,2023-03-14T04:50:11Z,4089587033,56,Right,4089587035,286,,4089587091,233,8,4090286755,465,,4097192429,178,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575793,13,1,1,0,37,3ebril33e08ddzob4bhq8awsr,1,57.4,24.8,2023-03-11T17:46:43.780Z,2023-03-14T04:50:23Z,4089587327,56,Center,4097193041,178,,4089587329,140,55.1,4089587335,213,1.8,4089587331,141,43.7,4089587333,212,13.1,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575885,14,1,1,0,40,3ebril33e08ddzob4bhq8awsr,1,55,57.1,2023-03-11T17:46:47.109Z,2023-03-14T04:50:29Z,4089587841,213,2.4,4097193115,178,,4089587833,56,Back,4089587835,140,44.9,4089587837,141,70.1,4089587839,212,13.8,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575917,15,1,1,0,44,3ebril33e08ddzob4bhq8awsr,1,51.7,90.5,2023-03-11T17:46:50.662Z,2023-03-14T04:50:44Z,4089587979,56,Left,4089587987,213,0.3,4089587985,212,14.8,4097193273,178,,4089587981,140,65.2,4089587983,141,96.9,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575937,16,1,1,0,47,3ebril33e08ddzob4bhq8awsr,1,61.5,92.7,2023-03-11T17:46:53.763Z,2023-03-14T04:50:52Z,4089588089,140,40.0,4089588087,56,Back,4089588095,213,3.3,4097193353,178,,4089588093,212,22.8,4089588091,141,87.6,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575961,17,1,1,0,50,3ebril33e08ddzob4bhq8awsr,1,40,87.6,2023-03-11T17:46:56.876Z,2023-03-14T04:51:01Z,4089588239,213,6.1,4089588237,212,8.8,4089588235,141,85.8,4089588231,56,Back,4089588233,140,48.3,4097193463,178,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575993,18,1,1,0,53,3ebril33e08ddzob4bhq8awsr,0,49.7,85.2,2023-03-11T17:46:59.980Z,2023-03-14T04:51:06Z,4089588401,1,,4089588389,155,,4097193527,178,,4089588393,140,81.4,4089588391,56,Center,4089588395,141,77.3,4089588397,212,33.7,4089588399,213,6.1,5fnmjp63t7m9fg3y2fcw6z015,Deroy Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518575965,9,1,1,0,55,4tic29sox7m39fy1ztgv0jsiq,0,19.1,20.2,2023-03-11T17:47:02.037Z,2023-03-14T04:51:12Z,4089588265,56,Back,4089588263,3,,4097193599,388,,4089588269,141,19.2,4089588267,140,26.8,4089588273,213,6.2,4089588271,212,8.1,,,,2teefpvijsbzag4yi7fm1pyol,A. Sampsted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518705747,715,8,1,0,56,3ebril33e08ddzob4bhq8awsr,1,74.7,77.8,2023-03-11T17:47:03.189Z,2023-03-14T04:51:32Z,4090298001,56,Center,4090298315,384,,4097193855,21,,4097193857,178,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576023,19,1,1,0,59,3ebril33e08ddzob4bhq8awsr,0,82.9,90.7,2023-03-11T17:47:05.909Z,2023-03-14T04:51:51Z,4089588565,213,5.3,4097194073,178,,4089588561,141,89.4,4089588559,140,83.5,4089588597,286,,4089588593,233,10,4089588563,212,1.1,4089588557,56,Left,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,4089588591,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576011,10,74,1,0,59,4tic29sox7m39fy1ztgv0jsiq,1,16.7,10.2,2023-03-11T17:47:06.051Z,2023-03-14T04:51:58Z,4089588619,233,19,4089588493,56,Back,4089588495,285,,4097194161,178,,,,,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576033,11,49,1,1,0,4tic29sox7m39fy1ztgv0jsiq,1,15.8,9.7,2023-03-11T17:47:07.064Z,2023-03-14T04:52:07Z,,,,,,,,,,,,,,,,,,,,,,,,,2teefpvijsbzag4yi7fm1pyol,A. Sampsted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576075,12,1,1,1,0,4tic29sox7m39fy1ztgv0jsiq,1,15.8,9.7,2023-03-11T17:47:07.111Z,2023-03-14T04:52:15Z,4089588849,140,30.0,4089588847,56,Back,4089588845,155,,4097194401,178,,4089588855,213,6.0,4089588853,212,15.8,4089588851,141,2.2,,,,2teefpvijsbzag4yi7fm1pyol,A. Sampsted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576085,13,61,1,1,2,4tic29sox7m39fy1ztgv0jsiq,0,33.3,2.2,2023-03-11T17:47:08.995Z,2023-03-14T04:52:28Z,4097194625,178,,4089588903,56,Back,,,,,,,,,,,,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576107,14,5,1,1,4,4tic29sox7m39fy1ztgv0jsiq,0,33,-1.3,2023-03-11T17:47:10.567Z,2023-03-14T04:52:35Z,4089589017,56,Back,4089589019,347,,4089589577,233,20,,,,,,,,,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576197,20,5,1,1,4,3ebril33e08ddzob4bhq8awsr,1,67,101.3,2023-03-11T17:47:10.567Z,2023-03-14T04:52:34Z,4089589553,233,14,4089589521,56,Left,4089589525,347,,,,,,,,,,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576225,21,1,1,1,13,3ebril33e08ddzob4bhq8awsr,1,67.1,100,2023-03-11T17:47:19.773Z,2023-03-14T04:54:29Z,4089589683,140,66.5,4089589685,141,89.4,4089589687,212,8.1,4089589689,213,4.6,4089589679,56,Left,4089589675,107,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576283,22,1,1,1,14,3ebril33e08ddzob4bhq8awsr,1,66.5,89.4,2023-03-11T17:47:21.205Z,2023-03-14T04:54:34Z,4089589941,140,57.3,4089589943,141,92.6,4089589945,212,9.9,4089589947,213,2.9,4097196131,178,,4089589937,56,Left,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576307,23,1,1,1,17,3ebril33e08ddzob4bhq8awsr,1,52.7,93.6,2023-03-11T17:47:23.677Z,2023-03-14T04:54:41Z,4097196217,178,,4089590083,213,3.4,4089590081,212,19.0,4089590075,56,Back,4089590079,141,86.6,4089590077,140,35.2,,,,,,,5fnmjp63t7m9fg3y2fcw6z015,Deroy Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576351,24,1,1,1,19,3ebril33e08ddzob4bhq8awsr,1,30.8,81,2023-03-11T17:47:26.038Z,2023-03-14T04:54:47Z,4097196289,178,,4089590307,56,Back,4089590309,140,18.5,4089590311,141,47.6,4089590313,212,26.1,4089590315,213,4.2,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576425,25,1,1,1,24,3ebril33e08ddzob4bhq8awsr,0,22,40.1,2023-03-11T17:47:31.188Z,2023-03-14T04:54:51Z,4089590721,56,Right,4089590723,140,62.2,4089590725,141,7.9,4089590727,212,47.6,4089590729,213,5.8,4089590719,155,,4089590731,1,,4097196351,178,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576407,15,44,1,1,27,4tic29sox7m39fy1ztgv0jsiq,1,35.3,88.7,2023-03-11T17:47:34.032Z,2023-03-14T08:13:23Z,4089590643,285,,4089590641,56,Back,4089590801,233,26,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576429,26,44,1,1,27,3ebril33e08ddzob4bhq8awsr,0,64.7,11.3,2023-03-11T17:47:34.033Z,2023-03-14T04:54:58Z,4089590813,233,15,4089590745,286,,4089590743,56,Right,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576417,16,1,1,1,27,4tic29sox7m39fy1ztgv0jsiq,0,33.3,85.4,2023-03-11T17:47:34.063Z,2023-03-14T08:13:23Z,4089590689,213,0.6,4089590687,212,20.4,4089590685,141,100.0,4089590681,56,Back,4089590683,140,49.7,4097196487,388,,4089590679,3,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576421,17,5,1,1,29,4tic29sox7m39fy1ztgv0jsiq,0,48.2,101.5,2023-03-11T17:47:35.867Z,2023-03-14T04:55:10Z,4089590711,347,,4089590709,56,Back,4089590865,233,27,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576445,27,5,1,1,29,3ebril33e08ddzob4bhq8awsr,1,51.8,-1.5,2023-03-11T17:47:35.867Z,2023-03-14T04:55:09Z,4089590851,233,17,4089590829,347,,4089590827,56,Right,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576547,28,1,1,1,38,3ebril33e08ddzob4bhq8awsr,1,53.3,0,2023-03-11T17:47:44.557Z,2023-03-14T04:55:25Z,4089591371,213,0.5,4089591363,56,Right,4089591361,107,,4089591365,140,61.9,4089591367,141,6.1,4089591369,212,10.4,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576553,29,1,1,1,40,3ebril33e08ddzob4bhq8awsr,1,61.9,6.1,2023-03-11T17:47:46.229Z,2023-03-14T04:55:32Z,4089591399,140,58.1,4089591397,56,Right,4089591401,141,2.3,4089591403,212,4.8,4090303407,189,,4097196921,178,,4089591409,213,3.7,,,,hjb0mn4fgmfiimwn5odvl8fd,T. Buitink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576561,30,1,1,1,40,3ebril33e08ddzob4bhq8awsr,0,58.1,2.3,2023-03-11T17:47:47.142Z,2023-03-14T04:55:35Z,4089591451,140,59.4,4089591453,141,2.5,4089591455,212,1.4,4089591685,286,,4089591457,213,0.1,4089591681,233,18,4097196951,178,,4089591679,236,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,4089591449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576591,18,74,1,1,40,4tic29sox7m39fy1ztgv0jsiq,1,42,96.6,2023-03-11T17:47:47.203Z,2023-03-14T04:55:41Z,4089591601,285,,4089591709,233,30,4097197041,178,,4089591597,56,Back,,,,,,,,,,,,,dxmulnxbs11kpi1goq5hl9cve,A. Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576607,19,5,1,1,41,4tic29sox7m39fy1ztgv0jsiq,0,41.8,101.6,2023-03-11T17:47:47.630Z,2023-03-14T04:55:48Z,4089591695,347,,4089592299,233,31,4089591693,56,Back,,,,,,,,,,,,,,,,dxmulnxbs11kpi1goq5hl9cve,A. Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576725,31,5,1,1,41,3ebril33e08ddzob4bhq8awsr,1,58.2,-1.6,2023-03-11T17:47:47.630Z,2023-03-14T04:55:47Z,4089592253,56,Right,4089592255,347,,4089592289,233,19,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576753,32,1,1,1,51,3ebril33e08ddzob4bhq8awsr,1,58.5,0,2023-03-11T17:47:58.182Z,2023-03-14T04:55:57Z,4089592421,213,0.3,4089592419,212,15.8,4089592417,141,4.3,4089592415,140,73.0,4089592411,107,,4089592413,56,Right,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576781,33,1,1,1,54,3ebril33e08ddzob4bhq8awsr,1,72,7.6,2023-03-11T17:48:01.186Z,2023-03-14T04:56:15Z,4097197489,178,,4089592545,141,3.4,4089592541,56,Right,4089592543,140,66.3,4089592549,213,3.6,4089592547,212,6.6,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576823,34,1,1,1,57,3ebril33e08ddzob4bhq8awsr,1,67.3,3.5,2023-03-11T17:48:03.276Z,2023-03-14T04:56:20Z,4089592765,140,69.5,4089592763,56,Right,4089592769,212,3.3,4089592767,141,7.0,4089592771,213,0.8,4097197565,178,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518576829,35,50,1,1,57,3ebril33e08ddzob4bhq8awsr,1,67.8,13,2023-03-11T17:48:03.817Z,2023-03-14T04:56:31Z,4089592785,56,Right,4089596543,286,,4089596587,233,20,,,,,,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
