id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value,assist,qualifier/19/value
2476535691,9,1,1,0,15,6g9qrm72224jrk6tkxxxi8a9n,0,6.4,61.5,2022-10-23T18:00:27.628Z,2022-10-26T12:33:20Z,3868035377,56,Left,3868035379,140,55.0,3868035375,155,,3868035381,141,79.6,3868035385,213,0.2,3868035383,212,52.5,3868035387,1,,3873699409,178,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535709,3,1,1,0,17,4vd2t5schmvvufrfib7f2vjdf,1,43.8,25.5,2022-10-23T18:00:30.420Z,2022-10-26T12:33:20Z,3868035503,212,19.4,3868035505,213,3.4,3868035495,3,,3868035501,141,18.5,3873699417,388,,3868035497,56,Back,3868035499,140,25.9,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535713,4,49,1,0,20,4vd2t5schmvvufrfib7f2vjdf,1,26.7,18.8,2022-10-23T18:00:33.385Z,2022-10-26T12:33:20Z,,,,,,,,,,,,,,,,,,,,,,,,,34258m1cvslz8r6d17nv4b90q,S. van Ottele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535759,5,2,1,0,22,4vd2t5schmvvufrfib7f2vjdf,1,27.5,5.3,2022-10-23T18:00:35.114Z,2022-10-26T12:33:21Z,3873699453,178,,3868035761,56,Center,3868035771,1,,3868035879,7,amvonu36at4dg7ksi1ioczi3u,3868035765,141,30.1,3868036909,189,,3868035763,140,60.9,,,,34258m1cvslz8r6d17nv4b90q,S. van Ottele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535767,10,55,1,0,22,6g9qrm72224jrk6tkxxxi8a9n,1,38.1,65.7,2022-10-23T18:00:35.115Z,2022-10-26T12:33:21Z,3868068323,189,,,,,,,,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535857,11,1,1,0,30,6g9qrm72224jrk6tkxxxi8a9n,1,40.6,96.9,2022-10-23T18:00:43.075Z,2022-10-26T12:33:22Z,3868036351,56,Back,3868036353,140,31.2,3868036357,212,15.0,3873699499,178,,3869708101,189,,3868036347,5,,3868036359,213,4.0,3868036355,141,80.2,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,3868036349,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535881,12,1,1,0,37,6g9qrm72224jrk6tkxxxi8a9n,1,33.7,67.2,2022-10-23T18:00:50.382Z,2022-10-26T12:33:30Z,3868036463,213,4.6,3873699707,178,,3868036461,212,18.2,3868036455,56,Back,3868036459,141,40.6,3868036457,140,31.6,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535909,13,1,1,0,40,6g9qrm72224jrk6tkxxxi8a9n,1,31.4,37.3,2022-10-23T18:00:52.643Z,2022-10-26T12:33:55Z,3873700643,178,,3868036581,140,32.3,3868036579,56,Back,3868036583,141,13.5,3868036587,213,4.8,3868036585,212,16.2,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535925,14,1,1,0,42,6g9qrm72224jrk6tkxxxi8a9n,1,32.3,13.5,2022-10-23T18:00:55.171Z,2022-10-26T12:33:59Z,3868036671,141,44.5,3873700709,178,,3868036673,212,22.6,3868036675,213,1.9,3868036669,140,24.6,3868036667,56,Back,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535939,15,1,1,0,45,6g9qrm72224jrk6tkxxxi8a9n,1,24.6,44.5,2022-10-23T18:00:57.594Z,2022-10-26T12:34:04Z,3868036737,56,Back,3868036739,140,29.5,3873700823,178,,3868036741,141,55.5,3868036745,213,1.0,3868036743,212,9.1,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476535981,16,1,1,0,47,6g9qrm72224jrk6tkxxxi8a9n,1,29.1,46.1,2022-10-23T18:01:00.113Z,2022-10-26T12:34:07Z,3868036947,56,Back,3868036949,140,27.3,3868036953,212,19.0,3873700931,178,,3868036955,213,4.6,3868036951,141,18.3,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536007,17,1,1,0,52,6g9qrm72224jrk6tkxxxi8a9n,1,32.4,15,2022-10-23T18:01:04.873Z,2022-10-26T12:34:13Z,3868037055,56,Back,3873701153,178,,3868037061,212,28.3,3868037059,141,49.3,3868037057,140,47.7,3868037063,213,1.0,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536045,18,1,1,0,55,6g9qrm72224jrk6tkxxxi8a9n,1,47.8,46.4,2022-10-23T18:01:07.960Z,2022-10-26T12:34:17Z,3868037307,56,Right,3868037309,140,91.4,3868037315,213,5.9,3868037317,1,,3868037313,212,49.9,3873701243,178,,3868037311,141,17.3,,,,10ijtddqmzbhx3qtlhbyn4rca,I. El Kadiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536111,19,1,1,1,1,6g9qrm72224jrk6tkxxxi8a9n,1,95.7,17,2022-10-23T18:01:14.297Z,2022-10-26T12:34:20Z,3868037671,140,91.2,3868037665,2,,3873701401,178,,3868037669,56,Center,3868037673,141,61.2,3868037677,213,1.7,3869708799,72,,3868037667,155,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,3869708797,223,3868037675,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536117,20,61,1,1,3,6g9qrm72224jrk6tkxxxi8a9n,1,91.2,61.2,2022-10-23T18:01:16.090Z,2022-10-26T12:34:40Z,3868037703,56,Center,3873701873,388,,3873701871,21,,,,,,,,,,,,,,,,,10ijtddqmzbhx3qtlhbyn4rca,I. El Kadiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536091,6,5,1,1,6,4vd2t5schmvvufrfib7f2vjdf,1,-1,21.9,2022-10-23T18:01:18.622Z,2022-10-26T12:34:47Z,3868037567,56,Back,3868037569,346,,3868037733,233,21,,,,,,,,,,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536121,21,5,1,1,6,6g9qrm72224jrk6tkxxxi8a9n,0,101,78.1,2022-10-23T18:01:18.622Z,2022-10-26T12:34:47Z,3868037721,346,,3868037751,233,6,3868037719,56,Center,,,,,,,,,,,,,,,,10ijtddqmzbhx3qtlhbyn4rca,I. El Kadiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536247,7,1,1,1,25,4vd2t5schmvvufrfib7f2vjdf,1,4.8,37.6,2022-10-23T18:01:38.236Z,2022-10-26T13:46:38Z,3868038543,213,1.7,3868038547,237,,3868038541,212,14.1,3868038535,56,Back,3868038533,124,,3868038537,140,3.7,3868038539,141,58.3,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536267,8,1,1,1,28,4vd2t5schmvvufrfib7f2vjdf,0,3.9,58.3,2022-10-23T18:01:40.829Z,2022-10-26T12:34:57Z,3868038641,213,0.2,3868038635,140,40.5,3868038633,56,Back,3868038637,141,71.6,3868038639,212,39.5,3873702493,178,,3868038643,1,,3868038631,157,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536287,22,61,1,1,31,6g9qrm72224jrk6tkxxxi8a9n,1,61.5,38.2,2022-10-23T18:01:43.849Z,2022-10-26T12:35:11Z,3873702773,21,,3868038767,56,Center,3873702775,178,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477621861,1460,67,1,1,32,4vd2t5schmvvufrfib7f2vjdf,1,35,65.6,2022-10-23T18:01:45.470Z,2022-10-26T13:48:43Z,3873821309,233,1519,,,,,,,,,,,,,,,,,,,,,,34258m1cvslz8r6d17nv4b90q,S. van Ottele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477603793,935,43,1,1,32,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-10-23T18:01:45.471Z,2022-10-26T13:41:00Z,3873727015,233,907,3873821171,144,67,,,,,,,,,,,,,,,,,,,34258m1cvslz8r6d17nv4b90q,S. van Ottele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477621855,1519,67,1,1,32,6g9qrm72224jrk6tkxxxi8a9n,0,65,34.4,2022-10-23T18:01:45.471Z,2022-10-26T13:41:05Z,3873821313,233,1460,,,,,,,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477603789,907,43,1,1,32,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-10-23T18:01:45.472Z,2022-10-26T13:41:00Z,3873727031,233,935,3873821177,144,67,,,,,,,,,,,,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536295,9,1,1,1,32,4vd2t5schmvvufrfib7f2vjdf,0,36.5,66.5,2022-10-23T18:01:45.489Z,2022-10-26T13:48:43Z,3873703061,178,,3868038829,140,42.1,3868038827,56,Back,3868038831,141,88.5,3868038833,212,16.1,3868038835,213,1.2,,,,,,,34258m1cvslz8r6d17nv4b90q,S. van Ottele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536301,23,49,1,1,36,6g9qrm72224jrk6tkxxxi8a9n,1,56.3,16.2,2022-10-23T18:01:48.642Z,2022-10-26T12:35:31Z,,,,,,,,,,,,,,,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536329,24,1,1,1,36,6g9qrm72224jrk6tkxxxi8a9n,1,56.5,14.1,2022-10-23T18:01:49.488Z,2022-10-26T12:35:36Z,3868039007,140,58.1,3868039009,141,31.5,3868039005,56,Center,3868039013,213,1.4,3868039011,212,12.0,3873703599,178,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536347,25,1,1,1,38,6g9qrm72224jrk6tkxxxi8a9n,1,56.7,23.4,2022-10-23T18:01:51.310Z,2022-10-26T12:35:41Z,3868039111,140,51.0,3873703693,178,,3868039113,141,10.0,3868039117,213,4.1,3868039107,155,,3868039109,56,Right,3868039115,212,10.9,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536373,26,1,1,1,40,6g9qrm72224jrk6tkxxxi8a9n,1,51,10,2022-10-23T18:01:53.228Z,2022-10-26T12:35:45Z,3868039253,213,2.6,3868039247,140,33.9,3868039249,141,24.7,3868039245,56,Back,3868039251,212,20.5,3873703829,178,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536389,27,1,1,1,43,6g9qrm72224jrk6tkxxxi8a9n,1,31.4,28.5,2022-10-23T18:01:56.524Z,2022-10-26T12:35:48Z,3873703915,178,,3868039355,140,26.4,3868039361,213,1.9,3868039359,212,18.2,3868039353,56,Back,3868039357,141,54.2,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536441,28,1,1,1,46,6g9qrm72224jrk6tkxxxi8a9n,1,26.6,53.7,2022-10-23T18:01:58.942Z,2022-10-26T12:35:56Z,3868039759,212,27.3,3868039753,56,Back,3868039757,141,88.3,3868039755,140,39.8,3868039761,213,1.0,3873704167,178,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536443,29,1,1,1,56,6g9qrm72224jrk6tkxxxi8a9n,0,79.9,95.7,2022-10-23T18:02:08.755Z,2022-10-26T12:36:18Z,3868039851,286,,3873704665,178,,3868039771,140,81.7,3868039769,56,Left,3868039775,212,4.3,3868039843,236,,3868039773,141,90.0,3868039777,213,5.2,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,3868039845,233,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536449,10,74,1,1,56,4vd2t5schmvvufrfib7f2vjdf,1,13.9,11.3,2022-10-23T18:02:08.976Z,2022-10-26T12:36:23Z,3873704779,178,,3868039871,233,29,3868039817,56,Back,3868039819,285,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536473,30,50,1,1,59,6g9qrm72224jrk6tkxxxi8a9n,1,93.6,96.1,2022-10-23T18:02:12.537Z,2022-10-26T12:36:27Z,3868040065,233,11,3868039961,56,Left,3868039963,286,,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536489,11,7,1,2,0,4vd2t5schmvvufrfib7f2vjdf,1,6.4,3.9,2022-10-23T18:02:12.814Z,2022-10-26T12:36:32Z,3868040031,285,,3869709873,385,,3873704985,178,,3868040029,56,Back,3868040055,233,30,3868040027,167,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536493,12,5,1,2,1,4vd2t5schmvvufrfib7f2vjdf,0,9.4,-1.6,2022-10-23T18:02:13.641Z,2022-10-26T12:36:37Z,3868040097,233,31,3868040049,347,,3868040047,56,Back,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536499,31,5,1,2,1,6g9qrm72224jrk6tkxxxi8a9n,1,90.6,101.6,2022-10-23T18:02:13.641Z,2022-10-26T12:36:37Z,3868040075,347,,3868040093,233,12,3868040073,56,Left,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536563,32,1,1,2,8,6g9qrm72224jrk6tkxxxi8a9n,1,84.1,100,2022-10-23T18:02:20.726Z,2022-10-26T12:36:45Z,3868040451,213,3.4,3868040441,107,,3868040445,140,72.2,3868040443,56,Left,3868040447,141,97.4,3868040449,212,12.8,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536603,33,1,1,2,11,6g9qrm72224jrk6tkxxxi8a9n,1,70.5,96.5,2022-10-23T18:02:23.698Z,2022-10-26T12:36:51Z,3868040629,212,31.6,3868040627,141,65.2,3868040623,56,Back,3868040625,140,48.2,3868040631,213,3.9,3873705543,178,,,,,,,,8oetnmi8kejwwy37rhlelw2ne,W. Ould-Chikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536631,34,1,1,2,15,6g9qrm72224jrk6tkxxxi8a9n,1,48.1,59.4,2022-10-23T18:02:27.818Z,2022-10-26T12:36:56Z,3868040785,141,28.3,3868040783,140,52.3,3868040787,212,21.6,3868040789,213,4.9,3873705669,178,,3868040781,56,Center,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536655,35,1,1,2,18,6g9qrm72224jrk6tkxxxi8a9n,1,52.1,30,2022-10-23T18:02:30.896Z,2022-10-26T12:37:00Z,3868040871,140,47.3,3873705815,178,,3868040877,213,1.9,3868040873,141,53.1,3868040875,212,16.5,3868040869,56,Back,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536669,36,1,1,2,20,6g9qrm72224jrk6tkxxxi8a9n,1,46.3,53.4,2022-10-23T18:02:32.899Z,2022-10-26T12:37:02Z,3873705897,178,,3868040949,212,21.9,3868040943,56,Back,3868040947,141,85.6,3868040945,140,46.1,3868040951,213,1.6,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536745,37,1,1,2,22,6g9qrm72224jrk6tkxxxi8a9n,1,46.1,83.3,2022-10-23T18:02:35.227Z,2022-10-26T12:37:06Z,3873706001,178,,3868041411,213,0.7,3868041405,140,55.6,3868041409,212,13.1,3868041403,56,Left,3868041407,141,95.7,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476536783,38,1,1,2,29,6g9qrm72224jrk6tkxxxi8a9n,1,69.4,41.3,2022-10-23T18:02:42.057Z,2022-10-26T12:37:11Z,3873706201,178,,3868041611,141,17.1,3868041617,213,5.2,3868041613,212,18.4,3868041603,56,Right,3868041607,140,77.2,,,,,,,8oetnmi8kejwwy37rhlelw2ne,W. Ould-Chikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
