id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2458580985,185,1,1,17,54,ccpscwdcm65czscrun048ecn5,1,37,76.7,2022-09-11T10:34:19.177Z,2022-09-13T10:13:01Z,3772706189,56,Left,3772706195,212,27.4,3772706191,140,63.0,3772706197,213,0.1,3777241485,178,,3772706193,141,79.6,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581011,186,1,1,17,56,ccpscwdcm65czscrun048ecn5,1,63.1,79.6,2022-09-11T10:34:21.145Z,2022-09-13T10:13:16Z,3772706337,213,1.1,3772706333,141,97.2,3777241747,178,,3772706331,140,68.3,3772706335,212,13.2,3772706329,56,Left,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581031,187,1,1,18,0,ccpscwdcm65czscrun048ecn5,0,71.9,96.4,2022-09-11T10:34:24.875Z,2022-09-13T10:14:11Z,3772706395,141,58.8,3772706397,212,30.7,3772706387,2,,3773398797,72,,3773398795,387,,3772706389,155,,3772706399,213,5.3,3777242739,178,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,3772706391,56,Center,,3772706393,140,3773398791,225,,,,,,,,,,88.1,,,,,,,,,,,,,,,,,
2458581051,176,12,1,18,1,6hsriqr3ybvyg94w2k19oal50,1,14.4,46.4,2022-09-11T10:34:26.275Z,2022-09-13T10:14:35Z,3772706475,15,,3772706471,212,25.3,3772706465,56,Back,3772706473,213,0.0,3772706467,140,38.5,3777242905,389,,3772706469,141,47.5,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581085,188,1,1,18,3,ccpscwdcm65czscrun048ecn5,0,63.6,59.4,2022-09-11T10:34:28.132Z,2022-09-13T10:14:51Z,3772706537,3,,3772706539,56,Center,3772706541,140,74.4,3772706545,212,15.9,3777243387,178,,3772706543,141,43.1,3772706547,213,5.5,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581099,177,1,1,18,4,6hsriqr3ybvyg94w2k19oal50,0,29.1,59.7,2022-09-11T10:34:29.739Z,2022-09-13T10:15:08Z,3772706599,140,41.4,3772706597,56,Back,3772706603,212,13.0,3772706601,141,61.2,3772706605,213,0.1,3772706595,3,,3777243697,388,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581125,189,1,1,18,7,ccpscwdcm65czscrun048ecn5,1,61.3,41,2022-09-11T10:34:32.086Z,2022-09-13T10:15:18Z,3772706737,213,4.5,3772706719,3,,3772706735,212,17.6,3772706731,141,15.8,3777243907,178,,3772706723,56,Right,3772706727,140,57.5,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581169,190,1,1,18,9,ccpscwdcm65czscrun048ecn5,1,56.5,21,2022-09-11T10:34:34.660Z,2022-09-13T10:15:29Z,3772706909,56,Center,3772706911,140,56.8,3772706915,212,5.1,3772706917,213,1.5,3777244061,178,,3772706913,141,28.5,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581177,191,1,1,18,14,ccpscwdcm65czscrun048ecn5,1,56.8,28.5,2022-09-11T10:34:39.146Z,2022-09-13T10:15:38Z,3772706947,212,9.8,3777244165,178,,3772706943,140,65.6,3772706941,56,Center,3772706945,141,33.1,3772706949,213,0.3,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581187,192,1,1,18,15,ccpscwdcm65czscrun048ecn5,1,65.6,33.1,2022-09-11T10:34:40.599Z,2022-09-13T10:15:50Z,3772706999,141,29.7,3777244289,178,,3772706997,140,81.5,3772707001,212,16.9,3772707003,213,6.1,3772706995,56,Center,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581213,193,1,1,18,17,ccpscwdcm65czscrun048ecn5,0,81.5,29.7,2022-09-11T10:34:42.431Z,2022-09-13T10:15:59Z,3772707157,213,1.0,3772707153,141,75.6,3772707149,56,Center,3772707155,212,37.3,3772707151,140,100.0,3772707159,1,,3777244409,178,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581209,178,5,1,18,21,6hsriqr3ybvyg94w2k19oal50,1,-1.1,24.7,2022-09-11T10:34:46.099Z,2022-09-13T10:16:08Z,3772707135,346,,3772707191,233,194,3772707133,56,Back,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581215,194,5,1,18,21,ccpscwdcm65czscrun048ecn5,0,101.1,75.3,2022-09-11T10:34:46.099Z,2022-09-13T10:16:08Z,3772707199,233,178,3772707165,346,,3772707163,56,Center,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581451,179,1,1,18,57,6hsriqr3ybvyg94w2k19oal50,0,4.6,49.3,2022-09-11T10:35:22.767Z,2022-09-13T10:16:18Z,3772708399,74,,3772708389,141,40.3,3772708387,140,60.5,3772708393,213,6.2,3772708383,124,,3772708385,56,Center,3772708395,1,,3772708391,212,59.0,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581465,195,1,1,19,2,ccpscwdcm65czscrun048ecn5,1,36,69.4,2022-09-11T10:35:26.885Z,2022-09-13T10:16:34Z,3772708471,213,0.1,3772708461,140,64.9,3772708459,56,Center,3772708463,141,74.2,3772708467,212,30.5,3777244839,388,,3772708457,3,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581475,196,49,1,19,3,ccpscwdcm65czscrun048ecn5,1,64.9,74.2,2022-09-11T10:35:28.255Z,2022-09-13T10:16:50Z,,,,,,,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581515,180,45,1,19,4,6hsriqr3ybvyg94w2k19oal50,0,43.1,22.5,2022-09-11T10:35:29.622Z,2022-09-13T10:17:25Z,3772708721,56,Back,3772708741,233,197,3772708723,285,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581511,197,3,1,19,4,ccpscwdcm65czscrun048ecn5,1,56.9,77.5,2022-09-11T10:35:29.622Z,2022-09-13T10:17:24Z,3772708725,233,180,3772708707,286,,3773402335,464,,3777245549,178,,3772708705,56,Center,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581523,198,1,1,19,8,ccpscwdcm65czscrun048ecn5,1,48.4,80.6,2022-09-11T10:35:33.026Z,2022-09-13T10:17:32Z,3772708753,213,2.3,3772708751,212,11.8,3772708749,141,93.9,3777245747,178,,3772708745,56,Back,3772708747,140,41.2,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581533,199,1,1,19,9,ccpscwdcm65czscrun048ecn5,0,41.2,93.9,2022-09-11T10:35:34.531Z,2022-09-13T10:17:46Z,3772708805,140,41.9,3772708803,56,Back,3772708807,141,89.7,3772708811,213,5.0,3772708809,212,2.9,3777246027,178,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459469903,1115,67,1,19,10,6hsriqr3ybvyg94w2k19oal50,1,54.7,26.1,2022-09-11T10:35:35.281Z,2022-09-13T20:49:44Z,3777392301,233,1199,,,,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459469899,1199,67,1,19,10,ccpscwdcm65czscrun048ecn5,0,45.3,73.9,2022-09-11T10:35:35.282Z,2022-09-13T12:09:26Z,3777392305,233,1115,,,,,,,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581539,181,8,1,19,10,6hsriqr3ybvyg94w2k19oal50,1,54.6,28.5,2022-09-11T10:35:35.401Z,2022-09-13T20:49:44Z,3772708835,56,Center,3773403269,384,,3777246729,178,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581565,182,49,1,19,13,6hsriqr3ybvyg94w2k19oal50,1,62.2,52.2,2022-09-11T10:35:38.621Z,2022-09-13T10:19:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581597,183,1,1,19,16,6hsriqr3ybvyg94w2k19oal50,1,72,60.8,2022-09-11T10:35:41.839Z,2022-09-13T10:19:35Z,3772709127,213,1.0,3772709123,141,88.9,3777247793,178,,3772709121,140,84.0,3772709125,212,22.9,3772709119,56,Left,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459470127,1121,43,1,19,19,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-09-11T10:35:43.992Z,2022-09-13T12:10:14Z,3777393425,144,82,3777393315,178,0,,,,,,,,,,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581621,184,1,1,19,19,6hsriqr3ybvyg94w2k19oal50,1,85.6,89.6,2022-09-11T10:35:44.088Z,2022-09-13T10:19:44Z,3773404239,224,,3773404241,72,,3772709269,1,,3772709265,212,41.8,3777247917,178,,3772709267,213,5.0,3772709255,2,,3772709257,155,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,3772709261,140,95.5,,3772709263,141,3772709259,56,,,,,,,,,,30.0,Center,,,,,,,,,,,,,,,,
2458581625,185,1,1,19,21,6hsriqr3ybvyg94w2k19oal50,0,94.7,31.8,2022-09-11T10:35:46.415Z,2022-09-13T10:19:56Z,3772736775,212,6.6,3772736771,140,96.4,3777248101,178,,3772736773,141,41.2,3772736777,213,1.3,3772709287,56,Center,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581635,200,12,1,19,22,ccpscwdcm65czscrun048ecn5,1,2.8,57.5,2022-09-11T10:35:47.213Z,2022-09-13T10:20:08Z,3772709345,56,Back,3777248361,388,,3772738209,213,1.5,3772738539,15,,3772738205,141,69.5,3772738207,212,8.2,3772738203,140,3.1,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581639,186,1,1,19,22,6hsriqr3ybvyg94w2k19oal50,0,96.7,32.8,2022-09-11T10:35:47.862Z,2022-09-13T10:20:21Z,3772709371,212,17.6,3772709365,56,Center,3772709367,140,93.4,3772709363,3,,3772709373,213,1.8,3777248559,388,,3772709369,141,58.2,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581653,201,12,1,19,24,ccpscwdcm65czscrun048ecn5,1,9.7,43.7,2022-09-11T10:35:49.804Z,2022-09-13T10:20:34Z,3772709443,213,5.6,3777248777,388,,3772709439,141,35.4,3772709441,212,8.5,3772709435,56,Back,3772709437,140,15.8,3772709453,15,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581661,202,49,1,19,26,ccpscwdcm65czscrun048ecn5,1,16.4,35.4,2022-09-11T10:35:51.083Z,2022-09-13T10:23:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581687,203,1,1,19,26,ccpscwdcm65czscrun048ecn5,0,16.4,35.4,2022-09-11T10:35:51.695Z,2022-09-13T10:23:36Z,3772709569,140,63.8,3777251313,178,,3772709575,213,6.3,3772709571,141,34.5,3772709565,157,,3772709567,56,Center,3772709577,1,,3772709573,212,49.8,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581685,187,49,1,19,30,6hsriqr3ybvyg94w2k19oal50,1,41.5,65.2,2022-09-11T10:35:55.291Z,2022-09-13T10:24:04Z,,,,,,,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581801,188,1,1,19,34,6hsriqr3ybvyg94w2k19oal50,1,44.5,61.7,2022-09-11T10:35:58.873Z,2022-09-13T10:24:12Z,3772710149,213,5.5,3772710151,1,,3777251819,178,,3772710139,155,,3772710141,56,Right,3772710145,141,4.1,3772710147,212,52.9,3772710143,140,78.4,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581803,189,61,1,19,37,6hsriqr3ybvyg94w2k19oal50,0,73.5,4,2022-09-11T10:36:01.949Z,2022-09-13T20:53:13Z,3772710157,56,Right,3777253121,388,,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459470413,1212,43,1,19,37,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-11T10:36:02.002Z,2022-09-13T20:52:21Z,3777394597,178,0,3778434967,144,82,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459659373,1307,43,1,19,37,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-09-11T10:36:02.002Z,2022-09-13T20:52:27Z,3778435033,144,82,3778434971,178,0,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459659383,1308,43,1,19,37,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-09-11T10:36:02.002Z,2022-09-13T20:53:18Z,3778435757,144,82,3778435179,388,0,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581825,204,49,1,19,37,ccpscwdcm65czscrun048ecn5,1,23.7,89,2022-09-11T10:36:02.061Z,2022-09-13T12:16:38Z,,,,,,,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459659453,1363,43,1,19,38,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-11T10:36:02.896Z,2022-09-13T20:52:46Z,3778435321,178,0,3778435331,144,82,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581833,205,1,1,19,48,ccpscwdcm65czscrun048ecn5,0,23.7,89,2022-09-11T10:36:13.356Z,2022-09-13T10:26:00Z,3772710275,56,Back,3772710277,140,43.2,3772710283,213,5.6,3777253497,178,,3772710279,141,63.3,3772710281,212,26.9,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459472383,1144,67,1,19,50,6hsriqr3ybvyg94w2k19oal50,1,58.6,34.7,2022-09-11T10:36:15.313Z,2022-09-13T20:49:44Z,3777403577,233,1283,,,,,,,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459472381,1283,67,1,19,50,ccpscwdcm65czscrun048ecn5,0,41.4,65.3,2022-09-11T10:36:15.314Z,2022-09-13T12:17:36Z,3777403581,233,1144,,,,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581853,190,8,1,19,50,6hsriqr3ybvyg94w2k19oal50,1,55.5,49.7,2022-09-11T10:36:15.506Z,2022-09-13T20:49:45Z,3773407603,384,,3772710369,56,Center,3777253731,178,,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581869,191,49,1,19,52,6hsriqr3ybvyg94w2k19oal50,1,63.8,53.3,2022-09-11T10:36:17.365Z,2022-09-13T10:32:11Z,,,,,,,,,,,,,,,,,,,,,,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581879,192,1,1,19,52,6hsriqr3ybvyg94w2k19oal50,1,64.2,53.3,2022-09-11T10:36:17.492Z,2022-09-13T10:32:18Z,3772710455,140,67.0,3772713169,168,,3772710453,56,Center,3772710457,141,49.0,3777256037,178,,3772710461,213,5.5,3772710459,212,4.1,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581883,193,1,1,19,54,6hsriqr3ybvyg94w2k19oal50,0,71.1,47.6,2022-09-11T10:36:19.220Z,2022-09-13T10:31:16Z,3772710517,4,,3772710477,155,,3772710487,213,6.0,3772710483,141,32.0,3772714997,1,,3772710485,212,33.5,3772710481,140,100.0,3772710479,56,Center,4212luiyivgvje1vm1ojieicq,G. Vidović,3777260455,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581897,206,5,1,19,58,ccpscwdcm65czscrun048ecn5,1,-0.9,71.9,2022-09-11T10:36:23.296Z,2022-09-13T10:32:31Z,3772710553,346,,3772715951,233,208,3772710551,56,Back,,,,,,,,,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582891,208,5,1,19,58,6hsriqr3ybvyg94w2k19oal50,0,100.9,28.1,2022-09-11T10:36:23.296Z,2022-09-13T10:32:31Z,3772715901,56,Center,3772715963,233,206,3772715903,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582009,207,1,1,20,8,ccpscwdcm65czscrun048ecn5,1,5,63,2022-09-11T10:36:33.286Z,2022-09-13T10:32:45Z,3772711069,141,28.2,3772711063,124,,3772711073,213,4.7,3772711067,140,5.4,3772711077,237,,3772711065,56,Back,3772711071,212,23.7,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582029,208,1,1,20,11,ccpscwdcm65czscrun048ecn5,1,5.2,30.1,2022-09-11T10:36:36.096Z,2022-09-13T10:32:51Z,3772711179,141,6.4,3772711181,212,16.9,3772711183,213,5.0,3777263045,178,,3772711177,140,9.9,3772711175,56,Back,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582045,209,1,1,20,13,ccpscwdcm65czscrun048ecn5,1,10,6.2,2022-09-11T10:36:38.665Z,2022-09-13T10:32:59Z,3772711313,213,0.4,3772711309,141,26.5,3772711311,212,35.1,3772711315,1,,3772711305,56,Back,3772711307,140,40.7,3777263261,178,,3772711303,155,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582079,210,1,1,20,15,ccpscwdcm65czscrun048ecn5,0,42.2,29.1,2022-09-11T10:36:40.638Z,2022-09-13T10:33:14Z,3772711447,56,Right,3772711445,3,,3772711451,140,60.3,3772711455,212,22.9,3772711453,141,10.4,3772711457,213,5.7,3777263607,178,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582073,194,49,1,20,19,6hsriqr3ybvyg94w2k19oal50,1,41,93.8,2022-09-11T10:36:43.900Z,2022-09-13T10:33:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582097,195,1,1,20,19,6hsriqr3ybvyg94w2k19oal50,1,37.1,95,2022-09-11T10:36:43.932Z,2022-09-13T10:34:01Z,3772711543,56,Back,3772711545,140,21.5,3777264999,178,,3772711549,141,61.7,3772711555,213,4.1,3772711553,212,27.9,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582123,196,1,1,20,22,6hsriqr3ybvyg94w2k19oal50,1,21.5,61.7,2022-09-11T10:36:46.911Z,2022-09-13T10:34:08Z,3772711677,157,,3772711699,1,,3772711689,141,65.8,3777265145,178,,3772711681,56,Center,3772711685,140,72.5,3772711695,213,0.1,3772711691,212,53.6,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582129,197,1,1,20,25,6hsriqr3ybvyg94w2k19oal50,1,72.9,66,2022-09-11T10:36:50.774Z,2022-09-13T10:35:07Z,3777266657,21,,3772711733,213,2.7,3772711731,212,6.5,3777266655,178,,3772711729,141,70.3,3772711741,156,,3772711725,56,Center,3772711727,140,67.4,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582183,198,1,1,20,29,6hsriqr3ybvyg94w2k19oal50,1,73.4,67,2022-09-11T10:36:54.056Z,2022-09-13T10:35:20Z,3772712049,141,58.2,3772712051,212,8.2,3772712053,213,4.0,3772712047,140,68.1,3777266891,178,,3772712045,56,Center,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459472763,1160,43,1,20,29,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-09-11T10:36:54.864Z,2022-09-13T12:18:54Z,3777405369,144,82,3777405339,178,0,,,,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582189,199,1,1,20,30,6hsriqr3ybvyg94w2k19oal50,1,68.1,58.2,2022-09-11T10:36:54.914Z,2022-09-13T10:35:39Z,3772712083,213,1.9,3772712081,212,8.4,3772712079,141,69.7,3772712075,56,Center,3777267445,178,,3772712077,140,65.3,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582223,200,1,1,20,33,6hsriqr3ybvyg94w2k19oal50,1,66.1,62.9,2022-09-11T10:36:58.190Z,2022-09-13T10:35:49Z,3772712211,213,5.0,3772712209,212,41.0,3772712213,1,,3772712203,56,Right,3772712207,141,4.3,3777267681,178,,3772712205,140,75.3,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582259,201,1,1,20,41,6hsriqr3ybvyg94w2k19oal50,1,74.6,5,2022-09-11T10:37:06.093Z,2022-09-13T10:36:42Z,3772712349,212,16.6,3772712351,213,1.6,3772712343,56,Center,3772712347,141,29.4,3777267975,178,,3772712345,140,74.6,3772712897,210,15,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582261,202,15,1,20,43,6hsriqr3ybvyg94w2k19oal50,1,75.5,31.4,2022-09-11T10:37:08.249Z,2022-09-13T10:36:43Z,3772712923,147,49.5,3772712913,102,50.4,3772712921,146,98.2,3772712433,72,,3772712907,29,,3772712909,55,201,3772712915,103,2.5,3772712365,56,Center,4idru0svqcqjpi03b4jhqyd3p,M. Bero,3777268969,178,,,3772712919,328,3772712905,78,3772712949,233,212,3772712917,215,,3772712361,22,,,,3772712363,18,,,,,,,,,,,,,,
2458582283,212,10,1,20,44,ccpscwdcm65czscrun048ecn5,1,2.1,50.5,2022-09-11T10:37:09.285Z,2022-09-13T10:37:00Z,3772712445,179,,3772712447,182,,3772712443,177,,3773410517,376,,3772712479,233,202,3772712449,56,Back,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582281,211,52,1,20,44,ccpscwdcm65czscrun048ecn5,1,2.3,50.1,2022-09-11T10:37:09.418Z,2022-09-13T10:37:06Z,3773411053,376,,3777269397,389,,,,,,,,,,,,,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458582457,213,1,1,21,1,ccpscwdcm65czscrun048ecn5,1,13.3,57.8,2022-09-11T10:37:26.145Z,2022-09-13T10:37:17Z,3772713293,141,93.5,3772713297,213,0.4,3772713287,199,,3772713291,140,62.0,3772713295,212,56.6,3772713289,56,Left,3772713299,1,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
