id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/18/value,keyPass,qualifier/11/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2476190813,5,1,1,0,7,8iawijq7s9s6d85mjz8wdslki,0,33.6,72.6,2022-10-23T12:32:27.883Z,2022-10-26T15:30:48Z,3866223081,56,Back,3866223097,141,75.2,3872977209,178,,3866223111,213,2.9,3866223089,140,27.8,3866223105,212,6.3,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476190839,5,1,1,0,11,b79uipsy57y1jqpy07h4i5ovk,1,71.3,18.5,2022-10-23T12:32:31.035Z,2022-10-26T05:13:34Z,3872977229,178,,3866223213,56,Right,3866223217,141,2.8,3866223215,140,59.9,3866223221,213,3.9,3866223219,212,16.0,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476190879,6,1,1,0,13,b79uipsy57y1jqpy07h4i5ovk,1,59.3,2.8,2022-10-23T12:32:33.190Z,2022-10-26T05:13:38Z,3872977263,178,,3866223493,141,17.2,3866223495,212,27.6,3866223491,140,34.7,3866223497,213,2.8,3866223489,56,Back,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476190909,7,1,1,0,15,b79uipsy57y1jqpy07h4i5ovk,1,34.7,17.2,2022-10-23T12:32:35.492Z,2022-10-26T05:13:43Z,3872977321,178,,3866223673,56,Back,3866223677,140,43.7,3866223687,213,5.6,3866223681,141,5.3,3866223685,212,12.4,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476190959,8,1,1,0,18,b79uipsy57y1jqpy07h4i5ovk,1,44.2,5.8,2022-10-23T12:32:38.720Z,2022-10-26T05:13:48Z,3866223933,56,Right,3866223937,141,12.4,3866223935,140,74.4,3872977381,178,,3866223931,155,,3866223939,212,32.0,3866223943,1,,3866223941,213,0.1,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476190971,9,1,1,0,20,b79uipsy57y1jqpy07h4i5ovk,0,74.4,12.4,2022-10-23T12:32:40.515Z,2022-10-26T05:13:53Z,3866223965,56,Right,3866223973,213,3.6,3866223967,140,71.1,3872977437,178,,3866223971,212,4.0,3866223969,141,9.6,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476190975,6,49,1,0,22,8iawijq7s9s6d85mjz8wdslki,1,31.9,93.1,2022-10-23T12:32:42.836Z,2022-10-26T05:13:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191081,7,1,1,0,23,8iawijq7s9s6d85mjz8wdslki,1,30.8,93.4,2022-10-23T12:32:43.045Z,2022-10-26T05:14:03Z,3872977531,178,,3866224569,141,83.5,3866224575,213,6.0,3866224573,212,25.1,3866224561,56,Left,3866224565,140,53.8,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191085,8,4,1,0,24,8iawijq7s9s6d85mjz8wdslki,1,53.6,79.5,2022-10-23T12:32:44.516Z,2022-10-26T05:14:07Z,3866514063,294,,3866224603,286,,3866224695,233,10,3866224599,152,,3866224595,13,,3866224597,56,Left,,,,,,,55njsqpc4izy2wogf188whtrd,Pedro Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191093,10,4,1,0,24,b79uipsy57y1jqpy07h4i5ovk,0,46.4,20.5,2022-10-23T12:32:44.517Z,2022-10-26T05:14:06Z,3866224629,152,,3866224633,285,,3866224723,233,8,3866226671,294,,3872977579,178,,3866224625,13,,3866224627,56,Back,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191267,9,1,1,0,35,8iawijq7s9s6d85mjz8wdslki,1,45.8,78.5,2022-10-23T12:32:55.015Z,2022-10-26T05:14:09Z,3866225559,213,4.1,3866225545,152,,3866225541,5,,3872977607,178,,3866225553,140,34.6,3866225549,56,Back,3866225557,212,22.0,3866225555,141,51.2,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191353,10,1,1,0,38,8iawijq7s9s6d85mjz8wdslki,1,36.5,46.1,2022-10-23T12:32:58.273Z,2022-10-26T05:14:12Z,3866225977,56,Back,3866225981,141,16.8,3866225985,213,5.0,3866225979,140,42.3,3866225983,212,20.8,3872977631,178,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191401,11,1,1,0,43,8iawijq7s9s6d85mjz8wdslki,1,42.9,23,2022-10-23T12:33:03.113Z,2022-10-26T05:14:17Z,3872977689,178,,3866226217,213,2.2,3866226203,56,Back,3866226211,141,38.6,3866226215,212,13.0,3866226207,140,35.7,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191467,12,1,1,0,45,8iawijq7s9s6d85mjz8wdslki,1,35,37.7,2022-10-23T12:33:05.432Z,2022-10-26T05:14:20Z,3866226549,56,Back,3866226557,213,1.4,3866226551,140,39.5,3866226555,212,26.9,3866226553,141,76.7,3872977721,178,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191549,13,1,1,0,49,8iawijq7s9s6d85mjz8wdslki,1,44.2,74.8,2022-10-23T12:33:09.011Z,2022-10-26T05:14:24Z,3866226993,213,5.3,3866226983,155,,3866226985,56,Right,3866226991,212,54.5,3866226995,1,,3866226987,140,73.4,3872977773,178,,3866226989,141,8.5,6dd248q0adq6su677bw2kk2c5,C. Verdonk,3868652507,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191639,14,1,1,0,52,8iawijq7s9s6d85mjz8wdslki,1,74.1,8.3,2022-10-23T12:33:12.679Z,2022-10-26T05:14:34Z,3866227427,213,2.9,3866227425,212,11.6,3866227419,140,63.4,3866227423,141,12.8,3872977855,178,,3866227413,3,,3866227415,56,Right,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191695,15,1,1,0,57,8iawijq7s9s6d85mjz8wdslki,1,65.1,13.7,2022-10-23T12:33:17.115Z,2022-10-26T05:14:38Z,3872977893,178,,3866227651,212,12.7,3866227649,141,29.2,3866227653,213,2.2,3866227645,56,Center,3866227647,140,58.3,,,,,,,bqqq27wy9bk31ssgapksci4t1,T. Sanniez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191713,16,1,1,1,0,8iawijq7s9s6d85mjz8wdslki,1,61.7,28.9,2022-10-23T12:33:20.593Z,2022-10-26T05:14:42Z,3866227745,140,67.5,3866227747,141,25.2,3872977939,178,,3866227743,56,Center,3866227751,213,5.9,3866227749,212,6.6,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191749,17,1,1,1,2,8iawijq7s9s6d85mjz8wdslki,1,68.5,22.7,2022-10-23T12:33:22.107Z,2022-10-26T05:14:46Z,3866227889,141,15.9,3866227887,140,58.1,3866227895,213,3.5,3866227891,212,11.9,3872977991,178,,3866227885,56,Right,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191785,18,1,1,1,3,8iawijq7s9s6d85mjz8wdslki,1,61.1,15.7,2022-10-23T12:33:23.299Z,2022-10-26T05:14:52Z,3866228109,141,4.8,3866228111,212,13.5,3866228113,213,5.7,3872978047,178,,3866228107,140,71.9,3866228105,56,Right,,,,,,,bqqq27wy9bk31ssgapksci4t1,T. Sanniez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191815,19,1,1,1,5,8iawijq7s9s6d85mjz8wdslki,0,80.5,6,2022-10-23T12:33:25.011Z,2022-10-26T05:14:59Z,3866228257,212,15.8,3866228255,141,29.1,3866228251,56,Center,3866228259,213,1.5,3866228253,140,82.3,3872978109,178,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191853,11,49,1,1,6,b79uipsy57y1jqpy07h4i5ovk,1,18.9,66.5,2022-10-23T12:33:26.564Z,2022-10-26T05:15:05Z,,,,,,,,,,,,,,,,,,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191911,12,1,1,1,6,b79uipsy57y1jqpy07h4i5ovk,1,18.8,69.3,2022-10-23T12:33:26.878Z,2022-10-26T05:15:11Z,3866228789,213,3.2,3872978235,178,,3866228783,140,5.1,3866228787,212,14.4,3866228785,141,68.6,3866228781,56,Back,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476194055,32,61,1,1,9,b79uipsy57y1jqpy07h4i5ovk,0,7.8,64.1,2022-10-23T12:33:29.105Z,2022-10-26T05:15:23Z,3866240017,56,Back,3872978375,178,,,,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192713,32,3,1,1,10,8iawijq7s9s6d85mjz8wdslki,0,96.2,34.8,2022-10-23T12:33:30.216Z,2022-10-26T06:41:43Z,3869089433,233,13,3866232987,56,Center,3869270055,464,,3872978451,178,,3868659713,286,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191939,13,7,1,1,11,b79uipsy57y1jqpy07h4i5ovk,1,3.8,65.2,2022-10-23T12:33:31.513Z,2022-10-26T06:41:51Z,3872978511,178,,3869089409,233,32,3868660169,285,,3868660243,384,,3866228915,56,Back,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476194293,33,61,1,1,11,b79uipsy57y1jqpy07h4i5ovk,1,6.4,65.1,2022-10-23T12:33:31.707Z,2022-10-26T05:15:43Z,3872978649,178,,3866241257,56,Back,,,,,,,,,,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191953,20,1,1,1,14,8iawijq7s9s6d85mjz8wdslki,0,82.4,40.1,2022-10-23T12:33:34.201Z,2022-10-26T05:15:50Z,3866228997,141,42.8,3866228999,212,1.9,3872978719,389,,3866229129,286,,3866229117,236,,3866229121,233,14,3866229001,213,1.3,3866228993,56,Center,5qvy65ckiigykkowpyco05zv9,M. Duelund,3866228995,140,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476191975,14,74,1,1,14,b79uipsy57y1jqpy07h4i5ovk,1,15.6,58.5,2022-10-23T12:33:34.355Z,2022-10-26T05:15:55Z,3872978773,178,,3866229081,285,,3866229165,233,20,3866229079,56,Back,,,,,,,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192053,21,49,1,1,16,8iawijq7s9s6d85mjz8wdslki,1,72.3,30.6,2022-10-23T12:33:36.123Z,2022-10-26T05:16:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192061,22,1,1,1,17,8iawijq7s9s6d85mjz8wdslki,0,73.4,32.4,2022-10-23T12:33:37.233Z,2022-10-26T05:16:07Z,3866229523,141,37.5,3866229527,213,0.5,3866229519,56,Center,3866229525,212,7.4,3872978891,178,,3866229521,140,79.6,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477470861,1054,67,1,1,17,b79uipsy57y1jqpy07h4i5ovk,1,19.8,61.9,2022-10-23T12:33:37.860Z,2022-10-26T15:30:48Z,3873060579,233,1350,,,,,,,,,,,,,,,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477470857,1350,67,1,1,17,8iawijq7s9s6d85mjz8wdslki,0,80.2,38.1,2022-10-23T12:33:37.861Z,2022-10-26T06:42:29Z,3873060587,233,1054,,,,,,,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192033,15,8,1,1,17,b79uipsy57y1jqpy07h4i5ovk,1,20.8,60.2,2022-10-23T12:33:37.865Z,2022-10-26T15:30:48Z,3866229411,56,Back,3872978933,178,,3868662823,385,,,,,,,,,,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192097,23,1,1,1,20,8iawijq7s9s6d85mjz8wdslki,1,85.2,26.4,2022-10-23T12:33:40.453Z,2022-10-26T05:16:16Z,3866229693,141,9.5,3872978985,178,,3866229697,213,4.3,3866229695,212,12.3,3866229691,140,80.9,3866229689,56,Right,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192107,24,1,1,1,23,8iawijq7s9s6d85mjz8wdslki,0,86.5,8.9,2022-10-23T12:33:43.307Z,2022-10-26T05:16:19Z,3872979031,178,,3866229751,2,,3866229755,56,Right,3866229761,212,4.4,3866229867,233,16,3866229763,213,1.0,3866229757,140,88.6,3868664065,20,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,3866229759,141,14.5,3868664063,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192121,16,61,1,1,23,b79uipsy57y1jqpy07h4i5ovk,1,11.5,87.6,2022-10-23T12:33:43.549Z,2022-10-26T05:16:24Z,3866229817,56,Back,3872979069,178,,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192175,17,12,1,1,25,b79uipsy57y1jqpy07h4i5ovk,1,11.4,64.3,2022-10-23T12:33:45.639Z,2022-10-26T05:16:30Z,3866230103,140,32.3,3866230101,56,Back,3866230105,141,69.9,3868665185,15,,3866230107,212,22.3,3866230109,213,0.2,3872979127,388,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192227,25,1,1,1,27,8iawijq7s9s6d85mjz8wdslki,1,70.2,32.8,2022-10-23T12:33:47.827Z,2022-10-26T05:16:34Z,3866230353,212,6.5,3866230355,213,0.9,3866230351,141,40.3,3872979151,388,,3866230345,56,Center,3866230347,140,74.1,3866230343,3,,,,,bqqq27wy9bk31ssgapksci4t1,T. Sanniez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192233,26,1,1,1,30,8iawijq7s9s6d85mjz8wdslki,0,74,40,2022-10-23T12:33:50.274Z,2022-10-26T05:16:40Z,3872979215,178,,3866230369,213,3.2,3866230559,286,,3866230553,236,,3866230363,140,72.4,3866230365,141,39.8,3866230555,233,18,3866230361,56,Center,5qvy65ckiigykkowpyco05zv9,M. Duelund,3866230367,212,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192259,18,74,1,1,30,b79uipsy57y1jqpy07h4i5ovk,1,29.6,59.8,2022-10-23T12:33:50.352Z,2022-10-26T05:16:44Z,3872979269,178,,3866230455,285,,3866230569,233,26,3866230453,56,Back,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192327,27,1,1,1,31,8iawijq7s9s6d85mjz8wdslki,1,68.8,36.9,2022-10-23T12:33:51.784Z,2022-10-26T05:16:48Z,3866230847,213,3.2,3866230845,212,22.5,3866230841,140,47.4,3866230843,141,35.4,3866230839,56,Back,3872979297,178,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192387,28,1,1,1,35,8iawijq7s9s6d85mjz8wdslki,1,47.3,35.1,2022-10-23T12:33:55.089Z,2022-10-26T05:16:52Z,3872979343,178,,3866231183,141,32.1,3866231179,56,Center,3866231185,212,7.9,3866231181,140,54.6,3866231187,213,6.0,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476192433,29,1,1,1,37,8iawijq7s9s6d85mjz8wdslki,1,55.6,28.9,2022-10-23T12:33:57.823Z,2022-10-26T05:16:57Z,3866231443,140,65.5,3866231449,213,6.0,3866231447,212,10.7,3866231441,56,Center,3866231445,141,25.0,3872979375,178,,,,,,,,bqqq27wy9bk31ssgapksci4t1,T. Sanniez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
