id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2499651125,5,1,1,0,8,20vymiy7bo8wkyxai3ew494fz,0,36.3,83.1,2023-01-22T13:34:33.508Z,2023-01-24T11:42:30Z,3989922693,212,45.0,3989922685,157,,3989922687,56,Left,3992955413,178,,3989922689,140,79.1,3989922691,141,81.6,3989922697,1,,3989922695,213,6.3,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651189,7,1,1,0,13,d0zdg647gvgc95xdtk1vpbkys,0,20.8,19.9,2023-01-22T13:34:38.487Z,2023-01-24T11:42:38Z,3989922975,141,20.5,3989922977,212,24.9,3989922971,56,Back,3989922981,1,,3989922969,157,,3992955455,178,,3989922973,140,44.5,3989922979,213,0.0,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651205,6,1,1,0,15,20vymiy7bo8wkyxai3ew494fz,0,60.5,82.3,2023-01-22T13:34:40.782Z,2023-01-24T11:42:47Z,3989923059,140,72.6,3992955523,388,,3989923065,213,6.0,3989923061,141,76.6,3989923055,3,,3989923063,212,13.3,3989923057,56,Center,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651239,8,1,1,0,17,d0zdg647gvgc95xdtk1vpbkys,1,26.5,26.5,2023-01-22T13:34:42.687Z,2023-01-24T11:42:53Z,3989923269,213,0.1,3989923255,56,Back,3989923263,141,28.0,3989923251,3,,3989923265,212,16.7,3989923259,140,42.4,3992955551,178,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651243,9,44,1,0,18,d0zdg647gvgc95xdtk1vpbkys,1,39.6,28.4,2023-01-22T13:34:44.151Z,2023-01-24T14:39:56Z,3989923273,56,Back,3989923275,285,,3989923333,233,7,,,,,,,,,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651251,7,44,1,0,18,20vymiy7bo8wkyxai3ew494fz,0,60.4,71.6,2023-01-22T13:34:44.152Z,2023-01-24T11:42:59Z,3989923305,56,Center,3989923307,286,,3989923423,233,9,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651267,10,1,1,0,18,d0zdg647gvgc95xdtk1vpbkys,1,42.4,28,2023-01-22T13:34:44.230Z,2023-01-24T14:39:56Z,3989923395,212,12.0,3989923387,3,,3989923393,141,44.2,3989923397,213,1.2,3989923391,140,47.0,3989923389,56,Back,3992955625,388,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651331,11,1,1,0,21,d0zdg647gvgc95xdtk1vpbkys,1,47,44.2,2023-01-22T13:34:46.509Z,2023-01-24T11:43:13Z,3989923687,140,62.3,3989923685,56,Left,3989923693,213,1.0,3992955647,178,,3989923691,212,31.8,3989923689,141,84.6,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651377,12,1,1,0,24,d0zdg647gvgc95xdtk1vpbkys,0,60.2,87,2023-01-22T13:34:50.066Z,2023-01-24T11:43:23Z,3989923921,155,,3992955709,178,,3989923927,141,100.0,3989923925,140,77.8,3989923931,213,0.5,3989923929,212,21.0,3989923923,56,Left,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651469,8,5,1,0,27,20vymiy7bo8wkyxai3ew494fz,1,21.7,-1.7,2023-01-22T13:34:53.405Z,2023-01-24T11:43:28Z,3989924315,56,Back,3989924317,347,,3989925039,233,13,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651383,13,5,1,0,27,d0zdg647gvgc95xdtk1vpbkys,0,78.3,101.7,2023-01-22T13:34:53.405Z,2023-01-24T11:43:28Z,3989923941,56,Left,3989923943,347,,3989925141,233,8,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651477,9,1,1,0,36,20vymiy7bo8wkyxai3ew494fz,1,18.9,0,2023-01-22T13:35:01.894Z,2023-01-24T11:47:12Z,3989924369,213,1.9,3989924363,140,16.5,3989924361,56,Back,3989924359,107,,3989924365,141,9.7,3989924367,212,7.8,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651501,10,1,1,0,37,20vymiy7bo8wkyxai3ew494fz,0,16.8,9.7,2023-01-22T13:35:02.879Z,2023-01-24T11:47:17Z,3989924453,157,,3989924465,1,,3989924459,141,24.6,3989924461,212,34.5,3989924455,56,Back,3989924463,213,0.3,3992956919,178,,3989924457,140,48.2,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651527,14,1,1,0,40,d0zdg647gvgc95xdtk1vpbkys,0,52.1,73.2,2023-01-22T13:35:05.534Z,2023-01-24T11:47:22Z,3989924603,141,65.1,3989924599,56,Center,3992956955,388,,3989924597,3,,3989924601,140,51.9,3989924607,213,4.7,3989924605,212,5.5,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651525,11,44,1,0,41,20vymiy7bo8wkyxai3ew494fz,1,48.4,35,2023-01-22T13:35:07.177Z,2023-01-24T14:39:57Z,3989924737,285,,3989924593,56,Back,3989924697,233,15,,,,,,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651531,15,44,1,0,41,d0zdg647gvgc95xdtk1vpbkys,0,51.6,65,2023-01-22T13:35:07.178Z,2023-01-24T11:47:29Z,3989924615,56,Center,3989924739,286,,3989924701,233,11,,,,,,,,,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651535,12,1,1,0,41,20vymiy7bo8wkyxai3ew494fz,0,53,37.3,2023-01-22T13:35:07.231Z,2023-01-24T14:39:57Z,3989924629,3,,3992957057,388,,3989924639,213,5.6,3989924633,140,60.2,3989924637,212,9.4,3989924635,141,29.1,3989924631,56,Center,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651555,16,49,1,0,43,d0zdg647gvgc95xdtk1vpbkys,1,41.7,69.6,2023-01-22T13:35:09.372Z,2023-01-24T11:47:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651561,17,1,1,0,43,d0zdg647gvgc95xdtk1vpbkys,0,41.7,69.6,2023-01-22T13:35:09.412Z,2023-01-24T11:47:52Z,3989924767,157,,3989924779,1,,3992957195,178,,3989924773,141,75.2,3989924775,212,22.3,3989924777,213,0.2,3989924771,140,62.6,3989924769,56,Center,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651567,13,49,1,0,45,20vymiy7bo8wkyxai3ew494fz,1,34.5,22.4,2023-01-22T13:35:11.268Z,2023-01-24T11:48:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651589,14,1,1,0,45,20vymiy7bo8wkyxai3ew494fz,0,34.5,22.4,2023-01-22T13:35:11.297Z,2023-01-24T11:48:14Z,3989924889,212,10.6,3989924883,56,Back,3989924891,213,6.2,3989924885,140,44.6,3989924887,141,21.6,3992957319,178,,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651609,15,1,1,0,46,20vymiy7bo8wkyxai3ew494fz,1,44.7,21.3,2023-01-22T13:35:12.177Z,2023-01-24T11:48:19Z,3989924967,155,,3989924973,141,8.0,3992957371,178,,3989924971,140,43.1,3989924977,213,4.5,3989924975,212,9.2,3989924969,56,Back,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651627,16,1,1,0,49,20vymiy7bo8wkyxai3ew494fz,0,43.6,9.1,2023-01-22T13:35:14.872Z,2023-01-24T11:48:27Z,3989925095,141,28.9,3989925097,212,28.2,3989925091,56,Center,3989925089,155,,3992957415,178,,3989925093,140,67.2,3989925099,213,0.5,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651683,18,1,1,0,51,d0zdg647gvgc95xdtk1vpbkys,1,34.1,74.3,2023-01-22T13:35:16.476Z,2023-01-24T11:48:32Z,3989925371,213,6.3,3992957451,178,,3989925363,56,Center,3989925369,212,25.2,3989925361,157,,3989925367,141,73.5,3989925365,140,58.1,3989925373,1,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651687,19,61,1,0,52,d0zdg647gvgc95xdtk1vpbkys,1,58.1,73.5,2023-01-22T13:35:18.028Z,2023-01-24T11:48:44Z,3992957521,21,,3989925383,56,Center,3992957523,388,,,,,,,,,,,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651743,17,49,1,0,55,20vymiy7bo8wkyxai3ew494fz,1,43.5,50.4,2023-01-22T13:35:20.864Z,2023-01-24T11:48:57Z,,,,,,,,,,,,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651773,18,2,1,0,55,20vymiy7bo8wkyxai3ew494fz,1,43.5,50.4,2023-01-22T13:35:20.891Z,2023-01-24T11:49:02Z,3992957593,178,,3989925789,56,Center,3989925791,140,68.9,3989925787,7,a8cgbwioykhqztfjgztfn7dud,3989925793,141,25.9,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651779,20,55,1,0,55,d0zdg647gvgc95xdtk1vpbkys,1,32.9,83.5,2023-01-22T13:35:20.892Z,2023-01-24T11:49:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651859,21,1,1,1,6,d0zdg647gvgc95xdtk1vpbkys,1,26.3,70.8,2023-01-22T13:35:31.844Z,2023-01-24T11:49:11Z,3992957643,178,,3989926215,141,33.7,3989926217,212,25.3,3989926209,241,,3989926211,56,Back,3989926207,5,,3989926219,213,4.8,3989926213,140,28.5,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651889,22,1,1,1,10,d0zdg647gvgc95xdtk1vpbkys,1,28.6,33.7,2023-01-22T13:35:36.101Z,2023-01-24T11:49:18Z,3989926361,140,8.3,3989926365,212,23.8,3989926359,56,Back,3989926367,213,2.7,3992957673,178,,3989926363,141,49.4,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651921,23,1,1,1,13,d0zdg647gvgc95xdtk1vpbkys,1,8.3,49.1,2023-01-22T13:35:38.829Z,2023-01-24T11:49:22Z,3989926513,213,5.3,3992957699,178,,3989926507,140,22.1,3989926505,56,Back,3989926509,141,18.5,3989926511,212,25.4,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651951,24,1,1,1,16,d0zdg647gvgc95xdtk1vpbkys,1,22.4,18.7,2023-01-22T13:35:41.623Z,2023-01-24T11:49:30Z,3989926677,140,7.9,3989926675,56,Back,3989926681,212,25.0,3992957737,178,,3989926683,213,2.2,3989926679,141,47.9,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652021,25,1,1,1,24,d0zdg647gvgc95xdtk1vpbkys,1,8.6,47.5,2023-01-22T13:35:49.750Z,2023-01-24T11:49:38Z,3989926987,56,Back,3989926993,212,25.3,3992957775,178,,3989926995,213,4.9,3989926991,141,10.9,3989926989,140,12.8,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652057,26,1,1,1,28,d0zdg647gvgc95xdtk1vpbkys,0,14.8,2.8,2023-01-22T13:35:53.487Z,2023-01-24T11:49:43Z,3989927169,141,10.4,3989927163,155,,3989927171,212,44.4,3989927175,1,,3989927173,213,0.1,3992957791,178,,3989927165,56,Right,3989927167,140,56.8,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652043,19,8,1,1,30,20vymiy7bo8wkyxai3ew494fz,1,43.7,86.5,2023-01-22T13:35:56.019Z,2023-01-24T11:49:55Z,3989927115,56,Back,3990672371,385,,3992957821,178,,,,,,,,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652071,20,5,1,1,33,20vymiy7bo8wkyxai3ew494fz,0,58.8,101.8,2023-01-22T13:35:59.172Z,2023-01-24T11:50:04Z,3989984457,233,27,3989927235,347,,3989927233,56,Left,,,,,,,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652169,27,5,1,1,33,d0zdg647gvgc95xdtk1vpbkys,1,41.2,-1.8,2023-01-22T13:35:59.172Z,2023-01-24T11:50:04Z,3989927733,347,,3989984443,233,20,3989927731,56,Back,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652197,28,1,1,1,37,d0zdg647gvgc95xdtk1vpbkys,1,41.7,0,2023-01-22T13:36:03.261Z,2023-01-24T11:50:08Z,3989927867,56,Back,3989927865,107,,3989927873,212,16.9,3989927871,141,20.3,3989927875,213,2.1,3989928187,189,,3989927869,140,33.7,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652249,29,1,1,1,40,d0zdg647gvgc95xdtk1vpbkys,1,33.6,23.9,2023-01-22T13:36:05.966Z,2023-01-24T11:50:13Z,3989928143,140,28.4,3989928149,213,1.8,3989928141,56,Back,3989928147,212,24.1,3992957929,178,,3989928145,141,58.4,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652301,30,1,1,1,46,d0zdg647gvgc95xdtk1vpbkys,1,28.5,59.4,2023-01-22T13:36:11.793Z,2023-01-24T11:50:19Z,3989928427,140,33.2,3989928431,212,9.5,3989928425,56,Back,3992957953,178,,3989928429,141,71.4,3989928433,213,1.0,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652319,31,1,1,1,48,d0zdg647gvgc95xdtk1vpbkys,1,33.2,71.4,2023-01-22T13:36:13.748Z,2023-01-24T11:50:35Z,3989928533,212,27.7,3989928529,140,54.5,3992958015,178,,3989928531,141,95.4,3989928525,155,,3989928527,56,Left,3989928535,213,0.6,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652357,32,1,1,1,51,d0zdg647gvgc95xdtk1vpbkys,0,54.5,95.4,2023-01-22T13:36:16.602Z,2023-01-24T11:50:39Z,3989928729,212,29.4,3989928723,140,82.5,3992958037,178,,3989928719,56,Left,3989928731,213,0.0,3989928727,141,95.6,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652347,21,49,1,1,54,20vymiy7bo8wkyxai3ew494fz,1,18.4,6.5,2023-01-22T13:36:20.434Z,2023-01-24T11:50:46Z,,,,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652373,22,1,1,1,55,20vymiy7bo8wkyxai3ew494fz,0,16.5,5.2,2023-01-22T13:36:20.456Z,2023-01-24T11:50:51Z,3992958107,178,,3989928791,213,6.0,3989928783,56,Back,3989928789,212,1.7,3989928929,236,,3989928931,233,33,3989928787,141,4.6,3989928785,140,18.1,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,3989928935,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652381,33,74,1,1,55,d0zdg647gvgc95xdtk1vpbkys,1,76.1,96.5,2023-01-22T13:36:20.622Z,2023-01-24T11:50:56Z,3992958131,178,,3989928805,56,Left,3989928807,285,,3989984077,233,22,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499652413,34,61,1,1,56,d0zdg647gvgc95xdtk1vpbkys,0,83.9,96.3,2023-01-22T13:36:22.336Z,2023-01-24T11:52:56Z,3989928981,56,Left,3992958795,178,,,,,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
