id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2530416723,180,1,1,17,16,6hsriqr3ybvyg94w2k19oal50,1,37.3,69,2023-04-08T17:04:02.147Z,2023-04-08T17:04:05Z,4173159565,140,43.5,4173159567,141,96.8,4173159569,212,20.0,4173159563,56,Back,4173159571,213,1.2,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416781,181,1,1,17,23,6hsriqr3ybvyg94w2k19oal50,1,37,93.8,2023-04-08T17:04:08.332Z,2023-04-08T17:04:10Z,4173159893,212,19.1,4173159895,213,4.2,4173159889,140,27.5,4173159891,141,69.9,4173159887,56,Back,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416793,182,1,1,17,25,6hsriqr3ybvyg94w2k19oal50,1,27.5,69.4,2023-04-08T17:04:10.219Z,2023-04-08T17:04:11Z,4173159957,56,Back,4173159961,141,51.8,4173159963,212,12.0,4173159965,213,4.8,4173159959,140,28.7,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416805,183,1,1,17,25,6hsriqr3ybvyg94w2k19oal50,1,28.7,51.8,2023-04-08T17:04:11.163Z,2023-04-08T17:04:12Z,4173160005,56,Back,4173160007,140,29.0,4173160011,212,8.8,4173160009,141,64.8,4173160013,213,1.5,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416863,184,1,1,17,26,6hsriqr3ybvyg94w2k19oal50,1,29,64.8,2023-04-08T17:04:11.803Z,2023-04-08T17:04:16Z,4173160313,140,48.2,4173160309,56,Back,4173160319,141,74.4,4173160323,213,0.3,4173160321,212,21.2,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416889,185,1,1,17,31,6hsriqr3ybvyg94w2k19oal50,1,47.9,74.8,2023-04-08T17:04:16.739Z,2023-04-08T17:10:25Z,4173160435,213,2.2,4173190779,156,,4173160427,56,Back,4173160431,141,89.1,4173160429,140,40.7,4173160433,212,12.3,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416925,186,1,1,17,32,6hsriqr3ybvyg94w2k19oal50,1,42.5,87.5,2023-04-08T17:04:18.140Z,2023-04-08T17:10:39Z,4173160535,56,Center,4173160537,140,75.6,4173160543,213,5.8,4173160533,155,,4173160539,141,59.1,4173160541,212,39.8,4173160545,1,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416931,187,44,1,17,33,6hsriqr3ybvyg94w2k19oal50,1,76.5,50.9,2023-04-08T17:04:18.855Z,2023-04-08T17:04:20Z,4173160563,56,Center,4173160565,286,,4173160593,233,150,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416915,150,44,1,17,33,b79uipsy57y1jqpy07h4i5ovk,0,23.5,49.1,2023-04-08T17:04:18.856Z,2023-04-08T17:04:20Z,4173160615,233,187,4173160511,285,,4173160509,56,Back,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416943,188,1,1,17,34,6hsriqr3ybvyg94w2k19oal50,0,73.5,55,2023-04-08T17:04:19.828Z,2023-04-08T17:42:21Z,4173160637,141,55.0,4173160631,168,,4173160641,213,0,4173160639,212,3.8,4173160635,140,77.1,4173160629,3,,4173160633,56,Center,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530451735,427,61,1,17,35,b79uipsy57y1jqpy07h4i5ovk,1,23.6,49,2023-04-08T17:04:20.177Z,2023-04-08T17:45:17Z,4173352891,56,Back,,,,,,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530416947,151,49,1,17,36,b79uipsy57y1jqpy07h4i5ovk,1,9.5,49.6,2023-04-08T17:04:21.353Z,2023-04-08T17:04:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417055,152,1,1,17,41,b79uipsy57y1jqpy07h4i5ovk,1,9.4,48.8,2023-04-08T17:04:26.360Z,2023-04-08T17:04:29Z,4173161267,141,69.3,4173161275,213,1.1,4173161259,140,15.4,4173161255,56,Back,4173161271,212,15.3,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417131,153,1,1,17,43,b79uipsy57y1jqpy07h4i5ovk,1,15.5,69.7,2023-04-08T17:04:28.951Z,2023-04-08T17:04:33Z,4173161673,141,50.7,4173161675,212,19.3,4173161677,213,3.9,4173161669,56,Back,4173161671,140,1.8,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417167,154,1,1,17,49,b79uipsy57y1jqpy07h4i5ovk,0,2.6,45.1,2023-04-08T17:04:34.552Z,2023-04-08T17:04:36Z,4173161855,157,,4173161865,213,6.1,4173161861,141,33.6,4173161867,1,,4173161857,56,Back,4173161863,212,41.9,4173161859,140,41.8,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417231,189,1,1,17,50,6hsriqr3ybvyg94w2k19oal50,1,56.5,67,2023-04-08T17:04:36.100Z,2023-04-08T17:04:39Z,4173162235,140,66.1,4173162237,141,65.2,4173162241,213,6.2,4173162239,212,10.2,4173162233,56,Center,4173162229,3,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417243,190,49,1,17,54,6hsriqr3ybvyg94w2k19oal50,1,71.5,62.1,2023-04-08T17:04:39.580Z,2023-04-08T17:04:40Z,,,,,,,,,,,,,,,,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417253,191,1,1,17,54,6hsriqr3ybvyg94w2k19oal50,1,71.5,62.1,2023-04-08T17:04:39.691Z,2023-04-08T17:04:40Z,4173162339,140,81.1,4173162341,141,57.2,4173162343,212,10.6,4173162345,213,6.0,4173162337,56,Center,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417265,192,1,1,17,55,6hsriqr3ybvyg94w2k19oal50,1,81.3,57.3,2023-04-08T17:04:40.531Z,2023-04-09T00:23:32Z,4173162419,141,48.7,4173162423,213,5.2,4173162421,212,6.5,4173162417,140,84.0,4173162415,56,Center,,,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417275,193,50,1,17,56,6hsriqr3ybvyg94w2k19oal50,1,86.1,46.4,2023-04-08T17:04:41.895Z,2023-04-08T17:06:32Z,4173162465,56,Center,4173172143,286,,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417271,155,43,1,17,56,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-04-08T17:04:41.896Z,2023-04-08T17:06:31Z,4173172127,144,7,4173162445,285,0,4173162497,233,193,4173162443,56,Back,,,,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417277,156,49,1,17,57,b79uipsy57y1jqpy07h4i5ovk,1,15.5,52.5,2023-04-08T17:04:42.728Z,2023-04-08T17:05:00Z,,,,,,,,,,,,,,,,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417295,157,1,1,17,57,b79uipsy57y1jqpy07h4i5ovk,1,15.5,52.5,2023-04-08T17:04:42.968Z,2023-04-08T17:04:44Z,4173162557,56,Back,4173162561,141,33.6,4173162565,213,5.2,4173162563,212,14.4,4173162559,140,21.7,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417323,158,1,1,17,59,b79uipsy57y1jqpy07h4i5ovk,0,21.7,33.6,2023-04-08T17:04:44.344Z,2023-04-08T17:06:50Z,4173162699,56,Back,4173162703,141,37.9,4173162705,212,3.1,4173162701,140,20.6,4173162707,213,1.9,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417341,194,1,1,18,0,6hsriqr3ybvyg94w2k19oal50,0,72.7,63.1,2023-04-08T17:04:45.572Z,2023-04-08T17:06:54Z,4173173805,141,63.9,4173174045,233,159,4173173807,212,1.1,4173173809,213,0.5,4173174049,286,,4173174043,236,,4173162781,56,Center,4173173803,140,73.6,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417379,159,74,1,18,0,b79uipsy57y1jqpy07h4i5ovk,1,21.1,37,2023-04-08T17:04:45.573Z,2023-04-08T17:15:35Z,4173174015,285,,4173163017,56,Back,4173174085,233,194,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417433,160,1,1,18,4,b79uipsy57y1jqpy07h4i5ovk,0,33.2,6.4,2023-04-08T17:04:49.928Z,2023-04-08T17:04:53Z,4173163285,213,6.2,4173163283,212,22.9,4173163279,140,55.0,4173163281,141,4.1,4173163277,56,Right,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420119,173,50,1,18,5,b79uipsy57y1jqpy07h4i5ovk,1,52,4.2,2023-04-08T17:04:50.887Z,2023-04-09T03:24:57Z,4173177483,233,195,4173177217,56,Right,4173177219,286,,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417461,195,7,1,18,5,6hsriqr3ybvyg94w2k19oal50,0,48,95.8,2023-04-08T17:04:50.888Z,2023-04-09T03:24:56Z,4173163419,56,Back,4175105735,385,,4173176391,285,,4173176407,233,173,,,,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417471,161,50,1,18,6,b79uipsy57y1jqpy07h4i5ovk,1,47.3,3.7,2023-04-08T17:04:51.458Z,2023-04-08T17:37:33Z,4173163455,286,,4173163451,56,Back,4173163643,233,196,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417489,196,7,1,18,6,6hsriqr3ybvyg94w2k19oal50,1,52.7,96.3,2023-04-08T17:04:51.459Z,2023-04-09T03:25:10Z,4173163549,56,Left,4173163551,285,,4173163577,233,161,4173163547,167,,4175106299,385,,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417521,162,5,1,18,10,b79uipsy57y1jqpy07h4i5ovk,1,42.4,-1.7,2023-04-08T17:04:55.576Z,2023-04-08T17:07:47Z,4173163751,347,,4173163785,233,197,4173163749,56,Back,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417491,197,5,1,18,10,6hsriqr3ybvyg94w2k19oal50,0,57.6,101.7,2023-04-08T17:04:55.576Z,2023-04-08T17:15:30Z,4173163799,233,162,4173163563,347,,4173163561,56,Left,,,,,,,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417763,163,1,1,18,24,b79uipsy57y1jqpy07h4i5ovk,1,47.4,0,2023-04-08T17:05:09.448Z,2023-04-08T17:09:11Z,4173165055,141,21.8,4173165053,140,54.3,4173165059,213,1.1,4173165049,107,,4173165051,56,Center,4173165057,212,17.0,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417767,164,50,1,18,27,b79uipsy57y1jqpy07h4i5ovk,1,54.6,24.4,2023-04-08T17:05:12.312Z,2023-04-09T03:37:58Z,4173165067,56,Center,4173165665,233,198,4173165069,286,,,,,,,,,,,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417873,198,7,1,18,27,6hsriqr3ybvyg94w2k19oal50,1,45.4,75.6,2023-04-08T17:05:12.313Z,2023-04-09T03:38:12Z,4173165657,233,164,4173165571,56,Back,4175128375,383,,4173165573,285,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417805,165,3,1,18,29,b79uipsy57y1jqpy07h4i5ovk,0,53.8,27.4,2023-04-08T17:05:14.231Z,2023-04-09T03:38:07Z,4175128257,464,,4173184459,233,199,4173165217,56,Center,4173184367,286,,,,,,,,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417887,199,7,1,18,29,6hsriqr3ybvyg94w2k19oal50,0,46.2,72.6,2023-04-08T17:05:14.232Z,2023-04-09T03:38:15Z,4175128423,383,,4173184441,233,165,4173184421,285,,4173165631,56,Back,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417859,166,1,1,18,30,b79uipsy57y1jqpy07h4i5ovk,0,54.1,35.1,2023-04-08T17:05:15.784Z,2023-04-08T17:10:04Z,4173165481,140,69.2,4173165487,213,0.4,4173165485,212,17.1,4173165483,141,44.5,4173165479,56,Center,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417935,200,49,1,18,35,6hsriqr3ybvyg94w2k19oal50,1,13.9,25.3,2023-04-08T17:05:20.907Z,2023-04-08T17:05:21Z,,,,,,,,,,,,,,,,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418003,201,1,1,18,36,6hsriqr3ybvyg94w2k19oal50,0,14.8,23.3,2023-04-08T17:05:21.859Z,2023-04-08T17:05:27Z,4173166273,56,Right,4173166279,212,51.2,4173166283,1,,4173166275,140,61.9,4173166277,141,3.7,4173166271,157,,4173166281,213,6.0,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418023,167,12,1,18,41,b79uipsy57y1jqpy07h4i5ovk,1,35.6,94.7,2023-04-08T17:05:26.263Z,2023-04-08T17:05:27Z,4173166383,141,100.0,4173166379,56,Back,4173166381,140,45.3,4173166387,213,0.4,4173166407,167,,4173166385,212,11.3,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418025,168,5,1,18,41,b79uipsy57y1jqpy07h4i5ovk,0,42.8,102,2023-04-08T17:05:26.936Z,2023-04-08T17:05:33Z,4173166395,347,,4173166393,56,Back,4173167011,233,202,,,,,,,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418135,202,5,1,18,41,6hsriqr3ybvyg94w2k19oal50,1,57.2,-2,2023-04-08T17:05:26.936Z,2023-04-08T17:15:31Z,4173166987,233,168,4173166955,56,Right,4173166957,347,,,,,,,,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418335,203,1,1,18,57,6hsriqr3ybvyg94w2k19oal50,1,59.8,0,2023-04-08T17:05:42.859Z,2023-04-09T04:00:46Z,4173168025,141,16.4,4173168023,140,62.8,4173168029,213,1.3,4173168019,107,,4173168021,56,Right,4173168027,212,12.9,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418343,204,1,1,18,59,6hsriqr3ybvyg94w2k19oal50,0,62.8,16.5,2023-04-08T17:05:44.499Z,2023-04-08T17:51:49Z,4173168073,56,Center,4173168075,140,74.7,4173168079,212,13.9,4173168081,213,0.4,4173168077,141,25.3,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418341,169,1,1,18,59,b79uipsy57y1jqpy07h4i5ovk,0,34.4,84.2,2023-04-08T17:05:44.792Z,2023-04-08T17:14:58Z,4173168065,212,17.3,4173168059,56,Back,4173168063,141,59.0,4173168069,1,,4173168057,157,,4173168067,213,4.8,4173168061,140,36.6,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418365,205,44,1,19,1,6hsriqr3ybvyg94w2k19oal50,1,64.2,51,2023-04-08T17:05:46.907Z,2023-04-08T17:05:47Z,4173168183,56,Center,4173168205,233,170,4173168187,286,,,,,,,,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418359,170,44,1,19,1,b79uipsy57y1jqpy07h4i5ovk,0,35.8,49,2023-04-08T17:05:46.908Z,2023-04-08T17:15:02Z,4173168167,285,,4173168263,233,205,4173168165,56,Back,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418427,206,1,1,19,2,6hsriqr3ybvyg94w2k19oal50,1,64.1,59.3,2023-04-08T17:05:47.236Z,2023-04-08T17:05:50Z,4173168475,141,77.9,4173168473,140,75.5,4173168479,213,0.8,4173168469,3,,4173168477,212,17.4,4173168471,56,Center,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418479,207,1,1,19,5,6hsriqr3ybvyg94w2k19oal50,1,77.1,63.1,2023-04-08T17:05:50.242Z,2023-04-08T17:05:52Z,4173168727,213,5.6,4173168721,140,85.6,4173168719,56,Center,4173168725,212,11.5,4173168723,141,52.4,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418489,208,50,1,19,7,6hsriqr3ybvyg94w2k19oal50,1,83.6,52.2,2023-04-08T17:05:52.275Z,2023-04-08T17:05:57Z,4173169197,233,171,4173168763,56,Center,4173168767,286,,,,,,,,,,,,,,,,,b2uznyb9b8fxsy57450mbmwru,M. Sankoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418551,171,7,1,19,7,b79uipsy57y1jqpy07h4i5ovk,0,16.4,47.8,2023-04-08T17:05:52.276Z,2023-04-09T04:01:13Z,4173169161,233,208,4175162243,385,,4173169097,56,Back,4173169099,285,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418537,209,4,1,19,9,6hsriqr3ybvyg94w2k19oal50,1,75,60.8,2023-04-08T17:05:55.067Z,2023-04-08T17:05:57Z,4173169217,233,172,4173169031,152,,4173169027,13,,4173169029,56,Center,4173169035,286,,4173169033,265,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418555,172,4,1,19,9,b79uipsy57y1jqpy07h4i5ovk,0,25,39.2,2023-04-08T17:05:55.068Z,2023-04-08T17:05:57Z,4173169107,13,,4173169111,152,,4173169273,233,209,4173169115,285,,4173169109,56,Back,4173169113,265,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420081,210,16,1,20,46,6hsriqr3ybvyg94w2k19oal50,1,79.5,60.5,2023-04-08T17:07:32.050Z,2023-04-09T04:01:52Z,4173179101,280,FREE_KICK_WON,4173179095,458,,4173179097,230,99.3,4173179105,282,232,4173177043,56,Center,4173179091,102,53.2,4173179089,77,,4175162787,396,46.8,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,4173177905,72,,4175162785,395,4173177913,375,20:45.512,0.7,4173177909,374,2023-04-08 18:07:30.689,4173177039,26,4173177041,18,,,4173179099,231,50.9,4173179093,103,24.1,4173179103,281,98fjpfhrww2qdifsi8viybaol,,,,,
2530420617,174,1,1,21,28,b79uipsy57y1jqpy07h4i5ovk,1,49.9,50,2023-04-08T17:08:13.366Z,2023-04-08T17:08:35Z,4173180013,140,41.5,4173180015,141,66.0,4173180025,279,G,4173181757,189,,4173180011,56,Back,4173180017,212,14.0,4173180021,213,2.3,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420625,175,1,1,21,29,b79uipsy57y1jqpy07h4i5ovk,1,41.5,66,2023-04-08T17:08:14.759Z,2023-04-08T17:08:43Z,4173182443,189,,4173180105,212,19.5,4173180095,56,Back,4173180107,213,1.3,4173180103,141,93.3,4173180099,140,47.2,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420667,176,1,1,21,30,b79uipsy57y1jqpy07h4i5ovk,1,47.2,93.3,2023-04-08T17:08:15.718Z,2023-04-08T17:08:18Z,4173180295,141,70.8,4173180297,212,16.8,4173180291,56,Back,4173180299,213,4.3,4173180293,140,40.7,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420687,177,1,1,21,32,b79uipsy57y1jqpy07h4i5ovk,1,41,70.3,2023-04-08T17:08:17.959Z,2023-04-08T17:08:19Z,4173180413,213,0.3,4173180403,140,56.5,4173180399,56,Center,4173180397,155,,4173180407,141,76.6,4173180411,212,16.8,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420703,178,1,1,21,34,b79uipsy57y1jqpy07h4i5ovk,0,56.5,76.6,2023-04-08T17:08:19.510Z,2023-04-08T17:08:22Z,4173180489,213,0.5,4173180485,141,85.7,4173180483,140,68.1,4173180479,168,,4173180487,212,13.7,4173180481,56,Left,,,,,,,7sa0cx70w7dc0ahu5sm0ziz11,R. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420711,211,49,1,21,35,6hsriqr3ybvyg94w2k19oal50,1,30.5,9.1,2023-04-08T17:08:20.313Z,2023-04-08T17:08:20Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420781,212,1,1,21,36,6hsriqr3ybvyg94w2k19oal50,0,34,6.5,2023-04-08T17:08:22.138Z,2023-04-08T17:08:26Z,4173180831,140,75.5,4173180827,155,,4173180837,213,0.2,4173180835,212,44.9,4173180829,56,Center,4173180833,141,22.7,4173180839,1,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420785,179,49,1,21,40,b79uipsy57y1jqpy07h4i5ovk,1,22.8,72.7,2023-04-08T17:08:25.336Z,2023-04-08T17:08:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420855,180,1,1,21,40,b79uipsy57y1jqpy07h4i5ovk,1,22.8,72.7,2023-04-08T17:08:25.575Z,2023-04-08T17:08:29Z,4173181163,213,3.9,4173181159,141,48.5,4173181155,56,Back,4173181157,140,4.9,4173181161,212,25.0,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420907,181,1,1,21,43,b79uipsy57y1jqpy07h4i5ovk,0,2.5,40.7,2023-04-08T17:08:28.918Z,2023-04-08T17:08:33Z,4173181449,157,,4173181459,213,6.2,4173181455,141,32.2,4173181453,140,57.0,4173181457,212,57.5,4173181461,1,,4173181451,56,Center,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530420963,213,1,1,21,48,6hsriqr3ybvyg94w2k19oal50,1,39.4,75.4,2023-04-08T17:08:33.898Z,2023-04-08T17:08:35Z,4173181749,141,91.4,4173181743,3,,4173181751,212,18.9,4173181753,213,0.6,4173181745,56,Left,4173181747,140,54.1,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
