id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2479374525,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-10-30T12:29:43.325Z,2022-10-30T13:41:04Z,3883157685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883157675,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, ad9kukqx4xulbvelacgwgqvah, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, c1yctqdku2vzho2azsgcy5dcl, dc119ejc7lls2rd3ywigl2smi, 36veg0wk1z3om89daf0clbl5h, ahwtdhrerarmljk9bh0tcpk6i, 3c4l2e3gzgpqrc2ygkbmp0jpx, dc2wi76ipwc5qbq4eggqd1hp1, 5m8pflpgynidzk7d9507oujje, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, c7n2b2gq381k0o0jizqueii5m, 5g0q7azk54eryl8vcgyb2oj4l, dzehnxim5noolef8c7j4d8a5m, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, 4nkd85hpwiiqtieuslhcrc2ga, bner5siqnwn1fqusfrgujt0fe",3883428455,197,538,3883157679,59,"1, 20, 5, 18, 2, 3, 7, 8, 9, 14, 10, 4, 11, 16, 17, 21, 22, 24, 26, 27, 32, 38",3883157687,194,lduqoe45t2fnbn9s9rbvlnf9,3883157677,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883157689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883157683,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479380941,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-30T12:36:55.974Z,2022-10-30T13:57:06Z,3883190193,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883190197,130,10,3883428751,197,534,3883190191,30,"7wo4627xo1mx5k0vpwhe8hqll, 7a3ik1dbxkirdt58gwvvtyw9, 181us5vol7crxrmejhkqau3t, arahlffwma11d06oqmglwjemt, 8przxwwothu3crflys7ahl4dm, 9787nemt11c372uird332d13p, aoucm7e5muqfucbv1g4e8hh49, evexihkozqignope6k57tjgt1, a0i7hc92p5ijqi4jqw8krh8x6, 93cf9npj6wl6vrxw7hetf6ok5, dbg4ducw8j747foxiexle1iad, b1o6ctqy1mhjg4iiec8aedat, cibkxflm2k8if2jg9m5lpxkut, f1u6wna62ri171clx0pig6dbd, efcq9u93u06hx6578ua3buswl, abnezz7yico2636ucafabz4t0, csov8ibh2n0q2w8j72pft9t5h, 8n2xfmdnievwdeg60kobkoyj9, 9lctm8txbd4n87mk61lwa0rf9, w32h1te98uqq53j053qm3pm2, ddldrej9an43ky123hqwp22ju, 5cvstzkb7l1zxapx0dt4zjkoa",3883190199,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883190203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883190195,59,"1, 2, 5, 24, 4, 23, 8, 6, 7, 11, 14, 10, 12, 13, 15, 17, 19, 21, 22, 26, 34, 35",3883190201,194,8przxwwothu3crflys7ahl4dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430443,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-30T13:32:36.092Z,2022-10-30T13:32:36Z,3883438549,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430431,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-10-30T13:32:36.092Z,2022-11-01T08:55:12Z,3883438505,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430457,3,1,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,49.6,50.7,2022-10-30T13:32:36.181Z,2022-11-01T09:15:15Z,3887645569,178,,3883438613,279,S,3883438605,140,33.6,3883438611,213,3.3,3883438609,212,17.1,3883438607,141,46.4,3883438603,56,Back,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430551,4,1,1,0,2,4tic29sox7m39fy1ztgv0jsiq,0,34.8,52.8,2022-10-30T13:32:38.839Z,2022-11-01T09:15:42Z,3883439115,141,85.9,3887645781,178,,3883439109,155,,3883439117,212,48.3,3883439111,56,Left,3883439119,213,0.5,3883439113,140,75.5,3883439121,1,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430579,3,44,1,0,5,ed5nwjz5za3oyi20nxzgqivmx,1,27.4,16.2,2022-10-30T13:32:41.895Z,2022-11-01T11:03:55Z,3883439317,233,5,3883439281,56,Back,3883439283,285,,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430565,5,44,1,0,5,4tic29sox7m39fy1ztgv0jsiq,0,72.6,83.8,2022-10-30T13:32:41.896Z,2022-11-01T09:15:48Z,3883439191,286,,3883779525,233,3,3883439187,56,Left,,,,,,,,,,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430585,4,61,1,0,5,ed5nwjz5za3oyi20nxzgqivmx,1,32.8,22.8,2022-10-30T13:32:41.990Z,2022-11-01T11:03:55Z,3887646213,388,,3883439311,56,Back,,,,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479430601,5,5,1,0,6,ed5nwjz5za3oyi20nxzgqivmx,0,29.6,-1.8,2022-10-30T13:32:42.737Z,2022-11-01T09:16:07Z,3883439407,347,,3883439405,56,Back,3883439589,233,6,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
