id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2538230379,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-04-23T16:49:55.277Z,2023-04-23T18:36:51Z,4214697101,59,"21, 2, 22, 4, 24, 23, 14, 6, 29, 20, 33, 5, 7, 8, 9, 10, 13, 15, 17, 19, 26, 31, 37",4214697105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214697097,30,"8n2xfmdnievwdeg60kobkoyj9, 7a3ik1dbxkirdt58gwvvtyw9, 9lctm8txbd4n87mk61lwa0rf9, 8przxwwothu3crflys7ahl4dm, arahlffwma11d06oqmglwjemt, 9787nemt11c372uird332d13p, dbg4ducw8j747foxiexle1iad, evexihkozqignope6k57tjgt1, e8wfxueczkhrj92rytelw5vx1, atbvv2os8m7nfs0p128w5a6l1, b23be312oxcbusvpjnnriukq2, 181us5vol7crxrmejhkqau3t, a0i7hc92p5ijqi4jqw8krh8x6, aoucm7e5muqfucbv1g4e8hh49, btfanvej91yogqzfml4vmsmei, b1o6ctqy1mhjg4iiec8aedat, f1u6wna62ri171clx0pig6dbd, efcq9u93u06hx6578ua3buswl, abnezz7yico2636ucafabz4t0, csov8ibh2n0q2w8j72pft9t5h, w32h1te98uqq53j053qm3pm2, 4qkidkwzrdd33qa9ch7e7ajxm, 5auzs4fw49qr80b89baetcwt0",4214697109,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215028937,197,535,4214697103,130,10,4214697107,194,e8wfxueczkhrj92rytelw5vx1,4214697099,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538231965,1,34,16,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-04-23T16:51:16.350Z,2023-04-23T16:51:16Z,4214706113,197,460,4214706105,59,"1, 2, 5, 16, 31, 3, 6, 8, 7, 23, 19, 12, 14, 22, 25, 27, 28, 34, 35, 54",4214706097,30,"7udphhcokm6vralyz5gkovxsl, ad2qplv0aa66l11ipq6yh0hd5, a2zavv31d2aadyddk0kjttdgq, 7jpreaads35pnnfqbn7hmrmy, 42cg746sa90jla5x4islj9pwq, ayqy2vql1oumokqly9ahfrnx1, 2w7xspkzg7b9ghl20me202ove, 7jgtmmk4b2bgn0syidj6ve7kl, 1t7nph4960rjzu7rgi47sf8ix, 4cegvsj3s6t0o1l5xap6jypuy, 1hmy5uxiyr8g915tngl9l8twq, 2p6h6ivyzp1fzsayw7r2xn2dx, b8vbhw29ucubzzmgv0nge1omh, 6zzcoo9k4ebqtlux49rbb5fro, 74c15mfi1h4zrry5fo2q94ul1, 86vxgtv8m65pypbngqan36y21, d29ahwtvs7ls75wdtkf7xr8tm, 3uq3lrjyj4mnvq6162b0jyhnt, ab17bik4y8ilv3ahe50a81ixg, 7ug3a0z74dj7qlq4jbtn1kutw",4214706109,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214706107,130,4,4214706099,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214706115,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214706111,194,7jgtmmk4b2bgn0syidj6ve7kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538295923,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-04-23T18:01:21.617Z,2023-04-23T18:01:21Z,4215055303,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538295943,2,32,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-04-23T18:01:21.617Z,2023-04-23T21:02:39Z,4215055419,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538295979,3,1,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,50.2,50.3,2023-04-23T18:01:21.717Z,2023-04-23T18:01:25Z,4215055629,212,23.2,4215055631,213,3.2,4215055619,56,Back,4215055627,141,49.3,4215055633,279,S,4215055623,140,28.1,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538296037,4,1,1,0,3,ed5nwjz5za3oyi20nxzgqivmx,0,29.4,47.8,2023-04-23T18:01:25.542Z,2023-04-23T18:02:53Z,4215055953,56,Right,4215055957,141,13.0,4215055961,213,5.7,4215055959,212,42.7,4215055963,1,,4215055955,140,63.2,4215055951,155,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538296103,3,1,1,0,7,3kfktv64h7kg7zryax1wktr5r,1,26.3,83.9,2023-04-23T18:01:28.674Z,2023-04-23T21:05:16Z,4215056273,213,0.7,4215056269,141,97.2,4215056263,3,,4215056267,140,37.4,4215056265,56,Back,4215056271,212,14.8,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538296109,4,49,1,0,9,3kfktv64h7kg7zryax1wktr5r,1,37.4,97.2,2023-04-23T18:01:30.871Z,2023-04-23T21:05:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538296143,5,50,1,0,11,3kfktv64h7kg7zryax1wktr5r,1,40.6,95.6,2023-04-23T18:01:33.478Z,2023-04-23T18:01:36Z,4215056431,56,Back,4215056699,233,5,4215056433,286,,,,,,,,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538296171,5,7,1,0,11,ed5nwjz5za3oyi20nxzgqivmx,1,59.4,4.4,2023-04-23T18:01:33.479Z,2023-04-23T21:05:28Z,4215056615,56,Right,4215738183,384,,4215056617,285,,4215056675,233,5,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
