id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,assist
2515348819,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-03-04T17:47:29.834Z,2023-03-04T19:00:28Z,4072481611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072481601,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4072481607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072481603,59,"22, 2, 5, 10, 4, 33, 7, 20, 29, 11, 26, 6, 9, 14, 15, 17, 18, 21, 25, 28, 30, 48, 49",4072795777,197,469,4072481599,30,"11ceernyer8po8soj8dmygatx, e6xexn53yyoxmdt5naduyx8bu, 4fcjml5xkrwp4jykruzrzub1m, djbw3afgcgkbq22soig0xsjfu, 4yyekuopwb7otz18rqfgwjht5, 1vyh50nfaq2kq5pmivpkc1psl, a8cgbwioykhqztfjgztfn7dud, 672cwl9zj2d6lce6jda350vvu, aboxil79ulfa73pckzsdnwp62, dy8wa8cciiae72q2ynm80rlcl, a89554tzfy4nfxrycpr2z0xjp, bnar4f48vnx4oaz2lzch48es5, 4j5hfebi948ggjwexpndrub1m, e0cy0gwf04lohf0xjef0af8fe, dux0skggr99ydjz3kn58p3wmh, 504o2odlvra056ouwcgreopgp, 5bjdj7hrhuxjbsa8wc1kw42c5, 909y6bbt3ht52rsu560ua5gid, 1qjf9el1a3ct17cb9epxz8xgq, 2fbolmn7pyvn5oto4zoeqguwa, 5vsr5aylntbln91iqj7vh5duy, cec6shf8ln2n1dibq00ez84yc, 961rxtkdbimo36qyjsjuwmj56",4072481609,194,djbw3afgcgkbq22soig0xsjfu,4072481605,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515350777,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-03-04T17:49:54.262Z,2023-03-04T19:03:41Z,4072491173,59,"20, 19, 15, 8, 42, 12, 10, 7, 28, 9, 18, 1, 2, 4, 6, 25, 26, 31, 37, 39, 40, 55",4072491177,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072491171,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4072795661,197,16526,4072491181,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072491175,130,8,4072491179,194,dxcsuw39xzusjsj5e1jw53y6t,4072491169,30,"dxcsuw39xzusjsj5e1jw53y6t, 6gj1r8dnoy17pemp9xtng6sbt, b2a5syitl1nb5ky04j7pdq09h, alxccjq2y6il5yjw108a0axnt, 9wwud2tglhtdocmjgl2u5ib6c, 9zcr9l3mfbbstmesdlx298vhm, ci5y030e6r9umgyjbupwske7d, 4t85yj2ijymrz5vf457jcihre, 8zmxsixeoe1gmas31bzss7ljp, emglxnqrlqskt8krglv7sziwa, ar7ybu7dordgt2yfx5inux62, 7j5xa2ti4qnvoh74h5twyi6s5, brqptr56zeku3bgqbixje0hxx, e5kpw4k4tyss5ch8ehfi7nk5x, ebrua3sixxfvycsty8z956ga1, dk56pv43y8zo39ft9xtwyapnu, 87jhc1egvm6lpja6tfeap3yi2, 44t0ew97eyl8ww00sgusx00a2, 8utfqkk9niq1xvdhsw0f4awut, 3aly8eihwfvtwde7dg0k18w7o, 29fr98or3mqippn84z3p9ihhw, ei9h1loyggj8fnf1q4jfdm710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407577,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-03-04T19:02:10.041Z,2023-03-04T19:02:12Z,4072802521,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407567,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-03-04T19:02:10.041Z,2023-03-06T21:14:37Z,4072802457,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407619,3,1,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,50,50,2023-03-04T19:02:10.214Z,2023-03-07T06:06:29Z,4072802711,212,2.8,4072802713,213,2.9,4072802707,140,47.4,4072802705,56,Back,4079722373,178,,4072802709,141,51.0,4072802715,279,S,,,,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407691,4,1,1,0,1,20vymiy7bo8wkyxai3ew494fz,1,53.7,50.6,2023-03-04T19:02:12.001Z,2023-03-07T06:06:33Z,4072803063,212,28.8,4072803065,213,1.4,4072803059,140,58.1,4072803057,56,Left,4079722439,178,,4072803061,141,92.4,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407729,5,1,1,0,7,20vymiy7bo8wkyxai3ew494fz,1,58.5,86,2023-03-04T19:02:17.262Z,2023-03-07T06:06:37Z,4079722517,178,,4072803289,141,47.9,4072803285,56,Back,4072803291,212,29.7,4072803293,213,4.2,4072803287,140,44.7,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407787,6,1,1,0,11,20vymiy7bo8wkyxai3ew494fz,1,44.1,50.6,2023-03-04T19:02:21.609Z,2023-03-07T06:06:40Z,4079722569,178,,4072803617,140,42.8,4072803621,212,8.9,4072803619,141,63.6,4072803623,213,1.7,4072803615,56,Back,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407823,7,1,1,0,15,20vymiy7bo8wkyxai3ew494fz,1,44.7,56,2023-03-04T19:02:25.732Z,2023-03-07T06:06:43Z,4072803821,140,55.3,4072803823,141,57.0,4072803819,56,Center,4079722609,178,,4072803829,213,0.1,4072803825,212,11.2,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515407901,8,1,1,0,17,20vymiy7bo8wkyxai3ew494fz,1,57.8,63.7,2023-03-04T19:02:27.717Z,2023-03-07T06:06:48Z,4072804207,140,69.1,4072804213,213,0.7,4072804211,212,15.0,4079722683,178,,4072804205,56,Center,4072804209,141,77.3,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
