id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/16/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2512361425,426,1,1,0,9,ears40cp6opsgvhsy0dgyszpd,1,43.7,65.2,2023-02-25T19:02:14.785Z,2023-02-28T10:34:28Z,4063164573,388,,4056709301,212,8.4,4056709297,140,37.7,4056709299,141,57.0,4056709295,56,Back,4056709293,3,,4056709303,213,3.9,,,,4qyx713hq3c6d5lwdfp98jd1x,N. Foor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316715,6,49,1,0,10,ears40cp6opsgvhsy0dgyszpd,1,34,62.4,2023-02-25T19:02:15.542Z,2023-02-28T10:36:10Z,,,,,,,,,,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513610735,1135,67,1,0,10,ears40cp6opsgvhsy0dgyszpd,1,36.3,57,2023-02-25T19:02:15.592Z,2023-02-28T14:37:52Z,4063329437,233,1037,,,,,,,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513610731,1037,67,1,0,10,3kfktv64h7kg7zryax1wktr5r,0,63.7,43,2023-02-25T19:02:15.593Z,2023-02-28T12:12:40Z,4063329445,233,1135,,,,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316755,7,1,1,0,10,ears40cp6opsgvhsy0dgyszpd,1,34,62.4,2023-02-25T19:02:15.676Z,2023-02-28T14:37:52Z,4056461477,141,75.9,4063166529,178,,4056461479,212,9.4,4056461471,155,,4056461481,213,1.4,4056461475,140,35.7,4056461473,56,Back,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513610803,1039,83,1,0,12,3kfktv64h7kg7zryax1wktr5r,1,65.3,26.9,2023-02-25T19:02:17.718Z,2023-02-28T12:12:55Z,4063329773,399,124088,,,,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316763,9,1,1,0,12,ears40cp6opsgvhsy0dgyszpd,1,37.2,71.3,2023-02-25T19:02:17.786Z,2023-02-28T10:36:26Z,4056651069,155,,4056651081,213,6.1,4056651075,140,45.7,4056651073,56,Back,4056651077,141,68.2,4056651079,212,9.2,4063166845,178,,,,,9gsuha7f2ldpqo091yrlykvyt,M. Mahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512361609,427,1,1,0,13,ears40cp6opsgvhsy0dgyszpd,0,42.6,64,2023-02-25T19:02:19.212Z,2023-02-28T10:37:09Z,4056710403,3,,4056710411,141,72.4,4063169631,388,,4056710405,168,,4056710407,56,Center,4056710409,140,62.8,4056710413,212,22.0,4056710415,213,0.3,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316759,8,43,1,0,14,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-02-25T19:02:19.519Z,2023-02-25T19:56:36Z,4056650407,213,4.2,4056650401,140,35.3,4056650403,141,54.0,4056709711,144,1,4056650399,56,Back,4056650405,212,11.8,4056650397,3,0,,,,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316791,6,8,1,0,16,3kfktv64h7kg7zryax1wktr5r,1,34.1,20.7,2023-02-25T19:02:21.533Z,2023-02-28T12:13:50Z,4060988597,384,,4063331057,389,,4056461651,56,Back,,,,,,,,,,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316811,7,49,1,0,16,3kfktv64h7kg7zryax1wktr5r,1,25.3,28.3,2023-02-25T19:02:22.130Z,2023-02-28T12:13:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316859,8,1,1,0,19,3kfktv64h7kg7zryax1wktr5r,1,20.8,29.7,2023-02-25T19:02:24.583Z,2023-02-28T10:37:33Z,4056462029,213,2.8,4056462027,212,19.3,4056462021,56,Back,4056462023,140,3.2,4063170205,178,,4056462025,141,38.0,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316889,9,1,1,0,20,3kfktv64h7kg7zryax1wktr5r,1,3.7,37.3,2023-02-25T19:02:26.044Z,2023-02-28T10:37:39Z,4056462185,212,57.0,4056462177,157,,4056462179,56,Center,4056462183,141,27.7,4056462189,1,,4063170287,178,,4056462187,213,6.2,4056462181,140,57.6,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512316899,10,1,1,0,23,3kfktv64h7kg7zryax1wktr5r,1,58.1,30.1,2023-02-25T19:02:28.805Z,2023-02-28T10:37:59Z,4056462229,140,42.9,4056462227,56,Back,4056462231,141,31.8,4056462251,156,,4056462235,213,3.1,4056462233,212,16.0,4063170875,178,,4056462225,3,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317021,11,1,1,0,30,3kfktv64h7kg7zryax1wktr5r,1,42.6,67.9,2023-02-25T19:02:36.204Z,2023-02-28T10:38:12Z,4056462843,140,32.1,4056462845,141,62.7,4063171367,178,,4056462847,212,11.6,4056462849,213,3.5,4056462841,56,Back,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317039,12,1,1,0,35,3kfktv64h7kg7zryax1wktr5r,1,31.3,56.6,2023-02-25T19:02:41.410Z,2023-02-28T10:38:15Z,4063171521,178,,4056462951,213,4.6,4056462945,140,29.3,4056462943,56,Back,4056462947,141,33.1,4056462949,212,16.1,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317107,13,1,1,0,37,3kfktv64h7kg7zryax1wktr5r,1,29.3,33.1,2023-02-25T19:02:43.273Z,2023-02-28T10:38:18Z,4056463255,56,Back,4063171623,178,,4056463261,212,17.9,4056463263,213,1.6,4056463259,141,59.4,4056463257,140,28.7,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317173,14,1,1,0,43,3kfktv64h7kg7zryax1wktr5r,1,24,53.1,2023-02-25T19:02:49.003Z,2023-02-28T10:38:24Z,4056463637,213,4.4,4056463631,140,18.1,4056463629,56,Back,4063171841,178,,4056463633,141,28.6,4056463635,212,17.8,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317211,15,1,1,0,47,3kfktv64h7kg7zryax1wktr5r,0,22.7,27.1,2023-02-25T19:02:52.772Z,2023-02-28T10:38:29Z,4056463779,141,35.7,4056463783,213,0.3,4056463781,212,19.1,4056463777,140,40.0,4063172063,178,,4056463773,56,Back,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513611551,1151,67,1,0,48,ears40cp6opsgvhsy0dgyszpd,1,59.6,66.9,2023-02-25T19:02:53.792Z,2023-02-28T14:37:52Z,4063334113,233,1070,,,,,,,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513611549,1070,67,1,0,48,3kfktv64h7kg7zryax1wktr5r,0,40.4,33.1,2023-02-25T19:02:53.793Z,2023-02-28T14:41:17Z,4063334123,233,1151,,,,,,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512318963,38,8,1,0,48,ears40cp6opsgvhsy0dgyszpd,1,59.4,64.3,2023-02-25T19:02:53.823Z,2023-02-28T14:37:53Z,4063172345,178,,4060989897,384,,4056479735,56,Center,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317227,10,49,1,0,50,ears40cp6opsgvhsy0dgyszpd,1,65.3,74.8,2023-02-25T19:02:55.554Z,2023-02-28T10:38:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9gsuha7f2ldpqo091yrlykvyt,M. Mahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317213,16,43,1,0,50,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-02-25T19:02:55.902Z,2023-02-27T00:26:25Z,4056472301,286,0,4056463787,56,Back,4060989759,144,3,4056479809,233,38,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317263,11,1,1,0,50,ears40cp6opsgvhsy0dgyszpd,1,65.3,74.8,2023-02-25T19:02:56.366Z,2023-02-28T10:38:59Z,4056464043,212,12.4,4056464039,140,71.9,4056464041,141,59.7,4056464037,56,Center,4056464639,210,15,4056464045,213,5.3,4063173005,178,,,,,9gsuha7f2ldpqo091yrlykvyt,M. Mahi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317265,12,15,1,0,52,ears40cp6opsgvhsy0dgyszpd,1,71.7,56.1,2023-02-25T19:02:58.054Z,2023-02-28T10:38:59Z,4056464059,56,Center,4056464681,102,53.7,4056464297,233,18,4063173169,178,,4056464689,147,48.9,4056464685,215,,4056464677,55,11,4056464683,103,7.6,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,4056464055,22,4056464265,20,4056464057,18,4056464675,29,4056464673,76,4056464687,146,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317307,18,10,1,0,53,3kfktv64h7kg7zryax1wktr5r,1,1.9,49.4,2023-02-25T19:02:58.805Z,2023-02-28T10:39:02Z,4056464245,177,,4056464327,233,12,4056464251,180,,4060990691,376,,4056464259,56,Back,4056464255,182,,,,,,,,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317295,17,52,1,0,54,3kfktv64h7kg7zryax1wktr5r,1,1.9,49.4,2023-02-25T19:02:59.555Z,2023-02-28T10:39:05Z,4060990767,376,,4063173413,178,,,,,,,,,,,,,,,,,,,,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317451,19,1,1,0,59,3kfktv64h7kg7zryax1wktr5r,1,7.1,49.3,2023-02-25T19:03:04.805Z,2023-02-28T10:39:16Z,4056465057,123,,4056465059,56,Back,4056685571,189,,4056465065,212,21.3,4056465063,141,21.0,4063173765,178,,4056465067,213,5.2,4056465061,140,15.8,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317477,20,1,1,1,6,3kfktv64h7kg7zryax1wktr5r,1,21.1,33.4,2023-02-25T19:03:11.818Z,2023-02-28T10:39:21Z,4056465191,141,41.2,4063173969,178,,4056465189,140,5.1,4056465187,56,Back,4056465195,213,2.8,4056465193,212,17.6,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317567,21,1,1,1,9,3kfktv64h7kg7zryax1wktr5r,0,5.6,39.4,2023-02-25T19:03:14.999Z,2023-02-28T10:39:27Z,4056465667,1,,4056465661,141,2.5,4056465655,155,,4056465657,56,Back,4056465659,140,47.7,4063174135,178,,4056465665,213,5.8,4056465663,212,50.8,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513611709,1163,43,1,1,12,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-02-25T19:03:17.496Z,2023-02-28T12:17:12Z,4063335111,233,1076,4063336279,144,67,,,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513611703,1076,43,1,1,12,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-02-25T19:03:17.497Z,2023-02-28T12:17:12Z,4063335135,233,1163,4063336273,144,67,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317561,13,49,1,1,15,ears40cp6opsgvhsy0dgyszpd,1,52.5,99.3,2023-02-25T19:03:20.794Z,2023-02-28T12:17:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317583,14,1,1,1,15,ears40cp6opsgvhsy0dgyszpd,1,52.5,99.3,2023-02-25T19:03:20.905Z,2023-02-28T10:39:38Z,4056465783,140,58.9,4063174577,178,,4056465785,141,96.8,4056465781,56,Left,4056465787,212,6.9,4056465789,213,6.0,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317591,15,3,1,1,17,ears40cp6opsgvhsy0dgyszpd,0,57.3,98.4,2023-02-25T19:03:22.804Z,2023-02-28T10:39:50Z,4056465815,56,Left,4060992153,465,,4056465879,233,22,4063175071,178,,4056465817,286,,,,,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317593,22,7,1,1,18,3kfktv64h7kg7zryax1wktr5r,1,42.7,1.6,2023-02-25T19:03:23.508Z,2023-02-28T10:39:55Z,4060992077,385,,4056465853,233,15,4056465833,285,,4063175193,178,,4056465831,56,Back,4056465829,167,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317673,16,5,1,1,18,ears40cp6opsgvhsy0dgyszpd,1,58.2,101.4,2023-02-25T19:03:24.055Z,2023-02-28T10:40:01Z,4056466267,233,23,4056466251,56,Left,4056466253,347,,,,,,,,,,,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317595,23,5,1,1,18,3kfktv64h7kg7zryax1wktr5r,0,41.8,-1.4,2023-02-25T19:03:24.055Z,2023-02-28T10:40:02Z,4056465841,347,,4056465839,56,Back,4056466289,233,16,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317789,17,1,1,1,25,ears40cp6opsgvhsy0dgyszpd,1,65,100,2023-02-25T19:03:31.255Z,2023-02-28T10:40:16Z,4056466901,107,,4056466913,213,3.4,4056466909,212,32.9,4056466907,141,88.3,4056466905,140,34.8,4056466903,56,Back,4056466917,1,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317799,18,1,1,1,32,ears40cp6opsgvhsy0dgyszpd,1,38,82,2023-02-25T19:03:37.807Z,2023-02-28T10:40:34Z,4056466969,141,96.0,4056466967,140,42.0,4063176463,178,,4056466971,212,10.4,4056466965,56,Back,4056466973,213,1.2,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317863,19,1,1,1,34,ears40cp6opsgvhsy0dgyszpd,1,42,96,2023-02-25T19:03:39.628Z,2023-02-28T10:40:38Z,4056467283,140,55.6,4056467285,141,97.5,4063176633,178,,4056467281,56,Left,4056467289,213,0.1,4056467287,212,14.3,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317879,20,1,1,1,35,ears40cp6opsgvhsy0dgyszpd,1,55,96.9,2023-02-25T19:03:40.997Z,2023-02-28T10:40:46Z,4056467409,213,3.9,4056467407,212,9.2,4063176939,178,,4056467401,56,Back,4056467405,141,87.5,4056467403,140,48.7,,,,,,,9gsuha7f2ldpqo091yrlykvyt,M. Mahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512317897,21,1,1,1,36,ears40cp6opsgvhsy0dgyszpd,1,48.7,87.5,2023-02-25T19:03:42.055Z,2023-02-28T10:41:14Z,4063177855,178,,4056467487,141,97.1,4056467489,212,9.8,4056467491,213,2.4,4056467485,140,41.7,4056467483,56,Back,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
