id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value
2445561929,3,1,1,0,11,ccpscwdcm65czscrun048ecn5,0,37.4,62.4,2022-08-13T18:01:21.933Z,2022-08-15T18:18:41Z,3703421003,3,,3703421011,212,6.2,3709913891,178,,3703421013,213,6.2,3703421005,56,Back,3703421009,141,61.4,3703421007,140,43.3,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561965,8,1,1,0,12,ears40cp6opsgvhsy0dgyszpd,1,63.5,44.9,2022-08-13T18:01:23.018Z,2022-08-15T18:18:47Z,3703421205,213,0.4,3703421189,140,67.5,3703421209,1,,3703421185,56,Center,3703421195,141,47.8,3709914201,178,,3703421181,157,,3703421199,212,4.6,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561983,9,1,1,0,14,ears40cp6opsgvhsy0dgyszpd,1,67.9,47.8,2022-08-13T18:01:25.128Z,2022-08-16T06:39:36Z,3703421299,56,Center,3703421303,141,49.0,3703421301,140,70.9,3709914517,178,,3703421305,212,3.3,3703421307,213,0.3,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561989,10,1,1,0,15,ears40cp6opsgvhsy0dgyszpd,1,70.9,49,2022-08-13T18:01:25.865Z,2022-08-15T18:23:38Z,3703421321,141,51.8,3703421323,212,2.5,3703421319,140,69.3,3703421317,56,Center,3703421325,213,2.3,3709914535,178,,,,,,,,afsin57n25r53ifmqyfmbzqol,R. Uldriķis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561999,11,1,1,0,16,ears40cp6opsgvhsy0dgyszpd,0,67.4,54.4,2022-08-13T18:01:27.239Z,2022-08-15T18:24:00Z,3703421365,56,Center,3709915403,178,,3703421369,141,54.4,3703421371,212,2.0,3703421373,213,3.1,3703421367,140,65.5,3703421481,233,4,3703421485,286,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,3703421479,236,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562009,4,74,1,0,16,ccpscwdcm65czscrun048ecn5,1,34.8,32.8,2022-08-13T18:01:27.394Z,2022-08-15T18:24:09Z,3703421419,285,,3703421509,233,11,3703421417,56,Back,3709915965,178,,3709929649,21,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446876655,858,43,1,0,18,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-13T18:01:29.245Z,2022-08-16T06:42:31Z,3710571921,233,936,3710572359,144,67,,,,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446876653,936,43,1,0,18,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-08-13T18:01:29.246Z,2022-08-16T06:42:30Z,3710571941,233,858,3710572357,144,67,,,,,,,,,,,,,,,,,,,c6ufljjgl050g9xn7e9ma7hg4,M. Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562021,5,49,1,0,18,ccpscwdcm65czscrun048ecn5,1,34.8,32.8,2022-08-13T18:01:29.333Z,2022-08-16T06:43:01Z,,,,,,,,,,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446876785,859,67,1,0,18,ccpscwdcm65czscrun048ecn5,1,34.3,34.2,2022-08-13T18:01:29.371Z,2022-08-16T11:17:04Z,3710572669,233,937,,,,,,,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446876783,937,67,1,0,18,ears40cp6opsgvhsy0dgyszpd,0,65.7,65.8,2022-08-13T18:01:29.372Z,2022-08-16T06:43:13Z,3710572685,233,859,,,,,,,,,,,,,,,,,,,,,,c6ufljjgl050g9xn7e9ma7hg4,M. Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562025,6,3,1,0,18,ccpscwdcm65czscrun048ecn5,0,34.8,33.8,2022-08-13T18:01:29.481Z,2022-08-15T18:24:39Z,3709916499,178,,3705678531,464,,3703421517,56,Back,3703421519,286,,3703421625,233,12,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562039,12,7,1,0,18,ears40cp6opsgvhsy0dgyszpd,1,65.2,66.2,2022-08-13T18:01:29.531Z,2022-08-15T18:24:54Z,3709916873,178,,3703421619,233,6,3703421591,285,,3703421589,56,Center,3705678621,384,,,,,,,,,,,c6ufljjgl050g9xn7e9ma7hg4,M. Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446876895,938,43,1,0,20,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-08-13T18:01:31.525Z,2022-08-16T06:43:45Z,3710573259,178,0,3710573311,144,82,,,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562043,13,49,1,0,20,ears40cp6opsgvhsy0dgyszpd,1,60.2,67.5,2022-08-13T18:01:31.588Z,2022-08-16T06:43:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562069,14,1,1,0,24,ears40cp6opsgvhsy0dgyszpd,0,69.9,92.3,2022-08-13T18:01:35.559Z,2022-08-15T18:25:20Z,3703421693,56,Center,3703421701,213,4.9,3703421695,140,72.2,3709932973,178,,3703421697,141,72.8,3703421699,212,13.5,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562073,7,49,1,0,25,ccpscwdcm65czscrun048ecn5,1,36.4,36.9,2022-08-13T18:01:36.478Z,2022-08-15T18:25:24Z,,,,,,,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562115,8,1,1,0,27,ccpscwdcm65czscrun048ecn5,1,35.8,32.8,2022-08-13T18:01:37.948Z,2022-08-15T18:25:28Z,3703421921,1,,3703421913,140,76.9,3703421911,56,Left,3703421919,213,0.8,3703421917,212,59.7,3709933317,178,,3703421915,141,93.5,3703421909,196,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562141,9,1,1,0,33,ccpscwdcm65czscrun048ecn5,1,77.9,95.9,2022-08-13T18:01:44.150Z,2022-08-15T18:25:39Z,3703422117,212,10.6,3703422115,141,85.3,3703422121,213,3.9,3703422111,56,Left,3709933695,178,,3703422113,140,70.5,,,,,,,6mjm5cwe46jhi3wwpf1icf65l,D. Redan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562149,10,1,1,0,36,ccpscwdcm65czscrun048ecn5,0,71,81.1,2022-08-13T18:01:47.245Z,2022-08-15T18:25:41Z,3703422177,213,5.4,3705679079,224,,3709933781,178,,3703422175,212,27.6,3703422501,2,,3705679081,72,,3703422171,140,87.9,3703422169,56,Center,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,3703422167,155,3703422173,141,50.1,,,,,,,,,,,,,,,,,,,,,,,
2445562175,15,12,1,0,37,ears40cp6opsgvhsy0dgyszpd,1,9.2,59.4,2022-08-13T18:01:48.557Z,2022-08-15T18:25:45Z,3703422369,213,0.4,3703422367,212,18.7,3703422365,141,70.2,3709933881,178,,3703422363,140,25.6,3703422361,56,Back,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562169,11,15,1,0,40,ccpscwdcm65czscrun048ecn5,1,87.4,33.9,2022-08-13T18:01:51.284Z,2022-08-15T18:25:51Z,3703722781,76,,3703422321,56,Center,3703423483,147,47.1,3703422317,22,,3703422319,63,,3703423477,103,15.2,3703423479,458,,3709934043,178,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,3703422763,20,3703423481,146,98.1,3703422781,233,16,3703423475,102,52.9,,,,,,,,,,,,,,,,,
2445562179,16,10,1,0,41,ears40cp6opsgvhsy0dgyszpd,1,2.8,52.2,2022-08-13T18:01:52.089Z,2022-08-15T18:25:54Z,3705679371,376,,3703422665,179,,3703422389,56,Back,3703422387,182,,3703422795,233,11,3703422661,177,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562185,17,52,1,0,42,ears40cp6opsgvhsy0dgyszpd,1,2.8,52.2,2022-08-13T18:01:53.052Z,2022-08-15T18:25:57Z,3705679405,376,,3709934281,178,,,,,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562403,18,1,1,0,58,ears40cp6opsgvhsy0dgyszpd,0,13.1,50,2022-08-13T18:02:08.775Z,2022-08-15T18:26:01Z,3703423545,189,,3703423517,56,Back,3703423525,141,75.8,3703423515,199,,3703423527,212,29.9,3703423529,213,0.6,3703423521,140,36.2,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562415,12,49,1,1,0,ccpscwdcm65czscrun048ecn5,1,66.3,25.8,2022-08-13T18:02:11.021Z,2022-08-16T06:45:24Z,,,,,,,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446877117,866,43,1,1,0,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-13T18:02:11.056Z,2022-08-16T06:45:19Z,3710574591,144,82,3710574565,178,0,,,,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562433,13,1,1,1,0,ccpscwdcm65czscrun048ecn5,1,67.9,23.9,2022-08-13T18:02:11.721Z,2022-08-15T18:26:08Z,3703423685,212,11.5,3703423683,141,7.9,3703423681,140,71.3,3703423679,56,Right,3709934719,178,,3703423687,213,5.0,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446877359,871,43,1,1,2,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-13T18:02:12.954Z,2022-08-16T06:46:52Z,3710575839,144,82,3710575733,178,0,,,,,,,,,,,,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446877153,868,43,1,1,3,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-13T18:02:14.091Z,2022-08-16T06:45:40Z,3710574903,144,82,3710574771,178,0,,,,,,,,,,,,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562451,14,1,1,1,3,ccpscwdcm65czscrun048ecn5,0,71.3,7.9,2022-08-13T18:02:14.119Z,2022-08-15T18:26:13Z,3703423803,213,1.2,3703423795,141,28.8,3703423799,212,15.4,3709934849,178,,3703423789,56,Center,3703423793,140,77.0,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562465,19,61,1,1,4,ears40cp6opsgvhsy0dgyszpd,1,20.7,66.5,2022-08-13T18:02:14.847Z,2022-08-15T18:26:19Z,3709935105,178,,3703423839,56,Back,,,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562489,15,1,1,1,5,ccpscwdcm65czscrun048ecn5,1,80.1,35.2,2022-08-13T18:02:16.047Z,2022-08-15T18:26:25Z,3709935363,178,,3703423983,56,Center,3703425999,210,15,3703423987,141,49.3,3703423991,213,1.8,3703423989,212,9.9,3703423985,140,77.9,,,,6mjm5cwe46jhi3wwpf1icf65l,D. Redan,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2445562493,16,15,1,1,7,ccpscwdcm65czscrun048ecn5,1,78.2,53,2022-08-13T18:02:17.913Z,2022-08-15T18:26:25Z,3703426049,146,81.9,3703425335,233,20,3703425315,82,,3703426039,215,,3703424005,18,,3703425311,72,,3703426021,78,,3703426035,103,19,3mp92d5s002hi523kl4zmgrft,O. Boussaid,3703426027,55,3703424007,56,Center,3703426031,102,50.2,3703424003,22,,,15,3703426023,29,3703426051,147,52.5,3709935459,178,3703426055,231,50.4,3703426053,230,98.0,,
2445562513,20,10,1,1,7,ears40cp6opsgvhsy0dgyszpd,1,18.7,46.7,2022-08-13T18:02:18.088Z,2022-08-15T18:26:30Z,3709935679,389,,3709935681,21,,3703424099,94,,3703425363,233,16,3703424101,56,Back,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562577,21,49,1,1,10,ears40cp6opsgvhsy0dgyszpd,1,29,5.3,2022-08-13T18:02:21.465Z,2022-08-15T18:26:35Z,,,,,,,,,,,,,,,,,,,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562587,22,1,1,1,12,ears40cp6opsgvhsy0dgyszpd,0,29,5.3,2022-08-13T18:02:22.969Z,2022-08-15T18:26:41Z,3703424487,212,4.4,3703424489,213,0.3,3709936169,178,,3703424483,140,33.0,3703424519,236,,3703424525,286,,3703424485,141,7.3,3703424521,233,17,e1wk520xrgbtriixo4kj3pnje,R. Balk,3703424481,56,,,,,,,,,,,Back,,,,,,,,,,,,,,,
2445562569,17,74,1,1,12,ccpscwdcm65czscrun048ecn5,1,68.3,91.2,2022-08-13T18:02:23.102Z,2022-08-15T18:26:46Z,3703424539,233,22,3703424387,285,,3709936319,178,,3703424385,56,Left,,,,,,,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562627,19,49,1,1,13,ccpscwdcm65czscrun048ecn5,1,77.9,91.4,2022-08-13T18:02:24.127Z,2022-08-15T18:26:54Z,,,,,,,,,,,,,,,,,,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562621,18,43,1,1,16,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-13T18:02:27.287Z,2022-08-13T18:02:36Z,3703424665,56,Left,3703424669,141,91.4,3703424671,212,0,3703424673,213,3.1,3703425157,144,1,3703424667,140,77.9,3703424663,155,0,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562645,20,1,1,1,17,ccpscwdcm65czscrun048ecn5,1,77.9,91.4,2022-08-13T18:02:27.888Z,2022-08-15T18:27:04Z,3703424851,213,3.9,3703424845,140,71.1,3703424849,212,9.4,3703424847,141,82.3,3703424843,56,Left,3709937001,178,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445976689,851,3,1,1,19,ccpscwdcm65czscrun048ecn5,1,73.7,80.4,2022-08-13T18:02:29.951Z,2022-08-15T18:27:08Z,3709937207,178,,3705680421,464,,3705680399,286,,3705680397,56,Left,3706017789,233,919,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445976691,919,45,1,1,19,ears40cp6opsgvhsy0dgyszpd,0,26.3,19.6,2022-08-13T18:02:29.951Z,2022-08-15T18:27:09Z,3705680403,285,,3705680401,56,Back,3706017795,233,851,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562681,21,1,1,1,21,ccpscwdcm65czscrun048ecn5,0,69.9,75.3,2022-08-13T18:02:31.971Z,2022-08-15T18:27:11Z,3703425059,140,100.0,3703425065,212,32.9,3709937309,178,,3703425073,1,,3703425055,56,Center,3703425069,213,6.3,3703425063,141,73.9,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562685,22,5,1,1,24,ccpscwdcm65czscrun048ecn5,0,101.2,66.6,2022-08-13T18:02:34.913Z,2022-08-15T18:27:14Z,3703425095,56,Center,3703425097,346,,3703425143,233,23,,,,,,,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562687,23,5,1,1,24,ears40cp6opsgvhsy0dgyszpd,1,-1.2,33.4,2022-08-13T18:02:34.913Z,2022-08-15T18:27:14Z,3703425105,56,Back,3703425137,233,22,3703425107,346,,,,,,,,,,,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562957,24,1,1,1,40,ears40cp6opsgvhsy0dgyszpd,1,5.1,43.1,2022-08-13T18:02:51.039Z,2022-08-15T18:27:28Z,3703426633,141,31.9,3703426623,56,Back,3703426629,140,11.3,3703426637,212,10.0,3703693335,189,,3703426639,213,5.4,3703426619,124,,3703426645,237,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562977,25,1,1,1,44,ears40cp6opsgvhsy0dgyszpd,1,11.3,31.9,2022-08-13T18:02:55.062Z,2022-08-15T18:27:31Z,3703426743,212,19.4,3703426741,141,59.6,3703426745,213,1.8,3703426739,140,7.0,3709938143,178,,3703426737,56,Back,3703693255,189,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562987,26,1,1,1,46,ears40cp6opsgvhsy0dgyszpd,1,6.3,60,2022-08-13T18:02:56.987Z,2022-08-15T18:27:37Z,3703426783,56,Center,3703695125,155,,3703426793,1,,3703426787,141,59.1,3703426789,212,50.9,3703426791,213,6.3,3709938355,178,,3703426785,140,54.8,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445562991,27,44,1,1,48,ears40cp6opsgvhsy0dgyszpd,1,48.6,65.1,2022-08-13T18:02:59.548Z,2022-08-16T11:17:05Z,3703426805,56,Back,3703426817,233,23,3703426821,285,,,,,,,,,,,,,,,,,afsin57n25r53ifmqyfmbzqol,R. Uldriķis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
