id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2452371571,9,1,1,0,18,24fvcruwqrqvqa3aonf8c3zuy,1,52,22.7,2022-08-28T12:31:26.418Z,2022-08-31T04:37:06Z,3739627957,140,58.4,3739627963,213,5.3,3746482395,178,,3739627961,212,12.0,3739627959,141,8.0,3739627955,56,Right,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371577,10,1,1,0,18,24fvcruwqrqvqa3aonf8c3zuy,0,58.4,8,2022-08-28T12:31:27.257Z,2022-08-31T04:37:12Z,3746482453,178,,3739627979,212,2.5,3739627975,140,60.2,3739628027,233,3,3739627981,213,0.7,3739628031,286,,3739627977,141,10.4,3739627973,56,Right,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,3739628025,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371549,3,74,1,0,18,dqk062lu0vm8epvytbm6r4mmf,1,43.4,89.6,2022-08-28T12:31:27.362Z,2022-08-31T04:37:17Z,3739628045,233,10,3746482521,178,,3739627841,56,Back,3739628023,285,,,,,,,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371595,4,5,1,0,20,dqk062lu0vm8epvytbm6r4mmf,0,42.3,100.4,2022-08-28T12:31:28.429Z,2022-08-31T04:37:27Z,3739628113,233,11,3739628073,56,Back,3739628075,347,,,,,,,,,,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371597,11,5,1,0,20,24fvcruwqrqvqa3aonf8c3zuy,1,57.7,-0.4,2022-08-28T12:31:28.429Z,2022-08-31T04:37:27Z,3739628079,347,,3739628077,56,Right,3739628089,233,4,,,,,,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371689,12,1,1,0,28,24fvcruwqrqvqa3aonf8c3zuy,1,60.1,0,2022-08-28T12:31:37.313Z,2022-08-31T04:37:31Z,3739628517,107,,3739628525,212,8.9,3739628521,140,59.6,3739628519,56,Right,3739628523,141,12.1,3739628527,213,1.6,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371723,13,1,1,0,30,24fvcruwqrqvqa3aonf8c3zuy,1,47.4,14.9,2022-08-28T12:31:39.015Z,2022-08-31T04:37:39Z,3746482765,178,,3739628657,140,31.8,3739628663,213,3.3,3739628661,212,16.6,3739628659,141,11.3,3739628655,56,Back,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371749,14,1,1,0,34,24fvcruwqrqvqa3aonf8c3zuy,1,31.9,14,2022-08-28T12:31:43.168Z,2022-08-31T04:37:43Z,3739628781,1,,3739628779,213,1.5,3739628775,141,73.5,3746482801,178,,3739628771,56,Back,3739628773,140,34.5,3739628777,212,40.6,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371775,15,1,1,0,38,24fvcruwqrqvqa3aonf8c3zuy,1,36.4,73.4,2022-08-28T12:31:46.772Z,2022-08-31T04:37:47Z,3739628877,213,5.6,3739628873,141,66.0,3739628869,56,Back,3739628871,140,42.7,3739628875,212,8.3,3746482849,178,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371817,16,1,1,0,40,24fvcruwqrqvqa3aonf8c3zuy,1,40.7,66,2022-08-28T12:31:48.897Z,2022-08-31T04:37:53Z,3739629061,212,21.1,3739629063,213,4.2,3746482897,178,,3739629057,141,39.4,3739629053,140,30.4,3739629049,56,Back,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371839,17,1,1,0,43,24fvcruwqrqvqa3aonf8c3zuy,1,30.6,36.7,2022-08-28T12:31:52.001Z,2022-08-31T04:37:56Z,3739629185,212,21.0,3739629179,56,Back,3739629187,213,5.0,3739629183,141,6.8,3746482945,178,,3739629181,140,35.6,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371841,18,61,1,0,44,24fvcruwqrqvqa3aonf8c3zuy,0,33.5,11.8,2022-08-28T12:31:53.215Z,2022-08-31T04:38:03Z,3746483009,178,,3739629195,56,Back,,,,,,,,,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371981,5,5,1,0,47,dqk062lu0vm8epvytbm6r4mmf,1,63,100.8,2022-08-28T12:31:55.414Z,2022-08-31T04:38:08Z,3739629907,347,,3739629905,56,Left,3739629917,233,19,,,,,,,,,,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452371847,19,5,1,0,47,24fvcruwqrqvqa3aonf8c3zuy,0,37,-0.8,2022-08-28T12:31:55.414Z,2022-08-31T04:38:09Z,3739629993,233,5,3739629227,347,,3739629225,56,Back,,,,,,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372011,6,1,1,0,57,dqk062lu0vm8epvytbm6r4mmf,1,53.2,100,2022-08-28T12:32:06.226Z,2022-08-31T04:38:14Z,3739630065,1,,3739630057,140,40.6,3739630053,107,,3739630063,213,4.1,3739630061,212,23.2,3739630055,56,Back,3739630059,141,73.6,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372033,7,1,1,0,58,dqk062lu0vm8epvytbm6r4mmf,1,40.6,73.6,2022-08-28T12:32:07.353Z,2022-08-31T04:38:23Z,3746483215,178,,3739630173,56,Back,3739630177,141,93.2,3739630181,213,1.4,3739630179,212,13.5,3739630175,140,42.4,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372099,8,1,1,1,0,dqk062lu0vm8epvytbm6r4mmf,0,42.4,93.2,2022-08-28T12:32:08.631Z,2022-08-31T04:38:28Z,3746483257,178,,3739630551,155,,3739630557,141,92.7,3739630553,56,Back,3739630563,1,,3739630561,213,3.1,3739630559,212,44.9,3739630555,140,0.0,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372101,9,6,1,1,5,dqk062lu0vm8epvytbm6r4mmf,0,2.4,92,2022-08-28T12:32:14.269Z,2022-08-31T04:38:46Z,3739630569,56,Back,3739630571,73,,3739630925,233,20,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372147,20,6,1,1,5,24fvcruwqrqvqa3aonf8c3zuy,1,97.6,8,2022-08-28T12:32:14.269Z,2022-08-31T04:38:45Z,3739631003,75,,3739630889,233,9,3739630859,56,Right,,,,,,,,,,,,,,,,9vf02r3geinhsy732oxyrcacq,I. Saibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372393,21,1,1,1,31,24fvcruwqrqvqa3aonf8c3zuy,0,99.4,0.8,2022-08-28T12:32:40.254Z,2022-08-31T04:38:51Z,3742152253,20,,3739632055,140,92.1,3739632053,56,Center,3739632057,141,47.8,3739632049,155,,3739632051,224,,3739632059,212,32.9,3739632061,213,1.8,9psfk94nduz6icnuwty5v9all,C. Gakpo,3746483479,178,3739632047,6,3739632063,1,3739632045,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372369,10,44,1,1,33,dqk062lu0vm8epvytbm6r4mmf,1,8.2,51.2,2022-08-28T12:32:42.035Z,2022-08-31T09:15:16Z,3739631903,56,Back,3739631907,285,,3739632133,233,22,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372399,22,44,1,1,33,24fvcruwqrqvqa3aonf8c3zuy,0,91.8,48.8,2022-08-28T12:32:42.036Z,2022-08-31T04:39:35Z,3739632239,233,10,3739632087,286,,3739632085,56,Center,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372385,11,12,1,1,33,dqk062lu0vm8epvytbm6r4mmf,1,8.4,50.1,2022-08-28T12:32:42.102Z,2022-08-31T09:15:16Z,3746483911,388,,3739631995,141,51.0,3739631999,213,0.0,3739632003,15,,3739631991,140,27.1,3739631987,56,Back,3739631997,212,19.6,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452372463,23,16,1,1,36,24fvcruwqrqvqa3aonf8c3zuy,1,78.1,46.8,2022-08-28T12:32:44.509Z,2022-08-31T04:40:12Z,3739632401,56,Center,3739633157,375,01:35.277,3739633153,374,2022-08-28 13:32:43.663,3739633809,328,,3742152839,396,47.7,3739633813,230,98.9,3739633797,80,,3739633807,215,,d4j19ipiaeuetyij08fofgs15,J. Veerman,3742152837,395,3739632399,18,3739633815,231,3739633149,20,98.9,50,3739633811,458,3739633805,103,12.0,3739633801,102,46.1,3739633147,25,3746484015,178,,,,,,,,,,,,,,,,
2452373051,12,1,1,2,25,dqk062lu0vm8epvytbm6r4mmf,1,50.1,50.1,2022-08-28T12:33:34.054Z,2022-08-31T04:40:34Z,3739634949,140,29.0,3739634957,279,G,3739634953,212,22.2,3746484337,178,,3739634951,141,51.3,3739634947,56,Back,3739634955,213,3.1,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373101,13,1,1,2,28,dqk062lu0vm8epvytbm6r4mmf,1,29,51.2,2022-08-28T12:33:37.191Z,2022-08-31T04:40:40Z,3739635191,140,30.2,3739635197,213,4.8,3739635193,141,26.4,3746484375,178,,3739635195,212,16.9,3739635189,56,Back,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373119,14,1,1,2,30,dqk062lu0vm8epvytbm6r4mmf,1,30.1,26.2,2022-08-28T12:33:38.862Z,2022-08-31T04:40:45Z,3746484411,178,,3739635251,140,31.9,3739635253,141,55.5,3739635249,56,Back,3739635259,213,1.5,3739635255,212,20.0,,,,,,,3ox3ey99addc8m1ee8qrzuuhh,S. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373153,15,1,1,2,31,dqk062lu0vm8epvytbm6r4mmf,1,31.9,55.5,2022-08-28T12:33:39.905Z,2022-08-31T04:40:52Z,3739635397,212,16.7,3739635393,140,40.8,3739635391,56,Back,3739635399,213,5.3,3746484451,178,,3739635395,141,35.2,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453688581,1610,83,1,2,33,24fvcruwqrqvqa3aonf8c3zuy,1,68.6,63,2022-08-28T12:33:42.090Z,2022-08-31T08:01:17Z,3746643803,399,520178,,,,,,,,,,,,,,,,,,,,,,9vf02r3geinhsy732oxyrcacq,I. Saibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373277,16,1,1,2,33,dqk062lu0vm8epvytbm6r4mmf,1,39.6,33.8,2022-08-28T12:33:42.130Z,2022-08-31T04:41:02Z,3739635885,212,18.9,3746484525,178,,3739635887,213,4.7,3739635883,141,6.0,3739635879,56,Back,3739635881,140,38.5,,,,,,,9aj2e1c30c8i3h6iff0k4dmac,J. Eijgenraam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453688641,1611,83,1,2,38,24fvcruwqrqvqa3aonf8c3zuy,1,51.6,89.6,2022-08-28T12:33:46.599Z,2022-08-31T08:01:34Z,3746644203,399,179515,,,,,,,,,,,,,,,,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373307,17,1,1,2,40,dqk062lu0vm8epvytbm6r4mmf,1,46.6,6.1,2022-08-28T12:33:48.980Z,2022-08-31T04:41:22Z,3739636051,212,18.8,3739636053,213,3.1,3739636049,141,7.6,3746484775,178,,3739636047,140,28.7,3739636043,56,Back,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373371,18,1,1,2,41,dqk062lu0vm8epvytbm6r4mmf,1,29.5,8.5,2022-08-28T12:33:50.237Z,2022-08-31T04:41:35Z,3739636365,213,2.2,3739636357,140,15.8,3739636353,56,Back,3739636363,212,24.9,3746484935,178,,3739636361,141,38.3,,,,,,,9aj2e1c30c8i3h6iff0k4dmac,J. Eijgenraam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373435,19,1,1,2,45,dqk062lu0vm8epvytbm6r4mmf,1,15.5,38.2,2022-08-28T12:33:53.671Z,2022-08-31T04:41:39Z,3746484979,178,,3739636675,212,8.6,3739636671,140,20.5,3739636669,56,Back,3739636673,141,28.2,3739636677,213,5.4,,,,,,,am19rcub89k9bleldiqps7845,S. van Gassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373513,20,1,1,2,49,dqk062lu0vm8epvytbm6r4mmf,1,26.5,28,2022-08-28T12:33:58.325Z,2022-08-31T04:41:45Z,3746485027,178,,3739637047,140,27.0,3739637051,212,30.1,3739637049,141,72.3,3739637045,56,Back,3739637053,213,1.6,,,,,,,3ox3ey99addc8m1ee8qrzuuhh,S. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373551,21,1,1,2,55,dqk062lu0vm8epvytbm6r4mmf,0,33.5,72.6,2022-08-28T12:34:04.199Z,2022-08-31T04:42:00Z,3739637271,213,6.1,3739637269,212,63.6,3739637273,1,,3739637265,140,92.5,3739637261,155,,3746485149,178,,3739637267,141,51.6,3739637263,56,Center,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373557,24,49,1,2,59,24fvcruwqrqvqa3aonf8c3zuy,1,7.5,49.3,2022-08-28T12:34:08.184Z,2022-08-31T04:42:10Z,,,,,,,,,,,,,,,,,,,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373719,25,1,1,3,8,24fvcruwqrqvqa3aonf8c3zuy,0,8.7,53,2022-08-28T12:34:17.137Z,2022-08-31T04:42:30Z,3739638073,213,0.7,3739638069,141,100.0,3739638065,56,Back,3739638071,212,49.0,3739638067,140,43.3,3739638219,189,,3739638075,1,,3739638063,157,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,3746485349,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373801,22,5,1,3,11,dqk062lu0vm8epvytbm6r4mmf,1,57.8,-1.6,2022-08-28T12:34:19.926Z,2022-08-31T04:42:35Z,3739638409,347,,3739638407,56,Right,3739638421,233,26,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373723,26,5,1,3,11,24fvcruwqrqvqa3aonf8c3zuy,0,42.2,101.6,2022-08-28T12:34:19.926Z,2022-08-31T04:42:36Z,3739638101,347,,3739638429,233,22,3739638099,56,Back,,,,,,,,,,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373815,23,1,1,3,17,dqk062lu0vm8epvytbm6r4mmf,1,51.7,0,2022-08-28T12:34:26.234Z,2022-08-31T04:42:40Z,3739638463,141,11.1,3739638467,213,1.4,3739638459,56,Right,3739638461,140,52.8,3739638465,212,8.1,3739638457,107,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373843,24,1,1,3,18,dqk062lu0vm8epvytbm6r4mmf,1,52.8,11.1,2022-08-28T12:34:27.009Z,2022-08-31T04:42:46Z,3739638577,141,4.0,3739638573,56,Back,3739638581,213,4.1,3746485445,178,,3739638579,212,6.0,3739638575,140,49.4,,,,,,,9aj2e1c30c8i3h6iff0k4dmac,J. Eijgenraam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373881,25,1,1,3,20,dqk062lu0vm8epvytbm6r4mmf,1,47.7,3.4,2022-08-28T12:34:29.369Z,2022-08-31T04:42:53Z,3739638755,212,8.3,3739638757,213,1.5,3739638753,141,15.5,3739638749,56,Back,3739638751,140,48.6,3746485489,178,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452373999,26,1,1,3,21,dqk062lu0vm8epvytbm6r4mmf,1,48.4,15.3,2022-08-28T12:34:30.210Z,2022-08-31T04:42:59Z,3739639287,212,32.6,3739639283,140,17.4,3739639281,56,Back,3739639291,1,,3739639289,213,3.1,3739639285,141,14.9,3746485535,178,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
