id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2444928919,9,1,1,0,17,6hsriqr3ybvyg94w2k19oal50,0,73.4,31.3,2022-08-12T18:00:38.336Z,2022-08-15T11:59:47Z,3700100079,213,4.6,3700100077,212,18.0,3705816931,178,,3700100071,56,Right,3700100075,141,5.0,3700100073,140,71.2,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446608637,782,43,1,0,20,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-08-12T18:00:41.475Z,2022-08-15T10:45:19Z,3709374685,144,82,3709121657,178,0,,,,,,,,,,,,,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928935,9,49,1,0,20,dqk062lu0vm8epvytbm6r4mmf,1,27.3,93.5,2022-08-12T18:00:41.492Z,2022-08-14T09:40:29Z,,,,,,,,,,,,,,,,,,,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928967,10,1,1,0,21,dqk062lu0vm8epvytbm6r4mmf,1,27,90.8,2022-08-12T18:00:43.199Z,2022-08-14T09:40:34Z,3700100333,141,74.7,3700100335,212,11.3,3700100331,140,24.3,3705817493,178,,3700100329,56,Back,3700100337,213,4.5,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928991,11,1,1,0,24,dqk062lu0vm8epvytbm6r4mmf,1,19.8,79.1,2022-08-12T18:00:46.102Z,2022-08-14T09:40:43Z,3700100443,140,4.8,3700100441,56,Back,3700100445,141,56.9,3700100449,213,3.9,3705817865,178,,3700100447,212,21.8,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929053,12,1,1,0,26,dqk062lu0vm8epvytbm6r4mmf,1,4.4,53.1,2022-08-12T18:00:48.257Z,2022-08-14T09:40:52Z,3700100717,213,5.3,3705818193,178,,3700100711,140,20.1,3700100715,212,28.3,3700100709,56,Back,3700100713,141,19.2,,,,,,,am19rcub89k9bleldiqps7845,S. van Gassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444972337,403,3,1,0,30,dqk062lu0vm8epvytbm6r4mmf,1,21.4,20.3,2022-08-12T18:00:51.585Z,2022-08-14T09:41:02Z,3700331891,56,Back,3700331893,285,,3705818505,178,,3701226375,464,,3700332819,233,457,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444972511,457,45,1,0,30,6hsriqr3ybvyg94w2k19oal50,0,78.6,79.7,2022-08-12T18:00:51.585Z,2022-08-14T09:41:02Z,3700332793,286,,3700332823,233,403,3700332791,56,Left,,,,,,,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929077,13,1,1,0,32,dqk062lu0vm8epvytbm6r4mmf,1,37,21.9,2022-08-12T18:00:54.251Z,2022-08-14T09:41:08Z,3700100867,140,58.6,3700100873,213,6.0,3700100871,212,23.7,3700100869,141,11.7,3705818763,178,,3700100865,56,Right,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929103,14,1,1,0,37,dqk062lu0vm8epvytbm6r4mmf,0,45.8,5.3,2022-08-12T18:00:58.837Z,2022-08-14T09:41:20Z,3705819103,178,,3700101049,1,,3700101043,141,7.1,3700101041,140,82.8,3700101045,212,38.9,3700101047,213,0.0,3700101039,56,Right,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929105,10,49,1,0,41,6hsriqr3ybvyg94w2k19oal50,1,16.3,91.7,2022-08-12T18:01:02.405Z,2022-08-14T09:41:28Z,,,,,,,,,,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929139,11,1,1,0,41,6hsriqr3ybvyg94w2k19oal50,1,16.3,91.7,2022-08-12T18:01:02.443Z,2022-08-14T09:41:32Z,3700101229,140,7.8,3700101231,141,46.7,3700101235,213,4.4,3700101233,212,31.9,3705819503,178,,3700101227,56,Back,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929163,12,1,1,0,47,6hsriqr3ybvyg94w2k19oal50,1,9.4,44.8,2022-08-12T18:01:08.330Z,2022-08-14T09:41:42Z,3700101343,212,26.4,3700101337,56,Back,3700101341,141,15.7,3700101345,213,5.4,3705819891,178,,3700101339,140,26.1,,,,,,,e84kqxlu2bzgcpu0x0cj3z8id,J. Houwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929189,13,1,1,0,50,6hsriqr3ybvyg94w2k19oal50,1,26.8,14.9,2022-08-12T18:01:11.402Z,2022-08-14T09:41:48Z,3700101483,212,22.5,3700101479,140,47.3,3700101481,141,5.5,3700101485,213,6.0,3705820103,178,,3700101477,56,Back,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929247,14,1,1,0,54,6hsriqr3ybvyg94w2k19oal50,1,54.5,10.1,2022-08-12T18:01:15.732Z,2022-08-14T09:41:57Z,3700101769,213,3.0,3700101763,140,40.7,3700101765,141,12.5,3700101761,56,Back,3705820415,178,,3700101767,212,14.6,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929293,15,1,1,0,58,6hsriqr3ybvyg94w2k19oal50,1,42.4,22.1,2022-08-12T18:01:19.424Z,2022-08-14T09:42:05Z,3705820621,178,,3700101889,212,19.7,3700101883,56,Back,3700101885,140,33.7,3700101887,141,47.8,3700101891,213,2.1,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929345,16,1,1,1,0,6hsriqr3ybvyg94w2k19oal50,1,35.2,51.8,2022-08-12T18:01:21.684Z,2022-08-14T09:42:11Z,3705820751,178,,3700102189,141,81.0,3700102185,56,Back,3700102187,140,41.2,3700102191,212,20.8,3700102193,213,1.3,,,,,,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929359,17,1,1,1,4,6hsriqr3ybvyg94w2k19oal50,1,42.4,73.7,2022-08-12T18:01:25.823Z,2022-08-14T09:42:19Z,3700102257,56,Back,3705820915,178,,3700102263,212,17.7,3700102259,140,34.8,3700102265,213,4.2,3700102261,141,50.4,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929399,18,1,1,1,7,6hsriqr3ybvyg94w2k19oal50,1,33.5,46.3,2022-08-12T18:01:28.299Z,2022-08-14T09:42:23Z,3700102417,140,46.2,3700102415,56,Back,3700102423,213,5.3,3700102421,212,25.1,3700102419,141,15.1,3705821009,178,,,,,,,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929409,19,1,1,1,10,6hsriqr3ybvyg94w2k19oal50,1,45.7,17.3,2022-08-12T18:01:31.324Z,2022-08-14T09:42:32Z,3700102463,213,5.9,3700102459,141,5.6,3700102461,212,24.0,3700102455,56,Right,3700102457,140,67.3,3705821225,178,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929413,20,1,1,1,11,6hsriqr3ybvyg94w2k19oal50,0,67.3,5.6,2022-08-12T18:01:32.373Z,2022-08-14T09:42:40Z,3705821369,178,,3700102487,212,13.2,3700102489,213,1.0,3700102483,140,74.3,3700102485,141,21.8,3700102481,56,Center,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929419,15,1,1,1,12,dqk062lu0vm8epvytbm6r4mmf,1,19.3,69.9,2022-08-12T18:01:33.695Z,2022-08-14T09:42:47Z,3700102527,141,71.1,3700102531,213,0.1,3700102529,212,15.5,3700102523,56,Back,3700102525,140,34.0,3705821555,178,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929423,16,49,1,1,13,dqk062lu0vm8epvytbm6r4mmf,1,28.6,68.4,2022-08-12T18:01:34.485Z,2022-08-14T09:42:54Z,,,,,,,,,,,,,,,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929435,17,1,1,1,13,dqk062lu0vm8epvytbm6r4mmf,1,30.1,68.6,2022-08-12T18:01:34.718Z,2022-08-14T09:43:03Z,3705821941,178,,3700102607,213,2.0,3700102605,212,10.7,3700102603,141,82.6,3700102593,56,Back,3700102599,140,25.4,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929445,18,1,1,1,14,dqk062lu0vm8epvytbm6r4mmf,0,23.5,91.9,2022-08-12T18:01:35.381Z,2022-08-14T09:43:14Z,3705822309,178,,3700102645,213,5.5,3700102641,141,80.6,3700102643,212,10.4,3700102637,56,Back,3700102639,140,30.2,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929439,21,61,1,1,14,6hsriqr3ybvyg94w2k19oal50,0,69.1,19,2022-08-12T18:01:36.237Z,2022-08-14T09:43:39Z,3705823113,178,,3700102621,56,Right,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971077,402,1,1,1,15,dqk062lu0vm8epvytbm6r4mmf,0,30.2,71.5,2022-08-12T18:01:36.916Z,2022-08-14T09:43:35Z,3700325437,155,,3700325443,141,75.9,3700325445,212,6.8,3700325441,140,36.0,3700325447,213,0.5,3705822981,178,,3700325439,56,Back,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929457,22,1,1,1,16,6hsriqr3ybvyg94w2k19oal50,0,68,16.3,2022-08-12T18:01:37.876Z,2022-08-14T09:43:45Z,3700102683,212,6.4,3700102679,140,74.1,3700102681,141,17.2,3700102685,213,0.1,3700102675,3,,3700102677,56,Right,3705823313,388,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929467,19,61,1,1,17,dqk062lu0vm8epvytbm6r4mmf,0,26.7,76.5,2022-08-12T18:01:38.945Z,2022-08-14T09:44:01Z,3705823797,178,,3700102767,56,Back,3705823795,21,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929475,23,1,1,1,18,6hsriqr3ybvyg94w2k19oal50,0,69.9,22.5,2022-08-12T18:01:39.605Z,2022-08-14T09:44:53Z,3700335291,140,67.5,3700335295,212,3.5,3700102787,56,Center,3700335293,141,26.0,3700335297,213,2.4,3705824387,178,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929481,20,61,1,1,18,dqk062lu0vm8epvytbm6r4mmf,1,27.1,71.7,2022-08-12T18:01:39.648Z,2022-08-14T09:44:30Z,3700102823,56,Back,3705824981,178,,3705824979,21,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446609565,943,43,1,1,19,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-08-12T18:01:40.413Z,2022-08-15T10:47:06Z,3709125253,178,0,3709378511,144,82,,,,,,,,,,,,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929487,24,49,1,1,19,6hsriqr3ybvyg94w2k19oal50,1,73.8,17.8,2022-08-12T18:01:40.458Z,2022-08-14T09:44:46Z,,,,,,,,,,,,,,,,,,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446664473,1115,83,1,1,21,dqk062lu0vm8epvytbm6r4mmf,1,21.3,81.8,2022-08-12T18:01:42.431Z,2022-08-15T10:47:24Z,3709379111,399,511528,,,,,,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929525,25,1,1,1,21,6hsriqr3ybvyg94w2k19oal50,1,82.9,16.9,2022-08-12T18:01:42.441Z,2022-08-14T09:45:01Z,3705825889,178,,3700103039,56,Right,3700103047,213,5.9,3700103045,212,8.8,3700103041,140,90.6,3700103043,141,11.8,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446664871,1497,67,1,1,22,6hsriqr3ybvyg94w2k19oal50,1,91.1,10.2,2022-08-12T18:01:43.658Z,2022-08-15T11:59:47Z,3709380839,233,1116,,,,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446664869,1116,67,1,1,22,dqk062lu0vm8epvytbm6r4mmf,0,8.9,89.8,2022-08-12T18:01:43.659Z,2022-08-15T10:48:17Z,3709380847,233,1497,,,,,,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
