id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2444908361,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-08-12T17:03:34.754Z,2022-08-12T18:01:32Z,3699992137,194,4idru0svqcqjpi03b4jhqyd3p,3700095925,197,542,3699992129,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3699992135,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3699992131,59,"24, 2, 32, 13, 5, 20, 42, 21, 11, 8, 22, 3, 9, 18, 23, 25, 27, 29, 33, 53, 60",3699992133,130,11,3699992139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3699992127,30,"e84kqxlu2bzgcpu0x0cj3z8id, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, eqjelc731e1xrp95bpysx0pka, e65zqndnze1xzef4qlkhd1v4l, d8cxurdt9g5gezqlfwae7ooru, czh4r9efdbw4fvdux0enl127e, 4idru0svqcqjpi03b4jhqyd3p, cty7nsrs5yn785m330c2gbwq2, 4ecptuxoyx485mmhrubuscgyd, 4snaidw6iaeo0k20gjfm35nft, cgsmk5437f466uoqvol7devze, b2uznyb9b8fxsy57450mbmwru, 7xtesbxl6ioj70wymszqsag9h, a69sa0h7lgpmlav961cpejbe2, 30t0ph1icrggc0x62om801ses, 1txv3b9y7h3du9d5bbblg0vai, hjb0mn4fgmfiimwn5odvl8fd, 3hhca66jtxt3c1iw10nfmhtnu, 45vh3c99keqayr9hj0r6x0ei2, 1t28pbgw92ktu3i8lvd4bf2ms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444909879,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-08-12T17:07:16.754Z,2022-08-12T18:00:13Z,3699999543,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 9aj2e1c30c8i3h6iff0k4dmac, 3ox3ey99addc8m1ee8qrzuuhh, 934ldgpefo90za10cq49k0o6i, 36q7nfs7t68aeg3z54rnr31pm, f07qmqesi1rpw7eapoz9rb0gk, a46irqckxabod18j2c0qfixre, 5zwa237gtyf2mlrmo7tlkqnoq, 6jhavdnaitqn6ydme8a526aui, 1ckh5t6x5t4rup9axjqpa2noq, 6ghc42l6w6v395vqy5k61drmc, 11iegkg0xuow3r11hx5t1o1xx, cvw6enlkjfnrtysck783raf6y, 8znaym62oghri26gdn8o6fz84, di3xjh5bc98tqxw26a1dvof84, 3fvaph4p7n0i1nwhhtlpayzh0",3699999545,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3699999549,130,2,3699999553,194,934ldgpefo90za10cq49k0o6i,3699999551,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3699999555,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700098889,197,1517,3699999547,59,"1, 2, 28, 6, 16, 4, 10, 33, 8, 9, 14, 17, 19, 21, 24, 34, 35, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928729,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-08-12T18:00:21.277Z,2022-08-12T18:00:21Z,3700099073,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928733,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-08-12T18:00:21.277Z,2022-08-14T09:22:55Z,3700099079,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928757,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,50.1,50.3,2022-08-12T18:00:21.461Z,2022-08-14T09:38:41Z,3700099187,140,29.9,3700099191,212,21.5,3700099195,279,S,3700099193,213,3.0,3705813465,178,,3700099189,141,55.1,3700099185,56,Back,,,,cty7nsrs5yn785m330c2gbwq2,N. Frederiksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928777,4,1,1,0,2,6hsriqr3ybvyg94w2k19oal50,0,32,57.3,2022-08-12T18:00:24.211Z,2022-08-14T09:38:46Z,3700099327,140,72.9,3700099333,213,0.4,3700099335,1,,3700099331,212,46.7,3700099329,141,84.2,3705813723,178,,3700099325,56,Left,3700099323,155,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928819,3,1,1,0,5,dqk062lu0vm8epvytbm6r4mmf,0,20.7,12.8,2022-08-12T18:00:27.111Z,2022-08-14T09:39:01Z,3700099587,3,,3700099591,140,31.6,3700099595,212,27.7,3700099593,141,49.9,3700099597,213,1.1,3700099589,56,Back,3705814283,388,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928825,5,1,1,0,9,6hsriqr3ybvyg94w2k19oal50,0,65.5,43.7,2022-08-12T18:00:30.827Z,2022-08-14T09:39:11Z,3700099627,140,81.1,3700099631,212,16.7,3700099633,213,0.2,3700099629,141,48.4,3700099623,155,,3705814735,178,,3700099625,56,Center,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928845,4,12,1,0,11,dqk062lu0vm8epvytbm6r4mmf,1,20.5,52.2,2022-08-12T18:00:32.548Z,2022-08-14T09:39:21Z,3700099737,212,16.5,3700328877,15,,3705814993,388,,3700099739,213,0.0,3700099733,140,36.2,3700099731,56,Back,3700099735,141,52.7,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928855,6,44,1,0,12,6hsriqr3ybvyg94w2k19oal50,1,68.8,46.4,2022-08-12T18:00:34.081Z,2022-08-15T11:59:46Z,3700099867,233,5,3700099773,286,,3700099771,56,Center,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928849,5,44,1,0,12,dqk062lu0vm8epvytbm6r4mmf,0,31.2,53.6,2022-08-12T18:00:34.082Z,2022-08-14T09:39:33Z,3700099871,233,6,3700099755,56,Back,3700099757,285,,,,,,,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928869,7,1,1,0,12,6hsriqr3ybvyg94w2k19oal50,0,73.9,45.5,2022-08-12T18:00:34.158Z,2022-08-15T11:59:46Z,3700099847,140,88.2,3700099851,212,16.3,3700099853,213,5.9,3705815337,388,,3700099849,141,36.1,3700099845,56,Center,3700099843,3,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928883,6,1,1,0,14,dqk062lu0vm8epvytbm6r4mmf,1,20.2,69.6,2022-08-12T18:00:35.371Z,2022-08-14T09:39:48Z,3700099919,140,30.5,3700099925,213,5.8,3700099921,141,61.7,3700099915,3,,3700099923,212,12.1,3700099917,56,Back,3705815811,178,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928885,7,1,1,0,15,dqk062lu0vm8epvytbm6r4mmf,0,30.5,61.7,2022-08-12T18:00:36.777Z,2022-08-14T09:39:57Z,3700099935,212,2.6,3700099931,140,33.0,3700099937,213,6.2,3700099929,56,Back,3700099983,236,,3705816215,178,,3700099991,286,,3700099987,233,8,6jhavdnaitqn6ydme8a526aui,C. Driouech,3700099933,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928887,8,74,1,0,15,6hsriqr3ybvyg94w2k19oal50,1,75.9,34,2022-08-12T18:00:36.884Z,2022-08-14T09:40:04Z,3700099997,233,7,3700099941,285,,3705816523,178,,3700099939,56,Center,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444928905,8,61,1,0,15,dqk062lu0vm8epvytbm6r4mmf,1,22.3,66.4,2022-08-12T18:00:37.078Z,2022-08-14T09:40:11Z,3705816695,178,,3700100025,56,Back,,,,,,,,,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446608603,927,67,1,0,17,6hsriqr3ybvyg94w2k19oal50,1,70.6,38.8,2022-08-12T18:00:38.288Z,2022-08-15T11:59:46Z,3709121507,233,781,,,,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446608601,781,67,1,0,17,dqk062lu0vm8epvytbm6r4mmf,0,29.4,61.2,2022-08-12T18:00:38.289Z,2022-08-15T08:02:26Z,3709121511,233,927,,,,,,,,,,,,,,,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
