id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2466373509,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-10-02T11:45:24.227Z,2022-10-02T12:30:54Z,3814252849,197,16630,3814041411,194,djbw3afgcgkbq22soig0xsjfu,3814041407,130,8,3814041405,59,"1, 2, 15, 10, 18, 33, 7, 8, 9, 11, 26, 4, 5, 6, 14, 17, 20, 21, 22, 24, 29, 30",3814041401,30,"9pgr69ub37hmr76gwbfw7lhw5, e6xexn53yyoxmdt5naduyx8bu, dux0skggr99ydjz3kn58p3wmh, djbw3afgcgkbq22soig0xsjfu, 5bjdj7hrhuxjbsa8wc1kw42c5, 1vyh50nfaq2kq5pmivpkc1psl, a8cgbwioykhqztfjgztfn7dud, e5xuwwa4qs6zxjd7y52tslih, 4j5hfebi948ggjwexpndrub1m, dy8wa8cciiae72q2ynm80rlcl, a89554tzfy4nfxrycpr2z0xjp, 4yyekuopwb7otz18rqfgwjht5, dnw3y6r7bk0aqbta2s7ttivhl, bnar4f48vnx4oaz2lzch48es5, e0cy0gwf04lohf0xjef0af8fe, 504o2odlvra056ouwcgreopgp, 672cwl9zj2d6lce6jda350vvu, 909y6bbt3ht52rsu560ua5gid, 11ceernyer8po8soj8dmygatx, 7d8qc47gy4mb9mo67e1ic448a, aboxil79ulfa73pckzsdnwp62, 5vsr5aylntbln91iqj7vh5duy",3814041409,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814041403,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814041413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466377429,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-10-02T11:49:28.342Z,2022-10-02T12:31:12Z,3814061413,130,8,3814254025,197,493,3814061417,194,9p6nlczeycd0ai4dahjxnf8ph,3814061419,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814061411,59,"22, 28, 16, 20, 4, 24, 7, 71, 19, 14, 11, 1, 8, 9, 10, 21, 31, 32, 34",3814061415,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3814061407,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, 9p6nlczeycd0ai4dahjxnf8ph, 570htztcvfsu947xw6fvtzmc5, 6dd248q0adq6su677bw2kk2c5, cudl1cjc8kxshfbhatms7aooa, a76yp8gkkg6frtuhh3d6l46i, 76n4eg1xu5qvf9bkwy4p8jsut, 6rfm7p5go1lgv6ccdjqgpallh, 8inyievyp1az6q3dtlkpynf56, 16mtjri8tz6vmxtxwr34y2tp1, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 5qvy65ckiigykkowpyco05zv9, 4fiks6jvfxzbs9k0s050vmfbo, 6h0fuh0aamz86pf25qebm0fvu, cp866ucakmwqiwxrstkaxwgt0, bqqq27wy9bk31ssgapksci4t1",3814061409,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414939,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-10-02T12:33:45.979Z,2022-10-02T12:33:48Z,3814265497,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414925,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-10-02T12:33:45.979Z,2022-10-05T09:32:19Z,3814265399,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414983,3,1,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,50.1,50,2022-10-02T12:33:46.101Z,2022-10-05T11:15:19Z,3814265763,279,S,3814265759,212,17.4,3814265755,140,33.6,3820208473,178,,3814265757,141,51.4,3814265753,56,Back,3814265761,213,3.1,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415023,4,1,1,0,2,8iawijq7s9s6d85mjz8wdslki,1,33.3,50.1,2022-10-02T12:33:48.457Z,2022-10-05T11:15:24Z,3814265959,155,,3814265963,140,71.8,3820208607,178,,3814265971,1,,3814265965,141,79.1,3814265969,213,0.5,3814265961,56,Left,3814265967,212,45.0,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415043,5,44,1,0,5,8iawijq7s9s6d85mjz8wdslki,1,73.7,79.2,2022-10-02T12:33:51.180Z,2022-10-05T12:29:57Z,3814266095,233,3,3814266071,286,,3814266069,56,Left,,,,,,,,,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415033,3,44,1,0,5,20vymiy7bo8wkyxai3ew494fz,0,26.3,20.8,2022-10-02T12:33:51.181Z,2022-10-05T11:15:30Z,3814266119,233,5,3814266019,285,,3814266017,56,Back,,,,,,,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415061,6,1,1,0,5,8iawijq7s9s6d85mjz8wdslki,0,74.5,80,2022-10-02T12:33:51.227Z,2022-10-05T12:29:57Z,3814266153,56,Center,3814266161,213,5.4,3820208949,388,,3814266155,140,76.5,3814266151,3,,3814266159,212,3.2,3814266157,141,76.5,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415047,4,61,1,0,5,20vymiy7bo8wkyxai3ew494fz,1,24.1,28.3,2022-10-02T12:33:51.275Z,2022-10-05T11:15:42Z,3814266089,56,Back,3820209085,15,,3820209087,388,,,,,,,,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415075,5,49,1,0,6,20vymiy7bo8wkyxai3ew494fz,1,30.3,42.7,2022-10-02T12:33:52.799Z,2022-10-05T11:15:51Z,,,,,,,,,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415091,6,1,1,0,6,20vymiy7bo8wkyxai3ew494fz,0,28.9,43.3,2022-10-02T12:33:52.831Z,2022-10-05T11:15:56Z,3814266309,157,,3814266323,212,33.9,3814266317,140,51.1,3814266321,141,79.4,3820209667,178,,3814266325,213,0.8,3814266313,56,Left,3814266327,1,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415117,7,1,1,0,10,8iawijq7s9s6d85mjz8wdslki,0,49,15.1,2022-10-02T12:33:56.148Z,2022-10-05T11:16:01Z,3814266453,212,14.6,3820209775,178,,3814266455,213,5.9,3814266447,56,Right,3814266451,141,6.9,3814266449,140,61.8,3814266445,3,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467539673,1008,67,1,0,11,20vymiy7bo8wkyxai3ew494fz,1,38.3,91.1,2022-10-02T12:33:57.334Z,2022-10-05T12:29:58Z,3820310253,233,860,,,,,,,,,,,,,,,,,,,,,,dux0skggr99ydjz3kn58p3wmh,M. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467539665,860,67,1,0,11,8iawijq7s9s6d85mjz8wdslki,0,61.7,8.9,2022-10-02T12:33:57.335Z,2022-10-05T12:07:29Z,3820310265,233,1008,,,,,,,,,,,,,,,,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415141,7,8,1,0,11,20vymiy7bo8wkyxai3ew494fz,1,38.6,91.5,2022-10-02T12:33:57.338Z,2022-10-05T12:29:58Z,3814266561,56,Back,3815217749,384,,3820210241,388,,,,,,,,,,,,,,,,,dux0skggr99ydjz3kn58p3wmh,M. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415145,8,1,1,0,12,8iawijq7s9s6d85mjz8wdslki,0,52.1,9.5,2022-10-02T12:33:58.610Z,2022-10-05T11:16:17Z,3814266591,213,0.3,3814519079,155,,3820210403,178,,3814266583,140,63.9,3814266587,141,15.2,3814266579,56,Right,3814266589,212,13.0,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415177,8,49,1,0,13,20vymiy7bo8wkyxai3ew494fz,1,34,84.3,2022-10-02T12:33:59.738Z,2022-10-05T11:16:24Z,,,,,,,,,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415199,9,1,1,0,14,20vymiy7bo8wkyxai3ew494fz,1,34.8,83.9,2022-10-02T12:34:00.828Z,2022-10-05T11:16:30Z,3814266883,212,14.8,3820210881,178,,3814266879,140,45.6,3814266877,56,Back,3814266881,141,97.8,3814266885,213,0.7,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466415231,10,1,1,0,16,20vymiy7bo8wkyxai3ew494fz,1,44.9,98,2022-10-02T12:34:02.500Z,2022-10-05T11:16:35Z,3814267043,56,Back,3820211067,178,,3814267045,140,18.7,3814267049,212,28.0,3814267051,213,3.3,3814267047,141,90.6,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
