id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2512320511,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-02-25T19:06:39.104Z,2023-02-25T19:50:03Z,4056481465,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, a76yp8gkkg6frtuhh3d6l46i, 570htztcvfsu947xw6fvtzmc5, 913pg8qqcjp99h5fjybbenob9, 9p6nlczeycd0ai4dahjxnf8ph, 6rfm7p5go1lgv6ccdjqgpallh, 76n4eg1xu5qvf9bkwy4p8jsut, cudl1cjc8kxshfbhatms7aooa, 8inyievyp1az6q3dtlkpynf56, uru1h5pzgwy9cvbele1piei, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 61a5bh5xw947nv4mxx62gqaqx, brij3tiox17hyfm63ulhg5sr9, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 4fiks6jvfxzbs9k0s050vmfbo, 6dd248q0adq6su677bw2kk2c5, bqqq27wy9bk31ssgapksci4t1, 6oynq4ickyxictf2e0ilemqne",4056481471,130,4,4056689543,197,493,4056481477,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056481469,59,"22, 28, 16, 71, 4, 3, 20, 14, 19, 7, 11, 31, 1, 2, 5, 6, 8, 9, 21, 24, 34, 77",4056481475,194,9p6nlczeycd0ai4dahjxnf8ph,4056481473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056481467,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512321915,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-02-25T19:08:02.741Z,2023-02-26T16:50:40Z,4056488519,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4056713253,197,17524,4056488517,30,"7dg8woqlx67ch0ji3ujhgb52i, 8ozlo6qrdavr86guhclwvh84q, bn8dwm2y9a8i9a10rba3dmm3u, ca8qw8jztjxwxuc2foa6dfckq, dbkr1w2xlwnyssid1tv0jlujt, c9epkro6fot3km9zak1kswfhm, 1sb4655mgzrdohlltyk9fqlzp, 5shfqpd5fj05qrp1jlzd08ftg, 3kbhgmnf6bhfgut0jxf4m2sfe, a21sngx9u0boxf3n6u5qbkdlh, emuhqfrh7daavple8wlrljhm1, 8822s8ns7oyvjqade4oaxzg0l, e3akocgpppdty3ayxty1gf6xh, c5jk0pvcvqddy0xiqv6qkesph, f15kg1dhysflr9u8igyvhxkdm, 7qzban9gm72aznhn11qyxwtg4, bdurpi6c2ipwtcuyndq0e6ve2, eayvrkzzkk0xu4c5rrxgzlroq, 266bhlksybsxaymm3ufiqlpg4, 8oetnmi8kejwwy37rhlelw2ne, 10ijtddqmzbhx3qtlhbyn4rca",4056488525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056488523,130,11,4056488521,59,"1, 3, 15, 28, 6, 31, 7, 17, 10, 8, 19, 2, 4, 9, 12, 20, 22, 24, 30, 33, 34",4056488529,194,a21sngx9u0boxf3n6u5qbkdlh,4056488531,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362817,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-02-25T19:59:58.856Z,2023-02-25T20:00:01Z,4056717453,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362811,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-02-25T19:59:58.856Z,2023-02-28T11:09:51Z,4056717431,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362841,3,1,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,50.1,50.7,2023-02-25T19:59:58.983Z,2023-02-28T12:15:19Z,4056717609,279,S,4056717599,56,Back,4056717601,140,32.7,4056717607,213,2.7,4063333351,178,,4056717605,212,20.6,4056717603,141,64.8,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362847,4,1,1,0,2,6g9qrm72224jrk6tkxxxi8a9n,1,32.7,64.8,2023-02-25T20:00:01.417Z,2023-02-28T12:15:24Z,4056717655,140,69.4,4056717653,56,Center,4056717663,1,,4056717659,212,48.0,4056717651,155,,4063333445,178,,4056717661,213,5.6,4056717657,141,22.6,ca8qw8jztjxwxuc2foa6dfckq,J. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362871,5,1,1,0,5,6g9qrm72224jrk6tkxxxi8a9n,0,69.4,22.6,2023-02-25T20:00:04.220Z,2023-02-28T12:15:28Z,4056717799,212,23.1,4056717791,3,,4056717797,141,11.9,4056717793,56,Right,4056717795,140,90.3,4063333545,178,,4056717801,213,6.0,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362865,3,49,1,0,8,8iawijq7s9s6d85mjz8wdslki,1,9.7,89.6,2023-02-25T20:00:06.977Z,2023-02-28T12:15:35Z,,,,,,,,,,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362881,4,1,1,0,9,8iawijq7s9s6d85mjz8wdslki,1,7.7,96.9,2023-02-25T20:00:08.667Z,2023-02-28T12:15:39Z,4056717905,213,6.0,4056717903,212,15.1,4056717899,140,21.4,4056717897,56,Back,4063333829,178,,4056717901,141,90.1,4056717895,157,,4056717907,1,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512362883,5,61,1,0,10,8iawijq7s9s6d85mjz8wdslki,0,15.7,91,2023-02-25T20:00:09.478Z,2023-02-28T12:15:44Z,4063333945,178,,4056717913,56,Back,,,,,,,,,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
