id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/16/value,qualifier/18/value
2451861463,7,1,1,0,16,3ebril33e08ddzob4bhq8awsr,0,28.9,97.1,2022-08-27T19:02:12.506Z,2022-08-29T09:42:58Z,3736867989,213,6.1,3736867981,56,Left,3736867985,141,87.2,3742696439,178,,3736867983,140,63.4,3736867979,157,,3736867991,1,,3736867987,212,36.8,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861449,6,44,1,0,19,4vd2t5schmvvufrfib7f2vjdf,1,37,13,2022-08-27T19:02:15.511Z,2022-08-30T04:50:54Z,3736868051,233,8,3736867909,56,Back,3736867911,285,,,,,,,,,,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861467,8,44,1,0,19,3ebril33e08ddzob4bhq8awsr,0,63,87,2022-08-27T19:02:15.512Z,2022-08-29T09:43:04Z,3736868067,233,6,3736868007,56,Left,3736868009,286,,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861471,7,1,1,0,19,4vd2t5schmvvufrfib7f2vjdf,0,36.5,14.1,2022-08-27T19:02:15.576Z,2022-08-30T04:50:55Z,3736868025,56,Back,3736868033,213,5.8,3736868029,141,9.7,3736868027,140,41.7,3742696949,388,,3736868031,212,6.2,3736868023,3,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861545,9,1,1,0,21,3ebril33e08ddzob4bhq8awsr,1,59.5,90.3,2022-08-27T19:02:17.007Z,2022-08-29T09:43:28Z,3736868453,212,12.8,3736868449,140,71.4,3736868441,3,,3736868451,141,94.2,3736868455,213,0.2,3742697709,388,,3736868445,56,Left,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861571,10,1,1,0,26,3ebril33e08ddzob4bhq8awsr,0,69.9,88.8,2022-08-27T19:02:21.790Z,2022-08-29T09:43:46Z,3736868573,140,68.8,3742698479,178,,3736868577,212,3.0,3736868579,213,2.0,3736868571,56,Left,3736868575,141,92.9,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861577,8,8,1,0,26,4vd2t5schmvvufrfib7f2vjdf,1,30.3,7.7,2022-08-27T19:02:22.111Z,2022-08-29T09:43:53Z,3742698489,178,,3739576777,385,,3736868601,56,Back,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861597,9,5,1,0,27,4vd2t5schmvvufrfib7f2vjdf,0,30.2,-1.8,2022-08-27T19:02:22.850Z,2022-08-29T09:43:57Z,3736869385,233,11,3736868693,347,,3736868691,56,Back,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861723,11,5,1,0,27,3ebril33e08ddzob4bhq8awsr,1,69.8,101.8,2022-08-27T19:02:22.850Z,2022-08-29T09:43:57Z,3736869369,233,9,3736869345,347,,3736869343,56,Left,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861779,12,1,1,0,34,3ebril33e08ddzob4bhq8awsr,1,66.6,100,2022-08-27T19:02:30.008Z,2022-08-29T09:44:04Z,3736869569,56,Back,3736869573,141,90.9,3736869577,213,3.5,3736869579,1,,3736869571,140,46.4,3736869575,212,22.3,3736869567,107,,,,,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861821,13,1,1,0,37,3ebril33e08ddzob4bhq8awsr,1,44.8,90.9,2022-08-27T19:02:33.465Z,2022-08-29T09:44:14Z,3742699663,178,,3736869771,212,34.0,3736869775,1,,3736869767,140,33.0,3736869769,141,44.3,3736869773,213,4.3,3736869765,56,Back,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861873,14,1,1,0,40,3ebril33e08ddzob4bhq8awsr,1,33,44.3,2022-08-27T19:02:36.400Z,2022-08-29T09:44:21Z,3742700019,178,,3736870057,140,35.5,3736870063,213,4.9,3736870059,141,27.9,3736870055,56,Back,3736870061,212,11.5,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861909,15,1,1,0,43,3ebril33e08ddzob4bhq8awsr,1,31.1,23.9,2022-08-27T19:02:39.301Z,2022-08-29T09:44:29Z,3736870277,213,2.5,3736870265,140,10.5,3736870261,56,Back,3736870273,212,26.4,3736870269,141,46.2,3742700035,178,,,,,,,,4e6yz7j1xjd7b6oyv078q8edx,M. Tirpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861957,16,1,1,0,46,3ebril33e08ddzob4bhq8awsr,0,10.4,47.1,2022-08-27T19:02:42.224Z,2022-08-29T09:44:34Z,3736870567,141,62.7,3742700383,178,,3736870563,56,Center,3736870571,213,0.2,3736870565,140,65.5,3736870569,212,58.8,3736870573,1,,3736870561,157,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451861991,10,43,1,0,49,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-08-27T19:02:44.786Z,2022-08-27T19:02:54Z,3736870799,212,11.9,3736870791,3,0,3736870795,140,24.1,3736870801,213,3.0,3736870793,56,Back,3736871315,144,1,3736870797,141,36.9,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862027,11,1,1,0,52,4vd2t5schmvvufrfib7f2vjdf,1,21.8,37.3,2022-08-27T19:02:48.449Z,2022-08-29T09:44:39Z,3736870989,212,12.3,3742700497,388,,3736870993,213,2.9,3736870985,141,41.9,3736870979,56,Back,3736870983,140,10.5,3736870975,3,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862035,12,52,1,0,54,4vd2t5schmvvufrfib7f2vjdf,1,10.5,41.9,2022-08-27T19:02:49.835Z,2022-08-29T09:44:45Z,3742700715,178,,3739587251,377,,,,,,,,,,,,,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862095,13,1,1,0,56,4vd2t5schmvvufrfib7f2vjdf,1,10.8,43.7,2022-08-27T19:02:52.015Z,2022-08-29T09:44:51Z,3736871367,123,,3736871375,140,14.7,3736871379,212,14.5,3736871377,141,23.3,3742700919,178,,3736871373,56,Back,3736871381,213,5.0,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862145,14,1,1,1,0,4vd2t5schmvvufrfib7f2vjdf,1,23.4,28.5,2022-08-27T19:02:55.985Z,2022-08-29T09:44:53Z,3736871647,141,81.8,3742700987,178,,3736871653,1,,3736871645,140,27.1,3736871651,213,1.5,3736871641,56,Back,3736871649,212,36.5,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862197,15,1,1,1,3,4vd2t5schmvvufrfib7f2vjdf,1,29.6,88.3,2022-08-27T19:02:59.550Z,2022-08-29T09:44:57Z,3742701135,178,,3736871911,141,95.9,3736871907,56,Back,3736871915,213,0.3,3736871913,212,15.1,3736871909,140,43.1,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862273,16,1,1,1,6,4vd2t5schmvvufrfib7f2vjdf,1,40.6,93.3,2022-08-27T19:03:02.421Z,2022-08-29T09:45:01Z,3736872327,140,37.6,3736872331,212,17.0,3736872325,56,Back,3736872329,141,68.7,3742701251,178,,3736872333,213,4.5,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862371,17,1,1,1,11,4vd2t5schmvvufrfib7f2vjdf,1,39.5,57,2022-08-27T19:03:07.461Z,2022-08-29T09:45:05Z,3736872813,56,Back,3736872817,141,28.9,3736872821,213,5.1,3742701373,178,,3736872819,212,20.3,3736872815,140,46.1,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862393,18,1,1,1,16,4vd2t5schmvvufrfib7f2vjdf,1,45.4,28.7,2022-08-27T19:03:12.239Z,2022-08-29T09:45:11Z,3736872931,141,38.8,3736872927,56,Center,3736872935,213,0.6,3736872933,212,11.4,3736872929,140,54.1,3742701543,178,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862445,19,1,1,1,17,4vd2t5schmvvufrfib7f2vjdf,1,55,40.6,2022-08-27T19:03:12.968Z,2022-08-29T09:45:18Z,3742701767,178,,3736873235,140,43.3,3736873241,141,27.2,3736873251,213,3.8,3736873231,56,Back,3736873247,212,15.3,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862503,20,1,1,1,18,4vd2t5schmvvufrfib7f2vjdf,1,41.1,28.2,2022-08-27T19:03:14.040Z,2022-08-29T09:45:23Z,3742701931,178,,3736873539,141,69.0,3736873541,212,28.0,3736873533,56,Back,3736873537,140,37.5,3736873543,213,1.7,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862555,21,1,1,1,22,4vd2t5schmvvufrfib7f2vjdf,1,42.8,72.7,2022-08-27T19:03:18.010Z,2022-08-29T09:45:30Z,3736873819,141,93.9,3742702157,178,,3736873823,213,0.7,3736873815,56,Left,3736873817,140,58.0,3736873821,212,21.5,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862613,22,1,1,1,24,4vd2t5schmvvufrfib7f2vjdf,1,55.3,93.8,2022-08-27T19:03:20.442Z,2022-08-29T09:45:35Z,3736874137,213,3.6,3736874129,56,Back,3736874133,141,82.7,3736874135,212,18.9,3736874131,140,38.8,3742702323,178,,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862663,23,1,1,1,28,4vd2t5schmvvufrfib7f2vjdf,1,41.1,72.6,2022-08-27T19:03:23.758Z,2022-08-29T09:45:49Z,3736874375,56,Back,3742702775,178,,3736874379,141,49.0,3736874377,140,36.4,3736874385,213,4.4,3736874381,212,16.8,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862727,24,1,1,1,31,4vd2t5schmvvufrfib7f2vjdf,1,41.8,35.5,2022-08-27T19:03:27.131Z,2022-08-29T09:45:54Z,3736874735,212,7.2,3736874731,140,39.0,3736874737,213,4.3,3742703019,178,,3736874733,141,25.8,3736874729,56,Back,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862773,25,1,1,1,33,4vd2t5schmvvufrfib7f2vjdf,1,39,25.8,2022-08-27T19:03:29.236Z,2022-08-29T09:45:58Z,3736875039,213,1.2,3736875031,56,Back,3736875035,141,56.6,3736875033,140,46.8,3736875037,212,22.5,3742703197,178,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862831,26,1,1,1,37,4vd2t5schmvvufrfib7f2vjdf,1,54,64.3,2022-08-27T19:03:33.569Z,2022-08-29T09:46:03Z,3736875357,56,Left,3736875363,212,21.0,3736875361,141,90.6,3736875365,213,1.0,3742703393,178,,3736875359,140,64.4,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862891,27,1,1,1,41,4vd2t5schmvvufrfib7f2vjdf,1,64.2,77.3,2022-08-27T19:03:37.429Z,2022-08-29T09:46:09Z,3736875665,212,5.4,3736875651,56,Center,3736875655,140,66.2,3736875661,141,70.0,3736875669,213,5.1,3742703565,178,,,,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862897,28,50,1,1,43,4vd2t5schmvvufrfib7f2vjdf,1,65.4,76.5,2022-08-27T19:03:39.315Z,2022-08-29T11:36:55Z,3736875685,56,Center,3736875687,286,,3736875865,233,17,,,,,,,,,,,,,,,,7jtag81mvpom3bfgezx8txbdh,T. Haye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862925,17,7,1,1,44,3ebril33e08ddzob4bhq8awsr,1,34.6,23.5,2022-08-27T19:03:40.168Z,2022-08-29T11:37:00Z,3736875837,285,,3736875835,56,Back,3736875843,233,28,3739593285,384,,3742703909,178,,,,,,,,,,,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862927,18,49,1,1,46,3ebril33e08ddzob4bhq8awsr,1,32.4,21,2022-08-27T19:03:41.859Z,2022-08-29T09:46:25Z,,,,,,,,,,,,,,,,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862945,19,1,1,1,46,3ebril33e08ddzob4bhq8awsr,1,31.6,21.3,2022-08-27T19:03:41.966Z,2022-08-29T09:46:30Z,3736875909,140,23.5,3736875917,213,3.3,3742704295,178,,3736875913,212,8.6,3736875911,141,19.2,3736875907,56,Back,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862967,20,1,1,1,47,3ebril33e08ddzob4bhq8awsr,1,24.6,23.9,2022-08-27T19:03:43.629Z,2022-08-29T09:46:36Z,3736876029,56,Back,3736876033,141,31.6,3742704543,178,,3736876037,213,0.3,3736876031,140,41.3,3736876035,212,18.3,3736876027,155,,,,,4e6yz7j1xjd7b6oyv078q8edx,M. Tirpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862979,21,1,1,1,49,3ebril33e08ddzob4bhq8awsr,0,41.3,32.6,2022-08-27T19:03:45.065Z,2022-08-29T09:48:08Z,3736876125,141,29.1,3736876121,56,Back,3736876129,213,3.5,3736876127,212,7.4,3736876123,140,34.6,3742704655,178,,,,,,,,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451863003,29,1,1,1,50,4vd2t5schmvvufrfib7f2vjdf,1,64.1,71.1,2022-08-27T19:03:45.736Z,2022-08-29T09:48:15Z,3736876287,141,74.4,3742707855,388,,3736876283,56,Back,3736876293,212,22.6,3736876285,140,42.7,3736876297,213,3.0,3736876281,3,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451863007,30,49,1,1,52,4vd2t5schmvvufrfib7f2vjdf,1,41.9,75.4,2022-08-27T19:03:47.879Z,2022-08-29T09:48:21Z,,,,,,,,,,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451863123,31,1,1,1,53,4vd2t5schmvvufrfib7f2vjdf,1,41.9,75.4,2022-08-27T19:03:48.943Z,2022-08-29T09:48:26Z,3736876943,141,61.7,3736876947,212,21.1,3736876949,213,3.6,3742708271,178,,3736876931,56,Back,3736876939,140,23.9,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451863219,32,1,1,1,56,4vd2t5schmvvufrfib7f2vjdf,1,23.9,61.7,2022-08-27T19:03:52.339Z,2022-08-29T09:48:41Z,3736877453,141,70.2,3736877457,213,0.3,3736877451,140,43.6,3736877449,56,Back,3736877455,212,21.5,3742708773,178,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451863281,33,1,1,2,2,4vd2t5schmvvufrfib7f2vjdf,1,47.9,68.6,2022-08-27T19:03:58.696Z,2022-08-29T09:48:52Z,3736877773,140,44.0,3742709101,178,,3736877777,212,16.4,3736877779,213,4.5,3736877771,56,Back,3736877775,141,45.2,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451863333,34,1,1,2,6,4vd2t5schmvvufrfib7f2vjdf,1,52.8,40.8,2022-08-27T19:04:02.446Z,2022-08-29T09:49:00Z,3736878025,140,48.0,3736878029,212,13.0,3742709369,178,,3736878027,141,23.1,3736878023,56,Back,3736878031,213,4.3,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
