id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/15/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2482316683,7,4,1,0,9,ccpscwdcm65czscrun048ecn5,0,91,10.4,2022-11-06T11:17:17.481Z,2022-11-08T05:49:02Z,3898575449,233,4,3898575429,152,,3898575431,286,,3898575427,56,Right,3898575423,13,,3898575425,294,,3903058827,178,,,,,6mjm5cwe46jhi3wwpf1icf65l,D. Redan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316809,5,1,1,0,34,cos9hxi16eitbcbthof7zrm4m,1,12.9,75.4,2022-11-06T11:17:43.148Z,2022-11-08T05:49:11Z,3898576125,5,,3898576139,212,53.8,3898576141,213,6.0,3898576127,157,,3898576143,1,,3898576133,56,Center,3898576137,141,51.0,3898576135,140,61.6,7j5xa2ti4qnvoh74h5twyi6s5,P. Leeuwenburgh,3898576129,152,3903058927,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316813,6,44,1,0,38,cos9hxi16eitbcbthof7zrm4m,1,63.1,48.8,2022-11-06T11:17:46.653Z,2022-11-08T07:58:32Z,3898576151,56,Center,3898576183,233,8,3898576153,286,,,,,,,,,,,,,,,,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316815,8,44,1,0,38,ccpscwdcm65czscrun048ecn5,0,36.9,51.2,2022-11-06T11:17:46.654Z,2022-11-08T05:49:17Z,3898576155,56,Back,3898576201,233,6,3898576157,285,,,,,,,,,,,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316819,7,1,1,0,38,cos9hxi16eitbcbthof7zrm4m,0,62.1,51.1,2022-11-06T11:17:46.724Z,2022-11-08T07:58:33Z,3898576165,168,,3898576167,56,Center,3898576163,3,,3898576169,140,63.8,3898576175,213,0,3898576171,141,51.1,3898576173,212,1.8,3903059025,388,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316827,9,61,1,0,38,ccpscwdcm65czscrun048ecn5,1,35.4,53.3,2022-11-06T11:17:46.761Z,2022-11-08T05:49:25Z,3903059085,388,,3903059083,15,,3898576213,56,Back,,,,,,,,,,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316841,10,1,1,0,40,ccpscwdcm65czscrun048ecn5,0,30.6,73.2,2022-11-06T11:17:48.753Z,2022-11-08T05:49:30Z,3898576269,212,30.3,3898576265,140,55.5,3898576267,141,95.6,3898576261,3,,3898576263,56,Left,3903059131,388,,3898576271,213,0.5,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316859,8,1,1,0,44,cos9hxi16eitbcbthof7zrm4m,0,44.4,7.3,2022-11-06T11:17:52.278Z,2022-11-08T05:49:38Z,3903059213,388,,3898576337,155,,3898576341,140,70.2,3898576347,213,6.1,3898576343,141,0.0,3898576339,56,Right,3898576345,212,27.7,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316863,9,5,1,0,45,cos9hxi16eitbcbthof7zrm4m,0,67,-1.7,2022-11-06T11:17:53.994Z,2022-11-08T05:49:42Z,3898585061,233,11,3898576363,347,,3898576361,56,Right,,,,,,,,,,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316921,11,5,1,0,45,ccpscwdcm65czscrun048ecn5,1,33,101.7,2022-11-06T11:17:53.994Z,2022-11-08T05:49:42Z,3898585057,233,9,3898576635,56,Back,3898576637,347,,,,,,,,,,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316925,12,1,1,0,53,ccpscwdcm65czscrun048ecn5,0,36.3,100,2022-11-06T11:18:01.874Z,2022-11-08T05:49:47Z,3898576651,140,59.0,3898576657,213,6.1,3898576653,141,95.7,3898576655,212,24.2,3898576647,107,,3898576659,1,,3898576649,56,Left,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316923,10,61,1,0,55,cos9hxi16eitbcbthof7zrm4m,0,44.9,5.2,2022-11-06T11:18:03.601Z,2022-11-08T05:49:54Z,3903059373,21,,3898576645,56,Back,3903059375,178,,,,,,,,,,,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316939,13,1,1,0,57,ccpscwdcm65czscrun048ecn5,0,53.8,96.3,2022-11-06T11:18:05.208Z,2022-11-08T05:49:59Z,3903059413,178,,3898576715,141,92.4,3898576713,140,61.9,3898576717,212,8.9,3898576711,56,Left,3898576719,213,6.0,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316943,11,61,1,0,57,cos9hxi16eitbcbthof7zrm4m,1,44.4,10,2022-11-06T11:18:05.422Z,2022-11-08T05:50:12Z,3898576723,56,Back,3903059521,178,,,,,,,,,,,,,,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316963,12,49,1,0,58,cos9hxi16eitbcbthof7zrm4m,1,37.3,24.3,2022-11-06T11:18:06.851Z,2022-11-08T05:50:26Z,,,,,,,,,,,,,,,,,,,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316983,13,1,1,0,58,cos9hxi16eitbcbthof7zrm4m,1,37.3,24.3,2022-11-06T11:18:06.880Z,2022-11-08T05:50:24Z,3903059655,178,,3898576891,212,26.5,3898576893,213,1.3,3898576895,1,,3898576885,56,Back,3898576883,157,,3898576887,140,42.9,3898576889,141,62.3,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316989,14,1,1,1,1,cos9hxi16eitbcbthof7zrm4m,0,43.1,63.1,2022-11-06T11:18:09.726Z,2022-11-08T05:50:33Z,3903059743,178,,3898576929,140,59.8,3898576935,213,0.1,3898576933,212,17.7,3898576931,141,66.1,3898576927,56,Center,3898576925,155,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317001,14,1,1,1,3,ccpscwdcm65czscrun048ecn5,0,41.5,30.7,2022-11-06T11:18:11.452Z,2022-11-08T05:50:38Z,3898577017,56,Center,3898577015,3,,3898577019,140,59.4,3903059773,178,,3898577023,212,18.8,3898577021,141,32.2,3898577025,213,0.1,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317017,15,1,1,1,6,cos9hxi16eitbcbthof7zrm4m,0,35.6,71.8,2022-11-06T11:18:15.112Z,2022-11-08T05:50:43Z,3898577181,212,32.5,3898577183,213,6.2,3898577185,1,,3903059801,178,,3898577175,56,Center,3898577177,140,66.3,3898577173,155,,3898577179,141,66.0,8r87vw2cxrsal257e9v7jicx5,M. Šverko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317025,15,1,1,1,9,ccpscwdcm65czscrun048ecn5,0,39,36.6,2022-11-06T11:18:17.478Z,2022-11-08T05:50:55Z,3903059897,388,,3898577229,3,,3898577235,141,41.5,3898577237,212,9.4,3898577231,56,Back,3898577233,140,47.4,3898577239,213,0.4,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317045,16,1,1,1,12,cos9hxi16eitbcbthof7zrm4m,1,54.6,41.2,2022-11-06T11:18:21.113Z,2022-11-08T05:50:59Z,3903059925,178,,3898577325,213,5.0,3898577321,141,22.2,3898577323,212,13.5,3898577319,140,58.2,3898577317,56,Center,,,,,,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317061,17,1,1,1,14,cos9hxi16eitbcbthof7zrm4m,1,60.5,17.7,2022-11-06T11:18:23.042Z,2022-11-08T05:51:02Z,3898577495,141,16.4,3898577493,140,93.4,3903059949,178,,3898577497,212,34.6,3898577491,56,Right,3898577499,213,6.3,3898577501,1,,,,,brqptr56zeku3bgqbixje0hxx,D. Dankerlui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317067,18,1,1,1,18,cos9hxi16eitbcbthof7zrm4m,0,95,17.3,2022-11-06T11:18:26.804Z,2022-11-08T05:51:07Z,3898577525,141,41.6,3898577523,140,97.6,3898577527,212,16.7,3898577521,56,Center,3898577529,213,1.4,3903059983,178,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317069,16,52,1,1,20,ccpscwdcm65czscrun048ecn5,1,3.1,60,2022-11-06T11:18:28.745Z,2022-11-08T05:51:12Z,3902163953,377,,3903060005,178,,,,,,,,,,,,,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317165,17,1,1,1,33,ccpscwdcm65czscrun048ecn5,1,10.4,54.5,2022-11-06T11:18:41.602Z,2022-11-08T05:51:17Z,3903060031,178,,3898578019,123,,3898578029,213,4.3,3898578025,141,30.6,3898578023,140,4.4,3898578027,212,17.4,3898578021,56,Back,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317177,18,1,1,1,35,ccpscwdcm65czscrun048ecn5,1,4.4,30.6,2022-11-06T11:18:43.606Z,2022-11-08T05:51:23Z,3903060057,178,,3898578085,141,3.7,3898578083,140,8.8,3898578087,212,18.9,3898578081,56,Back,3898578089,213,5.0,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317187,19,1,1,1,37,ccpscwdcm65czscrun048ecn5,1,8.6,0.2,2022-11-06T11:18:45.981Z,2022-11-08T05:51:27Z,3898578135,56,Back,3898578137,140,28.7,3903060077,178,,3898578141,212,21.2,3898578143,213,0.1,3898578139,141,2.9,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317191,20,1,1,1,39,ccpscwdcm65czscrun048ecn5,0,28.7,2.9,2022-11-06T11:18:47.476Z,2022-11-08T05:51:30Z,3903060089,178,,3898578157,212,9.8,3898578151,56,Back,3898578153,140,23.2,3898578155,141,14.6,3898578159,213,2.2,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483164497,954,67,1,1,40,cos9hxi16eitbcbthof7zrm4m,1,72.1,86.1,2022-11-06T11:18:49.062Z,2022-11-08T07:58:33Z,3903084143,233,955,,,,,,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483164495,955,67,1,1,40,ccpscwdcm65czscrun048ecn5,0,27.9,13.9,2022-11-06T11:18:49.063Z,2022-11-08T06:35:55Z,3903084151,233,954,,,,,,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317195,19,8,1,1,40,cos9hxi16eitbcbthof7zrm4m,1,70.2,88,2022-11-06T11:18:49.070Z,2022-11-08T07:58:33Z,3898578165,56,Left,3902164431,385,,3903060103,178,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317205,20,49,1,1,42,cos9hxi16eitbcbthof7zrm4m,1,72.9,61.8,2022-11-06T11:18:50.229Z,2022-11-08T05:51:40Z,,,,,,,,,,,,,,,,,,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317223,22,13,1,1,43,cos9hxi16eitbcbthof7zrm4m,1,76.2,60.6,2022-11-06T11:18:51.303Z,2022-11-08T05:51:57Z,3898578743,215,,3898578739,102,57.6,3898578751,231,52.2,3898578731,83,,3898578741,103,2.8,3898578277,56,Center,3903060169,178,,3898578273,22,,emglxnqrlqskt8krglv7sziwa,R. Pepi,3898578735,55,3898578749,230,,19,97.8,3898578457,18,3898578733,29,3898578455,20,,,,,,,,,,,,,,,,,,,,,,
2482317231,21,5,1,1,44,ccpscwdcm65czscrun048ecn5,1,-1.2,43.4,2022-11-06T11:18:52.688Z,2022-11-08T05:51:54Z,3898578313,346,,3898578311,56,Back,3898578335,233,21,,,,,,,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317215,21,5,1,1,44,cos9hxi16eitbcbthof7zrm4m,0,101.2,56.6,2022-11-06T11:18:52.688Z,2022-11-08T05:51:54Z,3898578247,56,Center,3898578249,346,,3898578325,233,21,,,,,,,,,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317291,22,1,1,1,54,ccpscwdcm65czscrun048ecn5,1,4.4,40.4,2022-11-06T11:19:02.607Z,2022-11-08T05:52:04Z,3898578721,213,4.9,3898578725,237,,3898578717,141,28.3,3898578711,124,,3898578713,56,Back,3898578715,140,6.1,3898578719,212,8.4,3898579683,189,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317295,23,1,1,1,57,ccpscwdcm65czscrun048ecn5,1,6.1,28.3,2022-11-06T11:19:05.207Z,2022-11-08T05:52:07Z,3898579805,189,,3903060265,178,,3898578765,140,4.5,3898578767,141,40.7,3898578763,56,Back,3898578769,212,8.6,3898578771,213,1.8,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317305,24,1,1,2,0,ccpscwdcm65czscrun048ecn5,1,8.1,47.2,2022-11-06T11:19:09.061Z,2022-11-08T05:52:15Z,3898578827,140,23.5,3898578825,56,Back,3898578829,141,38.4,3898578833,213,5.9,3898578831,212,17.2,3903060315,178,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317323,25,1,1,2,3,ccpscwdcm65czscrun048ecn5,1,21.1,42.1,2022-11-06T11:19:11.710Z,2022-11-08T05:52:19Z,3898578931,56,Back,3898578937,212,17.8,3898578933,140,5.3,3903060347,178,,3898578935,141,51.5,3898578939,213,2.8,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317343,26,1,1,2,7,ccpscwdcm65czscrun048ecn5,1,7.6,59.4,2022-11-06T11:19:15.886Z,2022-11-08T05:52:22Z,3898579095,1,,3898579091,212,53.7,3898579093,213,0.2,3898579083,155,,3898579087,140,57.6,3903060357,178,,3898579085,56,Center,3898579089,141,76.0,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317353,27,1,1,2,10,ccpscwdcm65czscrun048ecn5,0,57.6,76,2022-11-06T11:19:18.954Z,2022-11-08T05:52:29Z,3898579161,156,,3898579143,141,73.6,3898579141,140,42.9,3898579147,213,3.2,3898579145,212,15.5,3898579139,56,Back,3903060401,21,,3903060433,388,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317369,23,49,1,2,13,cos9hxi16eitbcbthof7zrm4m,1,64.1,15.5,2022-11-06T11:19:21.477Z,2022-11-08T05:52:41Z,,,,,,,,,,,,,,,,,,,,,,,,,e5kpw4k4tyss5ch8ehfi7nk5x,J. Pelupessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317371,24,1,1,2,13,cos9hxi16eitbcbthof7zrm4m,1,56.1,22.3,2022-11-06T11:19:21.507Z,2022-11-08T05:52:44Z,3898579249,212,7.0,3898579251,213,4.5,3903060527,178,,3898579243,140,54.7,3898579247,141,12.2,3898579241,56,Right,,,,,,,e5kpw4k4tyss5ch8ehfi7nk5x,J. Pelupessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317377,25,1,1,2,14,cos9hxi16eitbcbthof7zrm4m,1,62.2,8.5,2022-11-06T11:19:23.142Z,2022-11-08T05:52:49Z,3903060565,178,,3898579285,212,7.8,3898579287,213,0.6,3898579281,141,14.7,3898579277,140,68.4,3898579273,56,Right,,,,,,,brqptr56zeku3bgqbixje0hxx,D. Dankerlui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482317395,26,1,1,2,15,cos9hxi16eitbcbthof7zrm4m,1,69,15,2022-11-06T11:19:23.878Z,2022-11-08T05:52:54Z,3898579379,141,30.6,3898579375,56,Center,3898579377,140,68.3,3898579381,212,10.6,3898579383,213,1.6,3903060605,178,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
