id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/19/value
2495324039,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-06T17:59:33.988Z,2023-01-06T18:58:19Z,3967108059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3967108061,59,"1, 12, 5, 23, 2, 3, 7, 8, 9, 14, 10, 4, 11, 16, 17, 18, 20, 21, 22, 26, 27, 38",3967108067,194,lduqoe45t2fnbn9s9rbvlnf9,3967108057,30,"bzanwdo4ihqd6d7vr06bd3845, 2teefpvijsbzag4yi7fm1pyol, dtcvzfse83ztj96kiizwp6jqi, 9qoc020keotb4s72a09zm5pzp, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, c1yctqdku2vzho2azsgcy5dcl, dc119ejc7lls2rd3ywigl2smi, 36veg0wk1z3om89daf0clbl5h, ahwtdhrerarmljk9bh0tcpk6i, 3c4l2e3gzgpqrc2ygkbmp0jpx, dc2wi76ipwc5qbq4eggqd1hp1, 5m8pflpgynidzk7d9507oujje, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, ad9kukqx4xulbvelacgwgqvah, 6p4fs5rivwt0e45twlsf6ajth, c7n2b2gq381k0o0jizqueii5m, 5g0q7azk54eryl8vcgyb2oj4l, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, bner5siqnwn1fqusfrgujt0fe",3967108065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967108069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967108063,130,8,3967184863,197,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495324771,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-01-06T18:03:19.392Z,2023-01-06T18:58:16Z,3967112007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967112005,130,8,3967184807,197,16383,3967112003,59,"32, 34, 18, 20, 5, 4, 7, 2, 9, 10, 77, 1, 8, 11, 12, 13, 16, 23, 24, 27, 29",3967112011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967112001,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3967111997,30,"627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm, 57wfg8j12hfw3aisrnwtpgmvp, cqrk42u0s5w8yuq6mnckug02y, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, ewbakrn2dqmy062scjnz0pecp, 6ciggfx8p0zkak8qxe1p7yzth, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, 55e0z1vhb48go6y2io7h80aqy, 3kt58x082lj8650en2mt60xqt, 49x98sk3wf7sjshrlou5vnvje, e605oixdrqumxkqm0y1bijbvt, 7yv6daktduzqwza1thgqc7h1w, 4l8n194otkmyc3op4u111l5n9, ekltvbrx114dg6b2wj3lpwy96, 7myeigeuggkj5ymjw6znedkut, eytcfp4cu6qkar65kf0p5rm96, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp",3967112009,194,ew4kbwq27lxqocg0920amphw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339885,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-01-06T19:04:09.160Z,2023-01-06T19:04:09Z,3967194553,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339875,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-06T19:04:09.160Z,2023-01-08T05:38:25Z,3967194485,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339893,3,1,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,49.9,49.9,2023-01-06T19:04:09.222Z,2023-01-08T08:04:05Z,3967194597,213,3.0,3967194589,56,Back,3967194595,212,14.7,3969907413,178,,3967194591,140,36.0,3967194599,279,S,3967194593,141,51.9,,,,ahwtdhrerarmljk9bh0tcpk6i,S. Steijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339927,4,1,1,0,2,4tic29sox7m39fy1ztgv0jsiq,1,36,51.9,2023-01-06T19:04:11.541Z,2023-01-08T08:04:10Z,3967194807,155,,3969907459,178,,3967194815,212,40.9,3967194817,213,0.8,3967194809,56,Left,3967194813,141,93.0,3967194819,1,,3967194811,140,64.4,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339939,5,1,1,0,4,4tic29sox7m39fy1ztgv0jsiq,1,64.4,93,2023-01-06T19:04:14.035Z,2023-01-08T08:04:21Z,3969907535,178,,3967194867,56,Left,3967194875,213,3.4,3969907537,21,,3967194873,212,11.5,3967194869,140,53.9,3967194871,141,88.3,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339969,6,1,1,0,7,4tic29sox7m39fy1ztgv0jsiq,1,53.9,88.3,2023-01-06T19:04:16.878Z,2023-01-08T08:04:24Z,3967195007,56,Back,3967195015,213,3.7,3967195009,140,36.9,3967195013,212,20.6,3969907551,178,,3967195011,141,73.1,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340031,7,1,1,0,9,4tic29sox7m39fy1ztgv0jsiq,1,37.1,71.4,2023-01-06T19:04:19.018Z,2023-01-08T08:04:28Z,3967195369,212,23.0,3967195351,56,Back,3967195363,141,37.6,3967195377,213,4.8,3967195357,140,38.4,3969907585,178,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340071,8,1,1,0,14,4tic29sox7m39fy1ztgv0jsiq,1,43.2,35.4,2023-01-06T19:04:23.673Z,2023-01-08T08:04:31Z,3967195599,56,Back,3969907617,178,,3967195605,212,20.8,3967195607,213,1.5,3967195603,141,66.0,3967195601,140,44.1,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
