id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2479301947,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-10-30T10:12:06.452Z,2022-10-30T11:39:43Z,3882790147,59,"32, 34, 18, 2, 5, 4, 7, 8, 9, 10, 77, 1, 11, 13, 16, 17, 19, 20, 24, 27, 29, 99",3882790153,194,ew4kbwq27lxqocg0920amphw5,3882790143,30,"627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm, 57wfg8j12hfw3aisrnwtpgmvp, 6ciggfx8p0zkak8qxe1p7yzth, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, ewbakrn2dqmy062scjnz0pecp, 49x98sk3wf7sjshrlou5vnvje, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, 55e0z1vhb48go6y2io7h80aqy, 3kt58x082lj8650en2mt60xqt, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, ekltvbrx114dg6b2wj3lpwy96, 5q2z4aezq94ob9qp37i302ns9, 2pjxqgyqgvalmyu8cnu5fst90, cqrk42u0s5w8yuq6mnckug02y, eytcfp4cu6qkar65kf0p5rm96, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp, 4j1q9t5qivp1pw0shncu1tzah",3882790155,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882790151,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882790145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882790149,130,8,3882884853,197,2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479302493,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2022-10-30T10:14:23.934Z,2022-10-30T11:19:25Z,3882792671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882880539,197,16526,3882792663,59,"1, 21, 18, 4, 5, 12, 27, 6, 9, 23, 34, 2, 3, 14, 15, 16, 22, 25, 40, 55",3882792667,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882792665,130,8,3882792661,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882792669,194,e5kpw4k4tyss5ch8ehfi7nk5x,3882792659,30,"7j5xa2ti4qnvoh74h5twyi6s5, 2fbolmn7pyvn5oto4zoeqguwa, ar7ybu7dordgt2yfx5inux62, e5kpw4k4tyss5ch8ehfi7nk5x, ait187bpr8we72jvfxxt6ttjp, 9zcr9l3mfbbstmesdlx298vhm, a9z0jsjwfteq974bxwucvc4ix, ebrua3sixxfvycsty8z956ga1, emglxnqrlqskt8krglv7sziwa, 4k9shzwgauyy7w2911uev75yh, am0ea3bvmnin4gco2ndny2noq, brqptr56zeku3bgqbixje0hxx, 8r87vw2cxrsal257e9v7jicx5, 1x06lao11mw2wao2qk658mf6y, 3hn1o03lxsjzju3uorl6rnpxw, 9ktfzp9jbzxod3116b4xql6ju, b4bzaam658g6wf3knwxlghas5, dk56pv43y8zo39ft9xtwyapnu, 29fr98or3mqippn84z3p9ihhw, ei9h1loyggj8fnf1q4jfdm710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322223,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2022-10-30T11:16:22.854Z,2022-10-30T11:16:25Z,3882890695,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322219,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-10-30T11:16:22.854Z,2022-11-01T07:31:17Z,3882890669,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322235,3,1,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,49.9,50,2022-10-30T11:16:22.874Z,2022-11-01T07:50:52Z,3882890769,141,42.4,3882890765,56,Back,3882890767,140,32.7,3882890773,213,3.4,3887584341,178,,3882890775,279,S,3882890771,212,18.8,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322247,4,1,1,0,2,3t0vjqtxc8wpjzv82i3oi2ova,1,33.3,42.1,2022-10-30T11:16:25.697Z,2022-11-01T07:50:58Z,3882890847,213,0.6,3882890843,141,79.3,3882890849,1,,3882890841,140,69.6,3882890845,212,45.7,3882890839,56,Left,3882890837,155,,3887584483,178,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322251,5,44,1,0,5,3t0vjqtxc8wpjzv82i3oi2ova,1,70.7,77.5,2022-10-30T11:16:28.595Z,2022-11-01T09:06:41Z,3882890875,286,,3882890873,56,Center,3882890927,233,3,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322261,3,44,1,0,5,cos9hxi16eitbcbthof7zrm4m,0,29.3,22.5,2022-10-30T11:16:28.596Z,2022-11-01T07:51:03Z,3882890907,285,,3882890905,56,Back,3882890953,233,5,,,,,,,,,,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322257,6,61,1,0,5,3t0vjqtxc8wpjzv82i3oi2ova,1,68.2,78.8,2022-10-30T11:16:28.802Z,2022-11-01T09:06:42Z,3882890903,56,Center,3887584699,15,,3887584701,388,,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479322273,4,1,1,0,8,cos9hxi16eitbcbthof7zrm4m,0,26.8,23.8,2022-10-30T11:16:31.359Z,2022-11-01T07:51:19Z,3887584931,388,,3882891011,213,5.1,3882891005,140,31.7,3882891009,212,13.0,3882891001,3,,3882891003,56,Back,3882891007,141,6.2,,,,ebrua3sixxfvycsty8z956ga1,L. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
