id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/14/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2475632547,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-10-22T15:52:10.943Z,2022-10-22T16:45:52Z,3863285891,130,4,3863285897,194,6m2pk6odyb3atayt6u8cifahh,3863285889,59,"22, 19, 3, 4, 2, 17, 6, 23, 9, 7, 10, 1, 5, 11, 15, 16, 18, 20, 21, 28, 29, 35",3863285929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3863285893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3863499597,197,16373,3863285885,30,"7w5ivtmbqzi4hfte330r1a505, 29m8py8czo6w0zf2arwolirjd, 4jqgl7x5ewke1u0sy2cbkqfhl, bp3apdb2ahzacq45k4mzj5jhl, aqlakf0mo95rlktf6xdbaegh5, 3kx4mltrob4yta5g6kr2u8ic5, baakmd4ndnulbl9npvmq90mvp, 7joybllup4h9oe6zfhcepjy6t, 9c2i7ddl2uh7kuhwq62klkyui, 6hrp4zuxh40i3tccmk5s0j5xx, 6m2pk6odyb3atayt6u8cifahh, a91pmdnyzx1i7vx3l19hj4jx1, dafbvyorudvujxw7zswicykmh, 8ty68f4i1lwjdktycd2oy5a6t, 6sg2ot7z9kfyrlgjkmpqvejqi, ddfwtazsntda1pah2l454py3t, 6w6ewzxircqxk6dsrs1rvc8ru, p7vw4thx5wzo49h6hfabcq5m, 1ekkj2b713kjnugsk4dz50q1h, b8ixf31bdyfqqcwoy4ulai73e, eo74fl3ctgkwbpsa099rkv6xh, 2x44f29a52v8kpkkjsuiiywdm",3863285887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475634789,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-22T15:53:40.569Z,2022-10-22T16:48:28Z,3863297487,194,e8wfxueczkhrj92rytelw5vx1,3863297485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3863297481,59,"1, 2, 5, 24, 4, 23, 33, 6, 29, 11, 14, 7, 8, 10, 12, 13, 15, 17, 19, 21, 22, 26, 34",3863297479,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3863297483,130,10,3863297477,30,"7wo4627xo1mx5k0vpwhe8hqll, 7a3ik1dbxkirdt58gwvvtyw9, 181us5vol7crxrmejhkqau3t, arahlffwma11d06oqmglwjemt, 8przxwwothu3crflys7ahl4dm, 9787nemt11c372uird332d13p, b23be312oxcbusvpjnnriukq2, evexihkozqignope6k57tjgt1, e8wfxueczkhrj92rytelw5vx1, 93cf9npj6wl6vrxw7hetf6ok5, dbg4ducw8j747foxiexle1iad, a0i7hc92p5ijqi4jqw8krh8x6, aoucm7e5muqfucbv1g4e8hh49, b1o6ctqy1mhjg4iiec8aedat, cibkxflm2k8if2jg9m5lpxkut, f1u6wna62ri171clx0pig6dbd, efcq9u93u06hx6578ua3buswl, abnezz7yico2636ucafabz4t0, csov8ibh2n0q2w8j72pft9t5h, 8n2xfmdnievwdeg60kobkoyj9, 9lctm8txbd4n87mk61lwa0rf9, w32h1te98uqq53j053qm3pm2, ddldrej9an43ky123hqwp22ju",3863506469,197,534,3863297491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678273,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-22T16:45:39.996Z,2022-10-24T06:18:44Z,3863518149,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678305,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-10-22T16:45:39.996Z,2022-10-22T16:45:41Z,3863518311,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678365,3,1,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,49.8,49.6,2022-10-22T16:45:40.050Z,2022-10-24T06:28:20Z,3863518637,213,3.1,3863518629,141,50.1,3863518623,56,Back,3869331237,178,,3863518633,212,23.6,3863518625,140,27.3,3863518641,279,S,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678409,4,1,1,0,3,ed5nwjz5za3oyi20nxzgqivmx,0,27.3,50.1,2022-10-22T16:45:43.045Z,2022-10-24T06:28:24Z,3863518881,213,0.8,3863518873,56,Left,3863518879,212,51.4,3863518867,155,,3869331277,178,,3863518877,141,100.0,3863518875,140,63.1,3863518883,1,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678503,3,5,1,0,5,d0zdg647gvgc95xdtk1vpbkys,1,35.3,-1.2,2022-10-22T16:45:45.738Z,2022-10-24T06:28:31Z,3863519329,347,,3863519327,56,Back,3863519459,233,5,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678411,5,5,1,0,5,ed5nwjz5za3oyi20nxzgqivmx,0,64.7,101.2,2022-10-22T16:45:45.738Z,2022-10-24T06:28:32Z,3863518889,56,Left,3863519503,233,3,3863518893,347,,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678577,4,1,1,0,12,d0zdg647gvgc95xdtk1vpbkys,1,35.5,0,2022-10-22T16:45:52.375Z,2022-10-24T06:28:52Z,3863519759,140,22.7,3863519763,212,19.3,3863519757,56,Back,3863519755,107,,3863519761,141,19.1,3863519765,213,2.3,3863519927,189,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475678595,5,1,1,0,15,d0zdg647gvgc95xdtk1vpbkys,1,25.4,23.3,2022-10-22T16:45:55.032Z,2022-10-24T06:28:58Z,3863519873,141,8.9,3869331601,178,,3863519875,212,13.2,3863519877,213,5.5,3863519869,56,Back,3863519871,140,33.9,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
