id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2443350785,1,34,16,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-08-07T14:02:55.974Z,2022-08-07T14:54:57Z,3691620755,59,"12, 3, 5, 8, 31, 4, 18, 6, 9, 10, 33, 1, 13, 14, 15, 17, 19, 22, 23, 28, 32, 34",3691620753,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691620751,30,"2p6h6ivyzp1fzsayw7r2xn2dx, ayqy2vql1oumokqly9ahfrnx1, a2zavv31d2aadyddk0kjttdgq, 7jgtmmk4b2bgn0syidj6ve7kl, 42cg746sa90jla5x4islj9pwq, byirjks50zw1eefkcy8p4hd5h, b2ibeioms7t9vb3au7tpqys4p, 2w7xspkzg7b9ghl20me202ove, 7sd87ylfbtgwgpb70hf68cel1, 8ymqihdfqc7esda7y407lebx1, 1hmy5uxiyr8g915tngl9l8twq, f3h1bxnw3fq8m10ck132bic4p, b7owk879trwk2tu8ud574xq3u, 3dx91sb6ktg8z1xmoti25kru, 75a8i1fdchwk62zm1g3f13gt1, 51f3vubki4or5vaft5tromn3e, f1jk2tqumutelh2ym21v5beuh, 6zzcoo9k4ebqtlux49rbb5fro, 4cegvsj3s6t0o1l5xap6jypuy, d29ahwtvs7ls75wdtkf7xr8tm, 9v7zwguzazofzafwg3qevdo4q, 3uq3lrjyj4mnvq6162b0jyhnt",3691620765,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691620763,197,460,3691620761,194,byirjks50zw1eefkcy8p4hd5h,3691620757,130,8,3691620759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351743,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-08-07T14:04:21.418Z,2022-08-07T15:01:48Z,3691626137,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, 6ydojoa3581jgszpjqj7i8zpx, 5n65xhwbd6dm3uynl4h7k920a, 90vny1388bdhx8103lp9njac4, 32pfghvfogjnpbgsj5mk2jhpm, 5dbx86ca2t7dae8b3t69atii1, 9d4lofwg9ooaoldw2vpt4h36y, 94b7i139jyk6hs6ioqlztg1jp, hxqybxg5578sgx0gx5qb834l, 7dkhv2l8y6jq20l1dc2ye17je, 5geiqjzesu0y6bu8hyff4y6dx, 7lpwkpwfw656re3pymntslv55, 8qrsqp9qqvb0jdynpgsnifai1, 4qoddvxuknli8073d54hii2cq, aq8emkcjejbav0fys17iqv2ll, 8jldtmgqls9vc5ks6zxw30iui, a3qbyj57485msu70fggsk4kr8, qjsic4vqv0awzdepn3pd6ivo",3691626139,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3691626143,130,2,3691626141,59,"1, 2, 5, 21, 25, 4, 18, 8, 27, 9, 23, 22, 11, 16, 20, 26, 14, 28, 29",3691626145,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3691626149,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691626147,194,6ydojoa3581jgszpjqj7i8zpx,3691788951,197,11977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384217,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-08-07T14:47:53.691Z,2022-08-07T14:47:53Z,3691799293,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384231,2,32,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-08-07T14:47:53.691Z,2022-08-09T11:12:15Z,3691799349,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384271,3,1,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,49.9,50.1,2022-08-07T14:47:53.962Z,2022-08-10T05:58:19Z,3691799561,279,S,3691799553,140,34.9,3691799551,56,Back,3696591453,178,,3691799555,141,61.3,3691799559,213,2.7,3691799557,212,17.5,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384305,4,1,1,0,3,b79uipsy57y1jqpy07h4i5ovk,0,34.2,62.5,2022-08-07T14:47:56.965Z,2022-08-10T05:58:30Z,3691799769,140,75.0,3691799775,213,6.0,3691799767,56,Center,3691846599,155,,3691799771,141,44.6,3691799773,212,44.5,3696591557,178,,3691799777,1,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384283,3,44,1,0,5,3kfktv64h7kg7zryax1wktr5r,1,25.8,63,2022-08-07T14:47:59.285Z,2022-08-10T08:46:02Z,3691799825,233,5,3691799611,56,Back,3691799613,285,,,,,,,,,,,,,,,,,byirjks50zw1eefkcy8p4hd5h,B. Martins Indi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384309,5,44,1,0,5,b79uipsy57y1jqpy07h4i5ovk,0,74.2,37,2022-08-07T14:47:59.286Z,2022-08-10T05:58:53Z,3691799841,233,3,3691799799,56,Center,3691799801,286,,,,,,,,,,,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384321,4,1,1,0,6,3kfktv64h7kg7zryax1wktr5r,1,26.1,66,2022-08-07T14:47:59.959Z,2022-08-10T08:46:03Z,3691799861,141,74.2,3691799855,3,,3696591797,388,,3691799857,56,Back,3691799865,213,0.5,3691799863,212,12.7,3691799859,140,37.0,,,,byirjks50zw1eefkcy8p4hd5h,B. Martins Indi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443384325,5,49,1,0,7,3kfktv64h7kg7zryax1wktr5r,1,37.1,74.2,2022-08-07T14:48:01.034Z,2022-08-10T05:59:21Z,,,,,,,,,,,,,,,,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
