id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,assist
2461372643,111,1,1,10,35,ed5nwjz5za3oyi20nxzgqivmx,1,71.7,2.2,2022-09-17T18:11:35.497Z,2022-09-19T08:49:27Z,3787526427,56,Right,3787526433,212,6.6,3787526429,140,70.6,3793434881,178,,3787526431,141,11.8,3787526435,213,1.7,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372657,112,1,1,10,37,ed5nwjz5za3oyi20nxzgqivmx,0,70.6,11.8,2022-09-17T18:11:37.235Z,2022-09-19T08:49:32Z,3793434935,178,,3787526523,140,76.5,3787526521,56,Right,3787526525,141,15.5,3787526529,213,0.4,3787526527,212,6.7,,,,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462492035,637,67,1,10,38,ears40cp6opsgvhsy0dgyszpd,1,21.9,79.2,2022-09-17T18:11:38.221Z,2022-09-19T09:30:52Z,3793490217,233,1345,,,,,,,,,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462492027,1345,67,1,10,38,ed5nwjz5za3oyi20nxzgqivmx,0,78.1,20.8,2022-09-17T18:11:38.222Z,2022-09-19T09:22:38Z,3793490245,233,637,,,,,,,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372679,95,8,1,10,38,ears40cp6opsgvhsy0dgyszpd,1,21.8,80.5,2022-09-17T18:11:38.233Z,2022-09-19T09:30:53Z,3787526623,56,Back,3791711321,383,,3793434995,178,,,,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372689,96,49,1,10,39,ears40cp6opsgvhsy0dgyszpd,1,23.5,81.5,2022-09-17T18:11:39.646Z,2022-09-19T08:49:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372759,97,1,1,10,39,ears40cp6opsgvhsy0dgyszpd,1,26.4,83.6,2022-09-17T18:11:39.669Z,2022-09-19T08:49:47Z,3787527067,213,0.6,3793435195,178,,3787527059,56,Back,3787527061,140,36.2,3787527065,212,12.2,3787527063,141,93.2,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462492171,638,43,1,10,41,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-17T18:11:41.325Z,2022-09-19T09:22:56Z,3793490767,178,0,3793490817,144,82,,,,,,,,,,,,,,,,,,,8jbjkt4wc1dmqaoxn76mct84q,F. Mambimbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372775,98,1,1,10,42,ears40cp6opsgvhsy0dgyszpd,0,39.7,94.3,2022-09-17T18:11:42.169Z,2022-09-19T08:49:54Z,3787527181,212,16.8,3787527179,141,91.3,3787527175,56,Left,3787527183,213,6.2,3793435313,178,,3787527177,140,55.6,,,,,,,8jbjkt4wc1dmqaoxn76mct84q,F. Mambimbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372773,113,49,1,10,44,ed5nwjz5za3oyi20nxzgqivmx,1,35.2,7.7,2022-09-17T18:11:44.547Z,2022-09-19T08:50:20Z,,,,,,,,,,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372803,114,1,1,10,44,ed5nwjz5za3oyi20nxzgqivmx,1,35.2,7.7,2022-09-17T18:11:44.583Z,2022-09-19T08:50:23Z,3793435991,178,,3787527333,56,Back,3787527341,213,6.0,3787527339,212,11.4,3787527335,140,45.5,3787527337,141,2.2,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372831,115,1,1,10,46,ed5nwjz5za3oyi20nxzgqivmx,1,43.2,2.8,2022-09-17T18:11:46.281Z,2022-09-19T08:50:27Z,3787527515,141,10.4,3787527511,56,Back,3793436029,178,,3787527519,213,1.2,3787527517,212,5.5,3787527513,140,44.9,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372851,116,1,1,10,47,ed5nwjz5za3oyi20nxzgqivmx,1,44.9,10.4,2022-09-17T18:11:47.104Z,2022-09-19T08:50:31Z,3793436127,178,,3787527653,212,13.5,3787527649,141,2.9,3787527645,140,56.8,3787527641,56,Right,3787527657,213,5.9,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372873,117,1,1,10,49,ed5nwjz5za3oyi20nxzgqivmx,1,56.8,2.9,2022-09-17T18:11:49.225Z,2022-09-19T08:50:39Z,3787527759,140,64.3,3787527761,141,12.5,3787527765,213,0.7,3793436293,178,,3787527757,56,Right,3787527763,212,10.2,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372901,118,1,1,10,50,ed5nwjz5za3oyi20nxzgqivmx,1,64.3,12.5,2022-09-17T18:11:50.400Z,2022-09-19T08:50:43Z,3787527923,212,7.2,3793436387,178,,3787527919,140,61.5,3787527921,141,22.1,3787527925,213,2.0,3787527917,56,Center,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372939,119,1,1,10,51,ed5nwjz5za3oyi20nxzgqivmx,1,61.5,22.1,2022-09-17T18:11:51.801Z,2022-09-19T08:51:26Z,3787528155,141,39.8,3787528151,56,Center,3793437503,178,,3787528159,213,1.0,3787528157,212,14.5,3787528153,140,69.2,,,,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461372943,120,1,1,10,53,ed5nwjz5za3oyi20nxzgqivmx,1,70.9,41.2,2022-09-17T18:11:53.427Z,2022-09-19T08:51:34Z,3787528203,213,1.7,3793437645,178,,3787528197,140,70.1,3787528201,212,5.2,3787528195,56,Center,3787528199,141,48.8,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373007,121,1,1,10,55,ed5nwjz5za3oyi20nxzgqivmx,1,71.3,51.2,2022-09-17T18:11:55.184Z,2022-09-19T08:51:38Z,3787528555,213,0.7,3787528551,141,82.1,3787528549,140,97.3,3787528547,56,Left,3793437769,178,,3787528557,1,,3787528553,212,34.4,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373013,122,61,1,10,58,ed5nwjz5za3oyi20nxzgqivmx,0,96.9,83.9,2022-09-17T18:11:58.842Z,2022-09-19T08:51:46Z,3793437967,178,,3787528579,56,Left,,,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373015,99,43,1,10,59,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-17T18:11:59.839Z,2022-09-17T18:12:25Z,3787528599,285,0,3787530771,144,7,3787528597,56,Back,,,,,,,,,,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373021,100,49,1,10,59,ears40cp6opsgvhsy0dgyszpd,1,7,11.4,2022-09-17T18:11:59.858Z,2022-09-19T08:51:52Z,,,,,,,,,,,,,,,,,,,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373045,101,50,1,11,0,ears40cp6opsgvhsy0dgyszpd,1,13.8,13.6,2022-09-17T18:11:59.922Z,2022-09-19T08:52:07Z,3787528757,56,Back,3787528925,233,123,3787528759,285,,,,,,,,,,,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373063,123,7,1,11,2,ed5nwjz5za3oyi20nxzgqivmx,0,86.2,86.4,2022-09-17T18:12:02.031Z,2022-09-19T08:52:16Z,3791713637,385,,3787528827,56,Left,3793438609,178,,3787528909,233,101,3787528829,286,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373123,102,1,1,11,5,ears40cp6opsgvhsy0dgyszpd,1,7.5,14.4,2022-09-17T18:12:05.327Z,2022-09-19T08:52:35Z,3787529255,213,5.8,3787529251,141,4.9,3787529249,140,18.3,3793439123,178,,3787529247,56,Back,3787529253,212,13.1,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373163,103,1,1,11,8,ears40cp6opsgvhsy0dgyszpd,1,18.1,4.7,2022-09-17T18:12:08.051Z,2022-09-19T08:52:40Z,3787529519,213,1.2,3787529511,56,Back,3787529515,141,17.5,3793439283,178,,3787529517,212,9.2,3787529513,140,21.0,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373201,104,1,1,11,8,ears40cp6opsgvhsy0dgyszpd,0,21.1,16.9,2022-09-17T18:12:08.882Z,2022-09-19T08:52:45Z,3787529707,1,,3787529687,56,Center,3793439411,178,,3787532747,157,,3787529695,141,24.5,3787529689,140,74.5,3787529701,212,56.3,3787529705,213,0.1,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373245,124,49,1,11,15,ed5nwjz5za3oyi20nxzgqivmx,1,25.4,72.8,2022-09-17T18:12:15.199Z,2022-09-19T08:53:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373293,125,1,1,11,15,ed5nwjz5za3oyi20nxzgqivmx,1,25.4,72.8,2022-09-17T18:12:15.263Z,2022-09-19T08:53:11Z,3787530211,141,34.1,3787530215,212,27.5,3787530209,140,33.0,3787530219,213,5.0,3793440027,178,,3787530207,56,Back,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373375,126,1,1,11,19,ed5nwjz5za3oyi20nxzgqivmx,1,37.3,35.9,2022-09-17T18:12:19.714Z,2022-09-19T08:53:18Z,3787530567,56,Back,3787530569,140,46.6,3787530579,213,1.3,3787530575,212,34.5,3787530571,141,84.5,3787530583,1,,3793440199,178,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373405,127,1,1,11,22,ed5nwjz5za3oyi20nxzgqivmx,1,47.1,83.1,2022-09-17T18:12:22.585Z,2022-09-19T08:53:37Z,3787530749,212,12.8,3787530751,213,4.3,3787530745,140,42.5,3793440697,178,,3787530747,141,65.6,3787530743,56,Back,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373453,128,1,1,11,24,ed5nwjz5za3oyi20nxzgqivmx,1,42.6,64.7,2022-09-17T18:12:24.664Z,2022-09-19T08:53:43Z,3793440853,178,,3787531049,56,Back,3787531055,212,27.9,3787531051,140,47.1,3787531057,213,4.9,3787531053,141,24.2,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373505,129,1,1,11,28,ed5nwjz5za3oyi20nxzgqivmx,1,54,14.6,2022-09-17T18:12:28.025Z,2022-09-19T08:53:47Z,3793440969,178,,3787531333,56,Right,3787531341,212,19.9,3787531339,141,1.3,3787531343,213,5.8,3787531335,140,70.9,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373591,130,1,1,11,32,ed5nwjz5za3oyi20nxzgqivmx,1,71.1,1.3,2022-09-17T18:12:31.986Z,2022-09-19T08:53:53Z,3787531831,212,4.5,3787531827,140,72.9,3787531825,56,Right,3793441159,178,,3787531833,213,1.1,3787531829,141,7.3,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373629,131,1,1,11,36,ed5nwjz5za3oyi20nxzgqivmx,0,66.9,7.7,2022-09-17T18:12:36.802Z,2022-09-19T08:53:59Z,3787531977,212,32.9,3787531971,140,87.5,3793441343,178,,3787531969,56,Center,3787531967,155,,3787531973,141,44.2,3787531985,1,,3787531981,213,0.9,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373655,105,12,1,11,38,ears40cp6opsgvhsy0dgyszpd,1,12.3,52.4,2022-09-17T18:12:38.418Z,2022-09-19T08:54:05Z,3787532233,167,,3787532135,213,2.3,3787532131,141,75.3,3787532127,56,Back,3793441491,388,,3787532313,15,,3787532133,212,21.1,3787532129,140,0.0,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373661,106,6,1,11,42,ears40cp6opsgvhsy0dgyszpd,0,2.2,70.4,2022-09-17T18:12:42.299Z,2022-09-19T08:54:08Z,3787532343,233,132,3787532155,73,,3787532153,56,Back,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461373689,132,6,1,11,42,ed5nwjz5za3oyi20nxzgqivmx,1,97.8,29.6,2022-09-17T18:12:42.299Z,2022-09-19T08:54:09Z,3787532317,56,Center,3787532325,233,106,3787532319,75,,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461374291,107,18,1,12,19,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-17T18:13:19.223Z,2022-09-19T08:54:26Z,3787535651,59,7,3787535649,44,Forward,3787535731,55,108,3787535647,42,,,,,,,,,,,,,,8jbjkt4wc1dmqaoxn76mct84q,F. Mambimbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461374297,108,19,1,12,19,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-17T18:13:19.224Z,2022-09-19T08:54:27Z,3787535697,292,6,3787535701,44,Midfielder,3787535689,42,,3787535695,59,21,3787535699,293,3,3787535703,55,107,3787535693,145,11,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461386495,170,40,1,12,23,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-17T18:13:23.885Z,2022-09-19T19:40:40Z,3787604977,130,6,3787604975,59,"1, 24, 16, 8, 15, 4, 11, 21, 9, 10, 3, 5, 12, 14, 18, 22, 27, 30, 31, 33, 39",3787604971,30,"7rvlba00jv66w7wtdmk178a95, ca5n8516u8m6c41u61bbjjbop, 3u2783a9ukglf8yg3dere8wve, 9wgpudcet9m8doz9ezbjxzkrt, 8ylvnl689iweg2r9d0ioj771m, 7r2ifipuieqiar5n00o2j5uj9, 4utb2o5c0e57kf0iwdavpzg15, 7pz3qz589b7v3pkb9h0hv73l5, cgsirikez39wlx8lhu1uo00yd, 426st78oi43eortpbfkuxw72t, 4736oz9r0evpmkd3qumivl239, tv8e6nxc7jl8wbzf6ojd6dw5, ail0unvzd0b9ur7j0l8hk0y51, ae7ij4u0xy9iru6qvdw2i9fu2, dzs8vty5afl2y7ddjh3ausclx, 5yi3d29esiydx9zsuhap1wnx0, eyx1wga1fue6lb5a0ak5f32i2, e1wk520xrgbtriixo4kj3pnje, 4j7f43re79hlmomwga3isqbu2, blzp9qbpturqntnisbkg0ddlg, c6ufljjgl050g9xn7e9ma7hg4",3787604979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787604973,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3787604981,194,3u2783a9ukglf8yg3dere8wve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461374641,133,1,1,12,39,ed5nwjz5za3oyi20nxzgqivmx,0,99.6,0.2,2022-09-17T18:13:39.347Z,2022-09-19T08:54:30Z,3787537357,155,,3793442135,178,,3787537355,6,,3787537351,2,,3787537667,233,109,3787537359,223,,3787537367,212,30.9,3791718305,72,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,3787537369,213,3787537365,141,45.5,3787537361,56,3787537363,140,97.0,,,,,,,1.7,Center,,,,,,,,,,,,,,,,,,,,,
2461374685,109,41,1,12,40,ears40cp6opsgvhsy0dgyszpd,1,3.9,54.6,2022-09-17T18:13:40.704Z,2022-09-19T08:54:36Z,3787537745,233,133,3787537607,141,76.5,3787537605,140,0.0,3787537609,212,15.9,3793442303,388,,3787537611,213,1.9,3791718591,378,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461374693,110,6,1,12,44,ears40cp6opsgvhsy0dgyszpd,0,0.8,65.5,2022-09-17T18:13:44.551Z,2022-09-19T08:54:44Z,3787537641,56,Back,3787559757,233,134,3787537643,73,,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461374815,134,6,1,12,44,ed5nwjz5za3oyi20nxzgqivmx,1,99.2,34.5,2022-09-17T18:13:44.551Z,2022-09-19T08:54:43Z,3787559717,233,110,3787538243,73,,3787538241,56,Center,,,,,,,,,,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461374991,135,1,1,12,57,ed5nwjz5za3oyi20nxzgqivmx,1,99.6,0.7,2022-09-17T18:13:57.513Z,2022-09-19T08:54:51Z,3787539213,140,78.4,3787539209,6,,3793442667,178,,3787539211,56,Center,3787539215,141,27.2,3787539219,213,2.5,3787539217,212,28.6,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375025,136,1,1,13,0,ed5nwjz5za3oyi20nxzgqivmx,1,77.8,29.8,2022-09-17T18:14:00.251Z,2022-09-19T08:54:54Z,3787539431,212,16.8,3787539427,140,67.6,3787539425,56,Center,3787539433,213,2.3,3787539429,141,48.8,3793442741,178,,,,,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375043,137,1,1,13,2,ed5nwjz5za3oyi20nxzgqivmx,1,67.6,48.8,2022-09-17T18:14:02.655Z,2022-09-19T08:54:59Z,3787539519,140,80.1,3787539525,213,1.1,3787539521,141,83.7,3787539517,56,Left,3787539523,212,27.1,3793442853,178,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375077,138,1,1,13,5,ed5nwjz5za3oyi20nxzgqivmx,1,80.8,85.4,2022-09-17T18:14:05.329Z,2022-09-19T08:55:04Z,3787539767,212,10.2,3787539769,213,6.1,3787539761,56,Left,3787539765,141,82.4,3787539763,140,90.3,3793442993,178,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375143,139,1,1,13,8,ed5nwjz5za3oyi20nxzgqivmx,1,94.9,84,2022-09-17T18:14:08.228Z,2022-09-19T08:55:17Z,3793443081,178,,3791720191,72,,3787540147,56,Center,3787540145,155,,3787540149,140,88.9,3787540155,213,4.4,3787540151,141,51.6,3787541005,154,,181us5vol7crxrmejhkqau3t,T. Lutonda,1,3791720189,224,3787541003,210,15,3787540153,212,3787540143,2,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,
2461375149,140,15,1,13,9,ed5nwjz5za3oyi20nxzgqivmx,1,87.6,55.5,2022-09-17T18:14:09.450Z,2022-09-19T08:55:17Z,3787541043,147,49.3,3787540187,17,,3793443303,388,,3787540625,328,,3787541041,146,98.5,3787540621,15,,3787540669,233,111,3787541037,102,53.1,8przxwwothu3crflys7ahl4dm,S. Adewoye,,3787541039,103,3787541031,154,,3787540191,56,3787541027,76,,3787561941,22,,3787541033,55,139,12.7,Center,3787541029,29,,,,,,,,,,,,,,,,,,,
2461375131,111,10,1,13,10,ears40cp6opsgvhsy0dgyszpd,1,1.4,48.6,2022-09-17T18:14:10.050Z,2022-09-19T08:55:30Z,3787540061,173,,3787540065,182,,3791721111,376,,3787540067,56,Back,3787540533,179,,3787540681,233,140,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375161,112,6,1,13,12,ears40cp6opsgvhsy0dgyszpd,0,6.2,48.5,2022-09-17T18:14:12.044Z,2022-09-19T08:55:34Z,3787540251,73,,3787540249,56,Back,3787540445,233,141,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375175,141,6,1,13,12,ed5nwjz5za3oyi20nxzgqivmx,1,93.8,51.5,2022-09-17T18:14:12.044Z,2022-09-19T08:55:33Z,3787540417,233,112,3787540369,73,,3787540365,56,Center,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375511,142,1,1,13,34,ed5nwjz5za3oyi20nxzgqivmx,0,99.5,99.5,2022-09-17T18:14:33.962Z,2022-09-19T08:55:40Z,3787542503,155,,3787542515,213,4.6,3787542511,141,45.8,3787542517,1,,3787542513,212,36.6,3787542509,140,97.0,3791722117,20,,3787542505,223,,dbg4ducw8j747foxiexle1iad,P. Clement,,3787542501,6,3787542499,2,,3787542507,56,3793443691,178,,3787542603,233,113,,,,,Center,,,,,,,,,,,,,,,,,,,,,
2461375803,115,44,1,13,35,ears40cp6opsgvhsy0dgyszpd,1,3.6,51.2,2022-09-17T18:14:35.855Z,2022-09-19T09:30:53Z,3787544213,285,,3787554093,233,167,3787544211,56,Back,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461377419,167,44,1,13,35,ed5nwjz5za3oyi20nxzgqivmx,0,96.4,48.8,2022-09-17T18:14:35.856Z,2022-09-19T08:55:46Z,3787553611,56,Center,3787554133,233,115,3787553613,286,,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375505,113,11,1,13,36,ears40cp6opsgvhsy0dgyszpd,0,1.8,51.7,2022-09-17T18:14:36.032Z,2022-09-19T09:30:53Z,3787542447,56,Back,3793443851,388,,3787542449,88,,3787542637,233,142,3791722969,378,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375557,143,13,1,13,37,ed5nwjz5za3oyi20nxzgqivmx,1,94.7,34.7,2022-09-17T18:14:37.249Z,2022-09-19T08:55:58Z,3787548449,74,,3787544979,72,,3787548451,102,52.6,3787542767,56,Center,3787548459,328,,3787548457,108,,3787548447,62,,3787544977,25,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,3787548453,103,3787548465,231,44.8,3787548461,458,3787548463,230,98.5,3793443981,178,,,,,62.5,,,,,,,,,,,,,,,,,,,,,,
2461375527,114,5,1,13,38,ears40cp6opsgvhsy0dgyszpd,1,-1.2,50.1,2022-09-17T18:14:38.553Z,2022-09-19T08:56:02Z,3787542575,56,Back,3787549985,233,144,3787542577,346,,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375587,144,5,1,13,38,ed5nwjz5za3oyi20nxzgqivmx,0,101.2,49.9,2022-09-17T18:14:38.553Z,2022-09-19T08:56:02Z,3787550067,233,114,3787542961,56,Center,3787542963,346,,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461375989,116,1,1,14,6,ears40cp6opsgvhsy0dgyszpd,0,4.9,61.4,2022-09-17T18:15:06.515Z,2022-09-19T08:56:09Z,3787545371,74,,3787545363,212,67.5,3787545357,56,Center,3787545367,1,,3787545355,124,,3787545359,140,69.1,3787545361,141,57.2,3787545365,213,6.2,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
