id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/10/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2526867571,6,1,1,0,26,ed5nwjz5za3oyi20nxzgqivmx,1,28.1,59.8,2023-04-01T19:01:23.762Z,2023-04-01T19:01:25Z,4154321607,212,11.1,4154321605,141,43.9,4154321603,140,25.7,4154321609,213,4.5,4154321601,56,Back,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867625,7,1,1,0,28,ed5nwjz5za3oyi20nxzgqivmx,1,25.7,43.9,2023-04-01T19:01:25.779Z,2023-04-01T19:01:29Z,4154321879,213,4.9,4154321871,56,Back,4154321873,140,27.7,4154321877,212,14.6,4154321875,141,22.7,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867673,8,1,1,0,31,ed5nwjz5za3oyi20nxzgqivmx,1,32.6,29.4,2023-04-01T19:01:28.947Z,2023-04-01T19:01:32Z,4154322143,141,44.4,4154322141,140,29.3,4154322147,213,1.9,4154322145,212,10.8,4154322139,56,Back,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867693,9,1,1,0,34,ed5nwjz5za3oyi20nxzgqivmx,1,29.2,51.4,2023-04-01T19:01:32.115Z,2023-04-01T19:01:33Z,4154322223,56,Back,4154322227,140,38.3,4154322235,212,11.9,4154322239,213,0.6,4154322231,141,61.9,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867735,10,1,1,0,35,ed5nwjz5za3oyi20nxzgqivmx,1,38.3,61.9,2023-04-01T19:01:33.298Z,2023-04-01T19:01:35Z,4154322477,213,3.5,4154322467,141,55.9,4154322457,56,Back,4154322471,212,11.8,4154322463,140,27.8,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867795,11,1,1,0,38,ed5nwjz5za3oyi20nxzgqivmx,1,28.8,61,2023-04-01T19:01:35.539Z,2023-04-01T19:01:39Z,4154322787,212,14.1,4154322785,141,81.5,4154322783,140,26.7,4154322789,213,1.7,4154322781,56,Back,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867839,12,1,1,0,42,ed5nwjz5za3oyi20nxzgqivmx,1,28.1,68.6,2023-04-01T19:01:39.603Z,2023-04-01T19:01:42Z,4154323007,213,4.3,4154323005,212,8.2,4154323003,141,57.7,4154322999,56,Back,4154323001,140,24.8,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867917,13,1,1,0,44,ed5nwjz5za3oyi20nxzgqivmx,1,26.1,56.5,2023-04-01T19:01:42.035Z,2023-04-01T19:01:47Z,4154323421,140,39.1,4154323423,141,91.2,4154323425,212,27.3,4154323419,56,Back,4154323427,213,1.0,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526867947,14,1,1,0,49,ed5nwjz5za3oyi20nxzgqivmx,1,58,90,2023-04-01T19:01:47.251Z,2023-04-01T19:01:49Z,4154323553,56,Center,4154323555,140,59.4,4154323561,213,4.9,4154323557,141,77.2,4154323559,212,8.8,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868051,15,1,1,0,51,ed5nwjz5za3oyi20nxzgqivmx,1,60.7,75.4,2023-04-01T19:01:48.963Z,2023-04-01T19:01:55Z,4154324099,213,3.1,4154324091,56,Back,4154324097,212,21.1,4154324095,141,77.9,4154324093,140,40.7,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868119,16,1,1,0,58,ed5nwjz5za3oyi20nxzgqivmx,1,42.4,67.3,2023-04-01T19:01:55.683Z,2023-04-01T19:02:00Z,4154324461,140,40.9,4154324463,141,49.2,4154324465,212,12.4,4154324459,56,Back,4154324467,213,4.6,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868191,17,1,1,1,2,ed5nwjz5za3oyi20nxzgqivmx,1,44.6,50.4,2023-04-01T19:02:00.179Z,2023-04-01T19:02:04Z,4154324819,213,1.8,4154324811,56,Back,4154324813,140,40.5,4154324817,212,16.2,4154324815,141,73.4,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868285,18,1,1,1,6,ed5nwjz5za3oyi20nxzgqivmx,1,43.5,76.3,2023-04-01T19:02:04.371Z,2023-04-01T19:02:09Z,4154325335,213,4.2,4154325327,56,Back,4154325331,141,58.6,4154325329,140,37.4,4154325333,212,13.6,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868357,19,1,1,1,11,ed5nwjz5za3oyi20nxzgqivmx,1,34.7,57.9,2023-04-01T19:02:09.444Z,2023-04-01T19:02:14Z,4154325853,213,1.6,4154325849,141,75.8,4154325845,56,Back,4154325847,140,33.8,4154325851,212,12.2,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868363,20,1,1,1,17,ed5nwjz5za3oyi20nxzgqivmx,0,40,72.8,2023-04-01T19:02:14.645Z,2023-04-01T19:02:45Z,4154325877,56,Back,4154328701,141,75.4,4154328731,233,6,4154328699,140,44.3,4154328729,236,,4154328737,286,,4154328705,213,0.4,4154328703,212,4.8,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868377,6,74,1,1,17,6hsriqr3ybvyg94w2k19oal50,1,59.4,27,2023-04-01T19:02:14.646Z,2023-04-01T19:51:43Z,4154325945,56,Center,4154325947,285,,4154328797,233,20,,,,,,,,,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868383,21,43,1,1,18,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-04-01T19:02:15.790Z,2023-04-01T19:02:46Z,4154328925,144,61,4154325975,56,Back,,,,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868415,7,49,1,1,19,6hsriqr3ybvyg94w2k19oal50,1,41.6,10.3,2023-04-01T19:02:16.948Z,2023-04-01T19:02:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868451,8,1,1,1,20,6hsriqr3ybvyg94w2k19oal50,0,41.6,10.3,2023-04-01T19:02:18.060Z,2023-04-01T19:51:45Z,4154326285,212,46.5,4154326287,213,0.1,4154326281,140,85.8,4154326279,56,Right,4154326289,1,,4154326283,141,15.2,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868481,22,49,1,1,23,ed5nwjz5za3oyi20nxzgqivmx,1,16.3,90.9,2023-04-01T19:02:21.301Z,2023-04-01T19:02:21Z,,,,,,,,,,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868547,23,1,1,1,24,ed5nwjz5za3oyi20nxzgqivmx,1,16.3,90.9,2023-04-01T19:02:21.668Z,2023-04-01T19:02:25Z,4154326737,212,20.1,4154326735,141,67.9,4154326733,140,4.3,4154326739,213,4.0,4154326731,56,Back,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868645,24,1,1,1,28,ed5nwjz5za3oyi20nxzgqivmx,1,8.4,62,2023-04-01T19:02:25.813Z,2023-04-01T19:02:30Z,4154327223,213,5.3,4154327215,56,Back,4154327221,212,44.0,4154327217,140,30.0,4154327227,1,,4154327219,141,6.5,4154327213,155,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868711,25,1,1,1,33,ed5nwjz5za3oyi20nxzgqivmx,1,29.3,5,2023-04-01T19:02:30.901Z,2023-04-01T19:50:03Z,4154327637,56,Back,4154327641,141,7.0,4154327643,212,13.5,4154327645,213,0.1,4154327639,140,42.1,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868719,26,61,1,1,34,ed5nwjz5za3oyi20nxzgqivmx,0,42.4,7,2023-04-01T19:02:32.229Z,2023-04-01T19:50:04Z,4154327675,56,Back,,,,,,,,,,,,,,,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868781,9,5,1,1,37,6hsriqr3ybvyg94w2k19oal50,1,52.2,101.4,2023-04-01T19:02:34.660Z,2023-04-01T19:02:38Z,4154327981,56,Left,4154327983,347,,4154328027,233,27,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868729,27,5,1,1,37,ed5nwjz5za3oyi20nxzgqivmx,0,47.8,-1.4,2023-04-01T19:02:34.660Z,2023-04-01T20:01:58Z,4154327709,56,Back,4154327711,347,,4154328039,233,9,,,,,,,,,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868807,10,1,1,1,40,6hsriqr3ybvyg94w2k19oal50,1,47.3,100,2023-04-01T19:02:38.005Z,2023-04-01T19:51:58Z,4154328101,141,90.6,4154328097,56,Back,4154328095,107,,4154619085,189,,4154328103,212,8.0,4154328105,213,4.3,4154328099,140,44.4,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868843,11,1,1,1,41,6hsriqr3ybvyg94w2k19oal50,1,44.4,90.6,2023-04-01T19:02:39.093Z,2023-04-01T19:02:40Z,4154328257,56,Back,4154328261,141,96.8,4154328259,140,43.2,4154328267,213,1.9,4154328263,212,4.4,,,,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868883,12,1,1,1,43,6hsriqr3ybvyg94w2k19oal50,1,39.4,95.9,2023-04-01T19:02:40.788Z,2023-04-01T19:02:43Z,4154328523,141,87.2,4154328527,212,19.2,4154328529,213,3.5,4154328517,140,22.0,4154328513,56,Back,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868945,13,1,1,1,45,6hsriqr3ybvyg94w2k19oal50,1,22,87.6,2023-04-01T19:02:43.045Z,2023-04-01T19:02:45Z,4154328821,56,Left,4154328831,1,,4154328829,213,0.2,4154328823,140,58.6,4154328819,155,,4154328825,141,97.4,4154328827,212,39.0,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868953,14,1,1,1,48,6hsriqr3ybvyg94w2k19oal50,0,58.2,97.1,2023-04-01T19:02:45.620Z,2023-04-01T19:02:47Z,4154328905,212,5.5,4154328907,213,4.7,4154328901,140,58.2,4154328899,56,Left,4154328903,141,89.0,,,,,,,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526868997,28,8,1,1,50,ed5nwjz5za3oyi20nxzgqivmx,1,39.2,18.4,2023-04-01T19:02:48.517Z,2023-04-02T16:09:28Z,4154329115,56,Back,4158608291,384,,,,,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869039,29,49,1,1,53,ed5nwjz5za3oyi20nxzgqivmx,1,30.9,43.2,2023-04-01T19:02:51.317Z,2023-04-01T19:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869135,30,1,1,1,56,ed5nwjz5za3oyi20nxzgqivmx,1,27.7,48.4,2023-04-01T19:02:53.989Z,2023-04-01T19:02:56Z,4154329781,56,Back,4154329789,213,3.1,4154329783,140,9.1,4154329785,141,48.4,4154329787,212,19.5,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869195,31,1,1,1,59,ed5nwjz5za3oyi20nxzgqivmx,1,9.7,50.5,2023-04-01T19:02:56.613Z,2023-04-01T19:02:59Z,4154330127,212,15.0,4154330125,141,54.3,4154330123,140,23.8,4154330129,213,0.2,4154330121,56,Back,,,,,,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869247,32,2,1,2,1,ed5nwjz5za3oyi20nxzgqivmx,1,29.2,50.7,2023-04-01T19:02:59.366Z,2023-04-02T16:09:55Z,4154330419,141,52.2,4154330415,56,Center,4154331049,7,e8wfxueczkhrj92rytelw5vx1,4154330417,140,52.3,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869351,15,55,1,2,1,6hsriqr3ybvyg94w2k19oal50,1,49.3,48.9,2023-04-01T19:02:59.367Z,2023-04-02T16:09:58Z,4154621519,189,,,,,,,,,,,,,,,,,,,,,,,2ez3q7gik3lm5kp1cunfol52h,D. Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869275,33,43,1,2,5,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-04-01T19:03:02.614Z,2023-04-01T19:03:09Z,4154330571,212,23.3,4154330569,141,90.0,4154330567,140,45.4,4154330565,56,Back,4154330897,144,1,4154330573,213,1.7,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869529,16,1,1,2,22,6hsriqr3ybvyg94w2k19oal50,0,44,46,2023-04-01T19:03:20.405Z,2023-04-01T19:03:23Z,4154331995,212,14.7,4154331997,213,1.5,4154331987,241,,4154331985,5,,4154331993,141,67.5,4154331989,56,Back,4154331991,140,45.6,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869555,34,49,1,2,26,ed5nwjz5za3oyi20nxzgqivmx,1,58.1,26.3,2023-04-01T19:03:24.199Z,2023-04-01T19:03:24Z,,,,,,,,,,,,,,,,,,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869589,35,4,1,2,28,ed5nwjz5za3oyi20nxzgqivmx,1,56.4,29.4,2023-04-01T19:03:25.687Z,2023-04-01T19:03:28Z,4154332251,56,Center,4154332255,265,,4154332257,286,,4154332249,13,,4154332361,233,17,4154332253,152,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869603,17,4,1,2,28,6hsriqr3ybvyg94w2k19oal50,0,43.6,70.6,2023-04-01T19:03:25.688Z,2023-04-01T19:52:29Z,4154332327,285,,4154332375,233,35,4154332325,265,,4154332319,13,,4154332323,152,,4154332321,56,Back,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869765,36,1,1,2,38,ed5nwjz5za3oyi20nxzgqivmx,0,55.1,33.2,2023-04-01T19:03:35.791Z,2023-04-01T19:53:30Z,4154333217,5,,4154333221,56,Center,4154333229,213,5.5,4154333223,140,61.1,4154333225,141,23.7,4154333219,152,,4154616463,189,,4154333227,212,9.0,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526922759,436,61,1,2,39,6hsriqr3ybvyg94w2k19oal50,1,39.3,83,2023-04-01T19:03:36.519Z,2023-04-01T19:51:31Z,4154616801,189,,4154616561,56,Back,,,,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869795,37,15,1,2,43,ed5nwjz5za3oyi20nxzgqivmx,1,77.6,37.2,2023-04-01T19:03:41.399Z,2023-04-02T16:11:28Z,4154334403,215,,4154333421,56,Center,4154333417,18,,4154334431,233,18,4158617409,80,,4154334407,147,48.0,4154333413,22,,4154334399,102,46.6,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,4154334405,146,97.2,4154618277,458,4154333627,72,4154334401,103,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2526869819,18,10,1,2,43,6hsriqr3ybvyg94w2k19oal50,1,1.3,51.6,2023-04-01T19:03:41.499Z,2023-04-02T16:11:50Z,4158619319,174,,4154333559,56,Back,4154333925,233,37,4158619323,376,,4154333555,182,,4158619321,381,,4154333847,180,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526869833,19,52,1,2,46,6hsriqr3ybvyg94w2k19oal50,1,1.3,51.6,2023-04-01T19:03:44.055Z,2023-04-02T16:11:53Z,4158619835,376,,,,,,,,,,,,,,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
