id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2457572859,187,45,1,23,53,b79uipsy57y1jqpy07h4i5ovk,0,29.2,48,2022-09-09T18:24:06.706Z,2022-09-11T10:17:44Z,3767333633,285,,3767333669,233,187,3767333631,56,Back,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457572863,187,3,1,23,53,6g9qrm72224jrk6tkxxxi8a9n,1,73.2,60,2022-09-09T18:24:06.706Z,2022-09-11T10:17:44Z,3767333643,56,Center,3767333645,286,,3769031115,464,,3772672625,178,,3767333651,233,187,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457572871,188,1,1,23,54,6g9qrm72224jrk6tkxxxi8a9n,1,71.5,54.4,2022-09-09T18:24:08.187Z,2022-09-11T10:17:47Z,3767333683,141,47.4,3772672739,178,,3767333675,56,Center,3767333679,140,66.8,3767333691,213,3.9,3767333687,212,6.9,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457572907,189,1,1,23,56,6g9qrm72224jrk6tkxxxi8a9n,1,67.5,44.1,2022-09-09T18:24:09.627Z,2022-09-11T10:17:49Z,3767333857,56,Center,3767333861,141,35.7,3772672813,178,,3767333865,213,3.8,3767333859,140,60.7,3767333863,212,9.1,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457572923,190,1,1,23,59,6g9qrm72224jrk6tkxxxi8a9n,1,55.1,30.1,2022-09-09T18:24:12.421Z,2022-09-11T10:17:51Z,3767333967,141,53.9,3767333971,213,1.7,3767333965,140,53.4,3767333969,212,16.3,3767333963,56,Center,3772672891,178,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457572973,191,1,1,24,1,6g9qrm72224jrk6tkxxxi8a9n,1,53.4,53.9,2022-09-09T18:24:14.530Z,2022-09-11T10:17:53Z,3772673027,178,,3767334303,213,1.2,3767334295,56,Left,3767334299,141,81.4,3767334297,140,59.6,3767334301,212,19.8,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457572979,192,1,1,24,6,6g9qrm72224jrk6tkxxxi8a9n,0,67.2,65.7,2022-09-09T18:24:19.887Z,2022-09-11T10:17:56Z,3772673135,178,,3767334335,141,63.7,3767334339,213,6.2,3767334331,56,Center,3767334337,212,11.6,3767334333,140,78.2,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457572997,188,49,1,24,7,b79uipsy57y1jqpy07h4i5ovk,1,20.9,36.9,2022-09-09T18:24:20.603Z,2022-09-11T10:18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573015,189,1,1,24,7,b79uipsy57y1jqpy07h4i5ovk,0,19.8,35.9,2022-09-09T18:24:21.134Z,2022-09-11T10:18:09Z,3767334545,213,5.4,3767334537,56,Back,3767334543,212,25.2,3767334539,140,35.6,3772673573,178,,3767334541,141,8.1,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573041,194,49,1,24,10,6g9qrm72224jrk6tkxxxi8a9n,1,62,89,2022-09-09T18:24:24.012Z,2022-09-11T10:18:16Z,,,,,,,,,,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573039,193,1,1,24,10,6g9qrm72224jrk6tkxxxi8a9n,1,64.8,91.8,2022-09-09T18:24:24.072Z,2022-09-11T10:18:25Z,3767334675,141,80.6,3767334679,213,3.8,3772674205,178,,3767334673,140,55.8,3767334677,212,12.1,3767334671,56,Left,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573077,195,1,1,24,13,6g9qrm72224jrk6tkxxxi8a9n,0,54.3,77.5,2022-09-09T18:24:26.874Z,2022-09-11T10:18:27Z,3767334873,212,29.3,3767334865,155,,3767334869,140,79.9,3767334875,213,5.9,3767334871,141,60.5,3767334867,56,Center,3772674295,178,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573097,190,1,1,24,15,b79uipsy57y1jqpy07h4i5ovk,1,17.3,35.4,2022-09-09T18:24:28.847Z,2022-09-11T10:18:30Z,3767334983,140,22.8,3772674407,388,,3767334989,213,5.3,3767334985,141,22.8,3767334979,3,,3767334987,212,10.3,3767334981,56,Back,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573099,191,49,1,24,18,b79uipsy57y1jqpy07h4i5ovk,1,23.5,20.4,2022-09-09T18:24:31.945Z,2022-09-11T10:18:35Z,,,,,,,,,,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573253,192,1,1,24,20,b79uipsy57y1jqpy07h4i5ovk,0,31.5,12,2022-09-09T18:24:33.817Z,2022-09-11T10:18:37Z,3767335801,213,6.0,3772674593,178,,3767335793,56,Right,3767335795,140,69.2,3767335799,212,40.7,3767335803,1,,3767335791,155,,3767335797,141,0.0,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573347,193,5,1,24,24,b79uipsy57y1jqpy07h4i5ovk,0,64.9,-1.8,2022-09-09T18:24:37.722Z,2022-09-11T10:18:42Z,3767336239,347,,3767336237,56,Right,3767337495,233,196,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573305,196,5,1,24,24,6g9qrm72224jrk6tkxxxi8a9n,1,35.1,101.8,2022-09-09T18:24:37.722Z,2022-09-11T10:18:42Z,3767337487,233,193,3767336051,347,,3767336041,56,Back,,,,,,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573421,197,1,1,24,39,6g9qrm72224jrk6tkxxxi8a9n,0,34.6,100,2022-09-09T18:24:52.833Z,2022-09-11T10:18:57Z,3767336635,213,5.9,3767336631,141,90.0,3767336627,56,Left,3767336633,212,20.6,3767336625,107,,3767336629,140,52.6,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573467,194,1,1,24,41,b79uipsy57y1jqpy07h4i5ovk,1,44.8,8.3,2022-09-09T18:24:54.363Z,2022-09-11T10:19:05Z,3767336889,212,11.5,3767336885,140,44.7,3767336891,213,1.6,3767336883,56,Back,3772675463,388,,3767336881,3,,3767336887,141,25.2,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573483,195,44,1,24,42,b79uipsy57y1jqpy07h4i5ovk,1,44.9,24.2,2022-09-09T18:24:56.082Z,2022-09-12T10:40:58Z,3767336953,285,,3767337003,233,198,3767336951,56,Back,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573477,198,44,1,24,42,6g9qrm72224jrk6tkxxxi8a9n,0,55.1,75.8,2022-09-09T18:24:56.083Z,2022-09-11T10:19:10Z,3767336933,286,,3767337007,233,195,3767336931,56,Center,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573491,196,1,1,24,43,b79uipsy57y1jqpy07h4i5ovk,1,44,25.5,2022-09-09T18:24:56.334Z,2022-09-12T10:40:58Z,3772676129,388,,3767337057,213,4.6,3767337051,140,43.1,3767337049,56,Back,3767337053,141,14.7,3767337047,3,,3767337055,212,7.4,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573507,197,1,1,24,44,b79uipsy57y1jqpy07h4i5ovk,1,43.1,14.6,2022-09-09T18:24:57.577Z,2022-09-11T10:19:30Z,3767337125,140,34.9,3767337129,212,10.1,3767337123,56,Back,3767337131,213,2.6,3767337127,141,22.4,3767337121,3,,3772676299,388,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573513,198,49,1,24,46,b79uipsy57y1jqpy07h4i5ovk,1,33.8,23,2022-09-09T18:24:59.481Z,2022-09-11T10:19:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573525,199,1,1,24,46,b79uipsy57y1jqpy07h4i5ovk,0,31.2,23.3,2022-09-09T18:24:59.930Z,2022-09-11T10:19:36Z,3767337227,141,17.9,3772676471,178,,3767337225,140,37.4,3767337229,212,7.5,3767337223,56,Back,3767337231,213,5.8,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573539,199,49,1,24,47,6g9qrm72224jrk6tkxxxi8a9n,1,57.1,79.4,2022-09-09T18:25:00.590Z,2022-09-11T10:19:39Z,,,,,,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573545,200,50,1,24,48,6g9qrm72224jrk6tkxxxi8a9n,1,60.6,83.3,2022-09-09T18:25:01.513Z,2022-09-11T10:19:42Z,3767337313,56,Left,3767337397,233,200,3767337315,286,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573555,200,7,1,24,48,b79uipsy57y1jqpy07h4i5ovk,0,39.4,16.7,2022-09-09T18:25:01.890Z,2022-09-11T10:19:43Z,3769075247,384,,3767337361,285,,3767337389,233,200,3767337359,56,Back,3772676673,178,,,,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573589,201,1,1,24,50,6g9qrm72224jrk6tkxxxi8a9n,1,61.3,96.5,2022-09-09T18:25:04.047Z,2022-09-11T10:19:45Z,3767337543,212,14.3,3767337537,56,Center,3767337545,213,4.3,3767337541,141,76.9,3772676697,178,,3767337539,140,56.3,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573627,202,1,1,24,53,6g9qrm72224jrk6tkxxxi8a9n,0,57.5,70.5,2022-09-09T18:25:06.386Z,2022-09-11T10:19:47Z,3767337739,56,Left,3767337747,213,0.3,3767337741,140,100.0,3772676777,178,,3767337745,212,46.9,3767337749,1,,3767337737,155,,3767337743,141,89.3,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573651,201,5,1,24,57,b79uipsy57y1jqpy07h4i5ovk,1,-0.6,28.8,2022-09-09T18:25:11Z,2022-09-11T10:19:50Z,3767337855,56,Back,3767337857,346,,3767337887,233,203,,,,,,,,,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573633,203,5,1,24,57,6g9qrm72224jrk6tkxxxi8a9n,0,100.6,71.2,2022-09-09T18:25:11Z,2022-09-11T10:19:51Z,3767337775,346,,3767337773,56,Center,3767337893,233,201,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573851,202,1,1,25,16,b79uipsy57y1jqpy07h4i5ovk,1,3.5,50.1,2022-09-09T18:25:29.413Z,2022-09-11T10:19:59Z,3767339071,237,,3767339057,124,,3767339061,140,8.7,3767339067,213,1.0,3767339063,141,63.9,3767339065,212,10.9,3767339059,56,Back,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573867,203,1,1,25,23,b79uipsy57y1jqpy07h4i5ovk,1,8.7,63.9,2022-09-09T18:25:36.921Z,2022-09-11T10:20:03Z,3767339159,140,8.1,3767339165,213,4.6,3767339163,212,9.1,3767339161,141,50.6,3772677357,178,,3767339157,56,Back,,,,,,,aq8emkcjejbav0fys17iqv2ll,J. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573883,204,1,1,25,25,b79uipsy57y1jqpy07h4i5ovk,0,13.5,53.7,2022-09-09T18:25:38.706Z,2022-09-11T10:20:10Z,3767339261,212,42.4,3767339257,140,53.9,3772677599,178,,3767339255,56,Center,3767339259,141,53.4,3767339265,1,,3767339263,213,6.3,3767339253,155,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573895,205,44,1,25,28,6g9qrm72224jrk6tkxxxi8a9n,1,45.2,48,2022-09-09T18:25:41.970Z,2022-09-12T10:40:59Z,3767339347,285,,3767339343,56,Back,3767339383,233,205,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573891,205,44,1,25,28,b79uipsy57y1jqpy07h4i5ovk,0,54.8,52,2022-09-09T18:25:41.971Z,2022-09-11T10:20:15Z,3767339387,233,205,3767339305,56,Center,3767339307,286,,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573927,206,1,1,25,28,6g9qrm72224jrk6tkxxxi8a9n,1,44.2,49.3,2022-09-09T18:25:42.043Z,2022-09-12T10:40:59Z,3767339523,3,,3772677845,388,,3767339531,212,10.5,3767339525,56,Center,3767339529,141,47.8,3767339527,140,54.2,3767339533,213,6.2,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573963,207,1,1,25,30,6g9qrm72224jrk6tkxxxi8a9n,0,54.2,47.8,2022-09-09T18:25:43.314Z,2022-09-11T10:24:18Z,3772677957,388,,3767339783,3,,3767339785,56,Center,3767339789,141,41.5,3767339791,212,7.7,3767339793,213,5.7,3767339787,140,60.3,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573915,206,1,1,25,31,b79uipsy57y1jqpy07h4i5ovk,0,40.6,54,2022-09-09T18:25:45.017Z,2022-09-12T10:36:27Z,3767339461,213,2.7,3767339451,3,,3767339457,141,57.0,3767339455,140,36.6,3767339459,212,4.7,3772678117,388,,3767339453,56,Back,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573967,208,44,1,25,33,6g9qrm72224jrk6tkxxxi8a9n,1,62.1,42.1,2022-09-09T18:25:46.537Z,2022-09-12T10:40:59Z,3767339807,286,,3767339803,56,Center,3767339819,233,207,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573937,207,44,1,25,33,b79uipsy57y1jqpy07h4i5ovk,0,37.9,57.9,2022-09-09T18:25:46.538Z,2022-09-12T10:35:49Z,3767339629,56,Back,3767339839,233,208,3767339631,285,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573987,209,1,1,25,33,6g9qrm72224jrk6tkxxxi8a9n,1,62.3,42.7,2022-09-09T18:25:46.626Z,2022-09-12T10:41:00Z,3767339911,212,4.7,3767339907,140,58.6,3767339901,3,,3767339909,141,38.9,3767339905,56,Center,3772681961,388,,3767339913,213,3.7,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457573993,210,49,1,25,34,6g9qrm72224jrk6tkxxxi8a9n,1,58.6,38.9,2022-09-09T18:25:47.793Z,2022-09-11T10:24:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574001,211,1,1,25,34,6g9qrm72224jrk6tkxxxi8a9n,1,62.1,36.1,2022-09-09T18:25:48.014Z,2022-09-11T10:24:54Z,3767339995,56,Right,3767339999,141,18.8,3767340001,212,11.8,3772686273,178,,3767340003,213,4.7,3767339997,140,62.1,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574061,212,1,1,25,38,6g9qrm72224jrk6tkxxxi8a9n,1,59.4,24.4,2022-09-09T18:25:51.746Z,2022-09-11T10:24:57Z,3772686361,178,,3767340261,56,Left,3767340267,212,47.1,3767340257,155,,3767340271,1,,3767340263,140,63.4,3767340259,196,,3767340265,141,93.4,3dc82sro077by40u3qdmhw0r9,B. Ould-Chikh,,3767340269,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457903337,806,3,1,25,40,6g9qrm72224jrk6tkxxxi8a9n,0,63.9,87.9,2022-09-09T18:25:54.179Z,2022-09-11T10:25:01Z,3769078947,464,,3769078945,286,,3769078949,467,7dkhv2l8y6jq20l1dc2ye17je,3769078943,56,Left,3772686463,178,,,,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459143433,1091,43,1,25,41,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-09-09T18:25:55.234Z,2022-09-12T06:47:11Z,3775742019,178,0,3775742189,144,82,,,,,,,,,,,,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574133,213,4,1,25,43,6g9qrm72224jrk6tkxxxi8a9n,1,61.4,87.4,2022-09-09T18:25:56.483Z,2022-09-11T10:25:03Z,3767340641,265,,3767340635,13,,3767340639,152,,3767340677,233,208,3767340637,56,Left,3767340643,286,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574113,208,4,1,25,43,b79uipsy57y1jqpy07h4i5ovk,0,38.6,12.6,2022-09-09T18:25:56.484Z,2022-09-11T10:25:03Z,3767340707,233,213,3767340513,285,,3772686551,178,,3767340505,13,,3767340509,152,,3767340511,265,,3767340507,56,Back,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574163,214,1,1,25,46,6g9qrm72224jrk6tkxxxi8a9n,1,58.4,83,2022-09-09T18:26:00.281Z,2022-09-11T10:25:09Z,3772686721,178,,3767340791,140,52.5,3767340797,213,3.6,3767340789,56,Center,3767340785,5,,3767340793,141,78.1,3767340787,152,,3767340795,212,7.0,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574209,215,1,1,25,48,6g9qrm72224jrk6tkxxxi8a9n,1,52.7,76,2022-09-09T18:26:02.094Z,2022-09-11T10:25:11Z,3767340979,213,4.4,3767340975,141,49.1,3772686757,178,,3767340973,140,46.3,3767340977,212,19.5,3767340971,56,Back,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574223,216,1,1,25,52,6g9qrm72224jrk6tkxxxi8a9n,1,47.1,44,2022-09-09T18:26:06.169Z,2022-09-11T10:25:14Z,3767341083,213,1.7,3772686859,178,,3767341081,212,15.1,3767341077,140,45.9,3767341075,56,Back,3767341079,141,66.1,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574249,217,1,1,25,55,6g9qrm72224jrk6tkxxxi8a9n,1,45.9,66.1,2022-09-09T18:26:08.353Z,2022-09-11T10:25:16Z,3767341225,213,1.2,3767341219,140,54.2,3772686947,178,,3767341223,212,21.6,3767341217,56,Left,3767341221,141,95.1,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574315,218,1,1,25,57,6g9qrm72224jrk6tkxxxi8a9n,1,54.3,95.4,2022-09-09T18:26:10.882Z,2022-09-11T10:25:23Z,3767341593,56,Left,3772687215,178,,3767341601,213,0.0,3767341595,140,87.2,3767341599,212,34.6,3767341603,1,,3767341597,141,97.4,3767341591,155,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574319,219,61,1,25,59,6g9qrm72224jrk6tkxxxi8a9n,0,87.2,97.4,2022-09-09T18:26:13.266Z,2022-09-11T10:25:33Z,3772687321,178,,3767341617,56,Left,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574537,210,5,1,26,0,b79uipsy57y1jqpy07h4i5ovk,1,5.4,-1.8,2022-09-09T18:26:13.956Z,2022-09-11T10:25:35Z,3767342901,56,Back,3767342907,347,,3767342937,233,220,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574325,220,5,1,26,0,6g9qrm72224jrk6tkxxxi8a9n,0,94.6,101.8,2022-09-09T18:26:13.956Z,2022-09-11T10:25:36Z,3767341637,347,,3767342957,233,210,3767341635,56,Left,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574567,211,1,1,26,21,b79uipsy57y1jqpy07h4i5ovk,1,21.2,0,2022-09-09T18:26:34.426Z,2022-09-11T10:25:40Z,3767343131,212,16.7,3767343133,213,0.3,3767343125,140,36.4,3767343129,141,5.2,3767343117,107,,3767343121,56,Back,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574969,217,44,1,26,22,b79uipsy57y1jqpy07h4i5ovk,1,39.8,7.3,2022-09-09T18:26:35.593Z,2022-09-12T10:41:00Z,3767345335,56,Back,3767345353,233,225,3767345337,285,,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574895,225,44,1,26,22,6g9qrm72224jrk6tkxxxi8a9n,0,60.2,92.7,2022-09-09T18:26:35.594Z,2022-09-11T10:25:45Z,3767345377,233,217,3767344999,286,,3767344997,56,Left,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574577,212,1,1,26,22,b79uipsy57y1jqpy07h4i5ovk,0,38.4,6.5,2022-09-09T18:26:35.818Z,2022-09-12T10:41:01Z,3767343169,3,,3767343175,140,54.7,3767343179,212,21.6,3767343173,56,Center,3767343181,213,0.7,3767343171,168,,3767343177,141,25.8,3772688143,388,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574597,221,1,1,26,25,6g9qrm72224jrk6tkxxxi8a9n,0,44.2,72.4,2022-09-09T18:26:38.520Z,2022-09-11T10:25:54Z,3767343283,3,,3767343291,212,12.0,3767343285,56,Center,3767343289,141,70.0,3767343293,213,6.1,3767343287,140,55.5,3772688249,388,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457574637,214,4,1,26,26,b79uipsy57y1jqpy07h4i5ovk,1,40.8,30.4,2022-09-09T18:26:40.216Z,2022-09-11T10:26:17Z,3767343593,56,Back,3767343621,233,222,3767343587,13,,3767343595,152,,3767343597,286,,3767343589,294,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
