id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2469503211,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-09T09:27:09.576Z,2022-10-09T10:16:56Z,3830845991,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, 6ydojoa3581jgszpjqj7i8zpx, 9d4lofwg9ooaoldw2vpt4h36y, 90vny1388bdhx8103lp9njac4, 7nfr8xuo637qma7ovxx4r9fmy, 5dbx86ca2t7dae8b3t69atii1, dtglxu78mwbkvog0jnusmdc5x, hxqybxg5578sgx0gx5qb834l, 7lpwkpwfw656re3pymntslv55, 7dkhv2l8y6jq20l1dc2ye17je, 4o5nxx5e00jf09npbfit5cw0k, 2ekx0fvuf0dsat062oj430d05, 32pfghvfogjnpbgsj5mk2jhpm, 7sa0cx70w7dc0ahu5sm0ziz11, 4mroygq2ruxkml5c5j4awwted, 8qrsqp9qqvb0jdynpgsnifai1, 8j8encc4aqkh07ydce6hiaokp, 4cyftx5l62gw3ijl29y7t51pl, 5n65xhwbd6dm3uynl4h7k920a, bx2xcfe18epftsy5lrdf1fevo, aq8emkcjejbav0fys17iqv2ll, 94b7i139jyk6hs6ioqlztg1jp",3830845999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830845993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3830845995,59,"1, 2, 5, 8, 25, 6, 18, 10, 9, 11, 23, 22, 3, 4, 7, 15, 16, 17, 19, 21, 24, 26, 27",3830846003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830934401,197,472,3830846001,194,6ydojoa3581jgszpjqj7i8zpx,3830845997,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469506275,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-09T09:37:31.584Z,2022-10-09T10:15:02Z,3830863975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830863969,130,7,3830863973,194,7r2ifipuieqiar5n00o2j5uj9,3830863963,30,"7rvlba00jv66w7wtdmk178a95, tv8e6nxc7jl8wbzf6ojd6dw5, ca5n8516u8m6c41u61bbjjbop, 7pz3qz589b7v3pkb9h0hv73l5, 8ylvnl689iweg2r9d0ioj771m, 7r2ifipuieqiar5n00o2j5uj9, 4utb2o5c0e57kf0iwdavpzg15, 9wgpudcet9m8doz9ezbjxzkrt, cgsirikez39wlx8lhu1uo00yd, 426st78oi43eortpbfkuxw72t, e1wk520xrgbtriixo4kj3pnje, efwbv81uca8myl7gusdb2q38p, 4736oz9r0evpmkd3qumivl239, 8jbjkt4wc1dmqaoxn76mct84q, ail0unvzd0b9ur7j0l8hk0y51, ae7ij4u0xy9iru6qvdw2i9fu2, dzs8vty5afl2y7ddjh3ausclx, 5yi3d29esiydx9zsuhap1wnx0, afsin57n25r53ifmqyfmbzqol, 4j7f43re79hlmomwga3isqbu2, blzp9qbpturqntnisbkg0ddlg, c6ufljjgl050g9xn7e9ma7hg4",3830863971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830863965,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3830930655,197,16938,3830863967,59,"1, 5, 24, 21, 15, 4, 11, 8, 9, 10, 30, 2, 3, 7, 12, 14, 18, 22, 28, 31, 33, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469521573,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-09T10:19:54.767Z,2022-10-11T12:45:45Z,3830940079,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469521577,2,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-09T10:19:54.767Z,2022-10-09T10:19:57Z,3830940097,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470597813,936,43,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-09T10:19:55.443Z,2022-10-12T05:48:34Z,3837768883,144,82,3836658101,178,0,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469521607,3,1,1,0,1,b79uipsy57y1jqpy07h4i5ovk,1,49.9,50.1,2022-10-09T10:19:56.005Z,2022-10-11T13:05:49Z,3836591421,178,,3830940263,213,3.4,3830940255,56,Back,3830940265,279,S,3830940261,212,3.3,3830940259,141,49.0,3830940257,140,46.8,3830940655,189,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469521617,4,1,1,0,1,b79uipsy57y1jqpy07h4i5ovk,1,48.1,49,2022-10-09T10:19:56.025Z,2022-10-11T13:06:01Z,3830940315,212,4.7,3830940309,56,Back,3830940313,141,47.6,3830940311,140,43.7,3836591699,178,,3830940317,213,3.3,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469521641,5,1,1,0,2,b79uipsy57y1jqpy07h4i5ovk,1,43.3,47.3,2022-10-09T10:19:57.092Z,2022-10-11T13:06:07Z,3836591755,178,,3830940477,213,0.5,3830940467,155,,3830940475,212,65.3,3830940469,56,Left,3830940473,141,95.9,3830940471,140,96.9,3830940479,1,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470598017,945,43,1,0,7,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-09T10:20:02.748Z,2022-10-11T13:58:31Z,3836659229,144,67,3836659003,233,850,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470598081,946,43,1,0,7,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-09T10:20:02.748Z,2022-10-12T10:40:50Z,3838166835,144,67,3836659339,233,853,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470598015,850,43,1,0,7,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-09T10:20:02.749Z,2022-10-11T13:58:31Z,3836659225,144,67,3836659007,233,945,,,,,,,,,,,,,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470598079,853,43,1,0,7,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-09T10:20:02.749Z,2022-10-12T10:40:50Z,3836659343,233,946,3838166811,144,67,,,,,,,,,,,,,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469521651,6,1,1,0,7,b79uipsy57y1jqpy07h4i5ovk,1,97.3,96.2,2022-10-09T10:20:02.757Z,2022-10-11T14:03:19Z,3830940501,140,87.3,3836591795,178,,3830940505,212,10.6,3830940503,141,98.3,3830940499,56,Left,3830940507,213,3.0,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470880613,1453,67,1,0,8,b79uipsy57y1jqpy07h4i5ovk,1,85.7,93.4,2022-10-09T10:20:03.741Z,2022-10-12T10:59:29Z,3838152987,233,1340,,,,,,,,,,,,,,,,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
