id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/8/value,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2473013259,7,1,1,0,14,20vymiy7bo8wkyxai3ew494fz,1,29.2,26.8,2022-10-16T14:46:15.150Z,2022-10-18T08:35:21Z,3849477937,141,47.6,3849477933,56,Back,3849477941,213,1.8,3849477939,212,14.6,3853381021,178,,3849477935,140,25.7,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013303,8,1,1,0,19,20vymiy7bo8wkyxai3ew494fz,1,32.4,73.8,2022-10-16T14:46:20.661Z,2022-10-18T08:35:30Z,3853381167,178,,3849478213,141,95.4,3849478217,213,1.7,3849478209,56,Back,3849478215,212,14.8,3849478211,140,31.0,,,,,,,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013535,9,1,1,0,21,20vymiy7bo8wkyxai3ew494fz,1,29.7,94.8,2022-10-16T14:46:23.054Z,2022-10-18T08:35:38Z,3853381315,178,,3849479467,141,58.8,3849479463,56,Back,3849479473,1,,3849479469,212,33.5,3849479471,213,4.0,3849479465,140,7.9,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013563,10,1,1,0,32,20vymiy7bo8wkyxai3ew494fz,1,14.2,56.9,2022-10-16T14:46:33.141Z,2022-10-18T08:35:44Z,3849479643,140,22.4,3849479647,212,16.0,3853381399,178,,3849479641,56,Back,3849479645,141,76.7,3849479649,213,1.0,,,,,,,9pgr69ub37hmr76gwbfw7lhw5,J. Bijlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013665,11,1,1,0,34,20vymiy7bo8wkyxai3ew494fz,1,22.4,76.7,2022-10-16T14:46:35.559Z,2022-10-18T08:35:54Z,3849480231,140,7.4,3849480235,212,19.9,3849480233,141,58.8,3853381521,178,,3849480229,56,Back,3849480237,213,3.8,,,,,,,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013753,12,1,1,0,39,20vymiy7bo8wkyxai3ew494fz,1,8.5,57.6,2022-10-16T14:46:40.133Z,2022-10-18T08:35:58Z,3849480687,141,27.7,3853381575,178,,3849480683,56,Back,3849480689,212,20.3,3849480691,213,4.7,3849480685,140,9.0,,,,,,,9pgr69ub37hmr76gwbfw7lhw5,J. Bijlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013833,13,1,1,0,42,20vymiy7bo8wkyxai3ew494fz,1,14.4,46.7,2022-10-16T14:46:43.908Z,2022-10-18T08:36:04Z,3849481107,141,75.9,3853381659,178,,3849481103,56,Back,3849481111,213,1.6,3849481109,212,19.9,3849481105,140,14.7,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013981,14,1,1,0,46,20vymiy7bo8wkyxai3ew494fz,0,21.1,88.1,2022-10-16T14:46:47.101Z,2022-10-18T08:36:14Z,3849481889,140,83.6,3849481895,213,6.2,3849481891,141,81.8,3849481893,212,65.8,3853381839,178,,3849481887,56,Left,3849481897,1,,3849481883,155,,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473013951,5,49,1,0,52,3kfktv64h7kg7zryax1wktr5r,1,17.9,15.9,2022-10-16T14:46:53.136Z,2022-10-18T08:36:30Z,,,,,,,,,,,,,,,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014033,6,1,1,0,52,3kfktv64h7kg7zryax1wktr5r,1,17.9,15.9,2022-10-16T14:46:53.165Z,2022-10-18T08:36:38Z,3849482167,213,2.3,3849482163,141,42.7,3853382211,178,,3849482159,56,Back,3849482161,140,3.2,3849482165,212,23.9,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014095,7,1,1,0,55,3kfktv64h7kg7zryax1wktr5r,0,3.2,42.7,2022-10-16T14:46:56.252Z,2022-10-18T08:36:45Z,3849482513,140,44.1,3849482507,155,,3849482517,212,44.6,3853382335,178,,3849482515,141,25.2,3849482511,56,Back,3849482521,1,,3849482519,213,6.0,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014213,15,44,1,0,58,20vymiy7bo8wkyxai3ew494fz,1,56.1,77.2,2022-10-16T14:46:59.169Z,2022-10-18T09:11:55Z,3849483049,286,,3849483047,56,Center,3849483123,233,8,,,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014115,8,44,1,0,58,3kfktv64h7kg7zryax1wktr5r,0,43.9,22.8,2022-10-16T14:46:59.170Z,2022-10-18T08:36:50Z,3849482593,285,,3849483163,233,15,3849482591,56,Back,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014253,16,1,1,0,58,20vymiy7bo8wkyxai3ew494fz,0,56.8,80,2022-10-16T14:46:59.207Z,2022-10-18T09:11:55Z,3849483275,3,,3853382571,388,,3849483279,140,43.6,3849483283,212,14.2,3849483285,213,3.3,3849483277,56,Back,3849483281,141,75.8,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014273,9,50,1,1,3,3kfktv64h7kg7zryax1wktr5r,1,61.8,11,2022-10-16T14:47:04.319Z,2022-10-18T08:37:44Z,3849483395,286,,3849483393,56,Right,3849483581,233,17,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014289,17,7,1,1,4,20vymiy7bo8wkyxai3ew494fz,1,38.2,89,2022-10-16T14:47:05.133Z,2022-10-18T08:37:47Z,3853383305,178,,3849483543,233,9,3849483489,285,,3851987425,383,,3849483485,56,Back,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014295,18,49,1,1,5,20vymiy7bo8wkyxai3ew494fz,1,35.9,93.8,2022-10-16T14:47:06.166Z,2022-10-18T08:37:56Z,,,,,,,,,,,,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014321,19,1,1,1,5,20vymiy7bo8wkyxai3ew494fz,1,35.9,93.8,2022-10-16T14:47:06.234Z,2022-10-18T08:38:02Z,3849483659,213,3.6,3849483655,141,90.5,3849483651,56,Back,3853383571,178,,3849483657,212,4.8,3849483653,140,31.9,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014329,20,1,1,1,6,20vymiy7bo8wkyxai3ew494fz,1,31.9,90.5,2022-10-16T14:47:07.269Z,2022-10-18T08:38:10Z,3849483695,141,88.7,3849483691,56,Back,3849483699,213,6.1,3849483693,140,40.0,3849483697,212,8.6,3853383707,178,,,,,,,,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014347,21,1,1,1,6,20vymiy7bo8wkyxai3ew494fz,1,40,89,2022-10-16T14:47:07.809Z,2022-10-18T08:38:29Z,3853384011,178,,3849483793,141,95.6,3849483797,213,2.4,3849483791,140,35.0,3849483789,56,Back,3849483795,212,6.9,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014379,22,1,1,1,8,20vymiy7bo8wkyxai3ew494fz,1,35,95.6,2022-10-16T14:47:09.294Z,2022-10-18T08:38:34Z,3853384087,178,,3849483963,213,0.2,3849483955,141,98.3,3849483951,140,44.7,3849483949,56,Back,3849483959,212,10.3,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014405,10,45,1,1,9,3kfktv64h7kg7zryax1wktr5r,0,53,3.5,2022-10-16T14:47:10.902Z,2022-10-18T08:38:54Z,3849484575,233,23,3849484081,56,Right,3849484083,285,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014483,23,3,1,1,9,20vymiy7bo8wkyxai3ew494fz,1,47,96.5,2022-10-16T14:47:10.902Z,2022-10-18T08:38:53Z,3849484513,286,,3853384375,178,,3851987861,465,,3849484511,56,Back,3849484537,233,10,,,,,,,,,,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014535,24,1,1,1,15,20vymiy7bo8wkyxai3ew494fz,1,85.9,86,2022-10-16T14:47:16.736Z,2022-10-18T08:39:09Z,3853384681,178,,3849484807,213,4.9,3849484799,56,Center,3851987949,72,,3849484801,140,90.5,3849484805,212,24.1,3851987947,224,,3849484803,141,51.3,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,3849484797,155,3849484795,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014541,25,61,1,1,16,20vymiy7bo8wkyxai3ew494fz,0,90.9,51.2,2022-10-16T14:47:17.737Z,2022-10-18T08:39:19Z,3853384867,178,,3849484833,56,Center,,,,,,,,,,,,,,,,,,,aboxil79ulfa73pckzsdnwp62,S. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014597,11,12,1,1,17,3kfktv64h7kg7zryax1wktr5r,1,7.2,43.1,2022-10-16T14:47:18.684Z,2022-10-18T08:39:46Z,3849485113,141,42.1,3853385213,178,,3849485119,213,4.7,3849485111,140,7.2,3849485115,212,0.7,3849485109,56,Back,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014613,26,1,1,1,17,20vymiy7bo8wkyxai3ew494fz,1,89.7,51,2022-10-16T14:47:18.994Z,2022-10-18T08:40:14Z,3849485195,140,85.7,3849487443,154,,3849485199,212,6.2,3853385557,178,,3849485193,56,Center,3849487441,210,13,3849485197,141,44.2,3849485201,213,4.0,aboxil79ulfa73pckzsdnwp62,S. Giménez,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014617,27,13,1,1,20,20vymiy7bo8wkyxai3ew494fz,1,85.7,44.2,2022-10-16T14:47:21.623Z,2022-10-18T08:40:15Z,3849487505,230,98.0,3849487489,74,,3849487501,103,72.2,3849487499,102,44.5,3853385721,178,,3849487493,154,,3849485215,56,Center,3849487507,231,48.4,504o2odlvra056ouwcgreopgp,S. Szymański,3849485211,22,3849487491,29,,3849487495,55,26,3849485213,17,3849487503,328,3849486311,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014673,13,43,1,1,20,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-10-16T14:47:21.664Z,2022-10-16T14:47:44Z,3849487725,144,61,3849485521,56,Back,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014605,12,5,1,1,21,3kfktv64h7kg7zryax1wktr5r,1,-0.6,59.2,2022-10-16T14:47:22.383Z,2022-10-18T08:40:21Z,3849485167,346,,3849485365,233,28,3849485165,56,Back,,,,,,,,,,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473014637,28,5,1,1,21,20vymiy7bo8wkyxai3ew494fz,0,100.6,40.8,2022-10-16T14:47:22.383Z,2022-10-18T08:40:21Z,3849485435,233,12,3849485307,56,Center,3849485309,346,,,,,,,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015185,14,1,1,1,44,3kfktv64h7kg7zryax1wktr5r,1,2.5,57.8,2022-10-16T14:47:45.206Z,2022-10-18T08:40:22Z,3849488239,213,0.5,3849488231,56,Back,3849488235,141,73.2,3849488243,237,,3849488237,212,23.8,3849492599,189,,3849488233,140,22.9,3849488229,124,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015235,15,1,1,1,47,3kfktv64h7kg7zryax1wktr5r,1,22.9,73.2,2022-10-16T14:47:48.266Z,2022-10-18T08:40:28Z,3849488539,140,15.5,3849488543,212,24.1,3853385871,178,,3849488537,56,Back,3849488541,141,39.7,3849488545,213,4.4,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015301,16,1,1,1,50,3kfktv64h7kg7zryax1wktr5r,1,14.3,42.2,2022-10-16T14:47:51.980Z,2022-10-18T08:40:31Z,3849488913,213,1.7,3849488907,140,11.7,3853385947,178,,3849488911,212,27.9,3849488909,141,83.0,3849488905,56,Back,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015361,17,1,1,1,53,3kfktv64h7kg7zryax1wktr5r,1,11.7,83,2022-10-16T14:47:55.044Z,2022-10-18T08:40:39Z,3849489213,140,20.6,3849489221,213,0.7,3853386051,178,,3849489219,212,11.8,3849489211,56,Back,3849489215,141,93.6,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015467,18,1,1,1,56,3kfktv64h7kg7zryax1wktr5r,1,20.4,93.6,2022-10-16T14:47:57.500Z,2022-10-18T08:41:00Z,3849489779,140,32.7,3849489783,212,12.9,3853386417,178,,3849489777,56,Back,3849489781,141,93.2,3849489785,213,6.3,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015473,19,61,1,1,59,3kfktv64h7kg7zryax1wktr5r,0,32.7,93.2,2022-10-16T14:48:00.704Z,2022-10-18T12:07:07Z,3853386779,178,,3849489817,56,Back,,,,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015517,29,1,1,2,0,20vymiy7bo8wkyxai3ew494fz,1,68.6,3.8,2022-10-16T14:48:01.930Z,2022-10-18T12:07:15Z,3849490041,140,66.6,3849490045,212,4.6,3849490047,213,2.0,3849490039,56,Right,3849490043,141,9.8,3853386977,178,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015525,30,49,1,2,1,20vymiy7bo8wkyxai3ew494fz,1,66.6,11.4,2022-10-16T14:48:03.001Z,2022-10-18T08:41:52Z,,,,,,,,,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015627,31,1,1,2,4,20vymiy7bo8wkyxai3ew494fz,1,77.8,30,2022-10-16T14:48:05.793Z,2022-10-18T08:41:59Z,3849490627,141,41.6,3849490631,212,8.2,3849490635,213,1.3,3849490623,140,79.9,3853387111,178,,3849490621,56,Center,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015713,32,1,1,2,5,20vymiy7bo8wkyxai3ew494fz,1,79.9,41.6,2022-10-16T14:48:06.633Z,2022-10-18T08:42:14Z,3849491125,213,3.6,3849491119,141,40.0,3849491109,56,Center,3851989457,156,,3849491123,212,2.4,3849491113,140,77.9,3853387283,178,,,,,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015725,33,50,1,2,6,20vymiy7bo8wkyxai3ew494fz,1,73.6,43.4,2022-10-16T14:48:07.243Z,2022-10-18T08:42:39Z,3849491403,233,20,3849491183,56,Center,3849491187,286,,,,,,,,,,,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473015659,20,7,1,2,6,3kfktv64h7kg7zryax1wktr5r,1,26.4,56.6,2022-10-16T14:48:07.402Z,2022-10-18T08:42:52Z,3849490831,285,,3849491269,233,33,3851989605,384,,3853387791,178,,3849490829,56,Back,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
