id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2484666771,6,1,1,0,15,6g9qrm72224jrk6tkxxxi8a9n,1,57.9,25,2022-11-12T15:31:40.975Z,2022-11-14T11:50:18Z,3916635781,178,,3910811021,213,6.2,3910811017,141,23.0,3910811019,212,10.9,3910811015,140,68.2,3910811013,56,Center,3910811009,3,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667439,10,61,1,0,15,6g9qrm72224jrk6tkxxxi8a9n,1,60.8,25.6,2022-11-12T15:31:41.517Z,2022-11-14T11:50:23Z,3910814641,56,Center,3916635977,178,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666779,7,49,1,0,16,6g9qrm72224jrk6tkxxxi8a9n,1,68.3,22.8,2022-11-12T15:31:42.399Z,2022-11-14T11:50:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666807,8,1,1,0,16,6g9qrm72224jrk6tkxxxi8a9n,1,68.3,22.8,2022-11-12T15:31:42.430Z,2022-11-14T11:50:29Z,3910811239,56,Center,3910811247,213,3.3,3910811241,140,65.2,3916636163,178,,3910811243,141,22.1,3910811245,212,3.3,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666819,9,50,1,0,17,6g9qrm72224jrk6tkxxxi8a9n,1,64,24.6,2022-11-12T15:31:43.599Z,2022-11-14T11:50:36Z,3910828277,233,16,3910823893,286,,3910811291,56,Center,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668455,16,7,1,0,17,ccpscwdcm65czscrun048ecn5,1,36,75.4,2022-11-12T15:31:43.722Z,2022-11-14T11:50:40Z,3912748475,383,,3910828189,233,9,3910820435,285,,3910820433,56,Back,3916636491,178,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666897,6,1,1,0,18,ccpscwdcm65czscrun048ecn5,1,30,73.2,2022-11-12T15:31:44.668Z,2022-11-14T11:50:50Z,3910811713,56,Back,3910811719,141,72.6,3910811717,140,34.1,3916636767,178,,3910811721,212,4.3,3910811723,213,6.2,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666943,7,1,1,0,19,ccpscwdcm65czscrun048ecn5,1,34.1,72.6,2022-11-12T15:31:44.998Z,2022-11-14T11:51:06Z,3916637219,178,,3910811951,213,5.4,3910811949,212,7.9,3910811947,141,63.9,3910811945,140,39.1,3910811943,56,Back,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666957,8,49,1,0,19,ccpscwdcm65czscrun048ecn5,1,39.3,63.7,2022-11-12T15:31:45.792Z,2022-11-14T11:51:08Z,,,,,,,,,,,,,,,,,,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667059,9,1,1,0,21,ccpscwdcm65czscrun048ecn5,1,39.3,62.6,2022-11-12T15:31:47.423Z,2022-11-14T11:51:13Z,3910812601,1,,3916637435,178,,3910812597,212,37.3,3910812591,56,Back,3910812599,213,3.6,3910812595,141,38.2,3910812593,140,7.5,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667187,10,1,1,0,25,ccpscwdcm65czscrun048ecn5,1,7.6,35.7,2022-11-12T15:31:51.916Z,2022-11-14T11:51:16Z,3910813253,140,18.5,3910813255,141,21.2,3910813259,213,5.6,3910813257,212,15.1,3910813251,56,Back,3916637527,178,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667363,11,1,1,0,28,ccpscwdcm65czscrun048ecn5,1,18.7,26.2,2022-11-12T15:31:54.761Z,2022-11-14T11:51:20Z,3910814181,141,43.1,3910814185,213,2.2,3910814177,56,Back,3910814183,212,14.1,3910814179,140,11.0,3916637603,178,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667533,12,1,1,0,34,ccpscwdcm65czscrun048ecn5,1,7.9,50.3,2022-11-12T15:32:00.825Z,2022-11-14T11:51:23Z,3910815181,140,13.4,3910815187,212,20.5,3910815185,141,21.3,3910815191,213,5.0,3910815177,56,Back,3916637669,178,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667617,13,1,1,0,37,ccpscwdcm65czscrun048ecn5,0,13.8,14.9,2022-11-12T15:32:03.914Z,2022-11-14T11:51:25Z,3910815627,1,,3910815621,141,39.4,3910815623,212,47.7,3910815625,213,0.4,3910815615,155,,3916637777,178,,3910815619,140,56.4,3910815617,56,Center,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667765,11,1,1,0,40,6g9qrm72224jrk6tkxxxi8a9n,1,43.4,56.9,2022-11-12T15:32:06.615Z,2022-11-14T11:51:27Z,3916637829,388,,3910816451,212,15.1,3910816453,213,0.1,3910816445,56,Center,3910816443,3,,3910816449,141,59.6,3910816447,140,57.7,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667777,12,49,1,0,42,6g9qrm72224jrk6tkxxxi8a9n,1,56.3,52.7,2022-11-12T15:32:08.369Z,2022-11-14T11:51:31Z,,,,,,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667821,13,1,1,0,43,6g9qrm72224jrk6tkxxxi8a9n,0,54.9,50.6,2022-11-12T15:32:09.211Z,2022-11-14T11:51:37Z,3910816755,212,19.1,3910816753,141,40.9,3910816751,140,72.0,3910816759,213,5.9,3916638043,178,,3910816749,56,Center,3910816747,155,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667945,14,1,1,0,45,ccpscwdcm65czscrun048ecn5,1,29.5,59,2022-11-12T15:32:11.903Z,2022-11-14T11:51:41Z,3910817531,213,0.0,3910817527,141,60.0,3910817521,3,,3910817529,212,23.3,3910817525,140,51.7,3910817523,56,Center,3916638143,388,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667961,15,61,1,0,47,ccpscwdcm65czscrun048ecn5,1,50.9,59.8,2022-11-12T15:32:13.182Z,2022-11-14T11:51:56Z,3910817615,56,Center,3916638505,178,,,,,,,,,,,,,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668103,14,1,1,0,49,6g9qrm72224jrk6tkxxxi8a9n,1,33.7,23.7,2022-11-12T15:32:15.556Z,2022-11-14T11:52:00Z,3910818301,212,23.8,3910818299,141,36.0,3910818297,140,12.5,3916638645,178,,3910818295,56,Back,3910818303,213,2.8,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668269,15,1,1,0,53,6g9qrm72224jrk6tkxxxi8a9n,1,12.5,36,2022-11-12T15:32:19.463Z,2022-11-14T11:52:03Z,3910819401,56,Back,3910819407,212,12.1,3910819409,213,0.9,3910819405,141,49.6,3916638713,178,,3910819403,140,19.9,,,,,,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668421,16,1,1,0,58,6g9qrm72224jrk6tkxxxi8a9n,1,30.4,45.8,2022-11-12T15:32:24.133Z,2022-11-14T11:52:06Z,3916638797,178,,3910820259,213,5.1,3910820251,56,Back,3910820257,212,28.6,3910820255,141,6.2,3910820253,140,39.7,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668487,17,1,1,1,1,6g9qrm72224jrk6tkxxxi8a9n,0,39.7,6.2,2022-11-12T15:32:27.479Z,2022-11-14T11:52:10Z,3910820601,1,,3910820599,213,0.0,3910820597,212,65.0,3910820585,155,,3910820595,141,8.0,3916638999,178,,3910820587,56,Right,3910820589,140,100.0,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668561,17,5,1,1,6,ccpscwdcm65czscrun048ecn5,1,-1.8,83.8,2022-11-12T15:32:32.116Z,2022-11-14T11:52:15Z,3910820985,346,,3910820983,56,Back,3910821055,233,18,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668499,18,5,1,1,6,6g9qrm72224jrk6tkxxxi8a9n,0,101.8,16.2,2022-11-12T15:32:32.116Z,2022-11-14T11:52:15Z,3910820631,56,Right,3910820633,346,,3910821159,233,17,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484669301,18,1,1,1,20,ccpscwdcm65czscrun048ecn5,1,2.5,58.5,2022-11-12T15:32:45.978Z,2022-11-14T11:52:17Z,3910825175,212,35.7,3910825173,141,10.1,3910825183,237,,3910825177,213,5.1,3910825171,140,15.6,3910825179,1,,3910825169,56,Back,3910825167,124,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484669395,19,1,1,1,24,ccpscwdcm65czscrun048ecn5,1,15.7,9.7,2022-11-12T15:32:50.732Z,2022-11-14T11:52:21Z,3910825771,212,44.8,3910825777,1,,3910825775,213,0.1,3910825757,56,Right,3910825751,155,,3910825761,140,58.2,3910825767,141,15.5,3916639315,178,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484669405,20,61,1,1,26,ccpscwdcm65czscrun048ecn5,0,60.2,4.7,2022-11-12T15:32:52.692Z,2022-11-14T11:52:25Z,3916639395,178,,3910825817,56,Right,,,,,,,,,,,,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484669959,19,5,1,1,28,6g9qrm72224jrk6tkxxxi8a9n,1,36.9,101.6,2022-11-12T15:32:54.468Z,2022-11-14T11:52:27Z,3910828763,56,Back,3910828765,347,,3910828903,233,21,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484669437,21,5,1,1,28,ccpscwdcm65czscrun048ecn5,0,63.1,-1.6,2022-11-12T15:32:54.468Z,2022-11-14T11:52:27Z,3910829019,233,19,3910825999,56,Right,3910826001,347,,,,,,,,,,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670211,20,1,1,1,45,6g9qrm72224jrk6tkxxxi8a9n,1,33.7,100,2022-11-12T15:33:11.448Z,2022-11-14T12:15:13Z,3910829945,56,Back,3910829941,107,,3910829957,141,90.5,3910829959,212,14.2,3910829953,140,22.0,3910829961,213,3.7,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670391,21,1,1,1,47,6g9qrm72224jrk6tkxxxi8a9n,1,19.5,91.7,2022-11-12T15:33:13.671Z,2022-11-14T11:52:31Z,3910830833,213,4.1,3916639499,178,,3910830831,212,21.4,3910830825,56,Back,3910830827,140,7.0,3910830829,141,66.8,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670507,22,1,1,1,52,6g9qrm72224jrk6tkxxxi8a9n,1,11,58.5,2022-11-12T15:33:18.008Z,2022-11-14T11:52:34Z,3910831609,213,5.6,3910831601,56,Back,3910831607,212,19.7,3910831605,141,40.6,3910831603,140,25.7,3916639571,178,,,,,,,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670645,23,1,1,1,55,6g9qrm72224jrk6tkxxxi8a9n,1,34,32.4,2022-11-12T15:33:21.225Z,2022-11-14T11:52:36Z,3910832339,56,Right,3910832349,213,5.5,3910832347,212,27.1,3916639661,178,,3910832343,140,52.0,3910832345,141,3.8,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670789,24,1,1,1,58,6g9qrm72224jrk6tkxxxi8a9n,1,55.8,4.6,2022-11-12T15:33:24.279Z,2022-11-14T11:52:39Z,3910833127,141,20.1,3910833129,212,17.2,3910833123,140,42.9,3910833131,213,2.5,3916639735,178,,3910833119,56,Back,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670965,25,1,1,2,2,6g9qrm72224jrk6tkxxxi8a9n,1,43.8,27.4,2022-11-12T15:33:28.566Z,2022-11-14T11:52:41Z,3910834099,140,38.4,3910834101,141,50.6,3910834097,56,Back,3910834103,212,16.8,3910834105,213,1.9,3916639807,178,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671105,26,1,1,2,5,6g9qrm72224jrk6tkxxxi8a9n,1,41.7,57.5,2022-11-12T15:33:31.433Z,2022-11-14T11:52:43Z,3910834919,56,Left,3910834923,141,92.1,3916639873,178,,3910834925,212,32.4,3910834921,140,62.9,3910834927,213,0.8,3910834929,1,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671233,27,1,1,2,11,6g9qrm72224jrk6tkxxxi8a9n,1,61,92.1,2022-11-12T15:33:37.287Z,2022-11-14T11:52:46Z,3916639997,178,,3910835655,140,44.5,3910835653,56,Back,3910835661,213,3.7,3910835657,141,75.0,3910835659,212,20.9,,,,,,,10ijtddqmzbhx3qtlhbyn4rca,I. El Kadiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671377,28,1,1,2,14,6g9qrm72224jrk6tkxxxi8a9n,1,44.1,69.4,2022-11-12T15:33:40.378Z,2022-11-14T11:52:49Z,3910836531,1,,3910836523,140,58.0,3910836525,141,16.1,3910836529,213,5.1,3916640037,178,,3910836521,56,Right,3910836527,212,39.1,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671523,29,1,1,2,19,6g9qrm72224jrk6tkxxxi8a9n,1,56.8,27.4,2022-11-12T15:33:45.800Z,2022-11-14T11:52:53Z,3910837303,213,2.2,3916640189,178,,3910837295,56,Back,3910837301,212,18.9,3910837297,140,46.9,3910837299,141,50.6,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671653,30,1,1,2,23,6g9qrm72224jrk6tkxxxi8a9n,1,46.2,38.2,2022-11-12T15:33:49.425Z,2022-11-14T11:52:56Z,3916640233,178,,3910838043,141,25.9,3910838045,212,19.4,3910838039,56,Center,3910838041,140,62.9,3910838047,213,5.8,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671833,31,1,1,2,27,6g9qrm72224jrk6tkxxxi8a9n,1,66.1,34.2,2022-11-12T15:33:53.183Z,2022-11-14T11:53:02Z,3910839003,213,1.6,3910839001,212,31.9,3916640435,178,,3910838997,140,65.6,3910838999,141,81.1,3910838995,56,Left,,,,,,,3dc82sro077by40u3qdmhw0r9,B. Ould-Chikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484672057,32,1,1,2,32,6g9qrm72224jrk6tkxxxi8a9n,1,71,83.2,2022-11-12T15:33:58.453Z,2022-11-14T11:53:03Z,3910840247,140,76.7,3910840245,56,Left,3910840255,212,6.2,3916640507,178,,3910840251,141,85.3,3910840259,213,0.2,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
