id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/17/value,qualifier/14/value,assist
2509494779,3,49,1,0,10,3kfktv64h7kg7zryax1wktr5r,1,24.4,94.2,2023-02-18T20:03:30.371Z,2023-02-21T03:46:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494799,4,1,1,0,10,3kfktv64h7kg7zryax1wktr5r,1,24.4,94.2,2023-02-18T20:03:30.500Z,2023-02-21T03:45:39Z,4041600909,140,39.5,4041600915,213,0.0,4041600913,212,15.9,4041600907,56,Back,4047116265,178,,4041600917,1,,4041600905,157,,4041600911,141,94.4,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494805,5,3,1,0,13,3kfktv64h7kg7zryax1wktr5r,0,40.5,94.1,2023-02-18T20:03:33.391Z,2023-02-21T03:46:13Z,4041600941,286,,4041601013,233,8,4044225079,464,,4041600939,56,Back,4047116319,178,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494815,8,7,1,0,13,20vymiy7bo8wkyxai3ew494fz,0,59.5,5.9,2023-02-18T20:03:33.450Z,2023-02-21T03:46:23Z,4041600997,285,,4044225329,383,,4041601003,233,5,4041600995,56,Right,4047116603,178,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510540585,831,67,1,0,14,3kfktv64h7kg7zryax1wktr5r,1,39.6,93.9,2023-02-18T20:03:34.419Z,2023-02-21T05:49:14Z,4047131301,233,1031,,,,,,,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510540583,1031,67,1,0,14,20vymiy7bo8wkyxai3ew494fz,0,60.4,6.1,2023-02-18T20:03:34.420Z,2023-02-21T04:22:29Z,4047131305,233,831,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510540593,1033,83,1,0,15,20vymiy7bo8wkyxai3ew494fz,1,61.6,7.9,2023-02-18T20:03:35Z,2023-02-21T04:22:37Z,4047131381,399,212690,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510540635,1034,83,1,0,16,20vymiy7bo8wkyxai3ew494fz,1,58.3,7.9,2023-02-18T20:03:36.471Z,2023-02-21T04:23:23Z,4047131775,399,212690,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494837,6,1,1,0,16,3kfktv64h7kg7zryax1wktr5r,1,41,92.6,2023-02-18T20:03:36.509Z,2023-02-21T04:23:01Z,4041601123,140,53.6,4047131589,389,,4041601125,141,87.8,4041601121,56,Left,4041601129,213,6.0,4041601127,212,13.6,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494843,7,3,1,0,17,3kfktv64h7kg7zryax1wktr5r,0,50.9,89.2,2023-02-18T20:03:37.711Z,2023-02-21T03:46:57Z,4041601151,286,,4041601271,233,9,4044227791,464,,4041601149,56,Left,4047116895,178,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494859,9,7,1,0,17,20vymiy7bo8wkyxai3ew494fz,0,49.1,10.8,2023-02-18T20:03:37.751Z,2023-02-21T03:47:03Z,4044228109,383,,4041601245,285,,4041601265,233,7,4041601243,56,Back,4047116931,178,,,,,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510000615,762,3,1,0,19,3kfktv64h7kg7zryax1wktr5r,0,57,87,2023-02-18T20:03:39.832Z,2023-02-21T03:47:09Z,4044237869,465,,4044236367,286,,4047116975,178,,4045035523,233,978,4044236365,56,Left,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510000711,978,7,1,0,20,20vymiy7bo8wkyxai3ew494fz,0,43,13,2023-02-18T20:03:40.162Z,2023-02-21T03:47:15Z,4044237663,383,,4045035483,233,762,4044236853,56,Back,4047117015,178,,4044236857,285,,,,,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494863,10,50,1,0,21,20vymiy7bo8wkyxai3ew494fz,1,41.6,15.2,2023-02-18T20:03:41.841Z,2023-02-21T03:47:23Z,4041601257,56,Back,4041601259,286,,4041601295,233,8,,,,,,,,,,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494871,8,7,1,0,22,3kfktv64h7kg7zryax1wktr5r,0,58.4,84.8,2023-02-18T20:03:41.851Z,2023-02-21T03:47:28Z,4047117111,178,,4041601289,285,,4044239647,383,,4041601291,233,10,4041601287,56,Left,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494881,11,49,1,0,22,20vymiy7bo8wkyxai3ew494fz,1,35.2,22.9,2023-02-18T20:03:42.631Z,2023-02-21T03:47:54Z,,,,,,,,,,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494901,12,1,1,0,23,20vymiy7bo8wkyxai3ew494fz,1,36.8,22.7,2023-02-18T20:03:43.371Z,2023-02-21T03:48:02Z,4041601437,213,2.3,4041601431,140,29.9,4041601435,212,10.4,4041601429,56,Back,4041601433,141,33.7,4047117281,178,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494913,13,1,1,0,25,20vymiy7bo8wkyxai3ew494fz,0,30.1,34.1,2023-02-18T20:03:45.840Z,2023-02-21T03:48:06Z,4041601491,212,31.3,4041601487,140,58.0,4047117309,178,,4041601489,141,50.1,4041601485,56,Center,4041601493,213,0.4,4041601483,155,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494921,9,49,1,0,28,3kfktv64h7kg7zryax1wktr5r,1,42.4,50.1,2023-02-18T20:03:48.080Z,2023-02-21T03:48:10Z,,,,,,,,,,,,,,,,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494955,10,1,1,0,28,3kfktv64h7kg7zryax1wktr5r,0,41.7,50.5,2023-02-18T20:03:48.170Z,2023-02-21T03:48:16Z,4041601749,141,60.6,4041601753,213,0.1,4047117365,388,,4041601747,140,85.3,4041601755,1,,4041601751,212,46.3,4041601743,157,,4041601745,56,Center,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494975,14,49,1,0,34,20vymiy7bo8wkyxai3ew494fz,1,11.5,45.2,2023-02-18T20:03:54.412Z,2023-02-21T03:48:21Z,,,,,,,,,,,,,,,,,,,,,,,,,11ceernyer8po8soj8dmygatx,T. Wellenreuther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495015,15,1,1,0,36,20vymiy7bo8wkyxai3ew494fz,1,11.5,45.7,2023-02-18T20:03:56.001Z,2023-02-21T03:48:24Z,4041602175,212,14.2,4041602173,141,62.3,4041602177,213,0.9,4047117407,178,,4041602169,56,Back,4041602171,140,19.7,,,,,,,11ceernyer8po8soj8dmygatx,T. Wellenreuther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495049,16,1,1,0,41,20vymiy7bo8wkyxai3ew494fz,1,21.8,62.3,2023-02-18T20:04:01.001Z,2023-02-21T03:48:29Z,4041602339,212,14.9,4041602337,141,66.9,4041602333,56,Back,4041602341,213,0.2,4047117439,178,,4041602335,140,35.7,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495061,17,1,1,0,43,20vymiy7bo8wkyxai3ew494fz,1,35.7,67.5,2023-02-18T20:04:03.622Z,2023-02-21T03:48:32Z,4041602433,213,1.4,4041602429,141,89.0,4041602427,140,38.3,4047117467,178,,4041602431,212,14.9,4041602425,56,Back,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495101,18,1,1,0,46,20vymiy7bo8wkyxai3ew494fz,0,38.6,90.2,2023-02-18T20:04:06.540Z,2023-02-21T03:48:37Z,4041602659,212,32.1,4041602651,155,,4041602657,141,91.1,4041602663,1,,4047117497,178,,4041602653,56,Left,4041602655,140,69.2,4041602661,213,0.0,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495113,11,49,1,0,50,3kfktv64h7kg7zryax1wktr5r,1,24.9,8.2,2023-02-18T20:04:09.881Z,2023-02-21T03:48:43Z,,,,,,,,,,,,,,,,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495119,12,1,1,0,50,3kfktv64h7kg7zryax1wktr5r,1,24.9,8.2,2023-02-18T20:04:09.899Z,2023-02-21T03:48:49Z,4041602735,141,7.1,4041602733,140,29.4,4041602737,212,4.8,4047117547,178,,4041602739,213,6.1,4041602731,56,Back,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495123,13,1,1,0,50,3kfktv64h7kg7zryax1wktr5r,0,29.4,7.1,2023-02-18T20:04:10.668Z,2023-02-21T03:48:53Z,4041602753,56,Back,4041602759,212,6.5,4047117575,178,,4041602757,141,13.0,4041602761,213,0.7,4041602755,140,34.3,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495137,19,49,1,0,52,20vymiy7bo8wkyxai3ew494fz,1,57.5,79.5,2023-02-18T20:04:12.670Z,2023-02-21T03:49:00Z,,,,,,,,,,,,,,,,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495193,20,1,1,0,54,20vymiy7bo8wkyxai3ew494fz,1,57.4,75,2023-02-18T20:04:14.118Z,2023-02-21T03:49:03Z,4041603131,141,37.3,4041603129,140,70.9,4041603133,212,29.3,4041603135,213,5.2,4041603127,56,Center,4047117611,178,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495197,21,61,1,0,55,20vymiy7bo8wkyxai3ew494fz,0,73,34.3,2023-02-18T20:04:15.590Z,2023-02-21T03:49:10Z,4041603153,56,Center,4047117641,178,,,,,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510540783,836,67,1,0,57,3kfktv64h7kg7zryax1wktr5r,1,25.6,67.9,2023-02-18T20:04:17.370Z,2023-02-21T05:49:15Z,4047132759,233,1060,,,,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510540781,1060,67,1,0,57,20vymiy7bo8wkyxai3ew494fz,0,74.4,32.1,2023-02-18T20:04:17.371Z,2023-02-21T04:25:13Z,4047132763,233,836,,,,,,,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495189,14,1,1,0,57,3kfktv64h7kg7zryax1wktr5r,0,26.2,67.4,2023-02-18T20:04:17.417Z,2023-02-21T05:49:15Z,4044246509,213,3.1,4044246507,212,4.3,4044246503,140,22.1,4041603095,56,Back,4047117695,389,,4044246505,141,67.4,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510541189,1095,67,1,0,58,20vymiy7bo8wkyxai3ew494fz,1,74.6,31.5,2023-02-18T20:04:18.488Z,2023-02-21T05:49:16Z,4047135441,233,839,,,,,,,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510541187,839,67,1,0,58,3kfktv64h7kg7zryax1wktr5r,0,25.4,68.5,2023-02-18T20:04:18.489Z,2023-02-21T04:30:50Z,4047135445,233,1095,,,,,,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495205,22,1,1,0,58,20vymiy7bo8wkyxai3ew494fz,0,75.4,31.4,2023-02-18T20:04:18.498Z,2023-02-21T05:49:16Z,4041603285,233,15,4041603181,56,Center,4041603283,236,,4041603189,213,0.4,4047117727,178,,4041603187,212,2.3,4041603185,141,32.6,4041603289,286,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,4041603183,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495217,15,74,1,0,58,3kfktv64h7kg7zryax1wktr5r,1,23.1,66.8,2023-02-18T20:04:18.529Z,2023-02-21T04:31:05Z,4041603257,56,Back,4041603261,285,,4047117765,178,,4041603309,233,22,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003467,763,1,1,0,59,3kfktv64h7kg7zryax1wktr5r,1,17.1,71.2,2023-02-18T20:04:19.242Z,2023-02-21T04:28:03Z,4044252117,140,24.3,4044252125,213,0.3,4044252123,212,7.9,4044252115,56,Back,4044252121,141,74.6,4047117785,178,,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510004081,764,49,1,0,59,3kfktv64h7kg7zryax1wktr5r,1,24.3,74.6,2023-02-18T20:04:19.250Z,2023-02-21T03:49:44Z,,,,,,,,,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495281,16,1,1,1,1,3kfktv64h7kg7zryax1wktr5r,0,23.5,71.6,2023-02-18T20:04:20.871Z,2023-02-21T03:49:49Z,4047117831,178,,4041603593,212,36.0,4041603595,213,0.5,4041603591,141,95.3,4041603587,56,Left,4041603597,1,,4041603589,140,54.2,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495303,23,49,1,1,6,20vymiy7bo8wkyxai3ew494fz,1,47.2,2.3,2023-02-18T20:04:26.539Z,2023-02-21T03:49:54Z,,,,,,,,,,,,,,,,,,,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495319,24,1,1,1,6,20vymiy7bo8wkyxai3ew494fz,1,47.4,3.4,2023-02-18T20:04:26.590Z,2023-02-21T03:50:06Z,4041603843,140,53.0,4041603845,141,5.6,4041603841,56,Right,4041603849,213,0.2,4047117889,178,,4041603847,212,6.1,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495351,25,1,1,1,8,20vymiy7bo8wkyxai3ew494fz,1,61.7,16,2023-02-18T20:04:27.951Z,2023-02-21T03:50:12Z,4041604087,213,1.9,4041604081,140,55.3,4044257815,189,,4047117903,178,,4041604085,212,24.3,4041604079,56,Center,4041604083,141,50.3,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495367,26,1,1,1,13,20vymiy7bo8wkyxai3ew494fz,1,62.5,59.9,2023-02-18T20:04:33.790Z,2023-02-21T03:50:15Z,4041604205,212,16.9,4041604203,141,82.7,4041604207,213,2.0,4041604199,56,Left,4047117915,178,,4041604201,140,56.1,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495391,27,1,1,1,16,20vymiy7bo8wkyxai3ew494fz,1,53.9,76.4,2023-02-18T20:04:36.291Z,2023-02-21T03:50:20Z,4041604353,140,45.7,4047117927,178,,4041604355,141,54.6,4041604359,213,4.2,4041604351,56,Back,4041604357,212,17.1,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495405,28,1,1,1,18,20vymiy7bo8wkyxai3ew494fz,1,45.7,54.6,2023-02-18T20:04:38.619Z,2023-02-21T03:50:24Z,4047117939,178,,4041604445,140,47.9,4041604443,56,Back,4041604451,213,5.0,4041604447,141,40.6,4041604449,212,9.8,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495439,29,1,1,1,21,20vymiy7bo8wkyxai3ew494fz,1,47.9,40.7,2023-02-18T20:04:41.500Z,2023-02-21T03:50:28Z,4041604611,56,Back,4047117955,178,,4041604619,213,1.7,4041604613,140,46.8,4041604615,141,56.9,4041604617,212,11.1,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509495469,30,1,1,1,25,20vymiy7bo8wkyxai3ew494fz,1,53.2,70.2,2023-02-18T20:04:45.499Z,2023-02-21T03:50:32Z,4041604785,141,83.4,4041604783,140,44.8,4041604787,212,12.6,4047117963,178,,4041604789,213,2.3,4041604781,56,Back,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
