id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2472390211,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-10-15T18:03:35.894Z,2022-10-15T19:09:09Z,3846178181,59,"16, 2, 32, 8, 5, 20, 17, 3, 14, 21, 10, 9, 11, 13, 18, 22, 24, 25, 27, 29, 33, 42, 53",3846415151,197,16860,3846178179,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3846178187,194,4idru0svqcqjpi03b4jhqyd3p,3846178183,130,8,3846178185,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3846178177,30,"84yhv0iilunn0vllz1r5fe7l5, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, 4ecptuxoyx485mmhrubuscgyd, e65zqndnze1xzef4qlkhd1v4l, d8cxurdt9g5gezqlfwae7ooru, dvof4p3jx1gi6i9uelbmudl62, cgsmk5437f466uoqvol7devze, 9bzwr8qhl6547tjrsjsity4x6, 4idru0svqcqjpi03b4jhqyd3p, 4212luiyivgvje1vm1ojieicq, b2uznyb9b8fxsy57450mbmwru, cty7nsrs5yn785m330c2gbwq2, eqjelc731e1xrp95bpysx0pka, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, 30t0ph1icrggc0x62om801ses, 1txv3b9y7h3du9d5bbblg0vai, hjb0mn4fgmfiimwn5odvl8fd, 3hhca66jtxt3c1iw10nfmhtnu, czh4r9efdbw4fvdux0enl127e, 45vh3c99keqayr9hj0r6x0ei2",3846178189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472393457,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-15T18:07:04.914Z,2022-10-15T19:03:01Z,3846195153,130,4,3846195149,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3846195157,194,afsin57n25r53ifmqyfmbzqol,3846195151,59,"1, 5, 16, 10, 15, 4, 8, 21, 28, 11, 7, 3, 6, 12, 14, 18, 20, 22, 24, 30, 31, 33, 39",3846195159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3846195147,30,"7rvlba00jv66w7wtdmk178a95, tv8e6nxc7jl8wbzf6ojd6dw5, 3u2783a9ukglf8yg3dere8wve, 426st78oi43eortpbfkuxw72t, 8ylvnl689iweg2r9d0ioj771m, 7r2ifipuieqiar5n00o2j5uj9, 9wgpudcet9m8doz9ezbjxzkrt, 7pz3qz589b7v3pkb9h0hv73l5, afsin57n25r53ifmqyfmbzqol, 4utb2o5c0e57kf0iwdavpzg15, 8jbjkt4wc1dmqaoxn76mct84q, 4736oz9r0evpmkd3qumivl239, 8o13oyr0lqkr5sw7j9ekdan6x, ail0unvzd0b9ur7j0l8hk0y51, ae7ij4u0xy9iru6qvdw2i9fu2, dzs8vty5afl2y7ddjh3ausclx, dz5odw2c0d2hyx60oxorrf9hx, 5yi3d29esiydx9zsuhap1wnx0, ca5n8516u8m6c41u61bbjjbop, e1wk520xrgbtriixo4kj3pnje, 4j7f43re79hlmomwga3isqbu2, blzp9qbpturqntnisbkg0ddlg, c6ufljjgl050g9xn7e9ma7hg4",3846195155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3846392027,197,12539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472434815,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-10-15T19:02:13.158Z,2022-10-15T19:02:13Z,3846429581,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472434837,2,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-15T19:02:13.158Z,2022-10-17T07:40:35Z,3846429705,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472434879,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,49.9,50,2022-10-15T19:02:13.218Z,2022-10-17T07:54:05Z,3846429949,213,3.3,3851808419,178,,3846429945,141,45.4,3846429951,279,S,3846429947,212,17.0,3846429943,140,34.0,3846429941,56,Back,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472434955,4,1,1,0,3,6hsriqr3ybvyg94w2k19oal50,0,34,45.4,2022-10-15T19:02:16.609Z,2022-10-17T07:54:05Z,3846430349,213,0.2,3846430339,155,,3846430351,1,,3846430345,141,65.6,3846430343,140,96.6,3846430347,212,67.1,3846430341,56,Center,3851808429,178,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472434947,3,52,1,0,8,ears40cp6opsgvhsy0dgyszpd,1,4.2,42.8,2022-10-15T19:02:21.609Z,2022-10-17T07:54:06Z,3850714069,377,,3851808463,178,,,,,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472435047,4,1,1,0,10,ears40cp6opsgvhsy0dgyszpd,1,7.9,38,2022-10-15T19:02:23.920Z,2022-10-17T07:54:06Z,3851808479,178,,3846430857,123,,3846430865,212,20.4,3846430861,140,15.0,3846430859,56,Back,3846430863,141,66.0,3846430867,213,1.2,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472435069,5,1,1,0,15,ears40cp6opsgvhsy0dgyszpd,1,25.2,73.6,2022-10-15T19:02:28.579Z,2022-10-17T07:54:15Z,3851808583,178,,3846430961,212,17.0,3846430959,141,97.1,3846430963,213,1.9,3846430955,56,Back,3846430957,140,19.6,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472435097,6,1,1,0,17,ears40cp6opsgvhsy0dgyszpd,1,19.6,97.1,2022-10-15T19:02:30.789Z,2022-10-17T07:54:19Z,3846431105,213,5.8,3846431097,56,Back,3846431099,140,28.8,3846431101,141,89.0,3851808627,178,,3846431103,212,11.1,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
