id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2497471137,5,49,1,0,7,4tic29sox7m39fy1ztgv0jsiq,1,42.8,84.9,2023-01-14T20:02:43.676Z,2023-01-16T12:38:03Z,,,,,,,,,,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471149,6,1,1,0,7,4tic29sox7m39fy1ztgv0jsiq,1,42.8,84.9,2023-01-14T20:02:43.826Z,2023-01-16T12:38:06Z,3978435873,140,39.3,3978435877,212,8.8,3978435879,213,2.0,3981269353,178,,3978435871,56,Back,3978435875,141,96.6,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471189,7,1,1,0,11,4tic29sox7m39fy1ztgv0jsiq,1,32.8,93.5,2023-01-14T20:02:48.074Z,2023-01-16T12:38:09Z,3978436083,1,,3978436075,140,7.5,3981269383,178,,3978436079,212,35.8,3978436081,213,3.9,3978436073,56,Back,3978436077,141,58.1,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471207,8,1,1,0,18,4tic29sox7m39fy1ztgv0jsiq,1,6.8,56.6,2023-01-14T20:02:54.956Z,2023-01-16T12:38:13Z,3981269419,178,,3978436151,56,Back,3978436155,141,31.7,3978436153,140,5.9,3978436157,212,17.0,3978436159,213,4.7,,,,,,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471255,9,1,1,0,21,4tic29sox7m39fy1ztgv0jsiq,0,6.9,27.1,2023-01-14T20:02:57.843Z,2023-01-16T12:38:16Z,3981269447,178,,3978436351,56,Back,3978436355,141,43.7,3978436353,140,43.4,3978436357,212,40.0,3978436361,1,,3978436359,213,0.3,3978436349,155,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471243,6,44,1,0,24,d0zdg647gvgc95xdtk1vpbkys,1,55.8,58.2,2023-01-14T20:03:00.341Z,2023-01-16T19:07:44Z,3978436309,56,Center,3978436401,233,10,3978436311,286,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471257,10,44,1,0,24,4tic29sox7m39fy1ztgv0jsiq,0,44.2,41.8,2023-01-14T20:03:00.342Z,2023-01-16T12:38:20Z,3978436369,56,Back,3978436371,285,,3978436435,233,6,,,,,,,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471259,7,1,1,0,24,d0zdg647gvgc95xdtk1vpbkys,0,53.8,60.9,2023-01-14T20:03:00.395Z,2023-01-16T19:07:45Z,3978436379,56,Center,3978436381,140,64.1,3978436377,3,,3978436385,212,10.9,3978436387,213,0.1,3978436383,141,62.3,3981269521,388,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471289,11,1,1,0,27,4tic29sox7m39fy1ztgv0jsiq,1,24.2,23.6,2023-01-14T20:03:04.008Z,2023-01-16T12:38:30Z,3978436519,141,13.7,3978436521,212,9.7,3978436517,140,17.5,3978436515,56,Back,3981269603,178,,3978436523,213,3.9,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471303,12,1,1,0,29,4tic29sox7m39fy1ztgv0jsiq,1,17.5,13.7,2023-01-14T20:03:05.962Z,2023-01-16T12:38:34Z,3978436569,141,34.7,3978436567,140,3.3,3978436571,212,20.6,3978436565,56,Back,3978436573,213,2.4,3981269617,178,,,,,,,,2teefpvijsbzag4yi7fm1pyol,A. Sampsted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471351,13,1,1,0,31,4tic29sox7m39fy1ztgv0jsiq,1,3.4,34.4,2023-01-14T20:03:07.950Z,2023-01-16T12:38:36Z,3978436787,1,,3981269623,178,,3978436783,213,6.2,3978436771,56,Center,3978436767,157,,3978436779,212,54.8,3978436777,141,27.1,3978436773,140,55.4,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471353,14,4,1,0,33,4tic29sox7m39fy1ztgv0jsiq,1,57.2,26.9,2023-01-14T20:03:10.257Z,2023-01-16T12:38:43Z,3978436805,286,,3978436801,56,Center,3978436799,294,,3978436903,233,8,3978436797,13,,3978436803,152,,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471367,8,4,1,0,33,d0zdg647gvgc95xdtk1vpbkys,0,42.8,73.1,2023-01-14T20:03:10.258Z,2023-01-16T12:38:43Z,3978436883,152,,3978436889,285,,3978436921,233,14,3981269661,178,,3978436871,294,,3978436865,13,,3978436877,56,Back,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471469,15,1,1,0,50,4tic29sox7m39fy1ztgv0jsiq,1,59,26.8,2023-01-14T20:03:26.988Z,2023-01-16T12:38:46Z,3978507351,189,,3978437327,212,15.0,3978437323,140,69.1,3981269669,178,,3978437329,213,5.5,3978437321,56,Right,3978437317,5,,3978437319,152,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,3978437325,141,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471479,16,1,1,0,53,4tic29sox7m39fy1ztgv0jsiq,1,68.9,11.8,2023-01-14T20:03:29.651Z,2023-01-16T12:38:49Z,3978437377,56,Center,3978437385,213,1.2,3978437379,140,72.9,3978437381,141,28.1,3981269701,178,,3978437383,212,11.9,,,,,,,2teefpvijsbzag4yi7fm1pyol,A. Sampsted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471497,17,1,1,0,55,4tic29sox7m39fy1ztgv0jsiq,1,75.3,22.4,2023-01-14T20:03:31.613Z,2023-01-16T12:39:20Z,3978437429,56,Right,3978437433,141,4.4,3978437437,213,4.7,3978437435,212,12.2,3978437431,140,75.7,3981269911,178,,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471511,18,1,1,0,58,4tic29sox7m39fy1ztgv0jsiq,1,72.6,7.9,2023-01-14T20:03:34.683Z,2023-01-16T12:39:23Z,3978437527,56,Right,3978437529,140,86.3,3978437533,212,14.4,3978437535,213,6.2,3981269935,178,,3978437531,141,7.1,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471529,19,1,1,0,59,4tic29sox7m39fy1ztgv0jsiq,1,86.6,7,2023-01-14T20:03:36.189Z,2023-01-16T12:39:29Z,3978437603,212,6.8,3978437597,56,Right,3978437599,140,91.5,3978437601,141,13.6,3981269947,178,,3978437605,213,0.7,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471531,20,1,1,1,2,4tic29sox7m39fy1ztgv0jsiq,0,92.7,8.8,2023-01-14T20:03:38.677Z,2023-01-16T12:39:33Z,3981269967,178,,3978437611,140,88.1,3978437613,141,8.5,3978437617,213,3.2,3978437615,212,4.8,3978437609,56,Right,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471537,9,61,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,7.7,89,2023-01-14T20:03:38.751Z,2023-01-16T12:39:36Z,3978437635,56,Back,3981269981,178,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471557,21,1,1,1,4,4tic29sox7m39fy1ztgv0jsiq,0,84.8,10.3,2023-01-14T20:03:40.565Z,2023-01-16T12:39:40Z,3978437717,155,,3978437721,140,90.6,3978437719,56,Center,3981269995,178,,3978437715,2,,3979886767,20,,3978437725,212,28.5,3978437723,141,51.2,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,3979886765,224,,3978437727,213,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
2497471589,10,12,1,1,7,d0zdg647gvgc95xdtk1vpbkys,1,7.9,40.7,2023-01-14T20:03:43.841Z,2023-01-16T12:39:45Z,3978437865,56,Back,3981270023,178,,3978437873,213,5.8,3978437869,141,31.4,3978437867,140,18.9,3978437871,212,13.2,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471595,11,1,1,1,11,d0zdg647gvgc95xdtk1vpbkys,0,18.9,31.4,2023-01-14T20:03:48.201Z,2023-01-16T12:39:49Z,3978437915,140,27.1,3981270101,388,,3978437911,3,,3978437919,212,10.7,3978437917,141,40.7,3978437913,56,Back,3978437921,213,0.6,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497486373,310,1,1,1,12,4tic29sox7m39fy1ztgv0jsiq,0,73.5,71.6,2023-01-14T20:03:49.154Z,2023-01-16T12:39:53Z,3978517383,141,70.5,3978517387,213,6.2,3978517379,56,Center,3978517381,140,79.3,3981270147,178,,3978517385,212,6.1,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471665,13,4,1,1,13,d0zdg647gvgc95xdtk1vpbkys,1,23.8,30.2,2023-01-14T20:03:49.882Z,2023-01-16T12:40:14Z,3978438223,13,,3978438227,56,Back,3978438229,152,,3978438233,233,24,3978438231,285,,3978441713,265,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471653,24,4,1,1,13,4tic29sox7m39fy1ztgv0jsiq,0,76.2,69.8,2023-01-14T20:03:49.883Z,2023-01-16T12:40:14Z,3978438155,152,,3978438239,233,13,3978438151,13,,3978438159,286,,3981270243,178,,3978438153,56,Center,3978438157,265,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471603,12,43,1,1,13,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-01-14T20:03:50.212Z,2023-01-14T20:04:02Z,3978437959,56,Back,3978438481,144,3,3978437961,285,0,,,,,,,,,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471611,22,43,1,1,13,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-14T20:03:50.303Z,2023-01-14T20:04:02Z,3978437995,140,74.1,3978438495,144,1,3978437999,212,1.0,3978437993,56,Center,3978437997,141,71.7,3978438001,213,5.9,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471617,23,43,1,1,15,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-14T20:03:51.311Z,2023-01-14T20:04:00Z,3978438023,286,0,3978438353,144,50,3978438021,56,Center,,,,,,,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471835,14,1,1,1,35,d0zdg647gvgc95xdtk1vpbkys,1,12.5,26.9,2023-01-14T20:04:11.368Z,2023-01-16T12:40:22Z,3978439099,1,,3978439093,141,93.3,3978439097,213,1.3,3978439095,212,47.0,3978439081,5,,3981270273,178,,3978439089,56,Back,3978439087,152,,1lgrnaje6y7un5dzzll84p91,G. Rulli,3978439083,155,,3978439085,196,,3978439091,140,25.0,,,,,,,,,,,,,,,,,,,,,,
2497471865,15,1,1,1,40,d0zdg647gvgc95xdtk1vpbkys,1,27.6,86.1,2023-01-14T20:04:17.073Z,2023-01-16T12:40:25Z,3978439205,140,8.5,3981270291,178,,3978439211,213,3.2,3978439209,212,20.1,3978439207,141,84.7,3978439203,56,Back,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471897,16,1,1,1,43,d0zdg647gvgc95xdtk1vpbkys,1,8.5,83.9,2023-01-14T20:04:19.945Z,2023-01-16T12:40:28Z,3981270303,178,,3978439355,140,7.2,3978439357,141,58.9,3978439353,56,Back,3978439361,213,4.6,3978439359,212,17.1,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471921,17,1,1,1,46,d0zdg647gvgc95xdtk1vpbkys,1,7.8,55.8,2023-01-14T20:04:23.257Z,2023-01-16T12:40:31Z,3978439467,56,Back,3978439471,141,12.8,3978439469,140,16.3,3978439475,213,5.0,3981270315,178,,3978439473,212,30.6,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471929,18,1,1,1,49,d0zdg647gvgc95xdtk1vpbkys,1,14.7,10.7,2023-01-14T20:04:26.136Z,2023-01-16T12:40:34Z,3978439519,212,17.5,3978439521,213,6.2,3978439513,56,Back,3981270347,178,,3978439517,141,9.4,3978439515,140,31.3,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471933,19,61,1,1,51,d0zdg647gvgc95xdtk1vpbkys,0,31.8,11.1,2023-01-14T20:04:27.492Z,2023-01-16T12:40:40Z,3978439529,56,Back,3981270373,178,,,,,,,,,,,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471945,25,1,1,1,52,4tic29sox7m39fy1ztgv0jsiq,1,66.7,86.9,2023-01-14T20:04:28.638Z,2023-01-16T12:40:45Z,3978439601,141,95.6,3978439605,213,0.7,3981270405,178,,3978439597,56,Left,3978439603,212,8.8,3978439599,140,72.9,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471947,26,49,1,1,53,4tic29sox7m39fy1ztgv0jsiq,1,73.4,97.4,2023-01-14T20:04:29.973Z,2023-01-16T12:40:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471963,27,3,1,1,54,4tic29sox7m39fy1ztgv0jsiq,0,76,98.4,2023-01-14T20:04:30.566Z,2023-01-16T12:40:54Z,3978439667,56,Left,3978439669,286,,3978439687,233,20,3979891209,465,,3981270445,178,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471953,20,7,1,1,54,d0zdg647gvgc95xdtk1vpbkys,1,24,1.6,2023-01-14T20:04:30.609Z,2023-01-16T12:40:58Z,3978439637,56,Back,3978439639,285,,3978439679,233,27,3979891305,385,,3981270473,389,,3978439635,167,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471959,21,5,1,1,55,d0zdg647gvgc95xdtk1vpbkys,0,25.2,-1.6,2023-01-14T20:04:31.377Z,2023-01-16T12:41:01Z,3978439753,233,28,3978439661,347,,3978439659,56,Back,,,,,,,,,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471979,28,5,1,1,55,4tic29sox7m39fy1ztgv0jsiq,1,74.8,101.6,2023-01-14T20:04:31.377Z,2023-01-16T12:41:00Z,3978439725,56,Left,3978439727,347,,3978439735,233,21,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497472057,29,1,1,2,12,4tic29sox7m39fy1ztgv0jsiq,1,73.2,100,2023-01-14T20:04:48.463Z,2023-01-16T12:41:19Z,3978440071,140,75.5,3978440067,107,,3978440075,212,6.4,3978440069,56,Left,3978440077,213,5.1,3978440073,141,93.2,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497472091,30,1,1,2,12,4tic29sox7m39fy1ztgv0jsiq,1,75.5,92.3,2023-01-14T20:04:49.190Z,2023-01-16T12:41:23Z,3978440221,56,Left,3981270611,178,,3978440225,141,97.4,3978440223,140,70.6,3978440227,212,6.2,3978440229,213,2.5,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498011327,825,83,1,2,14,d0zdg647gvgc95xdtk1vpbkys,1,35.9,4.7,2023-01-14T20:04:50.967Z,2023-01-16T13:22:34Z,3981291463,399,231652,,,,,,,,,,,,,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497472125,31,1,1,2,14,4tic29sox7m39fy1ztgv0jsiq,1,68.4,97.7,2023-01-14T20:04:50.995Z,2023-01-16T12:41:32Z,3978440389,56,Center,3981270691,178,,3978440393,141,70.2,3978440397,213,4.1,3978440395,212,22.4,3978440391,140,56.6,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497472141,32,1,1,2,18,4tic29sox7m39fy1ztgv0jsiq,1,53.7,53.7,2023-01-14T20:04:55.055Z,2023-01-16T12:41:37Z,3978440445,140,60.2,3978440441,56,Center,3978440449,141,24.2,3978440457,213,5.0,3978440453,212,21.2,3981270717,178,,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
