id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2481930479,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-11-05T16:48:15.695Z,2022-11-05T18:30:56Z,3896528573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896528571,197,4030,3896528567,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896528559,30,"5gnywqecwvt5yxied85hu4x2i, dp0q4f4gbj2buhcu1lb5dzxed, b2h6iojtnu8rzb81vw4rbfrop, bznrsqachpfr9l2wnfjy8samt, 51b7kbz09togoaueykwbm385, 9fpb7g8ij9dqtuqhnimy5fap5, 8qqyo9093i0wtapxq219wjzzd, cozhhgt0jbcuu4wdxf1pwjkyd, 3jkzywsfc2vjq3h1kqdhhl2hh, atbvv2os8m7nfs0p128w5a6l1, 4tc5741xue1eigwcu4t7qtuc5, 67v3pc4c8yomh3hg3w0257oid, 1kbmdrn8cmlf591w70v9bpo0l, 5fnmjp63t7m9fg3y2fcw6z015, 6pgcyaivg3sjcm6jju4nn3omi, 3momlsgsh0o7u40ydp2f2ocbu, 9trasqdd75zjxz4kzplb64xjp, 3fzqjtehxr65c2xfyytws30q2, emrt1s5yfgtex867u98gbt0fe, 6o2tffdjtdueojbhahe3w66i2, 71gwdg60saiwwwnnv6is52may, a3hraho1lbnm3ga3ffkahlqi2",3896528569,194,atbvv2os8m7nfs0p128w5a6l1,3896528561,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3896528563,59,"31, 12, 5, 15, 2, 14, 85, 21, 11, 10, 7, 1, 4, 6, 8, 18, 19, 22, 34, 61, 77, 90",3896528565,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481935539,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-11-05T16:51:37.681Z,2022-11-05T17:46:04Z,3896555761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3896555763,59,"32, 34, 18, 2, 5, 4, 7, 8, 9, 10, 77, 1, 11, 13, 16, 17, 20, 24, 27, 29, 99",3896555765,130,8,3896786809,197,16383,3896555767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896555769,194,ew4kbwq27lxqocg0920amphw5,3896555759,30,"627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm, 57wfg8j12hfw3aisrnwtpgmvp, 6ciggfx8p0zkak8qxe1p7yzth, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, ewbakrn2dqmy062scjnz0pecp, 49x98sk3wf7sjshrlou5vnvje, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, 55e0z1vhb48go6y2io7h80aqy, 3kt58x082lj8650en2mt60xqt, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, ekltvbrx114dg6b2wj3lpwy96, 5q2z4aezq94ob9qp37i302ns9, cqrk42u0s5w8yuq6mnckug02y, eytcfp4cu6qkar65kf0p5rm96, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp, 4j1q9t5qivp1pw0shncu1tzah",3896555771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481981695,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-11-05T17:49:01.075Z,2022-11-07T07:10:51Z,3896798867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481981673,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-11-05T17:49:01.075Z,2022-11-05T17:49:01Z,3896798771,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481981729,3,1,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,50.3,50,2022-11-05T17:49:01.172Z,2022-11-07T08:51:17Z,3896799071,212,24.9,3896799069,141,29.7,3896799067,140,30.6,3896799065,56,Back,3896799077,213,3.7,3896799079,279,S,3901900553,178,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481981777,4,1,1,0,2,3t0vjqtxc8wpjzv82i3oi2ova,1,29.3,23.6,2022-11-05T17:49:03.912Z,2022-11-07T08:51:20Z,3896799319,212,14.5,3896799317,141,3.4,3901900627,178,,3896799313,56,Back,3896799321,213,5.0,3896799315,140,33.6,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481981837,5,1,1,0,6,3t0vjqtxc8wpjzv82i3oi2ova,0,34.4,2.8,2022-11-05T17:49:07.299Z,2022-11-07T08:51:23Z,3896799601,212,38.5,3901900751,178,,3896799605,1,,3896799603,213,6.2,3896799597,140,71.0,3896799599,141,0.0,3896799593,155,,3896799595,56,Right,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481981997,3,5,1,0,9,3ebril33e08ddzob4bhq8awsr,1,27.6,101.4,2022-11-05T17:49:10.827Z,2022-11-07T08:51:24Z,3896800495,233,6,3896800475,56,Back,3896800479,347,,,,,,,,,,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481981839,6,5,1,0,9,3t0vjqtxc8wpjzv82i3oi2ova,0,72.4,-1.4,2022-11-05T17:49:10.827Z,2022-11-07T08:51:25Z,3896800503,233,3,3896799607,56,Right,3896799609,347,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481982065,4,1,1,0,23,3ebril33e08ddzob4bhq8awsr,1,26.4,100,2022-11-05T17:49:24.571Z,2022-11-07T08:51:31Z,3896800761,140,59.3,3896800763,141,94.5,3896800765,212,34.9,3896800759,56,Left,3896800769,1,,3896800757,107,,3896800767,213,6.1,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
