id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist,qualifier/18/value
2499619211,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-22T12:19:36.578Z,2023-01-22T13:31:04Z,3989757521,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989757515,130,4,3989757511,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3989757513,59,"1, 20, 5, 18, 2, 3, 8, 21, 9, 7, 10, 15, 4, 11, 12, 14, 16, 17, 19, 22, 26, 27, 38",3989757519,194,lduqoe45t2fnbn9s9rbvlnf9,3989912343,197,538,3989757517,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989757509,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, ad9kukqx4xulbvelacgwgqvah, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, dc119ejc7lls2rd3ywigl2smi, c7n2b2gq381k0o0jizqueii5m, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, 3c4l2e3gzgpqrc2ygkbmp0jpx, 3hu6e9wa0nt4ekubxye6l4pas, dc2wi76ipwc5qbq4eggqd1hp1, 5m8pflpgynidzk7d9507oujje, 2teefpvijsbzag4yi7fm1pyol, ahwtdhrerarmljk9bh0tcpk6i, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, acffs01m2p3b4uemzjrp51d9m, 5g0q7azk54eryl8vcgyb2oj4l, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, bner5siqnwn1fqusfrgujt0fe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499621963,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-22T12:25:41.749Z,2023-01-22T13:34:42Z,3989771157,30,"9q90ls3k1i2739wd6a20fku6t, 6gabdz53gxhyp8dv6x5the4t1, c2an5ksdu6jbap3x3jp3z9c5x, eu6pfkiah7otafyryg6ll7y09, aafz6q5ggn9e6m5hprc71lgph, 8p47d0e54hgl7d86vur1m5nmx, b33sm106xc7g3h4bcqtawja7e, 28o7vv0jud22hmg4h649yozqh, 395y7yj6o1xwr6uaxs4sjnjdh, 3mp92d5s002hi523kl4zmgrft, 9uf4fsff2lpic3u0l7zpuqsid, 1s7vp9ovsa1jo7tu7nisykn9x, 6mjm5cwe46jhi3wwpf1icf65l, 1p0xp2onnys7jlru55vfgf1pm, 6lyedmu2vuf7jig3jmhz9b4ve, c1krps0yssh477m8umrruiqjt, 9wo8twcbs1jnqzdy0c6y8adey, 4ooliltsht8mvelpds3v4bpat, ebqj8v33xv3otev2pycc6xomh, 5nhideyjwp2347ryi1n9wfq50, 1s6yn52hlqtmmz4lerscf457u",3989771159,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3989771167,194,c2an5ksdu6jbap3x3jp3z9c5x,3989771169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989771165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989771163,130,4,3989771161,59,"1, 5, 24, 8, 33, 27, 6, 10, 28, 26, 11, 2, 7, 9, 15, 16, 25, 30, 31, 37, 38",3989911811,197,16382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649603,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-22T13:32:09.463Z,2023-01-22T13:32:09Z,3989915235,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649607,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-22T13:32:09.463Z,2023-01-24T12:26:26Z,3989915251,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649649,3,1,1,0,0,ccpscwdcm65czscrun048ecn5,1,50,50,2023-01-22T13:32:09.533Z,2023-01-24T17:41:37Z,3989915477,279,S,3993339945,178,,3989915467,56,Back,3989915469,140,32.5,3989915475,213,3.6,3989915473,212,20.5,3989915471,141,36.7,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649677,4,1,1,0,3,ccpscwdcm65czscrun048ecn5,1,33.7,35.8,2023-01-22T13:32:12.588Z,2023-01-24T17:41:42Z,3989915615,212,48.0,3989915613,141,66.3,3989915611,140,74.9,3989915607,155,,3989915609,56,Center,3989915617,213,0.4,3989915619,1,,3993340697,178,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649681,5,1,1,0,6,ccpscwdcm65czscrun048ecn5,0,75.3,66.9,2023-01-22T13:32:16.088Z,2023-01-24T17:41:49Z,3989915635,56,Left,3989915633,3,,3989915641,141,82.9,3989915643,212,13.2,3989915647,213,2.2,3993340889,178,,3989915637,140,68.2,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649685,3,49,1,0,8,4tic29sox7m39fy1ztgv0jsiq,1,33.1,13.9,2023-01-22T13:32:17.854Z,2023-01-24T17:42:47Z,,,,,,,,,,,,,,,,,,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649721,4,1,1,0,8,4tic29sox7m39fy1ztgv0jsiq,1,33.1,13.9,2023-01-22T13:32:17.877Z,2023-01-24T17:42:45Z,3989915881,140,39.4,3989915879,56,Back,3989915883,141,22.6,3989915885,212,8.9,3993342659,178,,3989915887,213,0.7,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649723,5,61,1,0,10,4tic29sox7m39fy1ztgv0jsiq,1,39.4,22.6,2023-01-22T13:32:19.808Z,2023-01-24T18:19:40Z,3993343683,178,,3989915891,56,Back,,,,,,,,,,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649841,6,43,1,0,13,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-22T13:32:22.765Z,2023-01-22T13:33:52Z,3989916489,56,Left,3989920143,144,5,3989916491,347,0,,,,,,,,,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649729,6,43,1,0,14,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-22T13:32:23.756Z,2023-01-22T13:33:16Z,3989915929,347,0,3989915927,56,Back,3989918121,144,5,3989916539,233,6,,,,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649847,7,27,1,0,17,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-22T13:32:26.946Z,2023-01-24T17:43:24Z,3989924673,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649769,7,27,1,0,17,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-22T13:32:26.946Z,2023-01-24T17:43:24Z,3989916113,53,36veg0wk1z3om89daf0clbl5h,3989916109,41,Injury,3989924649,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650143,8,28,1,0,59,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-22T13:33:09.150Z,2023-01-24T17:43:27Z,3989917947,55,7,3989918157,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650165,8,28,1,0,59,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-22T13:33:09.150Z,2023-01-24T17:43:27Z,3989918077,55,7,3989918167,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650273,9,68,1,1,12,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-22T13:33:21.692Z,2023-01-24T17:43:35Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650271,9,68,1,1,12,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-22T13:33:21.707Z,2023-01-24T17:43:31Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650305,10,49,1,1,13,4tic29sox7m39fy1ztgv0jsiq,1,34.2,22.9,2023-01-22T13:33:22.646Z,2023-01-24T17:43:49Z,,,,,,,,,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650321,11,1,1,1,13,4tic29sox7m39fy1ztgv0jsiq,1,34.2,22.9,2023-01-22T13:33:22.684Z,2023-01-24T17:43:54Z,3993345189,178,,3989918683,212,16.1,3989918677,56,Back,3989918681,141,34.6,3989918679,140,20.9,3989918685,213,2.6,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650351,12,1,1,1,15,4tic29sox7m39fy1ztgv0jsiq,1,20.9,34.6,2023-01-22T13:33:25.384Z,2023-01-24T17:43:57Z,3989918795,140,5.4,3989918793,56,Back,3993345261,178,,3989918797,141,44.6,3989918799,212,17.6,3989918801,213,2.7,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650391,13,1,1,1,17,4tic29sox7m39fy1ztgv0jsiq,1,5.4,44.6,2023-01-22T13:33:27.010Z,2023-01-24T17:44:01Z,3989919023,1,,3989919021,213,1.1,3989919011,155,,3989919013,56,Back,3989919015,140,20.5,3993345409,178,,3989919019,212,37.9,3989919017,141,95.3,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650427,14,1,1,1,22,4tic29sox7m39fy1ztgv0jsiq,1,20.5,95.3,2023-01-22T13:33:31.822Z,2023-01-24T17:44:05Z,3989919249,213,6.1,3989919247,212,5.6,3993345585,178,,3989919241,56,Back,3989919243,140,25.8,3989919245,141,94.1,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650439,15,1,1,1,23,4tic29sox7m39fy1ztgv0jsiq,0,26,93.8,2023-01-22T13:33:33.069Z,2023-01-24T17:44:12Z,3989919285,56,Back,3989919301,213,1.2,3989919299,212,2.2,3989919295,141,96.8,3989919289,140,26.7,3993345859,178,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500317283,866,67,1,1,24,ccpscwdcm65czscrun048ecn5,1,64.2,2.7,2023-01-22T13:33:34.389Z,2023-01-24T19:12:07Z,3993419673,233,1044,,,,,,,,,,,,,,,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500317279,1044,67,1,1,24,4tic29sox7m39fy1ztgv0jsiq,0,35.8,97.3,2023-01-22T13:33:34.390Z,2023-01-24T18:21:47Z,3993419677,233,866,,,,,,,,,,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650457,10,1,1,1,24,ccpscwdcm65czscrun048ecn5,0,64.2,3.1,2023-01-22T13:33:34.422Z,2023-01-24T19:12:07Z,3989919923,233,16,3993346143,178,,3989919369,213,6.2,3989919363,140,65.7,3989919367,212,1.6,3989919921,236,,3989919927,286,,3989919361,56,Right,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,3989919365,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650463,16,74,1,1,25,4tic29sox7m39fy1ztgv0jsiq,1,26.7,96.8,2023-01-22T13:33:34.521Z,2023-01-24T17:44:25Z,3993346331,178,,3989919377,56,Back,3989919903,285,,3989919937,233,10,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
