id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist,qualifier/18/value
2499680259,413,1,1,1,25,ccpscwdcm65czscrun048ecn5,1,69.9,1.6,2023-01-22T13:33:35.460Z,2023-01-24T17:44:40Z,3990079825,140,70.5,3990079831,213,5.8,3990079821,56,Right,3990079827,141,1.1,3990079829,212,0.7,3993346963,389,,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499680339,414,1,1,1,26,ccpscwdcm65czscrun048ecn5,1,71.7,1.7,2023-01-22T13:33:36.459Z,2023-01-24T17:44:47Z,3993347193,178,,3990080187,213,1.4,3990080183,141,16.9,3990080181,140,73.9,3990080179,56,Right,3990080185,212,10.6,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499795219,855,1,1,1,27,ccpscwdcm65czscrun048ecn5,1,74.7,17.6,2023-01-22T13:33:37.338Z,2023-01-24T17:45:03Z,3990697159,212,6.5,3990697157,141,27.1,3990697161,213,1.5,3993347739,178,,3990697153,56,Center,3990697155,140,75.1,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650529,11,3,1,1,29,ccpscwdcm65czscrun048ecn5,0,75,26.5,2023-01-22T13:33:38.611Z,2023-01-24T17:45:10Z,3990699297,465,,3993348187,178,,3989919679,286,,3989919709,233,17,3989919677,56,Center,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650509,17,7,1,1,29,4tic29sox7m39fy1ztgv0jsiq,0,25,73.5,2023-01-22T13:33:39.143Z,2023-01-24T17:45:13Z,3990700099,385,,3993348361,178,,3989919581,285,,3989919577,56,Back,3989919701,233,11,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650539,12,49,1,1,31,ccpscwdcm65czscrun048ecn5,1,71,52.2,2023-01-22T13:33:40.546Z,2023-01-24T17:45:19Z,,,,,,,,,,,,,,,,,,,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650589,13,1,1,1,33,ccpscwdcm65czscrun048ecn5,1,72.9,47.6,2023-01-22T13:33:42.912Z,2023-01-24T17:45:22Z,3989919963,56,Left,3989919965,140,96.7,3989919971,213,0.8,3989919973,1,,3989919969,212,35.3,3993348789,178,,3989919967,141,84.3,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650597,14,1,1,1,37,ccpscwdcm65czscrun048ecn5,0,98,85.5,2023-01-22T13:33:46.475Z,2023-01-24T17:45:25Z,3989920007,140,92.9,3989920009,141,58.1,3993348893,178,,3990702043,224,,3989920013,213,4.4,3989920011,212,19.4,3990702045,72,,3989920001,2,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,3989920005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650621,18,49,1,1,38,4tic29sox7m39fy1ztgv0jsiq,1,7.1,41,2023-01-22T13:33:47.699Z,2023-01-24T17:45:28Z,,,,,,,,,,,,,,,,,,,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650631,19,1,1,1,40,4tic29sox7m39fy1ztgv0jsiq,1,5.4,35.6,2023-01-22T13:33:49.978Z,2023-01-24T17:45:33Z,3993349293,178,,3989920161,141,34.4,3989920165,212,9.8,3989920169,213,6.2,3989920157,56,Back,3989920159,140,14.7,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650651,20,1,1,1,42,4tic29sox7m39fy1ztgv0jsiq,1,19,34.1,2023-01-22T13:33:51.513Z,2023-01-24T17:45:38Z,3989920289,56,Back,3989920295,212,18.6,3989920293,141,11.0,3989920291,140,28.4,3989920297,213,5.3,3993349487,178,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650669,21,1,1,1,44,4tic29sox7m39fy1ztgv0jsiq,1,28.3,13.1,2023-01-22T13:33:53.995Z,2023-01-24T17:45:49Z,3989920393,56,Back,3989920395,140,19.6,3993350049,178,,3989920399,212,14.0,3989920397,141,28.7,3989920401,213,2.3,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650683,22,1,1,1,46,4tic29sox7m39fy1ztgv0jsiq,1,19.6,28.7,2023-01-22T13:33:56.279Z,2023-01-24T17:45:53Z,3989920453,56,Back,3989920455,140,16.3,3989920461,213,4.4,3989920457,141,12.7,3993350191,178,,3989920459,212,11.4,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650737,23,1,1,1,48,4tic29sox7m39fy1ztgv0jsiq,1,16.1,13.6,2023-01-22T13:33:58.210Z,2023-01-24T17:45:57Z,3989920737,212,20.8,3989920739,213,2.4,3993350277,178,,3989920735,141,34.0,3989920733,140,1.4,3989920731,56,Back,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650773,24,1,1,1,53,4tic29sox7m39fy1ztgv0jsiq,0,2.5,33.5,2023-01-22T13:34:03.158Z,2023-01-24T17:46:00Z,3989920907,155,,3989920909,56,Back,3989920917,212,45.3,3993350393,178,,3989920913,141,6.8,3989920911,140,42.0,3989920921,213,5.9,3989920925,1,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650799,15,1,1,1,56,ccpscwdcm65czscrun048ecn5,0,59,93.5,2023-01-22T13:34:06.200Z,2023-01-24T17:46:03Z,3989921019,140,68.3,3989921017,56,Left,3989921015,3,,3993350535,388,,3989921023,212,11.2,3989921021,141,85.4,3989921025,213,5.8,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650815,25,61,1,1,58,4tic29sox7m39fy1ztgv0jsiq,1,32.2,14.3,2023-01-22T13:34:07.579Z,2023-01-24T17:46:13Z,3989921111,56,Back,3993350887,178,,,,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650979,26,1,1,2,0,4tic29sox7m39fy1ztgv0jsiq,1,30.9,19.6,2023-01-22T13:34:10.301Z,2023-01-24T17:46:30Z,3989921907,56,Back,3989921909,140,22.1,3989921915,213,2.3,3989921913,212,13.5,3989921911,141,34.0,3993351605,178,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651003,27,1,1,2,12,4tic29sox7m39fy1ztgv0jsiq,1,45,40.9,2023-01-22T13:34:22.377Z,2023-01-24T17:46:45Z,3989922037,213,2.0,3989922029,56,Back,3993352161,178,,3989922031,140,39.2,3989922033,141,60.2,3989922035,212,14.5,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651023,28,1,1,2,15,4tic29sox7m39fy1ztgv0jsiq,1,39.2,60.2,2023-01-22T13:34:24.512Z,2023-01-24T18:25:01Z,3989922157,213,1.5,3989922149,56,Back,3993352247,178,,3989922155,212,23.9,3989922153,141,95.1,3989922151,140,41.8,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651059,29,1,1,2,17,4tic29sox7m39fy1ztgv0jsiq,0,41.8,95,2023-01-22T13:34:26.877Z,2023-01-24T17:46:51Z,3989922339,213,0.2,3989922337,212,17.4,3989922331,56,Left,3989922333,140,58.0,3989922335,141,100.0,3993352383,178,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651219,16,5,1,2,18,ccpscwdcm65czscrun048ecn5,1,42.9,-1.2,2023-01-22T13:34:27.980Z,2023-01-24T17:47:01Z,3989923153,233,30,3989923119,347,,3989923117,56,Back,,,,,,,,,,,,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651065,30,5,1,2,18,4tic29sox7m39fy1ztgv0jsiq,0,57.1,101.2,2023-01-22T13:34:27.980Z,2023-01-24T17:47:02Z,3989922361,347,,3989922359,56,Left,3989923165,233,16,,,,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651399,17,1,1,2,44,ccpscwdcm65czscrun048ecn5,0,51.6,0,2023-01-22T13:34:54.362Z,2023-01-24T17:47:33Z,3989924005,213,0.5,3989924001,212,27.0,3989923997,141,17.9,3989923993,56,Right,3989923991,107,,3989923995,140,74.0,3989924007,1,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651429,31,1,1,2,47,4tic29sox7m39fy1ztgv0jsiq,1,23.3,79.7,2023-01-22T13:34:56.519Z,2023-01-24T17:47:40Z,3989924115,56,Back,3993354269,178,,3989924113,157,,3989924125,1,,3989924123,213,0.3,3989924121,212,10.4,3989924119,141,84.3,3989924117,140,32.7,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651443,32,1,1,2,47,4tic29sox7m39fy1ztgv0jsiq,0,32.8,84.5,2023-01-22T13:34:57.259Z,2023-01-24T17:47:48Z,3989924187,157,,3989924189,56,Back,3989924193,141,65.1,3989924191,140,48.1,3993354505,178,,3989924195,212,20.8,3989924197,213,5.6,3989924199,1,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651515,18,1,1,2,49,ccpscwdcm65czscrun048ecn5,0,54.3,34.8,2023-01-22T13:34:58.882Z,2023-01-24T17:47:55Z,3993354759,178,,3989924507,140,90.4,3989924509,141,85.0,3989924503,157,,3989924505,56,Left,3989924513,213,0.7,3989924511,212,51.0,3989924515,1,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651503,33,49,1,2,55,4tic29sox7m39fy1ztgv0jsiq,1,6.4,17.5,2023-01-22T13:35:05.065Z,2023-01-24T17:48:03Z,,,,,,,,,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499651541,34,1,1,2,55,4tic29sox7m39fy1ztgv0jsiq,1,7,17.2,2023-01-22T13:35:05.081Z,2023-01-24T17:48:07Z,3989924655,140,1.3,3989924653,56,Back,3989924661,213,2.0,3989924659,212,14.2,3989924657,141,36.1,3993355181,178,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
