id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2497608743,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-15T10:08:40.076Z,2023-01-15T11:42:15Z,3979159867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979254791,197,493,3979159869,194,9p6nlczeycd0ai4dahjxnf8ph,3979159871,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979159859,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, 9p6nlczeycd0ai4dahjxnf8ph, 570htztcvfsu947xw6fvtzmc5, 913pg8qqcjp99h5fjybbenob9, cudl1cjc8kxshfbhatms7aooa, a76yp8gkkg6frtuhh3d6l46i, 76n4eg1xu5qvf9bkwy4p8jsut, 6rfm7p5go1lgv6ccdjqgpallh, 8inyievyp1az6q3dtlkpynf56, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 61a5bh5xw947nv4mxx62gqaqx, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 5qvy65ckiigykkowpyco05zv9, 4fiks6jvfxzbs9k0s050vmfbo, 6dd248q0adq6su677bw2kk2c5, uru1h5pzgwy9cvbele1piei, bqqq27wy9bk31ssgapksci4t1, 6oynq4ickyxictf2e0ilemqne",3979159865,130,8,3979159861,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979159863,59,"22, 28, 16, 20, 4, 3, 7, 71, 19, 14, 11, 1, 2, 5, 8, 9, 10, 21, 24, 31, 34, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497609469,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-01-15T10:11:53.606Z,2023-01-15T11:19:49Z,3979163655,30,"84yhv0iilunn0vllz1r5fe7l5, d3qx3gwypipcl2azrj9ing9ud, cynuwabb849am6ml1b70yr55h, dvof4p3jx1gi6i9uelbmudl62, cgsmk5437f466uoqvol7devze, d8cxurdt9g5gezqlfwae7ooru, czh4r9efdbw4fvdux0enl127e, 4ecptuxoyx485mmhrubuscgyd, 9bzwr8qhl6547tjrsjsity4x6, 4idru0svqcqjpi03b4jhqyd3p, 5gyjq8tsjxk396qt4hqlwn3dh, 2ez3q7gik3lm5kp1cunfol52h, b2uznyb9b8fxsy57450mbmwru, cty7nsrs5yn785m330c2gbwq2, eqjelc731e1xrp95bpysx0pka, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, 30t0ph1icrggc0x62om801ses, dotvgi9g50m2axfw4isamd1ck, 1txv3b9y7h3du9d5bbblg0vai, 3hhca66jtxt3c1iw10nfmhtnu, 45vh3c99keqayr9hj0r6x0ei2",3979163671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979163669,194,4idru0svqcqjpi03b4jhqyd3p,3979163657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979250651,197,15620,3979163665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979163661,130,8,3979163659,59,"16, 2, 35, 17, 3, 20, 42, 8, 14, 21, 32, 6, 9, 11, 13, 18, 22, 24, 25, 26, 27, 33, 53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627313,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-15T11:16:30.129Z,2023-01-15T11:16:30Z,3979254985,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627303,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-01-15T11:16:30.129Z,2023-01-17T11:28:10Z,3979254923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627315,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,50,50,2023-01-15T11:16:30.223Z,2023-01-17T11:35:36Z,3979254993,140,25.8,3979255001,279,S,3979254991,56,Back,3979254995,141,35.8,3982119519,178,,3979254999,213,3.5,3979254997,212,27.2,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627345,4,1,1,0,3,6hsriqr3ybvyg94w2k19oal50,0,29.7,35.8,2023-01-15T11:16:33.748Z,2023-01-17T11:35:39Z,3979255179,155,,3979255183,140,73.8,3979255181,56,Center,3979255185,141,27.2,3979255191,1,,3979255189,213,6.2,3979255187,212,46.7,3982119705,178,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627333,3,44,1,0,6,8iawijq7s9s6d85mjz8wdslki,1,26.6,73.1,2023-01-15T11:16:36.437Z,2023-01-18T04:15:56Z,3979255229,233,5,3979255147,56,Back,3979255149,285,,,,,,,,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627353,5,44,1,0,6,6hsriqr3ybvyg94w2k19oal50,0,73.4,26.9,2023-01-15T11:16:36.438Z,2023-01-17T11:35:46Z,3979255219,56,Center,3979255223,286,,3979256485,233,3,,,,,,,,,,,,,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627349,4,1,1,0,6,8iawijq7s9s6d85mjz8wdslki,1,28.2,73.2,2023-01-15T11:16:36.460Z,2023-01-18T04:15:56Z,3979255197,56,Back,3982119791,388,,3979255199,140,31.2,3979255195,3,,3979255203,212,9.6,3979255201,141,59.8,3979255205,213,5.0,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627383,5,1,1,0,7,8iawijq7s9s6d85mjz8wdslki,1,33.2,59.8,2023-01-15T11:16:38.096Z,2023-01-17T11:35:56Z,3982119849,178,,3979255405,140,47.7,3979255401,3,,3979255403,56,Back,3979255407,141,60.2,3979255411,213,0.0,3979255409,212,15.2,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
